"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"350","Russia","Russia","T-72B3","destroyed","https://twitter.com/UAWeapons/status/1552756805406789632","2022-07-29",9,334,1,"7-93341","07/29/2022"
"351","Russia","Russia","T-72B3","destroyed","https://i.postimg.cc/qRyBGz6W/1005-t72b3.png","2022-07-29",9,335,1,"7-93351","07/29/2022"
"529","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/xTRC7Jp2/1004-t72b3-2016.png","2022-07-29",10,496,3,"7-104963","07/29/2022"
"554","Russia","Soviet Union","56 T-80BV","destroyed","https://i.postimg.cc/yNvLh6T7/1000.jpg","2022-07-29",11,521,1,"7-115211","07/29/2022"
"859","Russia","Russia","Unknown tank","destroyed","https://twitter.com/RALee85/status/1552961963487010816","2022-07-29",20,812,1,"7-208121","07/29/2022"
"1416","Russia","Soviet Union","110 BMP-1(P)","destroyed","https://i.postimg.cc/k5kX8xGx/1001-bmp-1.png","2022-07-29",40,1336,1,"7-4013361","07/29/2022"
"1845","Russia","Soviet Union","70 Unknown BMP-1/2","destroyed","https://twitter.com/RALee85/status/1552942531842871296","2022-07-29",44,1723,1,"7-4417231","07/29/2022"
"1919","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/VsX5qHj5/1003-bmp3.jpg","2022-07-29",45,1795,1,"7-4517951","07/29/2022"
"2669","Russia","Russia","R-166-0.5 signals vehicle","destroyed","https://i.postimg.cc/brRzKWTT/1008-R-166-0-5-signal-vehicle.jpg","2022-07-29",77,2495,1,"7-7724951","07/29/2022"
"3415","Russia","Russia","Orlan-10 reconnaissance UAV","destroyed","https://i.postimg.cc/nhhztFNQ/1002-orlan-10.jpg","2022-07-29",195,3183,1,"7-19531831","07/29/2022"
"3957","Russia","Russia","62 Ural-43206","captured","https://i.postimg.cc/MKxHdbD5/1007-ural-43206.jpg","2022-07-29",228,3697,3,"7-22836973","07/29/2022"
"4176","Russia","Russia","342 KamAZ 6x6","destroyed","https://i.postimg.cc/9XPFRwh7/1000-kamaz-6x6.jpg","2022-07-29",235,3904,1,"7-23539041","07/29/2022"
"4177","Russia","Russia","342 KamAZ 6x6","destroyed","https://i.postimg.cc/q7tvzmJJ/1006-kamaz-6x6.jpg","2022-07-29",235,3905,1,"7-23539051","07/29/2022"
