"","country","origin","system","status","url","sysID","imageID","statusID","matID","Date"
"7","Russia","Soviet Union","T-72B","destroyed","https://i.postimg.cc/T1X85D34/443fp.png",3,7,3,"7-373","2022-03-07"
"11","Russia","Soviet Union","T-72B","destroyed","https://i.postimg.cc/258nmcdH/443l.png",3,10,3,"7-3103","2022-03-07"
"26","Russia","Soviet Union","T-72B","captured","https://i.postimg.cc/8PQKDG7t/ta2.png",3,23,2,"7-3232","2022-03-07"
"28","Russia","Russia","T-72B Obr. 1989","destroyed","https://i.postimg.cc/VLBGh0Lz/3dd1.jpg",4,25,3,"7-4253","2022-03-07"
"44","Russia","Russia","T-72B3 Obr. 2016","destroyed","https://i.postimg.cc/zf1qWFGh/4f20.png",6,41,3,"7-6413","2022-03-07"
"46","Russia","Russia","T-72B3 Obr. 2016","destroyed","https://i.postimg.cc/j5CJ7pm9/4fgh.png",6,43,3,"7-6433","2022-03-07"
"47","Russia","Russia","T-72B3 Obr. 2016","destroyed","https://i.postimg.cc/cL1v8KKC/4fs.png",6,44,3,"7-6443","2022-03-07"
"48","Russia","Russia","T-72B3 Obr. 2016","destroyed","https://i.postimg.cc/d0FgkBKX/34f.png",6,45,3,"7-6453","2022-03-07"
"67","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/3wPF3jtz/331.png",6,63,2,"7-6632","2022-03-07"
"68","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/WpJWQz1d/ta1.png",6,64,2,"7-6642","2022-03-07"
"69","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/RFS7hm3f/d15.png",6,65,2,"7-6652","2022-03-07"
"70","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/rpYCXVgJ/4436.png",6,66,2,"7-6662","2022-03-07"
"71","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/43hnyXsw/d138.png",6,67,2,"7-6672","2022-03-07"
"110","Russia","Russia","T-80U","captured","https://i.postimg.cc/nrLk93TH/d2c.png",8,104,2,"7-81042","2022-03-07"
"111","Russia","Russia","T-80U","captured","https://i.postimg.cc/Kcg5Wc8N/o1.png",8,105,2,"7-81052","2022-03-07"
"137","Russia","Russia","T-90A","captured","https://i.postimg.cc/907C3bwz/3324.png",11,128,2,"7-111282","2022-03-07"
"140","Russia","Russia","Unknown tank","destroyed","https://i.postimg.cc/Tw5GDxqp/ff13.png",12,131,3,"7-121313","2022-03-07"
"153","Russia","Soviet Union","MT-LB","destroyed","https://i.postimg.cc/x86mN0TW/c13.jpg",15,144,3,"7-151443","2022-03-07"
"154","Russia","Soviet Union","MT-LB","destroyed","https://i.postimg.cc/CxNSkmyp/763.png",15,145,3,"7-151453","2022-03-07"
"189","Russia","Soviet Union","MT-LB","captured","https://i.postimg.cc/zBynjsCc/k87.jpg",15,179,2,"7-151792","2022-03-07"
"193","Russia","Soviet Union","MT-LB Ambulance","destroyed","https://i.postimg.cc/857p1Nfy/dd25.png",18,183,3,"7-181833","2022-03-07"
"214","Russia","Soviet Union","1V119 artillery battalion fire direction vehicle","captured","https://i.postimg.cc/J7kqnFJ0/ff2v.jpg",24,203,2,"7-242032","2022-03-07"
"224","Russia","Soviet Union","Unknown BTR-D/BMD-2","destroyed","https://i.postimg.cc/TwswzQQW/f69.png",26,213,3,"7-262133","2022-03-07"
"231","Russia","Soviet Union","BMP-1(P)","destroyed","https://i.postimg.cc/pLPPmDn5/7764.png",28,220,3,"7-282203","2022-03-07"
"287","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/zD9kdGPS/d2.png",31,270,3,"7-312703","2022-03-07"
"288","Russia","Russia","BMP-3","destroyed","https://postimg.cc/5Xczy0Gd",31,271,3,"7-312713","2022-03-07"
"289","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/nrTwmbpw/d56.png",31,272,3,"7-312723","2022-03-07"
"290","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/qvrzRPzd/d331.png",31,273,3,"7-312733","2022-03-07"
"299","Russia","Russia","BMP-3","captured","https://i.postimg.cc/Ghw0nr5d/sfg.png",31,281,2,"7-312812","2022-03-07"
"331","Russia","Soviet Union","BMD-2","captured","https://i.postimg.cc/gjmQ4Pbz/ff1.png",32,310,2,"7-323102","2022-03-07"
