"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"133","Russia","Soviet Union","T-72A","destroyed","https://i.postimg.cc/k465XfpW/4380.png","2022-12-20",6,121,2,"7-61212","12/20/2022"
"823","Russia","Russia","T-72B3 Obr. 2016","destroyed","https://i.postimg.cc/jSyy8y0h/3f6.png","2022-12-20",13,766,2,"7-137662","12/20/2022"
"997","Russia","Russia","Unknown T-72","destroyed","https://i.postimg.cc/pV6B64PB/image.jpg","2022-12-20",14,924,2,"7-149242","12/20/2022"
"1112","Russia","Soviet Union","195 T-80BV","destroyed","https://i.postimg.cc/BZBrPxfF/230.png","2022-12-20",15,1033,2,"7-1510332","12/20/2022"
"1113","Russia","Soviet Union","195 T-80BV","destroyed","https://i.postimg.cc/d1t8HPDw/487.png","2022-12-20",15,1034,2,"7-1510342","12/20/2022"
"1114","Russia","Soviet Union","195 T-80BV","destroyed","https://twitter.com/UAWeapons/status/1604167651902758912","2022-12-20",15,1035,2,"7-1510352","12/20/2022"
"1936","Russia","Soviet Union","MT-LB","captured","https://i.postimg.cc/FHShndXr/d29.png","2022-12-20",31,1781,1,"7-3117811","12/20/2022"
"2106","Russia","Soviet Union","17 MT-LB with ZU-23 AA gun","captured","https://twitter.com/UAWeapons/status/1604925646689505280","2022-12-20",33,1942,1,"7-3319421","12/20/2022"
"2505","Russia","Soviet Union","232 BMP-1(P)","captured","https://i.postimg.cc/Jn7Wv97x/439.png","2022-12-20",41,2304,1,"7-4123041","12/20/2022"
"2517","Russia","Russia","BMP-1AM","destroyed","https://i.postimg.cc/FsDV2V2h/6h5.png","2022-12-20",42,2315,2,"7-4223152","12/20/2022"
"3257","Russia","Soviet Union","95 Unknown BMP-1/2","destroyed","https://i.postimg.cc/xCswk2BZ/image.jpg","2022-12-20",46,2975,2,"7-4629752","12/20/2022"
"3258","Russia","Soviet Union","95 Unknown BMP-1/2","destroyed","https://twitter.com/UAWeapons/status/1604433218870345729","2022-12-20",46,2976,2,"7-4629762","12/20/2022"
"3384","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/Xvx27gCN/4387.png","2022-12-20",47,3099,2,"7-4730992","12/20/2022"
"3942","Russia","Russia","375 BTR-82A(M)","destroyed","https://i.postimg.cc/zGvvczFd/3223.png","2022-12-20",52,3620,2,"7-5236202","12/20/2022"
"4601","Russia","Soviet Union","BTR-60PU-12M air defence command vehicle","captured","https://i.postimg.cc/fLLWyZ83/327g.png","2022-12-20",73,4208,1,"7-7342081","12/20/2022"
"4720","Russia","Russia","APE-5 command post","destroyed","https://i.postimg.cc/kMfBF10F/43f.png","2022-12-20",79,4309,2,"7-7943092","12/20/2022"
"4853","Russia","Soviet Union","23 BREM-1 armoured recovery vehicle","destroyed","https://i.postimg.cc/59BvMtdp/image.jpg","2022-12-20",109,4430,2,"7-10944302","12/20/2022"
"4929","Russia","Soviet Union","13 PTS-2 tracked amphibious transport","destroyed","https://i.postimg.cc/65ZrqhvV/376.png","2022-12-20",121,4493,2,"7-12144932","12/20/2022"
"4968","Russia","Soviet Union","TMM-3 bridge layer","captured","https://i.postimg.cc/9QtNR27B/image.jpg","2022-12-20",122,4526,1,"7-12245261","12/20/2022"
"5014","Russia","Soviet Union","BMK-460 towing and motor boat","destroyed","https://i.postimg.cc/YC16yPsh/429.png","2022-12-20",128,4568,2,"7-12845682","12/20/2022"
"5160","Russia","Soviet Union","37 9T452 transporter-loader (for BM-27 'Uragan' MRL)","destroyed","https://i.postimg.cc/vDRY1gmP/d26.png","2022-12-20",157,4704,2,"7-15747042","12/20/2022"
"5161","Russia","Soviet Union","37 9T452 transporter-loader (for BM-27 'Uragan' MRL)","destroyed","https://i.postimg.cc/k4z6c54S/3f7.png","2022-12-20",157,4705,2,"7-15747052","12/20/2022"
"5411","Russia","Soviet Union","89 152mm 2S3(M) Akatsiya","destroyed","https://i.postimg.cc/C51nhP7H/378.png","2022-12-20",173,4933,2,"7-17349332","12/20/2022"
"5704","Russia","Soviet Union","220mm BM-27 Uragan","destroyed","https://i.postimg.cc/rpw4J38S/4f3.png","2022-12-20",182,5192,2,"7-18251922","12/20/2022"
"5772","Russia","Russia","13 2K22M1 Tunguska","destroyed","https://twitter.com/UAWeapons/status/1604590793733406721","2022-12-20",190,5244,2,"7-19052442","12/20/2022"
"6261","Russia","Russia","9T244 transloader (for 9A330/1 Tor)","destroyed","https://i.postimg.cc/8cnvpy4g/2374.png","2022-12-20",285,5706,2,"7-28557062","12/20/2022"
"7452","Russia","Russia","628 KamAZ 6x6","destroyed","https://i.postimg.cc/kGsPnCwD/549.png","2022-12-20",299,6785,2,"7-29967852","12/20/2022"
"7453","Russia","Russia","628 KamAZ 6x6","destroyed","https://i.postimg.cc/7YBrdxfW/5420.png","2022-12-20",299,6786,2,"7-29967862","12/20/2022"
"7454","Russia","Russia","628 KamAZ 6x6","destroyed","https://i.postimg.cc/Jh8pVgvy/437h.png","2022-12-20",299,6787,2,"7-29967872","12/20/2022"
"7695","Russia","Russia","107 KamAZ 6x6 tanker","destroyed","https://i.postimg.cc/KjBNMXzb/438f.png","2022-12-20",300,6983,2,"7-30069832","12/20/2022"
"7696","Russia","Russia","107 KamAZ 6x6 tanker","destroyed","https://i.postimg.cc/d04FCXfz/43g.png","2022-12-20",300,6984,2,"7-30069842","12/20/2022"
"8960","Ukraine","Soviet Union","BMP-1(P)","captured","https://i.postimg.cc/s2WPQ9qC/4766.png","2022-12-20",347,8129,1,"380-34781291","12/20/2022"
"9417","Ukraine","Ukraine","Varta","captured","https://i.postimg.cc/bwdt7HRf/5497.png","2022-12-20",381,8556,1,"380-38185561","12/20/2022"
"9422","Ukraine","Ukraine","Varta","captured","https://i.postimg.cc/K8jVkwmk/6529.png","2022-12-20",381,8560,1,"380-38185601","12/20/2022"
"9424","Ukraine","Ukraine","Varta","captured","https://i.postimg.cc/5t7kxmh5/4383.png","2022-12-20",381,8562,1,"380-38185621","12/20/2022"
"9434","Ukraine","Ukraine","Varta","captured","https://i.postimg.cc/Jz3fWZ7K/547.png","2022-12-20",381,8572,1,"380-38185721","12/20/2022"
"9435","Ukraine","Ukraine","Varta","captured","https://i.postimg.cc/yd79bqQv/4382.png","2022-12-20",381,8573,1,"380-38185731","12/20/2022"
"9436","Ukraine","Ukraine","Varta","captured","https://i.postimg.cc/hj0YkBSj/237.png","2022-12-20",381,8574,1,"380-38185741","12/20/2022"
"9437","Ukraine","Ukraine","Varta","captured","https://i.postimg.cc/52N2T4bH/4384.png","2022-12-20",381,8575,1,"380-38185751","12/20/2022"
"9438","Ukraine","Ukraine","Varta","captured","https://i.postimg.cc/6qLPNNtq/3287.png","2022-12-20",381,8576,1,"380-38185761","12/20/2022"
"9439","Ukraine","Ukraine","Varta","captured","https://i.postimg.cc/3Ndks3gC/316.png","2022-12-20",381,8577,1,"380-38185771","12/20/2022"
"9634","Ukraine","Soviet Union","BAT-2 heavy engineering vehicle","damaged","https://i.postimg.cc/6Q7pKjZX/f3.png","2022-12-20",105,8754,3,"380-10587543","12/20/2022"
"9635","Ukraine","Soviet Union","BAT-2 heavy engineering vehicle","captured","https://i.postimg.cc/6Q7pKjZX/f3.png","2022-12-20",105,8754,1,"380-10587541","12/20/2022"
"9662","Ukraine","Soviet Union","GMZ-3 minelayer","captured","https://i.postimg.cc/GhJBg5Fg/479.png","2022-12-20",102,8776,1,"380-10287761","12/20/2022"
"9846","Ukraine","Poland","155mm AHS Krab","damaged","https://twitter.com/imp_navigator/status/1604391495762583554","2022-12-20",439,8952,3,"380-43989523","12/20/2022"
"9990","Ukraine","Soviet Union","SNAR-10 battlefield surveillance radar","destroyed","https://i.postimg.cc/vBgWF77N/473.png","2022-12-20",472,9089,2,"380-47290892","12/20/2022"
"10020","Ukraine","Soviet Union","Su-27 fighter aircraft","destroyed","https://i.postimg.cc/tgDL4PKN/6523.png","2022-12-20",480,9119,2,"380-48091192","12/20/2022"
"10073","Ukraine","Soviet Union","Mi-8 transport helicopter","destroyed","https://twitter.com/UAWeapons/status/1604795883249315840","2022-12-20",240,9172,2,"380-24091722","12/20/2022"
"10271","Ukraine","Soviet Union","63 GAZ-66","destroyed","https://i.postimg.cc/htKMLg22/279.png","2022-12-20",521,9360,2,"380-52193602","12/20/2022"
"10590","Ukraine","Ukraine","Unknown vehicle","destroyed","https://i.postimg.cc/K8GfvVxC/265.png","2022-12-20",551,9646,2,"380-55196462","12/20/2022"
"10591","Ukraine","Ukraine","Unknown vehicle","destroyed","https://i.postimg.cc/bY1908vK/f38.png","2022-12-20",551,9647,2,"380-55196472","12/20/2022"
