,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
573,Russia,Russia,BMP-3,captured,https://i.postimg.cc/Gpgj5ZYm/2r.png,37,546,3,7-375463,03/21/2022
960,Russia,Soviet Union,152mm 2S3 Akatsiya,abandoned,https://i.postimg.cc/8kr2TQRq/324.png,93,902,4,7-939024,03/21/2022
1055,Russia,Russia,9A331 TLAR (for 9K331 Tor-M1),destroyed,https://i.postimg.cc/WpnyYj0V/417.png,110,986,1,7-1109861,03/21/2022
1056,Russia,Russia,9A331 TLAR (for 9K331 Tor-M1),destroyed,https://i.postimg.cc/XYyQW0Bp/69.png,110,987,1,7-1109871,03/21/2022
1116,Russia,Russia,Orlan-10 reconnaissance UAV,destroyed,https://i.postimg.cc/zXHnbFzQ/5gl.png,129,1043,1,7-12910431,03/21/2022
1604,Ukraine,Soviet Union,T-64BV,captured,https://i.postimg.cc/WzKkTv85/4433.png,1,1496,3,380-114963,03/21/2022
1611,Ukraine,Soviet Union,T-64BV,captured,https://i.postimg.cc/rpCqm3R9/3fh.png,1,1503,3,380-115033,03/21/2022
1631,Ukraine,Soviet Union,T-72B,captured,https://i.postimg.cc/Qt0YYkvD/321.png,4,1522,3,380-415223,03/21/2022
1636,Ukraine,Ukraine,Unknown tank,destroyed,https://i.postimg.cc/Gh328kFC/9p.jpg,14,1526,1,380-1415261,03/21/2022
1646,Ukraine,Soviet Union,BRDM-2,destroyed,https://postimg.cc/fVx7vWcJ,160,1535,1,380-16015351,03/21/2022
1672,Ukraine,Soviet Union,MT-LB,captured,https://i.postimg.cc/66vbq3wB/776.png,17,1561,3,380-1715613,03/21/2022
1680,Ukraine,Soviet Union,MT-LBu,captured,https://i.postimg.cc/RhB7NvQ0/776.png,21,1568,3,380-2115683,03/21/2022
1681,Ukraine,Soviet Union,RKhM 'Kashalot',captured,https://i.postimg.cc/FK0113Pj/776.png,162,1569,3,380-16215693,03/21/2022
1688,Ukraine,Ukraine,Unknown AFV,destroyed,https://i.postimg.cc/RZxLrS2h/443.jpg,33,1576,1,380-3315761,03/21/2022
1689,Ukraine,Ukraine,Unknown AFV,destroyed,https://i.postimg.cc/0yCWcKrP/13.jpg,33,1577,1,380-3315771,03/21/2022
1690,Ukraine,Ukraine,Unknown AFV,destroyed,https://i.postimg.cc/mDPmLdjg/14.jpg,33,1578,1,380-3315781,03/21/2022
1691,Ukraine,Ukraine,Unknown AFV,destroyed,https://i.postimg.cc/6qRzRyDs/15.jpg,33,1579,1,380-3315791,03/21/2022
1711,Ukraine,Soviet Union,BMP-1(P),captured,https://i.postimg.cc/yxR7rzw0/776.png,34,1597,3,380-3415973,03/21/2022
1715,Ukraine,Soviet Union,BMP-2,damaged,https://i.postimg.cc/cJfZ5HRh/547.jpg,35,1601,2,380-3516012,03/21/2022
1740,Ukraine,Ukraine,BTR-4,captured,https://i.postimg.cc/sx8Mcqch/47.png,169,1626,3,380-16916263,03/21/2022
1777,Ukraine,Ukraine,Novator,captured,https://i.postimg.cc/pT6yB3Vt/43133.png,178,1662,3,380-17816623,03/21/2022
1832,Ukraine,Ukraine,Unknown towed artillery,destroyed,https://i.postimg.cc/BnNpxWwv/33.jpg,187,1711,1,380-18717111,03/21/2022
1833,Ukraine,Ukraine,Unknown towed artillery,damaged,https://i.postimg.cc/BnNpxWwv/33.jpg,187,1711,2,380-18717112,03/21/2022
1834,Ukraine,Ukraine,120mm BTR-3M2,captured,https://i.postimg.cc/kgRrVZzb/41.png,188,1712,3,380-18817123,03/21/2022
1840,Ukraine,Soviet Union,122mm 2S1 Gvozdika,damaged,https://i.postimg.cc/TwZV2tLf/799.jpg,92,1717,2,380-9217172,03/21/2022
1846,Ukraine,Soviet Union,122mm BM-21 'Grad',captured,https://i.postimg.cc/zfxRt8ny/m1.png,96,1723,3,380-9617233,03/21/2022
1847,Ukraine,Soviet Union,122mm BM-21 'Grad',captured,https://i.postimg.cc/3rnRpYg6/5hj.png,96,1724,3,380-9617243,03/21/2022
1858,Ukraine,Soviet Union,9K33 Osa,destroyed,https://i.postimg.cc/NfmzSfpC/3244.png,103,1734,1,380-10317341,03/21/2022
1859,Ukraine,Soviet Union,9K33 Osa,destroyed,https://i.postimg.cc/ht8yK3Lg/335.png,103,1735,1,380-10317351,03/21/2022
1864,Ukraine,Soviet Union,9K33 Osa,destroyed,https://i.postimg.cc/qqxsPg6T/Screenshot-8146.png,103,1740,1,380-10317401,03/21/2022
1865,Ukraine,Soviet Union,9K33 Osa,captured,https://i.postimg.cc/D0wbscB4/y8.png,103,1741,3,380-10317413,03/21/2022
1866,Ukraine,Soviet Union,9K33 Osa,captured,https://i.postimg.cc/RhV6nh8X/Screenshot-8150.png,103,1742,3,380-10317423,03/21/2022
1871,Ukraine,Soviet Union,P-19 'Flat Face B',destroyed,https://i.postimg.cc/G2SG2d2W/578.png,194,1747,1,380-19417471,03/21/2022
1877,Ukraine,Soviet Union,36D6 'Tin Shield',destroyed,https://i.postimg.cc/m2kp8gCH/4fj.png,199,1753,1,380-19917531,03/21/2022
1913,Ukraine,Soviet Union,KrAZ-255B,captured,https://i.postimg.cc/g2gTpp0b/415.png,215,1789,3,380-21517893,03/21/2022
1914,Ukraine,Soviet Union,KrAZ-255B,captured,https://i.postimg.cc/1tRY7xj4/Screenshot-8169.png,215,1790,3,380-21517903,03/21/2022
1915,Ukraine,Soviet Union,KrAZ-255B,captured,https://i.postimg.cc/cHZMXQ6m/Screenshot-8149.png,215,1791,3,380-21517913,03/21/2022
1916,Ukraine,Soviet Union,KrAZ-260,captured,https://i.postimg.cc/C5r6DZvN/776.png,216,1792,3,380-21617923,03/21/2022
1928,Ukraine,Ukraine,KrAZ-5233,captured,https://i.postimg.cc/sfJzxw3j/776.png,218,1803,3,380-21818033,03/21/2022
1929,Ukraine,Soviet Union,9T217 transloader (for 9K33 Osa),destroyed,https://i.postimg.cc/3JNY4mLP/Screenshot-8124.png,138,1804,1,380-13818041,03/21/2022
1938,Ukraine,Soviet Union,GAZ-66,destroyed,https://i.postimg.cc/0QHyTC2v/sa.png,134,1813,1,380-13418131,03/21/2022
1939,Ukraine,Soviet Union,GAZ-66,destroyed,https://i.postimg.cc/Lsnxj6d4/g8.png,134,1814,1,380-13418141,03/21/2022
1954,Ukraine,Soviet Union,GAZ-66,captured,https://i.postimg.cc/gkG63gXS/g2.png,134,1826,3,380-13418263,03/21/2022
1955,Ukraine,Soviet Union,GAZ-66,captured,https://i.postimg.cc/Y0MjfS9G/43.png,134,1827,3,380-13418273,03/21/2022
1956,Ukraine,Soviet Union,GAZ-66,captured,https://i.postimg.cc/h40ThkyZ/4370.png,134,1828,3,380-13418283,03/21/2022
1957,Ukraine,Soviet Union,GAZ-66,captured,https://i.postimg.cc/xdmGTg40/386.png,134,1829,3,380-13418293,03/21/2022
1958,Ukraine,Soviet Union,GAZ-66,captured,https://i.postimg.cc/jSPZqkrv/776.png,134,1830,3,380-13418303,03/21/2022
1959,Ukraine,Soviet Union,GAZ-66,captured,https://i.postimg.cc/2SzvZzbq/443.png,134,1831,3,380-13418313,03/21/2022
1960,Ukraine,Soviet Union,GAZ-66,captured,https://i.postimg.cc/pddP8SJY/Screenshot-8138.png,134,1832,3,380-13418323,03/21/2022
1961,Ukraine,Soviet Union,GAZ-66,captured,https://i.postimg.cc/Ls7FP8X2/Screenshot-8161.png,134,1833,3,380-13418333,03/21/2022
1962,Ukraine,Soviet Union,GAZ-66,captured,https://i.postimg.cc/s21R1h3T/Screenshot-8160.png,134,1834,3,380-13418343,03/21/2022
1963,Ukraine,Soviet Union,GAZ-66,captured,https://i.postimg.cc/6QKvXBw6/Screenshot-8148.png,134,1835,3,380-13418353,03/21/2022
