"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"288","Russia","Soviet Union","T-72B","destroyed","https://i.postimg.cc/7Pn7NYxv/1004-t72b-destr.jpg","2022-12-25",8,272,2,"7-82722","12/25/2022"
"1321","Russia","Russia","64 T-80BVM","destroyed","https://i.postimg.cc/GhMyZ78q/1006-t80bvm-destr.jpg","2022-12-25",21,1212,2,"7-2112122","12/25/2022"
"3227","Russia","Soviet Union","94 Unknown BMP-1/2","destroyed","https://twitter.com/UAWeapons/status/1606658647131820032","2022-12-25",46,2949,2,"7-4629492","12/25/2022"
"3895","Russia","Russia","371 BTR-82A(M)","destroyed","https://i.postimg.cc/MTyBNzVQ/1005-btr82a-destr.jpg","2022-12-25",52,3582,2,"7-5235822","12/25/2022"
"4592","Russia","Russia","71 R-149MA1 command and staff vehicle","destroyed","https://i.postimg.cc/CxQbfPwz/1003-R-149-MA1-destr-07-04-22.jpg","2022-12-25",77,4203,2,"7-7742032","12/25/2022"
"5985","Russia","Russia","Ka-52 'Alligator' attack helicopter","destroyed","https://i.postimg.cc/Dz4LQrz5/1002-ka52-destr-10-08-22.jpg","2022-12-25",244,5451,2,"7-24454512","12/25/2022"
"6562","Russia","Russia","556 Ural-4320","destroyed","https://i.postimg.cc/MH5QZtsZ/1000-ural4320-destr-27-11-22.jpg","2022-12-25",287,5996,2,"7-28759962","12/25/2022"
"6563","Russia","Russia","556 Ural-4320","destroyed","https://i.postimg.cc/BnXKsT2s/1001-ural4320-destr-18-11-22.jpg","2022-12-25",287,5997,2,"7-28759972","12/25/2022"
"8171","Ukraine","Soviet Union","T-64BV","damaged","https://i.postimg.cc/pVhYYtmR/2002-t64bv-dam.jpg","2022-12-25",320,7392,3,"380-32073923","12/25/2022"
"8423","Ukraine","Soviet Union","34 T-80BV","destroyed","https://i.postimg.cc/Mpx7SMdp/2003-t80bv-destr.jpg","2022-12-25",331,7626,2,"380-33176262","12/25/2022"
"8872","Ukraine","Soviet Union","BMP-1(P)","destroyed","https://i.postimg.cc/wTDXZc5r/2001-bmp1-destr.jpg","2022-12-25",345,8061,2,"380-34580612","12/25/2022"
"8982","Ukraine","Soviet Union","80 BMP-2(K)","destroyed","https://i.postimg.cc/rwJSFVPC/2004-bmp2-destr.jpg","2022-12-25",350,8162,2,"380-35081622","12/25/2022"
"9128","Ukraine","Soviet Union","BTR-60PB","damaged","https://i.postimg.cc/jj3PP8KD/2005-btr60-dam.jpg","2022-12-25",356,8298,3,"380-35682983","12/25/2022"
"9820","Ukraine","Poland","155mm AHS Krab","destroyed","https://i.postimg.cc/Bvn28WWW/2000-ahs-Krab-destr-24-12-22.jpg","2022-12-25",437,8940,2,"380-43789402","12/25/2022"
