,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
2,Russia,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/vTVpDRV2/4fhh.png,1,2,1,7-121,03/17/2022
3,Russia,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/nLkXCgJk/5gk.png,1,3,1,7-131,03/17/2022
20,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/1z0hr1Ck/5gg.png,4,20,1,7-4201,03/17/2022
27,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/1z9rmbky/6r.png,4,26,1,7-4261,03/17/2022
56,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/BQx2ch5r/c5.jpg,4,52,3,7-4523,03/17/2022
57,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/PfvWNfCr/c6.jpg,4,53,3,7-4533,03/17/2022
59,Russia,Russia,T-72B Obr. 1989,destroyed,https://i.postimg.cc/RhMrhxYT/90.png,5,55,1,7-5551,03/17/2022
69,Russia,Russia,T-72B3,destroyed,https://i.postimg.cc/XvVJCqzR/47.png,6,65,1,7-6651,03/17/2022
80,Russia,Russia,T-72B3,captured,https://i.postimg.cc/W41KwNnF/890.png,6,76,3,7-6763,03/17/2022
143,Russia,Soviet Union,T-80BV,destroyed,https://postlmg.cc/3dqkYgPh,8,136,1,7-81361,03/17/2022
149,Russia,Soviet Union,T-80BV,captured,https://i.postimg.cc/PJNCD1GN/335.png,8,142,3,7-81423,03/17/2022
237,Russia,Russia,Unknown tank,destroyed,https://i.postimg.cc/WbHRhP82/89.png,13,224,1,7-132241,03/17/2022
264,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/RZ2hwWLF/3d5.png,16,251,1,7-162511,03/17/2022
265,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/tR5r7YLG/4f.png,16,252,1,7-162521,03/17/2022
266,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/Hn8wz5qv/51.png,16,253,1,7-162531,03/17/2022
267,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/23p4Kymk/t5.png,16,254,1,7-162541,03/17/2022
335,Russia,Soviet Union,MT-LBu,captured,https://i.postimg.cc/zvT9vXFV/4ff.png,20,321,3,7-203213,03/17/2022
348,Russia,Soviet Union,9P149 Shturm-S ATGM carrier,captured,https://i.postimg.cc/5N0Bfk9M/4gd.png,25,334,3,7-253343,03/17/2022
