,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
51,Russia,Soviet Union,122mm BM-21 'Grad',destroyed,https://i.postimg.cc/xdSjPC1y/54.png,11,43,1,7-11431,03/28/2022
59,Russia,Soviet Union,122mm BM-21 'Grad',abandoned,https://i.postimg.cc/0QS7sKvJ/490.png,11,51,3,7-11513,03/28/2022
60,Russia,Soviet Union,122mm BM-21 'Grad',destroyed,https://i.postimg.cc/0QS7sKvJ/490.png,11,51,1,7-11511,03/28/2022
77,Russia,Soviet Union,122mm BM-21 'Grad',destroyed,https://i.postimg.cc/hP1dTGYh/f1fl.png,11,65,1,7-11651,03/28/2022
78,Russia,Soviet Union,122mm BM-21 'Grad',captured,https://i.postimg.cc/y8bc88x5/4f21.png,11,66,2,7-11662,03/28/2022
203,Russia,Russia,9A331M TLAR (for 9K332 Tor-M2),captured,https://i.postimg.cc/KzsFBDcQ/f3.png,34,181,2,7-341812,03/28/2022
259,Russia,Soviet Union,9T452 transporter-loader (for BM-27 'Uragan' MRL),destroyed,https://i.postimg.cc/SsVqHz35/b12.jpg,49,231,1,7-492311,03/28/2022
328,Russia,Soviet Union,-BMD 2.00,destroyed,https://i.postimg.cc/SRdQbWhM/f43.png,55,289,1,7-552891,03/28/2022
367,Russia,Soviet Union,BMP-1(P),destroyed,https://i.postimg.cc/1ztpktc4/f5.png,58,327,1,7-583271,03/28/2022
479,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/zvB5NG1f/b11.jpg,60,432,1,7-604321,03/28/2022
535,Russia,Soviet Union,BRM-1K,destroyed,https://i.postimg.cc/Yq5fmMHs/3d14.png,67,486,1,7-674861,03/28/2022
546,Russia,Soviet Union,BTR-80,destroyed,https://postimg.cc/62KjMT2C,68,497,1,7-684971,03/28/2022
547,Russia,Soviet Union,BTR-80,destroyed,https://i.postimg.cc/rs2PVZnz/b12.png,68,498,1,7-684981,03/28/2022
548,Russia,Soviet Union,BTR-80,destroyed,https://i.postimg.cc/d0XfXVG2/b13.png,68,499,1,7-684991,03/28/2022
551,Russia,Soviet Union,BTR-80,destroyed,https://i.postimg.cc/zGFMgcmX/79.png,68,502,1,7-685021,03/28/2022
586,Russia,Soviet Union,BTR-80,destroyed,https://i.postimg.cc/zG7gJgJ8/976.png,68,534,1,7-685341,03/28/2022
587,Russia,Soviet Union,BTR-80,captured,https://i.postimg.cc/KzCX8xb5/f68.png,68,535,2,7-685352,03/28/2022
594,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/MT1J21Pq/d21.jpg,69,542,1,7-695421,03/28/2022
595,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/Kzy5hDTG/4fs.png,69,543,1,7-695431,03/28/2022
599,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/Hx8MHy8T/nm6.png,69,547,1,7-695471,03/28/2022
644,Russia,Russia,BTR-82A,captured,https://i.postimg.cc/rybYQ6TS/6hjj.png,69,588,2,7-695882,03/28/2022
645,Russia,Russia,BTR-82A,captured,https://i.postimg.cc/sXmk575w/1d3.png,69,589,2,7-695892,03/28/2022
658,Russia,Soviet Union,BTR-D,abandoned,https://i.postimg.cc/tRtkGhj9/54g.png,70,602,3,7-706023,03/28/2022
