,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
2,Russia,Soviet Union,T-64BV,captured,https://i.postimg.cc/2ygSrvvG/6533.png,1,2,2,7-122,03/08/2022
4,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/1XwLVN2J/1366.png,3,4,3,7-343,03/08/2022
18,Russia,Soviet Union,T-72B,abandoned,https://i.postimg.cc/zv3Z8G8D/5570.png,3,16,4,7-3164,03/08/2022
19,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/4xc1brgd/446.png,3,17,2,7-3172,03/08/2022
21,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/TY3dqqM5/52.png,3,19,2,7-3192,03/08/2022
31,Russia,Russia,T-72B Obr. 1989,captured,https://i.postimg.cc/FzMQsXTM/568.png,4,29,2,7-4292,03/08/2022
48,Russia,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/4dfJWDSG/hh3.png,6,46,3,7-6463,03/08/2022
51,Russia,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/yYwQcbj8/99.jpg,6,49,3,7-6493,03/08/2022
52,Russia,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/pVh8rpDb/36h.png,6,50,3,7-6503,03/08/2022
53,Russia,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/mrvgXNrT/6655.png,6,51,3,7-6513,03/08/2022
71,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/DwB9FktZ/479p.png,6,68,2,7-6682,03/08/2022
77,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/4dfJWDSG/hh3.png,6,46,2,7-6462,03/08/2022
78,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/fLGLK0K6/466.png,6,74,2,7-6742,03/08/2022
79,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/Hxvw9rwC/559.jpg,6,75,2,7-6752,03/08/2022
90,Russia,Russia,T-80U,destroyed,https://postlmg.cc/HJF3Zn73,8,86,3,7-8863,03/08/2022
104,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/kgZfVkBf/572.png,8,99,4,7-8994,03/08/2022
105,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/vBWYKzb7/47.png,8,100,4,7-81004,03/08/2022
126,Russia,Russia,T-80BVM,destroyed,https://i.postimg.cc/T1gYtszJ/3f.png,10,119,3,7-101193,03/08/2022
129,Russia,Russia,T-80BVM,captured,https://i.postimg.cc/QMpKGxyL/324.png,10,122,2,7-101222,03/08/2022
134,Russia,Russia,T-80BVM,captured,https://i.postimg.cc/CxH8wwhD/3d20.png,10,127,2,7-101272,03/08/2022
144,Russia,Russia,T-90A,abandoned,https://i.postimg.cc/5txSTbY7/368.png,11,135,4,7-111354,03/08/2022
150,Russia,Russia,Unknown tank,destroyed,https://i.postimg.cc/ZYXm1v90/d1k.png,12,141,3,7-121413,03/08/2022
152,Russia,Russia,Unknown tank,destroyed,https://i.postimg.cc/W1SsT1yQ/468.png,12,143,3,7-121433,03/08/2022
157,Russia,Soviet Union,BRM-1K,destroyed,https://i.postimg.cc/Ss7ZV5zW/d13p.png,13,148,3,7-131483,03/08/2022
169,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/nV1GtGPL/54f.png,15,160,3,7-151603,03/08/2022
177,Russia,Soviet Union,MT-LB,abandoned,https://i.postimg.cc/MT7GfMmt/467.png,15,167,4,7-151674,03/08/2022
206,Russia,Soviet Union,MT-LB,captured,https://postimg.cc/LhJKL51n,15,196,2,7-151962,03/08/2022
233,Russia,Soviet Union,1V119 artillery battalion fire direction vehicle,destroyed,https://i.postimg.cc/xT3kGN3J/f48.png,25,221,3,7-252213,03/08/2022
237,Russia,Russia,TZM-T reloader vehicle (for TOS-1A),captured,https://i.postimg.cc/L8T3s9yL/57.png,26,225,2,7-262252,03/08/2022
248,Russia,Russia,Unknown AFV,destroyed,https://i.postimg.cc/nhwF3St9/96.png,28,236,3,7-282363,03/08/2022
249,Russia,Russia,Unknown AFV,destroyed,https://i.postimg.cc/CLjRn2mS/59.png,28,237,3,7-282373,03/08/2022
259,Russia,Soviet Union,BMP-1(P),captured,https://i.postimg.cc/9fgjmDf4/54g.png,29,246,2,7-292462,03/08/2022
273,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/hPWjt8Fk/443.png,30,260,3,7-302603,03/08/2022
308,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/DfsyWCT2/558.png,30,290,2,7-302902,03/08/2022
309,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/KY8cWFwf/5800.png,30,291,2,7-302912,03/08/2022
318,Russia,Russia,BMP-3,destroyed,https://i.postimg.cc/3RdFyFMH/r1.jpg,32,300,3,7-323003,03/08/2022
319,Russia,Russia,BMP-3,destroyed,https://i.postimg.cc/MHB05ZKP/r2.jpg,32,301,3,7-323013,03/08/2022
340,Russia,Soviet Union,-BMD 2.00,destroyed,https://i.postimg.cc/N0qdzsNH/250.png,33,320,3,7-333203,03/08/2022
365,Russia,Soviet Union,-BMD 2.00,captured,https://i.postimg.cc/k4XpdWZb/665.jpg,33,343,2,7-333432,03/08/2022
371,Russia,Russia,BMD-4M,captured,https://i.postimg.cc/RVd7t2bw/58.png,34,349,2,7-343492,03/08/2022
372,Russia,Russia,BMD-4M,captured,https://i.postimg.cc/QdftqHCS/433.png,34,350,2,7-343502,03/08/2022
378,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/L6Y9kSnP/3d29.png,35,356,3,7-353563,03/08/2022
402,Russia,Soviet Union,BTR-80,destroyed,https://i.postimg.cc/BvQR3vq8/43g.png,36,377,3,7-363773,03/08/2022
421,Russia,Soviet Union,BTR-80,captured,https://i.postimg.cc/D0dcmq67/69.jpg,36,395,2,7-363952,03/08/2022
450,Russia,Russia,K-53949 Typhoon-L,abandoned,https://i.postimg.cc/N0hp3Q4m/545.jpg,41,422,4,7-414224,03/08/2022
477,Russia,Russia,GAZ Tigr-M,captured,https://i.postimg.cc/wB3Qr50G/7j.jpg,42,449,2,7-424492,03/08/2022
504,Russia,Soviet Union,IMR-2 combat engineering vehicle,abandoned,https://i.postimg.cc/gkmWVDpv/336.png,56,475,4,7-564754,03/08/2022
544,Russia,Soviet Union,9M113 Konkurs,captured,https://i.postimg.cc/k4XpdWZb/665.jpg,65,343,2,7-653432,03/08/2022
573,Russia,Soviet Union,122mm 2S1 Gvozdika,captured,https://i.postimg.cc/mrc8qtCb/3368.png,76,531,2,7-765312,03/08/2022
584,Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,https://i.postimg.cc/X7hdkHPp/332.png,78,542,4,7-785424,03/08/2022
588,Russia,Soviet Union,152mm 2S19 Msta-S,captured,https://i.postimg.cc/x8ZVc6HH/887.png,78,546,2,7-785462,03/08/2022
627,Russia,Russia,9A310M2 TELAR (for Buk-M2),destroyed,https://i.postimg.cc/44FRHhP5/456.png,88,580,3,7-885803,03/08/2022
703,Russia,Russia,Ural-4320,destroyed,https://i.postimg.cc/7hcLKtkP/r35.png,113,649,3,7-1136493,03/08/2022
704,Russia,Russia,Ural-4320,destroyed,https://i.postimg.cc/pV3Rk7Nn/Screenshot-8931.png,113,650,3,7-1136503,03/08/2022
705,Russia,Russia,Ural-4320,destroyed,https://i.postimg.cc/pLJvWLmD/Screenshot-8932.png,113,651,3,7-1136513,03/08/2022
706,Russia,Russia,Ural-4320,destroyed,https://i.postimg.cc/JzLmCkzr/Screenshot-8933.png,113,652,3,7-1136523,03/08/2022
761,Russia,Russia,Ural-4320,captured,https://i.postimg.cc/yd0nfG2V/ff1k.png,113,703,2,7-1137032,03/08/2022
762,Russia,Russia,Ural-4320,captured,https://i.postimg.cc/Bvk4bF7L/Screenshot-8948.png,113,704,2,7-1137042,03/08/2022
764,Russia,Russia,Ural-43206,destroyed,https://i.postimg.cc/2STXdhYy/g5.png,114,706,3,7-1147063,03/08/2022
765,Russia,Russia,Ural-43206,destroyed,https://i.postimg.cc/J4zTrtZW/35.png,114,707,3,7-1147073,03/08/2022
773,Russia,Russia,Ural-43206,captured,https://i.postimg.cc/9M7vtJW2/e12.png,114,715,2,7-1147152,03/08/2022
774,Russia,Russia,Ural-43206,captured,https://i.postimg.cc/jdJ9qN6J/f4.png,114,716,2,7-1147162,03/08/2022
830,Russia,Russia,KamAZ 6x6,destroyed,https://i.postimg.cc/rpcknGtL/fu1.jpg,117,768,3,7-1177683,03/08/2022
831,Russia,Russia,KamAZ 6x6,destroyed,https://i.postimg.cc/d37Pk4gG/fu2.jpg,117,769,3,7-1177693,03/08/2022
832,Russia,Russia,KamAZ 6x6,destroyed,https://i.postimg.cc/ydYN1LZ7/as43.png,117,770,3,7-1177703,03/08/2022
833,Russia,Russia,KamAZ 6x6,destroyed,https://i.postimg.cc/ZR75C68p/as44.jpg,117,771,3,7-1177713,03/08/2022
834,Russia,Russia,KamAZ 6x6,destroyed,https://i.postimg.cc/BnzBjwqS/554.png,117,772,3,7-1177723,03/08/2022
837,Russia,Russia,KamAZ 6x6,damaged,https://postimg.cc/jWRY7hHb,117,775,1,7-1177751,03/08/2022
850,Russia,Russia,KamAZ 6x6,abandoned,https://i.postimg.cc/SRcQVH07/44366.png,117,788,4,7-1177884,03/08/2022
851,Russia,Russia,KamAZ 6x6,abandoned,https://i.postimg.cc/43yxjGmX/432.png,117,789,4,7-1177894,03/08/2022
854,Russia,Russia,KamAZ 6x6,damaged,https://i.postimg.cc/C1ZkcvPv/d3.png,117,791,1,7-1177911,03/08/2022
855,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/C1ZkcvPv/d3.png,117,791,2,7-1177912,03/08/2022
884,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/T1zWDNNb/fu10.jpg,117,817,2,7-1178172,03/08/2022
885,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/QdrTNPTG/fu11.jpg,117,818,2,7-1178182,03/08/2022
886,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/7ZMT5V3C/fu12.jpg,117,819,2,7-1178192,03/08/2022
887,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/vmYxfVh0/fu13.jpg,117,820,2,7-1178202,03/08/2022
888,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/K4hRzk4r/fu14.jpg,117,821,2,7-1178212,03/08/2022
889,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/W4hRtsCh/e11.png,117,822,2,7-1178222,03/08/2022
890,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/G2jhxL3d/x1.png,117,823,2,7-1178232,03/08/2022
891,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/YSRVHR7N/ff8.jpg,117,824,2,7-1178242,03/08/2022
892,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/mrwWdspw/3d.png,117,825,2,7-1178252,03/08/2022
893,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/9fbPdKf6/8870.jpg,117,826,2,7-1178262,03/08/2022
894,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/5yqVsR4L/Screenshot-8949.png,117,827,2,7-1178272,03/08/2022
923,Russia,Russia,Unknown truck,destroyed,https://postimg.cc/LY0cGKr9,124,852,3,7-1248523,03/08/2022
924,Russia,Russia,Unknown truck,damaged,https://postimg.cc/phTN0Xcc,124,853,1,7-1248531,03/08/2022
925,Russia,Russia,Unknown truck,damaged,https://postimg.cc/WDSL6J8J,124,854,1,7-1248541,03/08/2022
1009,Ukraine,Soviet Union,BTR-60 1V18 'Klyon-1',captured,https://i.postimg.cc/15Tv1zdz/c24.png,129,931,2,380-1299312,03/08/2022
1010,Ukraine,Soviet Union,SNAR-10 battlefield surveillance radar,captured,https://i.postimg.cc/c4DVgZbq/224.png,130,932,2,380-1309322,03/08/2022
1050,Ukraine,Soviet Union,BTR-70,captured,https://i.postimg.cc/TYrB0g16/435.png,134,970,2,380-1349702,03/08/2022
1061,Ukraine,Ukraine,Novator,damaged,https://i.postimg.cc/MKMkcgwH/776.png,138,981,1,380-1389811,03/08/2022
1097,Ukraine,Soviet Union,152mm 2A36 Giatsint-B field-gun,captured,https://i.postimg.cc/Qx1Zzv6v/3255.png,147,1012,2,380-14710122,03/08/2022
1110,Ukraine,Soviet Union,5P85S (launcher for S-300PS),destroyed,https://i.postimg.cc/5NDD40Fy/39.png,150,1025,3,380-15010253,03/08/2022
1131,Ukraine,Ukraine,Leleka-100 reconnaissance UAV,captured,https://i.postimg.cc/Nj2txW1y/d4.png,160,1046,2,380-16010462,03/08/2022
1133,Ukraine,United States,Island-class patrol boat P190 Slovyansk,destroyed,https://twitter.com/Militarylandnet/status/1500536901974986752,162,1048,3,380-16210483,03/08/2022
1140,Ukraine,Ukraine,KrAZ-6322,captured,https://i.postimg.cc/m2sVjnKd/44311.png,163,1055,2,380-16310552,03/08/2022
1141,Ukraine,Ukraine,KrAZ-5233,captured,https://i.postimg.cc/fR5HJv28/dd11.png,164,1056,2,380-16410562,03/08/2022
1170,Ukraine,Soviet Union,ZiL-131,captured,https://i.postimg.cc/YSjX5Wrj/dd11.png,109,1082,2,380-10910822,03/08/2022
