"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"246","Russia","Soviet Union","T-72B","captured","https://twitter.com/UAWeapons/status/1569013204541374464","2022-09-11",6,234,4,"7-62344","09/11/2022"
"320","Russia","Russia","9 T-72BA","captured","https://i.postimg.cc/YCHvvpBp/1000-t72ba.jpg","2022-09-11",8,304,4,"7-83044","09/11/2022"
"321","Russia","Russia","9 T-72BA","captured","https://i.postimg.cc/j26rmYgX/1002-t72ba.jpg","2022-09-11",8,305,4,"7-83054","09/11/2022"
"405","Russia","Russia","T-72B3","destroyed","https://twitter.com/UAWeapons/status/1569046260769775622","2022-09-11",9,388,1,"7-93881","09/11/2022"
"480","Russia","Russia","T-72B3","captured","https://twitter.com/UAWeapons/status/1568992480909205504","2022-09-11",9,454,4,"7-94544","09/11/2022"
"481","Russia","Russia","T-72B3","captured","https://twitter.com/UAWeapons/status/1568899243397550080","2022-09-11",9,455,4,"7-94554","09/11/2022"
"482","Russia","Russia","T-72B3","captured","https://twitter.com/UAWeapons/status/1569038512116334592","2022-09-11",9,456,4,"7-94564","09/11/2022"
"630","Russia","Russia","T-72B3 Obr. 2016","captured","https://twitter.com/UAWeapons/status/1569013204541374464","2022-09-11",10,234,4,"7-102344","09/11/2022"
"631","Russia","Russia","T-72B3 Obr. 2016","damaged","https://twitter.com/UAWeapons/status/1568967168473157632","2022-09-11",10,590,2,"7-105902","09/11/2022"
"632","Russia","Russia","T-72B3 Obr. 2016","captured","https://twitter.com/UAWeapons/status/1568967168473157632","2022-09-11",10,590,4,"7-105904","09/11/2022"
"633","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/mZ7Rt7LH/1001-t72b3m.jpg","2022-09-11",10,591,4,"7-105914","09/11/2022"
"634","Russia","Russia","T-72B3 Obr. 2016","captured","https://twitter.com/UAWeapons/status/1568899243397550080","2022-09-11",10,455,4,"7-104554","09/11/2022"
"672","Russia","Soviet Union","50 Unknown T-72","captured","https://twitter.com/UAWeapons/status/1568899243397550080","2022-09-11",11,455,4,"7-114554","09/11/2022"
"743","Russia","Soviet Union","76 T-80BV","captured","https://twitter.com/Blue_Sauron/status/1568895598777991169","2022-09-11",12,694,4,"7-126944","09/11/2022"
"824","Russia","Russia","T-80U","captured","https://twitter.com/Blue_Sauron/status/1568895598777991169","2022-09-11",14,694,4,"7-146944","09/11/2022"
"872","Russia","Russia","37 T-80BVM","captured","https://twitter.com/UAWeapons/status/1569038512116334592","2022-09-11",18,456,4,"7-184564","09/11/2022"
"873","Russia","Russia","4 Unknown T-80","captured","https://twitter.com/Blue_Sauron/status/1568895598777991169","2022-09-11",19,694,4,"7-196944","09/11/2022"
"1070","Russia","Soviet Union","16 BRM-1K reconnaissance vehicle","captured","https://i.postimg.cc/Px4KPtq9/1003-brm1k.jpg","2022-09-11",23,996,4,"7-239964","09/11/2022"
"1071","Russia","Soviet Union","16 BRM-1K reconnaissance vehicle","captured","https://i.postimg.cc/g0nfvNjc/1013-brm1k.jpg","2022-09-11",23,997,4,"7-239974","09/11/2022"
"1253","Russia","Soviet Union","MT-LB","captured","https://twitter.com/UAWeapons/status/1568985785176571913","2022-09-11",25,1169,4,"7-2511694","09/11/2022"
"1254","Russia","Soviet Union","MT-LB","captured","https://twitter.com/UAWeapons/status/1568899212976201728","2022-09-11",25,1170,4,"7-2511704","09/11/2022"
"1255","Russia","Soviet Union","MT-LB","captured","https://twitter.com/UAWeapons/status/1568899223139110913","2022-09-11",25,1171,4,"7-2511714","09/11/2022"
"1256","Russia","Soviet Union","MT-LB","captured","https://twitter.com/UAWeapons/status/1569058662869516289","2022-09-11",25,1172,4,"7-2511724","09/11/2022"
"1257","Russia","Soviet Union","MT-LB","captured","https://twitter.com/UAWeapons/status/1569069209724030976","2022-09-11",25,1173,4,"7-2511734","09/11/2022"
"1353","Russia","Soviet Union","95 MT-LBVM and MT-LBVMK","captured","https://twitter.com/UAWeapons/status/1568899212976201728","2022-09-11",26,1170,4,"7-2611704","09/11/2022"
"1620","Russia","Soviet Union","139 BMP-1(P)","destroyed","https://twitter.com/UAWeapons/status/1568992480909205504","2022-09-11",37,454,1,"7-374541","09/11/2022"
"1691","Russia","Soviet Union","139 BMP-1(P)","captured","https://twitter.com/UAWeapons/status/1569058662869516289","2022-09-11",37,1172,4,"7-3711724","09/11/2022"
"1692","Russia","Soviet Union","139 BMP-1(P)","captured","https://i.postimg.cc/L6gn7XLT/1012-bmp1.jpg","2022-09-11",37,1578,4,"7-3715784","09/11/2022"
"1958","Russia","Soviet Union","BMP-2(K)","destroyed","https://twitter.com/UAWeapons/status/1568966160808386560","2022-09-11",39,1834,1,"7-3918341","09/11/2022"
"1959","Russia","Soviet Union","BMP-2(K)","destroyed","https://twitter.com/UAWeapons/status/1569042031971819520","2022-09-11",39,1835,1,"7-3918351","09/11/2022"
"2110","Russia","Soviet Union","BMP-2(K)","captured","https://twitter.com/UAWeapons/status/1568899223139110913","2022-09-11",39,1171,4,"7-3911714","09/11/2022"
"2111","Russia","Soviet Union","BMP-2(K)","captured","https://twitter.com/UAWeapons/status/1568899212976201728","2022-09-11",39,1170,4,"7-3911704","09/11/2022"
"2112","Russia","Soviet Union","BMP-2(K)","captured","https://twitter.com/UAWeapons/status/1568987226268114946","2022-09-11",39,1959,4,"7-3919594","09/11/2022"
"2113","Russia","Soviet Union","BMP-2(K)","captured","https://twitter.com/UAWeapons/status/1568887483093422080","2022-09-11",39,1960,4,"7-3919604","09/11/2022"
"2114","Russia","Soviet Union","BMP-2(K)","captured","https://twitter.com/UAWeapons/status/1568899257771384832","2022-09-11",39,1961,4,"7-3919614","09/11/2022"
"2115","Russia","Soviet Union","BMP-2(K)","captured","https://twitter.com/UAWeapons/status/1568899233314381824","2022-09-11",39,1962,4,"7-3919624","09/11/2022"
"2116","Russia","Soviet Union","BMP-2(K)","captured","https://twitter.com/UAWeapons/status/1569057880027832327","2022-09-11",39,1963,4,"7-3919634","09/11/2022"
"2117","Russia","Soviet Union","BMP-2(K)","captured","https://twitter.com/UAWeapons/status/1569058662869516289","2022-09-11",39,1172,4,"7-3911724","09/11/2022"
"2118","Russia","Soviet Union","BMP-2(K)","captured","https://i.postimg.cc/ZYGdJpTg/1006-bmp2.jpg","2022-09-11",39,1964,4,"7-3919644","09/11/2022"
"2119","Russia","Soviet Union","BMP-2(K)","captured","https://i.postimg.cc/zBdymHxd/1011-bmp2.jpg","2022-09-11",39,1965,4,"7-3919654","09/11/2022"
"2319","Russia","Russia","BMP-3","captured","https://i.postimg.cc/BnxtSVhP/1005-bmp3.jpg","2022-09-11",43,2151,4,"7-4321514","09/11/2022"
