,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
7,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/P5zgmnd2/680.png,4,7,3,7-473,03/05/2022
10,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/7LsDvrGm/b900.png,4,9,3,7-493,03/05/2022
11,Russia,Soviet Union,T-72B,damaged,https://i.postimg.cc/5yfXPMZp/d47.png,4,10,1,7-4101,03/05/2022
16,Russia,Soviet Union,T-72B,damaged,https://i.postimg.cc/W1mgwXF2/5gjj.png,4,14,1,7-4141,03/05/2022
17,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/W1mgwXF2/5gjj.png,4,14,2,7-4142,03/05/2022
21,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/HxqJby2G/488.png,4,18,2,7-4182,03/05/2022
22,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/3Jk4mgVW/659.png,4,19,2,7-4192,03/05/2022
45,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/cJfQLSyB/653.png,7,41,2,7-7412,03/05/2022
46,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/CLV1kbgs/335.png,7,42,2,7-7422,03/05/2022
48,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/2SLnLCmB/659.png,7,44,2,7-7442,03/05/2022
53,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/QxbX7PSj/bo.jpg,7,49,2,7-7492,03/05/2022
74,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/90L44nrM/f58.png,9,69,4,7-9694,03/05/2022
85,Russia,Russia,T-80U,captured,https://i.postimg.cc/HxYDSTTS/542.png,9,79,2,7-9792,03/05/2022
86,Russia,Russia,T-80U,captured,https://i.postimg.cc/NFhVD8bY/659.png,9,80,2,7-9802,03/05/2022
97,Russia,Russia,T-80BVM,captured,https://i.postimg.cc/pLG98wSz/3h.png,11,90,2,7-11902,03/05/2022
98,Russia,Russia,T-80BVM,captured,https://i.postimg.cc/wM9Q15Cv/57.jpg,11,91,2,7-11912,03/05/2022
102,Russia,Russia,T-90A,destroyed,https://i.postimg.cc/DfMxS74q/bp.png,12,95,3,7-12953,03/05/2022
109,Russia,Russia,T-90A,captured,https://i.postimg.cc/85Vs1vt5/v6.jpg,12,100,2,7-121002,03/05/2022
110,Russia,Russia,T-90A,captured,https://i.postimg.cc/fWVW6BwK/v8.jpg,12,101,2,7-121012,03/05/2022
113,Russia,Russia,Unknown tank,abandoned,https://i.postimg.cc/j23fFqPt/875.jpg,13,104,4,7-131044,03/05/2022
124,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/nLRctZ4r/d6.png,16,115,3,7-161153,03/05/2022
125,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/W4x4DFVB/54.jpg,16,116,3,7-161163,03/05/2022
152,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/yxYBvtqz/432.png,16,142,2,7-161422,03/05/2022
153,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/g0ZTbDyL/Screenshot-8648.png,16,143,2,7-161432,03/05/2022
154,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/prrV2r2S/c1.png,16,144,2,7-161442,03/05/2022
155,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/kGHJDCGg/c2.png,16,145,2,7-161452,03/05/2022
156,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/FRzrgz2x/y1.jpg,16,146,2,7-161462,03/05/2022
158,Russia,Soviet Union,MT-LB with ZU-23 AA gun,destroyed,https://i.postimg.cc/TPDQzj54/g89.png,17,148,3,7-171483,03/05/2022
177,Russia,Russia,R-149MA1 unified command and staff vehicle,captured,https://i.postimg.cc/SxdymMYS/f432.png,22,166,2,7-221662,03/05/2022
189,Russia,Soviet Union,BMP-1(P),destroyed,https://i.postimg.cc/cLjxX33H/h8.png,27,178,3,7-271783,03/05/2022
190,Russia,Soviet Union,BMP-1(P),destroyed,https://i.postimg.cc/YSKxYwgj/12.jpg,27,179,3,7-271793,03/05/2022
191,Russia,Soviet Union,BMP-1(P),destroyed,https://i.postimg.cc/jjbzC407/79p.jpg,27,180,3,7-271803,03/05/2022
194,Russia,Soviet Union,BMP-1(P),captured,https://i.postimg.cc/jjbzC407/79p.jpg,27,180,2,7-271802,03/05/2022
207,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/mDcppvGx/1f7.png,28,195,3,7-281953,03/05/2022
208,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/RFR8H79h/j9.jpg,28,196,3,7-281963,03/05/2022
209,Russia,Soviet Union,BMP-2,destroyed,https://postimg.cc/9RNXMsXq,28,197,3,7-281973,03/05/2022
234,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/dtnX1m6x/mp.jpg,28,217,2,7-282172,03/05/2022
