,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
89,Russia,Russia,T-72B3,destroyed,https://i.postimg.cc/x8hVYksx/668.png,6,84,1,7-6841,03/24/2022
102,Russia,Russia,T-72B3,captured,https://i.postimg.cc/6qwpRtyc/38.png,6,97,3,7-6973,03/24/2022
104,Russia,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/2yqkVCFV/f3.png,7,99,1,7-7991,03/24/2022
105,Russia,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/QNPNvWh5/8j.png,7,100,1,7-71001,03/24/2022
128,Russia,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/Kjsphnsw/223.jpg,7,123,1,7-71231,03/24/2022
135,Russia,Russia,T-72B3 Obr. 2016,abandoned,https://i.postimg.cc/R0cYJJNJ/221.jpg,7,129,4,7-71294,03/24/2022
136,Russia,Russia,T-72B3 Obr. 2016,abandoned,https://i.postimg.cc/Kjsphnsw/223.jpg,7,123,4,7-71234,03/24/2022
280,Russia,Russia,Unknown tank,destroyed,https://twitter.com/RALee85/status/1506944223437897734,14,265,1,7-142651,03/24/2022
318,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/HLVn9Mqn/777.jpg,17,303,1,7-173031,03/24/2022
336,Russia,Soviet Union,MT-LB,abandoned,https://i.postimg.cc/JzjbsLP6/44313.jpg,17,320,4,7-173204,03/24/2022
379,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/8P8dYp4t/33190.png,17,363,3,7-173633,03/24/2022
380,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/8kFc6Lh0/5579.png,17,364,3,7-173643,03/24/2022
381,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/CMtw34vs/v1.png,17,365,3,7-173653,03/24/2022
382,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/vZwbBZw1/v2.png,17,366,3,7-173663,03/24/2022
383,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/2SdmBNC0/v3.png,17,367,3,7-173673,03/24/2022
435,Russia,Russia,R-149MA3 command and staff vehicle,destroyed,https://i.postimg.cc/m2z8F1nZ/66.jpg,30,418,1,7-304181,03/24/2022
550,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/h4VCnDsZ/33188.png,37,528,1,7-375281,03/24/2022
610,Russia,Russia,BMP-3,destroyed,https://i.postimg.cc/wj1R0hpZ/12.png,39,583,1,7-395831,03/24/2022
783,Russia,Soviet Union,BTR-80,captured,https://i.postimg.cc/8kWxq31m/122.png,44,746,3,7-447463,03/24/2022
946,Russia,Russia,Ural-TK6A-001,captured,https://i.postimg.cc/qRxkVf5t/113.jpg,77,899,3,7-778993,03/24/2022
1019,Russia,Soviet Union,152mm 2S3 Akatsiya,destroyed,https://i.postimg.cc/VLvwssLw/r4.jpg,97,959,1,7-979591,03/24/2022
1021,Russia,Soviet Union,152mm 2S3 Akatsiya,damaged,https://twitter.com/UAWeapons/status/1506371635754029059,97,961,2,7-979612,03/24/2022
1026,Russia,Soviet Union,152mm 2S3 Akatsiya,abandoned,https://i.postimg.cc/qBbfFfc5/r5.jpg,97,966,4,7-979664,03/24/2022
1027,Russia,Soviet Union,152mm 2S3 Akatsiya,abandoned,https://i.postimg.cc/VvH30ML8/r6.jpg,97,967,4,7-979674,03/24/2022
1051,Russia,Soviet Union,152mm 2S19 Msta-S,captured,https://i.postimg.cc/PqdwjNvQ/4441.png,98,990,3,7-989903,03/24/2022
1086,Russia,Russia,122mm 2B17 Tornado-G,destroyed,https://i.postimg.cc/y85J3WwK/234.jpg,102,1020,1,7-10210201,03/24/2022
1208,Russia,Soviet Union,Project 1171 Tapir class landing ship 'Saratov (BDK-65)',destroyed,https://twitter.com/RALee85/status/1506953417935179793,140,1132,1,7-14011321,03/24/2022
1209,Russia,Soviet Union,Project 775 Ropucha class landing ship,damaged,https://i.postimg.cc/k4zbP5Ff/13.png,141,1133,2,7-14111332,03/24/2022
1220,Russia,Soviet Union,KrAZ-22B,captured,https://i.postimg.cc/B6LVH2xJ/668.png,144,1144,3,7-14411443,03/24/2022
1302,Russia,Russia,Ural-4320,destroyed,https://i.postimg.cc/nrQBMBh6/u5.png,151,1223,1,7-15112231,03/24/2022
1303,Russia,Russia,Ural-4320,destroyed,https://i.postimg.cc/rzXW4sdz/u6.jpg,151,1224,1,7-15112241,03/24/2022
1304,Russia,Russia,Ural-4320,destroyed,https://postimg.cc/F14p4DVP,151,1225,1,7-15112251,03/24/2022
1411,Russia,Russia,KamAZ 4x4,captured,https://i.postimg.cc/650FYv0r/44310.png,156,1326,3,7-15613263,03/24/2022
1500,Russia,Russia,KamAZ 6x6,destroyed,https://i.postimg.cc/9FhXWHwF/u9.png,157,1408,1,7-15714081,03/24/2022
1501,Russia,Russia,KamAZ 6x6,destroyed,https://i.postimg.cc/W1Z70rb7/321.jpg,157,1409,1,7-15714091,03/24/2022
1594,Russia,Russia,KamAZ 8x8,destroyed,https://i.postimg.cc/fLwk6PF2/317.png,158,1494,1,7-15814941,03/24/2022
1595,Russia,Russia,KamAZ 8x8,destroyed,https://i.postimg.cc/QCFNDZqb/1150.png,158,1495,1,7-15814951,03/24/2022
1611,Russia,Soviet Union,UAZ-469,destroyed,https://i.postimg.cc/hvfWmPFF/460.png,162,1510,1,7-16215101,03/24/2022
1664,Russia,Russia,Unknown truck,destroyed,https://twitter.com/UAWeapons/status/1505306328851435523,167,1556,1,7-16715561,03/24/2022
1686,Russia,Russia,(Unknown) vehicle,destroyed,https://i.postimg.cc/fR5ZtPph/3327.png,168,1574,1,7-16815741,03/24/2022
1741,Ukraine,Soviet Union,T-64BV,captured,https://i.postimg.cc/VvnhdCCd/135.png,1,1627,3,380-116273,03/24/2022
1811,Ukraine,Ukraine,Unknown AFV,destroyed,https://i.postimg.cc/cCCVWyPT/40.png,35,1693,1,380-3516931,03/24/2022
1823,Ukraine,Soviet Union,BMP-1(P),destroyed,https://i.postimg.cc/NFCtCCqH/r11.png,36,1705,1,380-3617051,03/24/2022
1824,Ukraine,Soviet Union,BMP-1(P),destroyed,https://i.postimg.cc/XvKb6Y63/t8.png,36,1706,1,380-3617061,03/24/2022
1848,Ukraine,Ukraine,BTR-4,damaged,https://twitter.com/RALee85/status/1497785823198162944,180,1728,2,380-18017282,03/24/2022
1958,Ukraine,Ukraine,Unknown towed artillery,damaged,https://i.postimg.cc/J0jdMrPN/900.jpg,198,1830,2,380-19818302,03/24/2022
1971,Ukraine,Soviet Union,122mm BM-21 'Grad',destroyed,https://i.postimg.cc/rsL2SYH9/kl.png,100,1842,1,380-10018421,03/24/2022
1996,Ukraine,Soviet Union,9K35 Strela-10,damaged,https://postimg.cc/SYK0f1pm,108,1866,2,380-10818662,03/24/2022
1997,Ukraine,Soviet Union,9K35 Strela-10,captured,https://postimg.cc/SYK0f1pm,108,1866,3,380-10818663,03/24/2022
2007,Ukraine,United States,AN/TPQ-36 lightweight counter mortar radar,captured,https://twitter.com/UAWeapons/status/1505623206014636035,211,1876,3,380-21118763,03/24/2022
2190,Ukraine,Ukraine,Unknown truck,destroyed,https://i.postimg.cc/J0jdMrPN/900.jpg,167,1830,1,380-16718301,03/24/2022
2191,Ukraine,Ukraine,Unknown truck,destroyed,https://i.postimg.cc/xTtBCC95/6hk.jpg,167,2044,1,380-16720441,03/24/2022
2193,Ukraine,Ukraine,Unknown truck,damaged,https://i.postimg.cc/J0jdMrPN/900.jpg,167,1830,2,380-16718302,03/24/2022
2202,Ukraine,Ukraine,Unknown vehicle,destroyed,https://i.postimg.cc/3rpVLX06/90.jpg,236,2052,1,380-23620521,03/24/2022
