"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"8","Russia","Soviet Union","35 T-62M","destroyed","https://i.postimg.cc/Gt0MW2m7/1010-t62m-destr.jpg","2022-11-08",1,8,1,"7-181","11/08/2022"
"551","Russia","Russia","227 T-72B3","destroyed","https://twitter.com/UAWeapons/status/1590100264530640897","2022-11-08",10,526,1,"7-105261","11/08/2022"
"657","Russia","Russia","227 T-72B3","damaged","https://i.postimg.cc/wvnP920k/1000-t72b3-dam-capt.jpg","2022-11-08",10,620,4,"7-106204","11/08/2022"
"658","Russia","Russia","227 T-72B3","captured","https://i.postimg.cc/wvnP920k/1000-t72b3-dam-capt.jpg","2022-11-08",10,620,3,"7-106203","11/08/2022"
"850","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/DfJkRJBg/1005-t72b3m-capt.jpg","2022-11-08",12,792,3,"7-127923","11/08/2022"
"1004","Russia","Soviet Union","167 T-80BV","destroyed","https://twitter.com/UAWeapons/status/1589899337609248768","2022-11-08",14,938,1,"7-149381","11/08/2022"
"1168","Russia","Russia","89 T-80U","captured","https://i.postimg.cc/Gp7V5dDV/1007-t80u-capt.jpg","2022-11-08",16,1079,3,"7-1610793","11/08/2022"
"1414","Russia","Russia","166 Unknown tank","destroyed","https://twitter.com/Blue_Sauron/status/1589534983995428865","2022-11-08",24,1311,1,"7-2413111","11/08/2022"
"2870","Russia","Soviet Union","607 BMP-2(K)","captured","https://i.postimg.cc/WtL7HfSQ/1004-bmp2-capt.jpg","2022-11-08",39,2632,3,"7-3926323","11/08/2022"
"3307","Russia","Soviet Union","BMD-2","captured","https://i.postimg.cc/yYHQnk5W/1011-bmd2-capt-6-3.jpg","2022-11-08",46,3038,3,"7-4630383","11/08/2022"
"3747","Russia","Soviet Union","127 BTR-80","destroyed","https://i.postimg.cc/CxMvT9wg/1008-btr80-destr.jpg","2022-11-08",52,3440,1,"7-5234401","11/08/2022"
"4238","Russia","Russia","33 R-149MA3 command and staff vehicle","destroyed","https://i.postimg.cc/3RkVMVCR/1003-R-149-MA3-destr.jpg","2022-11-08",75,3885,1,"7-7538851","11/08/2022"
"4604","Russia","Soviet Union","24 9P149 Shturm-S","captured","https://i.postimg.cc/BvXMtD87/1013-9-P149-Shturm-S-capt.jpg","2022-11-08",140,4209,3,"7-14042093","11/08/2022"
"4887","Russia","Soviet Union","79 152mm 2S3(M) Akatsiya","destroyed","https://i.postimg.cc/J4VggTyr/1001-2s3-destr.jpg","2022-11-08",168,4473,1,"7-16844731","11/08/2022"
"5078","Russia","Soviet Union","89 122mm BM-21 Grad","destroyed","https://i.postimg.cc/tgwD6TWq/1012-bm21-destr.jpg","2022-11-08",175,4648,1,"7-17546481","11/08/2022"
"5119","Russia","Soviet Union","89 122mm BM-21 Grad","damaged","https://twitter.com/UAWeapons/status/1589961984120098816","2022-11-08",175,4683,4,"7-17546834","11/08/2022"
"5120","Russia","Soviet Union","89 122mm BM-21 Grad","captured","https://twitter.com/UAWeapons/status/1589961984120098816","2022-11-08",175,4683,3,"7-17546833","11/08/2022"
"5227","Russia","Soviet Union","9K33 Osa","captured","https://i.postimg.cc/T2WFt83N/1002-9-K33-Osa-capt.jpg","2022-11-08",185,4761,3,"7-18547613","11/08/2022"
