"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"27","Russia","Soviet Union","T-72AV","captured","https://i.postimg.cc/JnRSpsr5/d32.jpg","2022-04-02",3,26,3,"7-3263","04/02/2022"
"119","Russia","Russia","T-72B Obr. 1989","captured","https://twitter.com/UAWeapons/status/1509566100366893056","2022-04-02",5,111,3,"7-51113","04/02/2022"
"276","Russia","Russia","T-80U","destroyed","https://i.postimg.cc/RVRrnQvV/4322.jpg","2022-04-02",9,261,1,"7-92611","04/02/2022"
"547","Russia","Soviet Union","1V14 battery command and forward observer vehicle","captured","https://i.postimg.cc/kgStdT9g/da.jpg","2022-04-02",24,521,3,"7-245213","04/02/2022"
"567","Russia","Soviet Union","R-145BM1 command vehicle","destroyed","https://i.postimg.cc/7PTFyzdZ/f6.jpg","2022-04-02",31,541,1,"7-315411","04/02/2022"
"1187","Russia","Russia","GAZ Tigr-M","captured","https://i.postimg.cc/brJfQVL0/4567.png","2022-04-02",55,1121,3,"7-5511213","04/02/2022"
"1215","Russia","Russia","9S931-3/9S932-2 intelligence, control and command vehicle (for Barnaul-T)","abandoned","https://i.postimg.cc/28FY7N7Y/4f2.jpg","2022-04-02",59,1148,4,"7-5911484","04/02/2022"
"1410","Russia","Soviet Union","152mm 2S19 Msta-S","destroyed","https://i.postimg.cc/26vMjnHY/57j.jpg","2022-04-02",108,1321,1,"7-10813211","04/02/2022"
"2356","Ukraine","Ukraine","BTR-4","destroyed","https://i.postimg.cc/d17NHGMd/3f6.png","2022-04-02",194,2190,1,"380-19421901","04/02/2022"
"2616","Ukraine","Turkey","Bayraktar TB2 UCAV","destroyed","https://i.postimg.cc/kMFdNyft/765.jpg","2022-04-02",248,2433,1,"380-24824331","04/02/2022"
