"","country","origin","system","status","url","sysID","imageID","statusID","matID","Date"
"3",NA,"Soviet Union","T-72B","abandoned","https://i.postimg.cc/sfLpFS54/4566.png",1,3,2,NA,"2022-02-28"
"9",NA,"Russia","T-72B3","destroyed","https://i.postimg.cc/9MgnjkFX/6hh.png",3,8,1,NA,"2022-02-28"
"10",NA,"Russia","T-72B3","destroyed","https://i.postimg.cc/GmwS58bg/436.png",3,9,1,NA,"2022-02-28"
"12",NA,"Russia","T-72B3","captured","https://i.postimg.cc/FzSnwdhF/j77.png",3,11,4,NA,"2022-02-28"
"13",NA,"Russia","T-72B3M","destroyed","https://i.postimg.cc/hGdX1BWT/346.png",4,12,1,NA,"2022-02-28"
"14",NA,"Russia","T-72B3M","destroyed","https://i.postimg.cc/ZnNgPmr9/3322.png",4,13,1,NA,"2022-02-28"
"15",NA,"Russia","T-72B3M","destroyed","https://i.postimg.cc/xCm0kLJ2/3325.png",4,14,1,NA,"2022-02-28"
"16",NA,"Russia","T-72B3M","destroyed","https://i.postimg.cc/3wMf8pTp/b7.png",4,15,1,NA,"2022-02-28"
"17",NA,"Russia","T-72B3M","abandoned","https://i.postimg.cc/cCWG66n9/557.png",4,16,2,NA,"2022-02-28"
"18",NA,"Russia","T-72B3M","abandoned","https://i.postimg.cc/Tw9Gx7vp/6682.png",4,17,2,NA,"2022-02-28"
"19",NA,"Russia","T-72B3M","abandoned","https://i.postimg.cc/prkfqWMs/b4.jpg",4,18,2,NA,"2022-02-28"
"20",NA,"Russia","T-72B3M","abandoned","https://i.postimg.cc/G3jxcQTv/b55.jpg",4,19,2,NA,"2022-02-28"
"21",NA,"Russia","T-72B3M","captured","https://i.postimg.cc/Rhx51CZ2/7799.png",4,20,4,NA,"2022-02-28"
"22",NA,"Russia","T-72B3M","captured","https://i.postimg.cc/nr9T81zN/77644.png",4,21,4,NA,"2022-02-28"
"23",NA,"Soviet Union","T-80BV","destroyed","https://i.postimg.cc/fRTVS0Tt/7u5.png",5,22,1,NA,"2022-02-28"
"24",NA,"Soviet Union","T-80BV","abandoned","https://i.postimg.cc/fbx3fPBg/665f.jpg",5,23,2,NA,"2022-02-28"
"25",NA,"Soviet Union","T-80BV","abandoned","https://i.postimg.cc/X7GD7K2Y/h66.jpg",5,24,2,NA,"2022-02-28"
"27",NA,"Soviet Union","T-80BV","captured","https://i.postimg.cc/1zNj1Pjv/44355.png",5,26,4,NA,"2022-02-28"
"28",NA,"Russia","T-80U","destroyed","https://i.postimg.cc/TwM0xXnc/6655.png",6,27,1,NA,"2022-02-28"
"29",NA,"Russia","T-80U","destroyed","https://i.postimg.cc/grFmqjhZ/5te.png",6,28,1,NA,"2022-02-28"
"30",NA,"Russia","T-80U","abandoned","https://i.postimg.cc/3JSSydML/g43.png",6,29,2,NA,"2022-02-28"
"31",NA,"Russia","T-80U","abandoned","https://i.postimg.cc/Bb1f2rCj/b8.jpg",6,30,2,NA,"2022-02-28"
"32",NA,"Russia","T-80U","abandoned","https://i.postimg.cc/XY23SkX7/779.jpg",6,31,2,NA,"2022-02-28"
"33",NA,"Russia","T-80U","captured","https://i.postimg.cc/7LFzTNhH/5466.png",6,32,4,NA,"2022-02-28"
"34",NA,"Russia","T-80U","captured","https://i.postimg.cc/cJVPv63q/4432.png",6,33,4,NA,"2022-02-28"
"35",NA,"Russia","T-80UD","captured","https://i.postimg.cc/wvpsxc0S/33555.png",7,34,4,NA,"2022-02-28"
"37",NA,"Russia","T-90A","destroyed","https://i.postimg.cc/R0vMN6Q3/546.png",9,36,1,NA,"2022-02-28"
"38",NA,"Russia","T-90A","destroyed","https://i.postimg.cc/nM8jX4k8/5422.png",9,37,1,NA,"2022-02-28"
"39",NA,"Russia","T-90A","abandoned","https://i.postimg.cc/GtnT2PKW/Screenshot-8353.png",9,38,2,NA,"2022-02-28"
"40",NA,"Russia","T-90A","abandoned","https://i.postimg.cc/g2mHhvzp/901.png",9,39,2,NA,"2022-02-28"
"41",NA,"Russia","T-90A","abandoned","https://i.postimg.cc/Zq03PHXG/902.jpg",9,40,2,NA,"2022-02-28"
"42",NA,"Soviet Union","BRM-1K","destroyed","https://postimg.cc/bGSbfRQm",10,41,1,NA,"2022-02-28"
"43",NA,"Soviet Union","BMP-1Khs","abandoned","https://i.postimg.cc/6qdwks4D/n7.jpg",11,42,2,NA,"2022-02-28"
"44",NA,"Soviet Union","MT-LB","destroyed","https://i.postimg.cc/2SJG2hyJ/9po.png",12,43,1,NA,"2022-02-28"
"47",NA,"Soviet Union","MT-LB","destroyed","https://i.postimg.cc/52P7zGLB/654.png",12,46,1,NA,"2022-02-28"
"48",NA,"Soviet Union","MT-LB","destroyed","https://i.postimg.cc/D0fPPSmY/658.png",12,47,1,NA,"2022-02-28"
"49",NA,"Soviet Union","MT-LB","abandoned","https://i.postimg.cc/GpG26n3R/446.png",12,48,2,NA,"2022-02-28"
"50",NA,"Soviet Union","MT-LB","abandoned","https://i.postimg.cc/522wW2TJ/h6.png",12,49,2,NA,"2022-02-28"
"54",NA,"Soviet Union","MT-LB","captured","https://i.postimg.cc/MGBV9R2s/4fs.png",12,53,4,NA,"2022-02-28"
"55",NA,"Soviet Union","MT-LB","captured","https://i.postimg.cc/1tVLvyy0/764.png",12,54,4,NA,"2022-02-28"
"56",NA,"Soviet Union","MT-LB","captured","https://i.postimg.cc/zBSQCqs2/b5.png",12,55,4,NA,"2022-02-28"
"58",NA,"Soviet Union","MT-LBu","destroyed","https://i.postimg.cc/NfqgFR94/h65.png",14,57,1,NA,"2022-02-28"
"59",NA,"Soviet Union","MT-LBu","abandoned","https://i.postimg.cc/fTrQXZpK/g2.jpg",14,58,2,NA,"2022-02-28"
"61",NA,"Soviet Union","1V13 battery fire control center","abandoned","https://i.postimg.cc/CxMBs7WF/436.png",15,60,2,NA,"2022-02-28"
"64",NA,"Russia","R-149MA1 unified command and staff vehicle","destroyed","https://i.postimg.cc/gjrp8521/553.jpg",18,63,1,NA,"2022-02-28"
"65",NA,"Russia","R-149MA1 unified command and staff vehicle","abandoned","https://i.postimg.cc/TY9CCkH1/h6n.jpg",18,64,2,NA,"2022-02-28"
"68",NA,"Soviet Union","Unknown BTR-D/BMD-2","destroyed","https://i.postimg.cc/FzfBpQX5/br1.jpg",19,67,1,NA,"2022-02-28"
"69",NA,"Soviet Union","Unknown BTR-D/BMD-2","destroyed","https://i.postimg.cc/kM6Cw0cg/br2.jpg",19,68,1,NA,"2022-02-28"
"70",NA,"Soviet Union","Unknown BTR-D/BMD-2","destroyed","https://i.postimg.cc/d31jmRdh/77690.jpg",19,69,1,NA,"2022-02-28"
"71",NA,"Soviet Union","Unknown BTR-D/BMD-2","destroyed","https://i.postimg.cc/KvqgC9sz/o9.png",19,70,1,NA,"2022-02-28"
"72",NA,"Soviet Union","Unknown BTR-D/BMD-2","destroyed","https://i.postimg.cc/9FMZcjhj/c7.png",19,71,1,NA,"2022-02-28"
"73",NA,"Soviet Union","Unknown BTR-D/BMD-2","destroyed","https://i.postimg.cc/QdK7WkC4/c6.png",19,72,1,NA,"2022-02-28"
"76",NA,"Soviet Union","BMP-2","destroyed","https://i.postimg.cc/43mvcd15/b1.png",20,75,1,NA,"2022-02-28"
"77",NA,"Soviet Union","BMP-2","destroyed","https://i.postimg.cc/NMX1NzS2/b2.png",20,76,1,NA,"2022-02-28"
"78",NA,"Soviet Union","BMP-2","destroyed","https://i.postimg.cc/7Z1483JC/4433.png",20,77,1,NA,"2022-02-28"
"79",NA,"Soviet Union","BMP-2","destroyed","https://i.postimg.cc/vHXP8qy9/65.png",20,78,1,NA,"2022-02-28"
"84",NA,"Soviet Union","BMP-2","damaged","https://i.postimg.cc/2jX5hmCS/u1.jpg",20,81,3,NA,"2022-02-28"
"85",NA,"Soviet Union","BMP-2","abandoned","https://i.postimg.cc/2jX5hmCS/u1.jpg",20,81,2,NA,"2022-02-28"
"86",NA,"Soviet Union","BMP-2","abandoned","https://i.postimg.cc/5NY2mGtq/u2.jpg",20,82,2,NA,"2022-02-28"
"89",NA,"Soviet Union","BMP-2","abandoned","https://i.postimg.cc/zBg2tRx0/436.png",20,85,2,NA,"2022-02-28"
"90",NA,"Soviet Union","BMP-2","abandoned","https://i.postimg.cc/brfCKNM8/437.png",20,86,2,NA,"2022-02-28"
"91",NA,"Soviet Union","BMP-2","damaged","https://i.postimg.cc/RhxT6Pz9/663.png",20,87,3,NA,"2022-02-28"
"92",NA,"Soviet Union","BMP-2","captured","https://i.postimg.cc/RhxT6Pz9/663.png",20,87,4,NA,"2022-02-28"
"96",NA,"Russia","BMP-3","abandoned","https://i.postimg.cc/RCbVXLw4/3344.png",21,91,2,NA,"2022-02-28"
"97",NA,"Russia","BMP-3","abandoned","https://i.postimg.cc/C1xS4R1R/332222.png",21,92,2,NA,"2022-02-28"
"98",NA,"Russia","BMP-3","captured","https://i.postimg.cc/gc3DsCqV/Screenshot-8343.png",21,93,4,NA,"2022-02-28"
"99",NA,"Russia","BMP-3","captured","https://i.postimg.cc/yYBTbLvw/Screenshot-8345.png",21,94,4,NA,"2022-02-28"
