"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"28","Russia","Soviet Union","T-72AV","captured","https://i.postimg.cc/HLP22qvC/4880.png","2022-04-11",3,27,3,"7-3273","04/11/2022"
"52","Russia","Soviet Union","T-72B","destroyed","https://i.postimg.cc/MK7H2bYN/64.png","2022-04-11",4,50,1,"7-4501","04/11/2022"
"69","Russia","Soviet Union","T-72B","destroyed","https://i.postimg.cc/85xknTjh/4889.jpg","2022-04-11",4,67,1,"7-4671","04/11/2022"
"133","Russia","Russia","T-72B Obr. 1989","destroyed","https://i.postimg.cc/VN4xdbdL/489.png","2022-04-11",5,127,1,"7-51271","04/11/2022"
"134","Russia","Russia","T-72B Obr. 1989","destroyed","https://i.postimg.cc/PrqbsjfB/dt12.png","2022-04-11",5,128,1,"7-51281","04/11/2022"
"185","Russia","Russia","T-72B3","destroyed","https://i.postimg.cc/rFqPVqkj/578.png","2022-04-11",6,176,1,"7-61761","04/11/2022"
"196","Russia","Russia","T-72B3","captured","https://i.postimg.cc/DzwkcZKp/33.png","2022-04-11",6,185,3,"7-61853","04/11/2022"
"203","Russia","Russia","T-72B3","captured","https://i.postimg.cc/qRjvJYxg/799.png","2022-04-11",6,192,3,"7-61923","04/11/2022"
"211","Russia","Russia","T-72B3","captured","https://i.postimg.cc/vZgjj3Mw/t1.jpg","2022-04-11",6,200,3,"7-62003","04/11/2022"
"212","Russia","Russia","T-72B3","captured","https://i.postimg.cc/gJdTxphG/t2.jpg","2022-04-11",6,201,3,"7-62013","04/11/2022"
"225","Russia","Russia","T-72B3","captured","https://i.postimg.cc/ryrZwpzX/v1.png","2022-04-11",6,214,3,"7-62143","04/11/2022"
"226","Russia","Russia","T-72B3","captured","https://i.postimg.cc/nLWTH8Jh/v2.png","2022-04-11",6,215,3,"7-62153","04/11/2022"
"473","Russia","Russia","Unknown tank","destroyed","https://i.postimg.cc/T20j4wxV/dt11.png","2022-04-11",14,450,1,"7-144501","04/11/2022"
"480","Russia","Russia","Unknown tank","captured","https://i.postimg.cc/FHnYXRgw/57j.jpg","2022-04-11",14,457,3,"7-144573","04/11/2022"
"724","Russia","Russia","Unknown AFV","destroyed","https://twitter.com/UAWeapons/status/1513630493455138820","2022-04-11",33,692,1,"7-336921","04/11/2022"
"796","Russia","Soviet Union","BMP-2","destroyed","https://i.postimg.cc/Pr9k1dCH/bmp22.jpg","2022-04-11",35,763,1,"7-357631","04/11/2022"
"930","Russia","Soviet Union","BMP-2","captured","https://postimg.cc/F7dqnk1v","2022-04-11",35,886,3,"7-358863","04/11/2022"
"931","Russia","Soviet Union","BMP-2","captured","https://i.postimg.cc/hjDFKj5L/bmppp2.jpg","2022-04-11",35,887,3,"7-358873","04/11/2022"
"932","Russia","Soviet Union","BMP-2","captured","https://i.postimg.cc/CMfVLKCb/47h.png","2022-04-11",35,888,3,"7-358883","04/11/2022"
"933","Russia","Soviet Union","BMP-2","captured","https://i.postimg.cc/hPrZSFY9/4g.png","2022-04-11",35,889,3,"7-358893","04/11/2022"
"948","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/05JBw71t/90.png","2022-04-11",37,904,1,"7-379041","04/11/2022"
"949","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/3NHQz1Hw/9i.png","2022-04-11",37,905,1,"7-379051","04/11/2022"
"951","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/66jCtmmg/b1.png","2022-04-11",37,907,1,"7-379071","04/11/2022"
"952","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/3JkmRZMR/b2.png","2022-04-11",37,908,1,"7-379081","04/11/2022"
"953","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/52vz5N2W/b3.png","2022-04-11",37,909,1,"7-379091","04/11/2022"
"954","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/Y2zMFcHD/b4.png","2022-04-11",37,910,1,"7-379101","04/11/2022"
"955","Russia","Russia","BMP-3","destroyed","https://i.postimg.cc/Nj5cZ5rZ/b5.png","2022-04-11",37,911,1,"7-379111","04/11/2022"
"969","Russia","Russia","BMP-3","damaged","https://i.postimg.cc/WpmBhMvM/4d.png","2022-04-11",37,925,2,"7-379252","04/11/2022"
"970","Russia","Russia","BMP-3","captured","https://i.postimg.cc/WpmBhMvM/4d.png","2022-04-11",37,925,3,"7-379253","04/11/2022"
"971","Russia","Russia","BMP-3","damaged","https://i.postimg.cc/6qQy4ByR/588.png","2022-04-11",37,926,2,"7-379262","04/11/2022"
"972","Russia","Russia","BMP-3","captured","https://i.postimg.cc/6qQy4ByR/588.png","2022-04-11",37,926,3,"7-379263","04/11/2022"
"975","Russia","Russia","BMP-3","captured","https://i.postimg.cc/6QwR5JLV/85.png","2022-04-11",37,928,3,"7-379283","04/11/2022"
"1361","Russia","Russia","GAZ Tigr-M","destroyed","https://i.postimg.cc/rmXKnHMH/479.png","2022-04-11",50,1294,1,"7-5012941","04/11/2022"
"1372","Russia","Russia","GAZ Tigr-M","destroyed","https://i.postimg.cc/Yq9q37Q9/66k.jpg","2022-04-11",50,1304,1,"7-5013041","04/11/2022"
"1445","Russia","Russia","R-149MA1 command and staff vehicle","captured","https://i.postimg.cc/4NBgyzgY/49.png","2022-04-11",54,1370,3,"7-5413703","04/11/2022"
"1505","Russia","Russia","RKhM-6 Povozka","destroyed","https://i.postimg.cc/VN4xdbdL/489.png","2022-04-11",70,127,1,"7-701271","04/11/2022"
"1563","Russia","Russia","PP-2005 floating bridge","captured","https://i.postimg.cc/T2c1BPwc/73.png","2022-04-11",83,1478,3,"7-8314783","04/11/2022"
"1702","Russia","Soviet Union","152mm 2S19 Msta-S","destroyed","https://i.postimg.cc/bvtk6kcm/t66.png","2022-04-11",106,1611,1,"7-10616111","04/11/2022"
"1703","Russia","Soviet Union","152mm 2S19 Msta-S","destroyed","https://i.postimg.cc/7ZC2606q/t65.jpg","2022-04-11",106,1612,1,"7-10616121","04/11/2022"
"1941","Russia","Russia","Orlan-10 reconnaissance UAV","destroyed","https://i.postimg.cc/6pDBhGh6/5h.png","2022-04-11",154,1826,1,"7-15418261","04/11/2022"
"2613","Ukraine","Soviet Union","T-64BV","destroyed","https://i.postimg.cc/15YP8yQG/467.png","2022-04-11",1,2447,1,"380-124471","04/11/2022"
"2617","Ukraine","Soviet Union","T-64BV","destroyed","https://i.postimg.cc/T2L13XTz/47.png","2022-04-11",1,2451,1,"380-124511","04/11/2022"
"2618","Ukraine","Soviet Union","T-64BV","destroyed","https://i.postimg.cc/W3KynHYy/656.jpg","2022-04-11",1,2452,1,"380-124521","04/11/2022"
"2619","Ukraine","Soviet Union","T-64BV","destroyed","https://i.postimg.cc/vHpYPGNQ/480.png","2022-04-11",1,2453,1,"380-124531","04/11/2022"
"2657","Ukraine","Soviet Union","T-64BV","captured","https://i.postimg.cc/BQjyj4bG/488.png","2022-04-11",1,2489,3,"380-124893","04/11/2022"
"2658","Ukraine","Soviet Union","T-64BV","captured","https://i.postimg.cc/W1WwgJHW/86.png","2022-04-11",1,2490,3,"380-124903","04/11/2022"
"2659","Ukraine","Soviet Union","T-64BV","captured","https://i.postimg.cc/9Qsjm1hC/580.png","2022-04-11",1,2491,3,"380-124913","04/11/2022"
"2701","Ukraine","Soviet Union","BRDM-2","destroyed","https://i.postimg.cc/9M2VBs6f/25.png","2022-04-11",17,2530,1,"380-1725301","04/11/2022"
"2722","Ukraine","Soviet Union","BRDM-2","captured","https://i.postimg.cc/HL340vkC/27.png","2022-04-11",17,2551,3,"380-1725513","04/11/2022"
"2762","Ukraine","Soviet Union","BMP-1(P)","destroyed","https://i.postimg.cc/NMwnjV91/3k.png","2022-04-11",34,2590,1,"380-3425901","04/11/2022"
"2771","Ukraine","Soviet Union","BMP-1(P)","destroyed","https://i.postimg.cc/L533vjfr/770.png","2022-04-11",34,2599,1,"380-3425991","04/11/2022"
"2772","Ukraine","Soviet Union","BMP-1(P)","destroyed","https://i.postimg.cc/HksBZv63/769.png","2022-04-11",34,2600,1,"380-3426001","04/11/2022"
"2787","Ukraine","Soviet Union","BMP-1(P)","captured","https://i.postimg.cc/dt6JR8KK/366.png","2022-04-11",34,2612,3,"380-3426123","04/11/2022"
"2877","Ukraine","United States","HMMWV","captured","https://i.postimg.cc/J0mpRLkX/5799.png","2022-04-11",213,2698,3,"380-21326983","04/11/2022"
"2881","Ukraine","United States","HMMWV","captured","https://i.postimg.cc/BbMBs1sW/80.jpg","2022-04-11",213,2702,3,"380-21327023","04/11/2022"
"3153","Ukraine","Soviet Union","ZiL-131","destroyed","https://i.postimg.cc/vmzFrynH/688.png","2022-04-11",166,2958,1,"380-16629581","04/11/2022"
