"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","bright_ti4","bright_ti5"
"7412028",49.8744,32.66188,NA,0.42,0.37,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.86,"N",299.32,280.16
"7412031",48.47203,34.96699,NA,0.51,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.2,"N",306.37,286.43
"7412032",48.53288,34.64466,NA,0.49,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.89,"N",309.53,282.54
"7412033",48.53339,34.62367,NA,0.49,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.31,"N",298.17,282.29
"7412034",48.52658,34.65581,NA,0.49,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,2.23,"N",306.7,284.27
"7412035",48.51995,34.63139,NA,0.49,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,2.98,"N",318.44,284.02
"7412036",48.47465,34.63056,NA,0.49,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.51,"N",311.56,285.02
"7412037",47.87564,35.15995,NA,0.53,0.42,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,8.04,"N",330.59,286.52
"7412038",47.87047,35.16493,NA,0.53,0.42,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.31,"N",306.22,286.17
"7412039",47.86239,35.14597,NA,0.53,0.42,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.53,"N",302.09,286.15
"7412040",47.85869,35.14424,NA,0.53,0.42,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.53,"N",320.43,284.67
"7412042",47.88329,33.3983,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.38,"N",299.22,285.12
"7412043",47.87481,33.44008,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.96,"N",300.67,285.93
"7412044",47.87238,33.45203,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.48,"N",298.5,283.95
"7412045",47.87011,33.44448,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,4.54,"N",327.49,285.02
"7412046",47.87982,33.39672,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.74,"N",299.51,287.42
"7412047",47.87618,33.41463,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,2.22,"N",307.79,287.78
"7412048",47.86889,33.45047,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,7.02,"N",318.53,287.78
"7412049",47.86783,33.43695,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,4.54,"N",314.29,285
"7412050",47.84242,33.38538,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,2.04,"N",308.77,286.6
"7412051",47.63368,34.32545,NA,0.5,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.45,"N",296.46,284
"7412052",47.63008,34.32378,NA,0.5,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.44,"N",304.43,284.86
"7412060",44.77199,33.86073,NA,0.55,0.42,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,2.21,"N",304.44,285.71
"7412288",49.8744,32.66188,NA,0.42,0.37,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.86,"N",299.32,280.16
"7412291",48.47203,34.96699,NA,0.51,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.2,"N",306.37,286.43
"7412292",48.53288,34.64466,NA,0.49,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.89,"N",309.53,282.54
"7412293",48.53339,34.62367,NA,0.49,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.31,"N",298.17,282.29
"7412294",48.52658,34.65581,NA,0.49,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,2.23,"N",306.7,284.27
"7412295",48.51995,34.63139,NA,0.49,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,2.98,"N",318.44,284.02
"7412296",48.47465,34.63056,NA,0.49,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.51,"N",311.56,285.02
"7412297",47.87564,35.15995,NA,0.53,0.42,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,8.04,"N",330.59,286.52
"7412298",47.87047,35.16493,NA,0.53,0.42,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.31,"N",306.22,286.17
"7412299",47.86239,35.14597,NA,0.53,0.42,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.53,"N",302.09,286.15
"7412300",47.85869,35.14424,NA,0.53,0.42,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.53,"N",320.43,284.67
"7412302",47.88329,33.3983,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.38,"N",299.22,285.12
"7412303",47.87481,33.44008,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.96,"N",300.67,285.93
"7412304",47.87238,33.45203,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.48,"N",298.5,283.95
"7412305",47.87011,33.44448,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,4.54,"N",327.49,285.02
"7412306",47.87982,33.39672,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.74,"N",299.51,287.42
"7412307",47.87618,33.41463,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,2.22,"N",307.79,287.78
"7412308",47.86889,33.45047,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,7.02,"N",318.53,287.78
"7412309",47.86783,33.43695,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,4.54,"N",314.29,285
"7412310",47.84242,33.38538,NA,0.46,0.39,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,2.04,"N",308.77,286.6
"7412311",47.63368,34.32545,NA,0.5,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,0.45,"N",296.46,284
"7412312",47.63008,34.32378,NA,0.5,0.41,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,1.44,"N",304.43,284.86
"7412320",44.77199,33.86073,NA,0.55,0.42,2023-06-01,9,1,NA,"nominal","2.0NRT",NA,2.21,"N",304.44,285.71
"7415273",47.0192,33.36963,NA,0.49,0.48,2023-06-01,956,1,NA,"nominal","2.0NRT",NA,3.02,"D",331.31,299.21
"7415274",47.62672,34.32567,NA,0.43,0.46,2023-06-01,956,1,NA,"nominal","2.0NRT",NA,3.41,"D",333.67,299.47
"7415275",47.87513,35.15924,NA,0.39,0.44,2023-06-01,956,1,NA,"nominal","2.0NRT",NA,8.82,"D",342.33,299.06
"7415280",48.41605,33.37165,NA,0.45,0.47,2023-06-01,956,1,NA,"nominal","2.0NRT",NA,28.39,"D",348.87,310.03
"7415283",49.49204,34.86863,NA,0.55,0.43,2023-06-01,956,1,NA,"nominal","2.0NRT",NA,2.74,"D",336.41,306.02
"7415372",46.34937,32.8036,NA,0.44,0.63,2023-06-01,1136,1,NA,"nominal","2.0NRT",NA,14.12,"D",335.9,300.06
"7415373",46.34921,32.79771,NA,0.44,0.63,2023-06-01,1136,1,NA,"nominal","2.0NRT",NA,14.12,"D",356.42,307.42
"7415374",46.34895,32.803,NA,0.45,0.63,2023-06-01,1136,1,NA,"nominal","2.0NRT",NA,8.11,"D",337.25,300.05
"7415375",46.34882,32.7971,NA,0.44,0.63,2023-06-01,1136,1,NA,"nominal","2.0NRT",NA,26.82,"D",353.28,307.78
"7415376",46.35477,32.80278,NA,0.45,0.63,2023-06-01,1136,1,NA,"nominal","2.0NRT",NA,8.11,"D",332.77,302.37
"7415377",46.569,32.77383,NA,0.44,0.63,2023-06-01,1136,1,NA,"low","2.0NRT",NA,1.81,"D",331.33,301.94
"7415378",46.56853,32.77024,NA,0.44,0.63,2023-06-01,1136,1,NA,"nominal","2.0NRT",NA,1.82,"D",329.78,303.72
"7419562",48.49694,38.80742,NA,0.47,0.4,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.77,"N",295.45,283.37
"7419563",48.49344,38.80573,NA,0.47,0.4,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.82,"N",300.13,283.22
"7419564",48.48321,38.78053,NA,0.47,0.4,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.72,"N",298.53,283.65
"7419565",48.48096,38.7727,NA,0.47,0.4,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.72,"N",299.26,284.31
"7419566",48.4797,38.77889,NA,0.47,0.4,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.72,"N",304.23,286.21
"7419567",48.46822,38.75993,NA,0.47,0.4,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,1.43,"N",313.08,287.29
"7419568",48.46471,38.75829,NA,0.47,0.4,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,1.04,"N",303.86,286.59
"7419569",48.46089,38.77684,NA,0.47,0.4,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,2.12,"N",315.45,284.2
"7419570",48.4612,38.75664,NA,0.47,0.4,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,1.04,"N",299.63,285.89
"7419571",48.28711,38.09058,NA,0.45,0.39,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.85,"N",300.26,284.16
"7419572",48.22374,38.23729,NA,0.46,0.39,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.94,"N",298.65,284.39
"7419573",48.21437,38.24619,NA,0.46,0.39,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,2.23,"N",320.73,283.7
"7419574",49.302,31.35181,NA,0.41,0.37,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,2.24,"N",321.08,285.84
"7419575",48.09982,37.92831,NA,0.45,0.39,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,1.27,"N",300.04,284.09
"7419576",48.06057,37.95575,NA,0.45,0.39,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,1.82,"N",312.66,286.62
"7419577",47.97087,37.82618,NA,0.45,0.39,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.3,"N",299.52,283.69
"7419578",47.96743,37.82466,NA,0.45,0.39,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.26,"N",296.11,282.99
"7419579",48.53521,34.64528,NA,0.39,0.36,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,1.42,"N",306.9,289.47
"7419580",48.533,34.61715,NA,0.39,0.36,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.91,"N",300.25,286.63
"7419581",48.52699,34.65309,NA,0.39,0.36,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.94,"N",304.15,287.24
"7419582",48.47398,34.967,NA,0.39,0.36,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.51,"N",302.29,284.99
"7419583",48.52288,34.657,NA,0.39,0.36,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.94,"N",306.93,284.95
"7419584",48.47073,34.96574,NA,0.39,0.36,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,0.51,"N",300.66,284.86
"7419585",48.52565,34.61982,NA,0.39,0.36,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,1.12,"N",307.11,286.19
"7419586",48.51982,34.634,NA,0.39,0.36,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,1.29,"N",320.29,285.53
"7419587",48.52068,34.62887,NA,0.39,0.36,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,1.29,"N",304.29,285.97
"7419588",48.47224,34.63162,NA,0.39,0.36,2023-06-01,2350,1,NA,"nominal","2.0NRT",NA,3.35,"N",333.22,288.85
"7419594",47.87926,35.19254,NA,0.4,0.37,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.39,"N",295.16,282.12
"7419595",47.87486,35.15781,NA,0.39,0.37,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.5,"N",304.24,280.84
"7419596",47.87069,35.16169,NA,0.39,0.37,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.5,"N",299.75,278
"7419597",47.86959,35.15463,NA,0.39,0.37,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,1.09,"N",300.3,281.66
"7419598",47.86869,35.15979,NA,0.39,0.37,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.69,"N",305.62,283.82
"7419599",47.8678,35.16495,NA,0.39,0.37,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.69,"N",300.79,281.71
"7419600",47.86066,35.14571,NA,0.39,0.37,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.32,"N",300.71,273.32
"7419601",47.88178,33.39836,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.82,"N",308.36,287.54
"7419602",47.87614,33.41237,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,1.24,"N",298.61,286.89
"7419603",47.87534,33.41742,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,1.24,"N",314,290.23
"7419604",47.87214,33.43761,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.9,"N",306.32,287.09
"7419605",47.87054,33.4477,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.83,"N",299.03,284.87
"7419606",47.86969,33.43143,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.9,"N",307.2,284.03
"7419607",47.86809,33.44152,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.83,"N",301.98,285.03
"7419608",47.87203,33.39495,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.81,"N",296.92,286.36
"7419609",47.86644,33.43029,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.9,"N",304.83,283.8
"7419610",47.86564,33.43534,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.9,"N",303.11,284.68
"7419611",47.86878,33.39382,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.81,"N",307.39,285.59
"7419612",47.84278,33.38475,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.99,"N",304.11,287.67
"7419613",47.6279,34.3257,NA,0.39,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.82,"N",297.57,286.01
"7419618",46.60358,32.56578,NA,0.38,0.36,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.73,"N",297.62,286.12
"7419623",44.88621,38.12022,NA,0.52,0.42,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.71,"N",296.59,286.41
"7419624",44.73655,37.80999,NA,0.51,0.41,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.98,"N",302.44,287.23
"7419627",44.77398,33.86294,NA,0.4,0.37,2023-06-01,2352,1,NA,"nominal","2.0NRT",NA,0.97,"N",305.7,284.54
"7422646",44.73364,37.81269,NA,0.58,0.52,2023-06-02,934,1,NA,"nominal","2.0NRT",NA,11.3,"D",339.78,293.74
"7422647",44.73371,37.8121,NA,0.58,0.52,2023-06-02,934,1,NA,"nominal","2.0NRT",NA,8.35,"D",339.39,293.43
"7422654",46.55981,32.37178,NA,0.45,0.63,2023-06-02,937,1,NA,"nominal","2.0NRT",NA,2.36,"D",330.18,295.09
"7422655",46.58612,32.37428,NA,0.45,0.63,2023-06-02,937,1,NA,"nominal","2.0NRT",NA,8.94,"D",335.9,298.66
"7422656",46.86238,32.89754,NA,0.42,0.61,2023-06-02,937,1,NA,"low","2.0NRT",NA,3.47,"D",329.88,301.18
"7422671",47.86478,33.43523,NA,0.37,0.58,2023-06-02,937,1,NA,"nominal","2.0NRT",NA,2.78,"D",330.2,304.48
"7422684",49.22935,37.99276,NA,0.43,0.46,2023-06-02,937,1,NA,"nominal","2.0NRT",NA,2.31,"D",336.26,296.19
"7422826",44.73319,37.80816,NA,0.45,0.63,2023-06-02,1117,1,NA,"nominal","2.0NRT",NA,6.37,"D",340.4,297.51
"7422829",46.58587,32.36727,NA,0.5,0.49,2023-06-02,1119,1,NA,"nominal","2.0NRT",NA,6.64,"D",340.84,304.68
"7422830",46.85179,32.89629,NA,0.54,0.5,2023-06-02,1119,1,NA,"nominal","2.0NRT",NA,6.81,"D",346.29,306.28
"7422831",46.85133,32.8892,NA,0.54,0.5,2023-06-02,1119,1,NA,"nominal","2.0NRT",NA,6.81,"D",346.12,305.66
"7422832",46.85087,32.88212,NA,0.53,0.5,2023-06-02,1119,1,NA,"nominal","2.0NRT",NA,7.47,"D",342.82,302.88
"7422833",46.85507,32.87443,NA,0.53,0.5,2023-06-02,1119,1,NA,"low","2.0NRT",NA,5.54,"D",332.55,304.15
"7422834",46.85973,32.87382,NA,0.53,0.5,2023-06-02,1119,1,NA,"nominal","2.0NRT",NA,5.54,"D",343.45,305.33
"7422863",47.87152,33.45,NA,0.58,0.52,2023-06-02,1117,1,NA,"nominal","2.0NRT",NA,23.31,"D",340.97,303.84
"7422864",47.86982,33.44982,NA,0.58,0.52,2023-06-02,1117,1,NA,"nominal","2.0NRT",NA,15.59,"D",340.76,305.2
"7426564",49.19112,35.37428,NA,0.42,0.38,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.93,"N",321.07,286.39
"7426569",48.49552,38.80331,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.12,"N",307.64,287.03
"7426570",48.49469,38.80842,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.12,"N",310.25,286.92
"7426571",48.48177,38.78205,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.91,"N",296.62,286.37
"7426572",48.47935,38.77576,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.91,"N",313.9,287.08
"7426573",48.47368,38.76828,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.9,"N",300.22,286.08
"7426574",48.47285,38.77339,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.89,"N",302.96,286.05
"7426575",48.46801,38.76081,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.77,"N",313.89,288.86
"7426576",48.46559,38.75452,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.48,"N",298,285.81
"7426577",48.46235,38.75334,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.48,"N",302.58,286.96
"7426578",48.45905,38.77375,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.58,"N",302.08,285.26
"7426579",48.39131,37.85236,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.1,"N",303.2,284.94
"7426580",48.39052,37.85748,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.18,"N",313.46,284.77
"7426581",48.286,38.08996,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.66,"N",306.24,286.14
"7426582",48.22495,38.23825,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.71,"N",299.68,285.38
"7426583",48.49685,35.09841,NA,0.42,0.38,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.72,"N",299.95,289.38
"7426584",48.09988,37.91988,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.73,"N",299.14,286.88
"7426585",48.09909,37.92496,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.67,"N",314.79,288.08
"7426586",48.53094,34.6178,NA,0.43,0.38,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.84,"N",310.94,288.44
"7426587",48.52658,34.6528,NA,0.43,0.38,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.7,"N",313.09,288.74
"7426588",48.0597,37.95727,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.39,"N",319.17,289.77
"7426589",48.51907,34.62653,NA,0.43,0.38,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.2,"N",298.83,288.35
"7426590",48.47268,34.96621,NA,0.42,0.38,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.43,"N",314.32,289.59
"7426591",48.47195,34.97195,NA,0.42,0.38,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.76,"N",301.94,288.08
"7426592",48.47514,34.6328,NA,0.43,0.38,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.97,"N",308.85,287.73
"7426593",48.47167,34.63182,NA,0.43,0.38,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,2.57,"N",317.83,288.96
"7426594",47.97879,37.81657,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.59,"N",303.94,285.58
"7426595",47.83292,38.48004,NA,0.38,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.06,"N",303.46,286.28
"7426597",47.87958,35.19062,NA,0.42,0.37,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.81,"N",304.21,288.49
"7426598",47.87711,35.15556,NA,0.42,0.37,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.41,"N",298.77,287.29
"7426599",47.86887,35.16464,NA,0.42,0.37,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.48,"N",310.51,289.06
"7426600",47.86082,35.14513,NA,0.42,0.37,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.42,"N",310.62,290.29
"7426601",47.10188,39.75657,NA,0.4,0.37,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.06,"N",310.17,285.57
"7426602",47.23898,38.93495,NA,0.39,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.95,"N",326.45,287
"7426604",47.87986,33.39757,NA,0.46,0.39,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.34,"N",304.97,288.93
"7426605",47.87128,33.43996,NA,0.46,0.39,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.77,"N",300.31,287.06
"7426606",47.87057,33.44614,NA,0.46,0.39,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.77,"N",299.95,287.94
"7426607",47.8684,33.43285,NA,0.46,0.39,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,2.24,"N",317.85,286.69
"7426608",47.86769,33.43904,NA,0.46,0.39,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.77,"N",296.34,285.41
"7426609",47.86698,33.44523,NA,0.46,0.39,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.77,"N",306.05,286.33
"7426610",47.632,34.32591,NA,0.43,0.38,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.07,"N",301.75,287.44
"7426611",46.49666,31.73677,NA,0.51,0.41,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,2.53,"N",314.02,289.81
"7426612",46.49594,31.74346,NA,0.51,0.41,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,1.43,"N",299.4,289.28
"7426620",44.88569,38.1199,NA,0.39,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.85,"N",298.9,287.8
"7426622",44.83884,37.68056,NA,0.39,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,0.76,"N",303.29,287.3
"7426623",44.7354,37.8074,NA,0.39,0.36,2023-06-02,2331,1,NA,"nominal","2.0NRT",NA,4.28,"N",335.22,295.62
"7426629",44.7722,33.86189,NA,0.42,0.38,2023-06-02,2333,1,NA,"nominal","2.0NRT",NA,1.28,"N",309.21,286.54
"7427236",48.53773,34.64423,NA,0.73,0.76,2023-06-03,111,1,NA,"nominal","2.0NRT",NA,5.17,"N",315.43,285.28
"7427237",48.47611,34.63624,NA,0.73,0.76,2023-06-03,111,1,NA,"nominal","2.0NRT",NA,1.04,"N",297.08,284.42
"7427239",47.63145,34.32378,NA,0.76,0.77,2023-06-03,111,1,NA,"nominal","2.0NRT",NA,3.63,"N",311.49,284.07
"7427240",47.632,34.32832,NA,0.76,0.77,2023-06-03,111,1,NA,"nominal","2.0NRT",NA,2.77,"N",316.19,285.14
"7427278",48.53773,34.64423,NA,0.73,0.76,2023-06-03,111,1,NA,"nominal","2.0NRT",NA,5.17,"N",315.43,285.28
"7427279",48.47611,34.63624,NA,0.73,0.76,2023-06-03,111,1,NA,"nominal","2.0NRT",NA,1.04,"N",297.08,284.42
"7427281",47.63145,34.32378,NA,0.76,0.77,2023-06-03,111,1,NA,"nominal","2.0NRT",NA,3.63,"N",311.49,284.07
"7427282",47.632,34.32832,NA,0.76,0.77,2023-06-03,111,1,NA,"nominal","2.0NRT",NA,2.77,"N",316.19,285.14
"7430233",44.73509,37.80828,NA,0.48,0.65,2023-06-03,917,1,NA,"nominal","2.0NRT",NA,5.26,"D",326.59,286.24
"7430234",44.73363,37.80806,NA,0.48,0.65,2023-06-03,917,1,NA,"nominal","2.0NRT",NA,6.3,"D",328.95,286.51
"7430332",47.23682,38.93634,NA,0.36,0.57,2023-06-03,917,1,NA,"nominal","2.0NRT",NA,2.47,"D",328.43,297.24
"7430341",46.48886,31.74773,NA,0.77,0.77,2023-06-03,917,1,NA,"nominal","2.0NRT",NA,3.15,"D",332.83,288.83
"7430348",48.74728,37.9999,NA,0.35,0.57,2023-06-03,917,1,NA,"nominal","2.0NRT",NA,2.7,"D",328.08,295.2
"7430357",49.2935,36.6907,NA,0.38,0.59,2023-06-03,920,1,NA,"high","2.0NRT",NA,14.88,"D",367,303.85
"7430358",49.29496,36.69557,NA,0.38,0.59,2023-06-03,920,1,NA,"nominal","2.0NRT",NA,9.31,"D",340.64,298.24
"7430359",49.29093,36.69114,NA,0.38,0.59,2023-06-03,920,1,NA,"nominal","2.0NRT",NA,6.1,"D",350.65,300.66
"7430360",49.29737,36.69253,NA,0.38,0.59,2023-06-03,920,1,NA,"nominal","2.0NRT",NA,6.1,"D",349.5,299.02
"7430361",49.2959,36.68772,NA,0.38,0.59,2023-06-03,920,1,NA,"nominal","2.0NRT",NA,6.1,"D",349.34,301.96
"7430866",44.73489,37.81206,NA,0.52,0.5,2023-06-03,1058,1,NA,"nominal","2.0NRT",NA,5.77,"D",334.15,299.65
"7430867",44.73444,37.80561,NA,0.52,0.5,2023-06-03,1058,1,NA,"low","2.0NRT",NA,4.97,"D",327.38,299.15
"7430868",46.3981,32.29284,NA,0.47,0.4,2023-06-03,1058,1,NA,"low","2.0NRT",NA,1.64,"D",337.13,307.87
"7430869",46.48814,31.73914,NA,0.45,0.39,2023-06-03,1058,1,NA,"nominal","2.0NRT",NA,28.85,"D",348.97,286.52
"7430870",46.49237,31.74415,NA,0.45,0.39,2023-06-03,1058,1,NA,"nominal","2.0NRT",NA,28.85,"D",335.24,280.2
"7430871",46.49169,31.73828,NA,0.45,0.39,2023-06-03,1058,1,NA,"nominal","2.0NRT",NA,28.85,"D",353.8,286.87
"7430872",46.49592,31.74329,NA,0.45,0.39,2023-06-03,1058,1,NA,"nominal","2.0NRT",NA,4.12,"D",333.17,288.01
