"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight","bright_ti4","bright_ti5"
"8286374",49.42208,36.32292,NA,0.39,0.36,2023-08-19,1015,1,NA,"nominal","2.0NRT",NA,4.08,"D",336.02,305.11
"8286375",49.81714,38.90839,NA,0.4,0.37,2023-08-19,1015,1,NA,"low","2.0NRT",NA,5.05,"D",334.92,305.02
"8286376",49.19826,34.94073,NA,0.4,0.37,2023-08-19,1015,1,NA,"nominal","2.0NRT",NA,4.77,"D",335.72,303.48
"8286377",49.69398,37.79629,NA,0.39,0.36,2023-08-19,1015,1,NA,"nominal","2.0NRT",NA,3.18,"D",337.78,305.6
"8286378",49.69876,37.68936,NA,0.39,0.36,2023-08-19,1015,1,NA,"low","2.0NRT",NA,2.51,"D",335.71,308.08
"8286379",49.70203,37.68821,NA,0.39,0.36,2023-08-19,1015,1,NA,"nominal","2.0NRT",NA,2.51,"D",333.8,303.55
"8286380",49.70607,37.69232,NA,0.39,0.36,2023-08-19,1015,1,NA,"low","2.0NRT",NA,1.51,"D",331.49,305.32
"8286391",49.98304,38.43002,NA,0.39,0.36,2023-08-19,1015,1,NA,"nominal","2.0NRT",NA,2.48,"D",339.81,304.51
"8286392",49.98228,38.42463,NA,0.39,0.36,2023-08-19,1015,1,NA,"nominal","2.0NRT",NA,6.84,"D",354.43,308.47
"8286622",46.93581,31.1618,NA,0.64,0.72,2023-08-19,1155,1,NA,"nominal","2.0NRT",NA,11.07,"D",346.81,295.79
"8286689",49.35603,32.1615,NA,0.55,0.68,2023-08-22,111,1,NA,"nominal","2.0NRT",NA,0.52,"N",297.46,283.31
"8286697",46.77593,33.08411,NA,0.75,0.77,2023-08-22,111,1,NA,"nominal","2.0NRT",NA,1.25,"N",311.93,287.04
"8286698",46.76956,33.07956,NA,0.75,0.77,2023-08-22,111,1,NA,"nominal","2.0NRT",NA,1.25,"N",299.04,286.98
"8286699",46.77601,33.08734,NA,0.75,0.77,2023-08-22,111,1,NA,"nominal","2.0NRT",NA,1.89,"N",310.34,286.96
"8286700",46.76969,33.08265,NA,0.75,0.77,2023-08-22,111,1,NA,"nominal","2.0NRT",NA,1.74,"N",303.71,287.23
"8288123",44.73604,37.80799,NA,0.47,0.64,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,8.03,"D",335.26,295.5
"8288144",45.19655,37.50929,NA,0.47,0.64,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,5.3,"D",344.51,296
"8288145",45.20219,37.50658,NA,0.47,0.64,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,5.06,"D",336.43,295.04
"8288152",46.66452,39.02092,NA,0.36,0.58,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,2.5,"D",338.76,307.63
"8288153",46.99776,39.79102,NA,0.33,0.55,2023-08-22,917,1,NA,"low","2.0NRT",NA,1.26,"D",333.19,303.86
"8288154",46.9157,39.29808,NA,0.35,0.57,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,4.82,"D",348.7,303.87
"8288155",46.92054,39.2952,NA,0.35,0.57,2023-08-22,917,1,NA,"high","2.0NRT",NA,10.03,"D",367,306.24
"8288156",46.92174,39.29944,NA,0.35,0.57,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,4.82,"D",349.37,301.76
"8288159",47.04789,39.39845,NA,0.34,0.56,2023-08-22,917,1,NA,"high","2.0NRT",NA,4.84,"D",367,302.65
"8288160",47.04671,39.39425,NA,0.34,0.56,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,4.84,"D",331.41,299.66
"8288164",47.52117,39.96093,NA,0.62,0.54,2023-08-22,917,1,NA,"low","2.0NRT",NA,7.74,"D",330.43,303.89
"8288165",47.38242,39.02906,NA,0.35,0.56,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,4.28,"D",344.89,302.09
"8288166",47.38121,39.02479,NA,0.35,0.56,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.93,"D",337.61,305.88
"8288167",47.38847,39.03046,NA,0.35,0.56,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,14.68,"D",350.44,301.65
"8288168",47.38728,39.02626,NA,0.35,0.56,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,14.68,"D",355.41,308.83
"8288169",47.38608,39.02203,NA,0.35,0.56,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,15.78,"D",353.92,309.28
"8288170",47.42316,39.13327,NA,0.34,0.56,2023-08-22,917,1,NA,"low","2.0NRT",NA,1.76,"D",331.85,306.37
"8288175",47.19867,38.18764,NA,0.38,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,2.57,"D",337.95,296.01
"8288176",47.1973,38.18291,NA,0.38,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,7.54,"D",353.57,301.04
"8288177",47.10674,37.87314,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.72,"D",330.63,296.9
"8288178",47.10529,37.86824,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,16.46,"D",350.88,302.39
"8288179",47.20367,38.18447,NA,0.38,0.59,2023-08-22,917,1,NA,"high","2.0NRT",NA,23.94,"D",367,300.12
"8288180",47.20093,38.17503,NA,0.38,0.59,2023-08-22,917,1,NA,"high","2.0NRT",NA,25.98,"D",367,304.54
"8288181",47.11051,37.8655,NA,0.4,0.6,2023-08-22,917,1,NA,"high","2.0NRT",NA,7.51,"D",367,304.42
"8288182",47.2023,38.17975,NA,0.38,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,25.98,"D",344.72,311.1
"8288183",47.10908,37.86065,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,7.51,"D",331.12,305.69
"8288184",47.20456,38.16714,NA,0.38,0.59,2023-08-22,917,1,NA,"high","2.0NRT",NA,65.34,"D",367,307.9
"8288185",47.20729,38.17658,NA,0.38,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,25.98,"D",348.61,302.07
"8288186",47.20134,38.18583,NA,0.38,0.59,2023-08-22,917,1,NA,"high","2.0NRT",NA,22.87,"D",367,297.99
"8288187",47.19855,38.17643,NA,0.38,0.59,2023-08-22,917,1,NA,"high","2.0NRT",NA,20.66,"D",367,302.75
"8288190",47.19994,38.18113,NA,0.38,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,20.66,"D",341.06,311.09
"8288191",47.19716,38.17173,NA,0.38,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,24.19,"D",339.97,311.63
"8288192",47.1065,37.86792,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,11.79,"D",352.81,307.12
"8288193",47.20494,38.17798,NA,0.38,0.59,2023-08-22,917,1,NA,"high","2.0NRT",NA,20.66,"D",367,304.12
"8288194",47.20215,38.16856,NA,0.38,0.59,2023-08-22,917,1,NA,"high","2.0NRT",NA,24.19,"D",367,308.11
"8288197",47.20355,38.17326,NA,0.38,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,20.66,"D",339.24,306.37
"8288198",47.20076,38.16385,NA,0.38,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,24.19,"D",338.91,303.12
"8288199",47.11171,37.86514,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,11.79,"D",340.61,302.72
"8288200",47.11027,37.86033,NA,0.4,0.6,2023-08-22,917,1,NA,"low","2.0NRT",NA,11.79,"D",334.11,305.28
"8288202",47.20994,38.17482,NA,0.38,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,4.1,"D",331.1,301.1
"8288204",46.86367,36.99051,NA,0.44,0.62,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,2.58,"D",336.07,300.56
"8288205",46.87434,36.98404,NA,0.44,0.62,2023-08-22,917,1,NA,"high","2.0NRT",NA,29.46,"D",367,305.87
"8288206",46.87275,36.97891,NA,0.44,0.62,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,22.76,"D",334.37,305.64
"8288207",46.87963,36.98066,NA,0.44,0.62,2023-08-22,917,1,NA,"high","2.0NRT",NA,29.46,"D",367,302.19
"8288208",46.87803,36.97551,NA,0.44,0.62,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,22.76,"D",344.68,308.63
"8288209",46.88658,36.98268,NA,0.44,0.62,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,2.52,"D",335.6,303.31
"8288210",46.88331,36.97209,NA,0.44,0.62,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.94,"D",341.48,301.39
"8288211",47.30299,38.35121,NA,0.37,0.58,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.4,"D",341.1,302.59
"8288212",47.58146,39.24706,NA,0.33,0.56,2023-08-22,917,1,NA,"low","2.0NRT",NA,3.79,"D",333.2,306.27
"8288213",47.19494,37.88178,NA,0.39,0.6,2023-08-22,917,1,NA,"high","2.0NRT",NA,5.51,"D",367,309.71
"8288214",47.19636,37.88658,NA,0.39,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,8.64,"D",331.75,305.96
"8288215",47.17428,37.79156,NA,0.4,0.6,2023-08-22,917,1,NA,"high","2.0NRT",NA,13.93,"D",367,299.29
"8288216",47.19999,37.87855,NA,0.39,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,5.51,"D",344.79,304.43
"8288217",47.19857,37.87373,NA,0.39,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,5.51,"D",332.12,304.11
"8288218",47.17284,37.78667,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,13.93,"D",348.21,306.63
"8288219",47.17933,37.78821,NA,0.4,0.6,2023-08-22,917,1,NA,"high","2.0NRT",NA,10.22,"D",367,301.61
"8288220",47.17787,37.78328,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,10.22,"D",352.3,308.79
"8288221",47.18294,37.78002,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,10.22,"D",346.87,306.39
"8288222",47.19305,37.77339,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,1.98,"D",334.08,303.44
"8288223",46.28747,34.87681,NA,0.57,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.8,"D",338.29,297
"8288224",46.71624,36.16516,NA,0.48,0.65,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.22,"D",345.92,304.1
"8288225",47.18386,37.77812,NA,0.4,0.6,2023-08-22,917,1,NA,"low","2.0NRT",NA,2.24,"D",333.58,306.25
"8288226",47.19396,37.77148,NA,0.4,0.6,2023-08-22,917,1,NA,"low","2.0NRT",NA,2.24,"D",330.99,303.88
"8288227",46.28563,34.8798,NA,0.57,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,7.3,"D",335.43,296.37
"8288228",47.24468,37.86024,NA,0.39,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,18.57,"D",355.94,304.22
"8288229",47.24324,37.85542,NA,0.39,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.17,"D",335.11,301.78
"8288230",47.22,37.77768,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.11,"D",337.01,304.68
"8288231",46.72025,36.16275,NA,0.48,0.65,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.79,"D",344.57,305.04
"8288232",46.71842,36.15701,NA,0.48,0.65,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.79,"D",333.72,302.67
"8288233",46.39769,35.04619,NA,0.55,0.68,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,12.68,"D",347.96,297.82
"8288234",47.3167,37.9617,NA,0.39,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,7.97,"D",355.44,303.36
"8288235",47.21276,37.59137,NA,0.4,0.6,2023-08-22,917,1,NA,"low","2.0NRT",NA,5.65,"D",331.66,304.47
"8288236",47.33179,37.9522,NA,0.39,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,5.56,"D",343.42,303.81
"8288237",46.75261,36.05645,NA,0.49,0.65,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.01,"D",334.2,303.05
"8288238",47.33684,37.94908,NA,0.39,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,5.56,"D",352.39,305.77
"8288239",46.75808,36.05282,NA,0.49,0.65,2023-08-22,917,1,NA,"low","2.0NRT",NA,3.01,"D",333.09,303.22
"8288240",47.36407,37.91162,NA,0.39,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,4.11,"D",339.45,300.67
"8288241",46.75264,35.9407,NA,0.49,0.65,2023-08-22,917,1,NA,"low","2.0NRT",NA,2.17,"D",331.33,302.15
"8288242",46.80134,36.05077,NA,0.49,0.65,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,1.91,"D",336.45,303.49
"8288243",46.78402,35.95535,NA,0.49,0.65,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.95,"D",334.77,301.21
"8288244",47.03059,36.50871,NA,0.46,0.63,2023-08-22,917,1,NA,"low","2.0NRT",NA,3.03,"D",331.21,302.43
"8288245",47.11019,36.7461,NA,0.44,0.63,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,2.36,"D",332.49,300.45
"8288246",47.03132,36.50782,NA,0.46,0.63,2023-08-22,917,1,NA,"low","2.0NRT",NA,2.14,"D",330.78,303.02
"8288247",47.11205,36.74426,NA,0.44,0.63,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,1.27,"D",332.05,300.47
"8288248",47.61442,38.32635,NA,0.36,0.58,2023-08-22,917,1,NA,"high","2.0NRT",NA,8.5,"D",367,301.84
"8288249",47.61311,38.32183,NA,0.36,0.58,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,7.71,"D",337.01,301.75
"8288250",47.75005,38.63668,NA,0.35,0.57,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,4.48,"D",352.69,304.52
"8288251",47.74027,38.58244,NA,0.35,0.57,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.55,"D",341.32,301.82
"8288252",46.15041,33.47492,NA,0.66,0.73,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,16.41,"D",355.98,293.09
"8288253",47.61337,38.00096,NA,0.38,0.58,2023-08-22,917,1,NA,"high","2.0NRT",NA,9.16,"D",367,300.88
"8288254",47.61203,37.99635,NA,0.38,0.59,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,7.68,"D",339.4,302.13
"8288255",46.56916,34.64209,NA,0.57,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,9.3,"D",335.96,296.17
"8288256",47.61081,37.99966,NA,0.38,0.58,2023-08-22,917,1,NA,"high","2.0NRT",NA,11.15,"D",367,303.65
"8288257",46.14815,33.47728,NA,0.66,0.73,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,16.78,"D",351.74,293.36
"8288258",46.57213,34.63964,NA,0.57,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,4.9,"D",338.62,295.7
"8288259",46.41413,34.09058,NA,0.61,0.71,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.34,"D",332.08,294.71
"8288260",47.12353,36.22461,NA,0.47,0.64,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.32,"D",340.44,302.19
"8288261",47.12886,36.22088,NA,0.47,0.64,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,4.69,"D",341.99,300.54
"8288263",46.97944,35.60484,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,19.32,"D",338.75,300.56
"8288264",46.97752,35.59883,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,19.32,"D",355.92,304.33
"8288265",46.97559,35.59281,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,18.43,"D",333.14,301.35
"8288266",46.98303,35.59507,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.62,"D",347.38,299.46
"8288267",47.2313,36.3622,NA,0.46,0.63,2023-08-22,917,1,NA,"high","2.0NRT",NA,6.77,"D",367,298.55
"8288268",47.22959,36.35668,NA,0.46,0.63,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.77,"D",352.21,300.73
"8288269",47.23669,36.35885,NA,0.46,0.63,2023-08-22,917,1,NA,"high","2.0NRT",NA,6.71,"D",367,301.35
"8288270",47.23497,36.3533,NA,0.46,0.63,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.71,"D",339.78,303.24
"8288271",47.24207,36.35542,NA,0.46,0.63,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.71,"D",355.38,302.53
"8288272",46.96817,35.60191,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.24,"D",331.67,298.88
"8288273",46.97566,35.60419,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,7.22,"D",332.09,299.44
"8288274",46.9737,35.59818,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.24,"D",355.37,299
"8288275",46.98119,35.60048,NA,0.5,0.66,2023-08-22,917,1,NA,"high","2.0NRT",NA,23.26,"D",367,301.8
"8288276",46.97923,35.59448,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,26.31,"D",352.32,303.85
"8288277",47.23122,36.3586,NA,0.46,0.63,2023-08-22,917,1,NA,"high","2.0NRT",NA,7.13,"D",367,300.31
"8288278",47.23297,36.36414,NA,0.46,0.63,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,7.13,"D",341.28,296.32
"8288279",47.2295,36.35315,NA,0.46,0.63,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.84,"D",334.54,302.45
"8288280",47.23661,36.35526,NA,0.46,0.63,2023-08-22,917,1,NA,"high","2.0NRT",NA,10.04,"D",367,303.89
"8288281",47.23837,36.3608,NA,0.46,0.63,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,10.04,"D",346.73,297.87
"8288282",46.74584,34.72094,NA,0.56,0.68,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,9.28,"D",356.43,296.61
"8288283",47.47451,36.91711,NA,0.42,0.61,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.88,"D",339.7,296.93
"8288284",47.24745,36.18412,NA,0.46,0.64,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.36,"D",339.61,297.6
"8288285",47.14343,35.77208,NA,0.49,0.65,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,5.39,"D",334.09,299.07
"8288286",47.37246,36.46137,NA,0.45,0.63,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.21,"D",334.26,298.85
"8288287",47.65767,37.3415,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.21,"D",338.53,298.21
"8288288",47.14641,35.76853,NA,0.49,0.65,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,5.23,"D",341.59,297.51
"8288289",47.37332,36.45885,NA,0.45,0.63,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.94,"D",334.72,297.78
"8288290",47.6576,37.33899,NA,0.4,0.6,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,2.63,"D",330.85,298.44
"8288291",47.59412,36.98867,NA,0.42,0.61,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,16.45,"D",356.09,300.62
"8288292",46.97058,35.00192,NA,0.53,0.67,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.28,"D",347.58,294.64
"8288293",46.66413,33.78621,NA,0.61,0.71,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,3.64,"D",335.17,296.71
"8288294",46.95961,34.57121,NA,0.55,0.68,2023-08-22,917,1,NA,"high","2.0NRT",NA,20.61,"D",367,296.7
"8288295",46.96183,34.57784,NA,0.55,0.68,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,15.94,"D",334.68,296.34
"8288296",48.11296,38.26687,NA,0.35,0.57,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,2.04,"D",332.94,297.25
"8288297",48.11166,38.26233,NA,0.35,0.57,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,2.04,"D",331.82,299.44
"8288298",46.96752,34.57379,NA,0.55,0.68,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,15.94,"D",351.79,297.56
"8288299",46.96531,34.56715,NA,0.55,0.68,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,20.61,"D",350.66,299.72
"8288300",46.96302,34.33632,NA,0.57,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,4.92,"D",340.66,296.5
"8288301",46.96874,34.33218,NA,0.57,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,5.45,"D",333.05,296.04
"8288302",46.93426,34.18806,NA,0.58,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.84,"D",331.59,298.29
"8288303",46.94236,34.19079,NA,0.58,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.84,"D",335.17,296.02
"8288304",46.94004,34.18394,NA,0.58,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.84,"D",341.22,297.07
"8288305",47.35305,35.24519,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,10.55,"D",355.35,296.56
"8288306",47.35109,35.23911,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.05,"D",348.9,296.04
"8288307",47.36052,35.24742,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,10.55,"D",337.62,296.43
"8288308",47.35661,35.23524,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.05,"D",334.71,294.96
"8288309",47.35464,35.22915,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,6.05,"D",331.21,294.59
"8288310",47.35352,35.23797,NA,0.5,0.66,2023-08-22,917,1,NA,"high","2.0NRT",NA,12.66,"D",367,297.77
"8288311",47.35749,35.2501,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,7.3,"D",344.56,296.21
"8288312",47.3555,35.24403,NA,0.5,0.66,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,12.66,"D",339.25,297.81
"8288313",47.03343,34.23696,NA,0.57,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,2.56,"D",331.4,293.46
"8288314",47.03114,34.23023,NA,0.57,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,2.56,"D",332.05,294.83
"8288315",47.04721,34.23547,NA,0.57,0.69,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,7.06,"D",347.95,295.31
"8288316",46.66416,32.97895,NA,0.66,0.73,2023-08-22,917,1,NA,"nominal","2.0NRT",NA,10.15,"D",332.49,292.82
"8288317",46.6603,32.97779,NA,0.66,0.73,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,9.25,"D",335.98,292.96
"8288318",46.83612,33.19559,NA,0.64,0.72,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,5.69,"D",336.43,293.33
"8288319",46.8447,33.1986,NA,0.64,0.72,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,6.36,"D",338.39,293.79
"8288320",46.84214,33.1913,NA,0.64,0.72,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,6.36,"D",342.21,294.07
"8288321",48.6928,38.93521,NA,0.32,0.54,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,3.93,"D",330.18,300.22
"8288322",47.79244,35.84825,NA,0.46,0.63,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,4.21,"D",340.78,294.33
"8288323",47.79955,35.85016,NA,0.46,0.63,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,8.82,"D",350.24,297.53
"8288324",47.79774,35.84449,NA,0.46,0.63,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,4.21,"D",330.08,295.89
"8288325",48.10341,36.70364,NA,0.41,0.61,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,4.06,"D",333.19,295.14
"8288326",48.10184,36.69851,NA,0.41,0.61,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,4.69,"D",330.9,296.55
"8288327",47.02314,33.36945,NA,0.62,0.71,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,12.39,"D",337.95,295.81
"8288328",47.02059,33.36211,NA,0.62,0.71,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,11.3,"D",337.8,294.64
"8288337",49.3285,39.77336,NA,0.56,0.52,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,2.46,"D",331.41,294.04
"8288338",49.33343,39.75318,NA,0.56,0.52,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,8.64,"D",340.88,293
"8288339",47.80545,33.11739,NA,0.6,0.7,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,5.05,"D",331,290.52
"8288340",48.5866,34.21635,NA,0.5,0.66,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,4.06,"D",330.81,287.28
"8288341",47.97868,31.73683,NA,0.67,0.74,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,6.06,"D",336.2,293.29
"8288346",48.67865,31.88682,NA,0.62,0.72,2023-08-22,920,1,NA,"nominal","2.0NRT",NA,3.57,"D",330.69,292.92
"8288385",46.88346,37.02587,NA,0.51,0.49,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,9.07,"D",341.81,305.77
"8288973",44.88059,34.3009,NA,0.55,0.42,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,7.19,"D",339.4,305.04
"8288974",44.88062,34.30065,NA,0.55,0.42,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,7.57,"D",339.27,304.6
"8288975",45.19233,37.51765,NA,0.52,0.5,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,58.15,"D",343.37,307.46
"8288976",45.19188,37.51109,NA,0.52,0.5,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,26.49,"D",336.2,303.6
"8288977",45.19691,37.51693,NA,0.52,0.5,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,30.87,"D",342.19,303.28
"8288978",45.20102,37.5093,NA,0.52,0.5,2023-08-22,1058,1,NA,"low","2.0NRT",NA,21.53,"D",330.33,302.58
"8288979",45.20058,37.50295,NA,0.51,0.5,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,21.53,"D",332.35,302.2
"8288985",45.54379,38.03739,NA,0.55,0.51,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,3.87,"D",337.26,300.38
"8289008",46.12638,33.47532,NA,0.52,0.42,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,5.17,"D",337.64,305.67
"8289009",46.14997,33.47747,NA,0.52,0.42,2023-08-22,1058,1,NA,"low","2.0NRT",NA,5.83,"D",334.81,307.08
"8289010",46.14929,33.47069,NA,0.52,0.42,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,5.79,"D",338.36,305.56
"8289011",46.21767,33.39336,NA,0.52,0.41,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,9.58,"D",337.38,303.29
"8289012",46.217,33.38662,NA,0.52,0.41,2023-08-22,1058,1,NA,"nominal","2.0NRT",NA,9.58,"D",354.77,303.54
"8289013",46.18095,32.73919,NA,0.49,0.4,2023-08-22,1058,1,NA,"low","2.0NRT",NA,9.49,"D",334.81,309.74
