"","system","country","origin","status","url","class","Date"
"53","9P148 Konkurs ATGM carrier",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/JncbVdcy/k1.png","Armoured Fighting Vehicles","02/28/2022"
"54","9P149 Shturm-S ATGM carrier",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/FKPZs7Ws/874.png","Armoured Fighting Vehicles","02/28/2022"
"55","9T452 transporter-loader (for BM-27 'Uragan' MRL)",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/QNzHJ4Yk/n2.png","Trucks, Vehicles, and Jeeps","02/28/2022"
"56","9М131F Metis-M1",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/kMwP5WQ0/8k.png","Anti-Tank Guided Missiles","02/28/2022"
"57","An-26 transport aircraft",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/R0ppMFNQ/448.png","Aircraft","02/28/2022"
"58","An-26 transport aircraft",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/rmdB2PLQ/489.png","Aircraft","02/28/2022"
"59","BMD-4M",NA,"Russia","abandoned"," https://i.postimg.cc/MZy05BrN/674.png ","Infantry Fighting Vehicles","02/28/2022"
"60","BMD-4M",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/gjmtWttx/548.png","Infantry Fighting Vehicles","02/28/2022"
"61","BMP-1Khs",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/6qdwks4D/n7.jpg","Armoured Fighting Vehicles","02/28/2022"
"62","BMP-2",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/QtN7DcKC/559.png","Infantry Fighting Vehicles","02/28/2022"
"63","BMP-2",NA,"Soviet Union","damaged","https://web.archive.org/web/20220228231935/https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png","Infantry Fighting Vehicles","02/28/2022"
"64","BMP-2",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/NMX1NzS2/b2.png","Infantry Fighting Vehicles","02/28/2022"
"65","BMP-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/brfCKNM8/437.png","Infantry Fighting Vehicles","02/28/2022"
"66","BMP-2",NA,"Soviet Union","damaged","https://web.archive.org/web/20220228231935/https://i.postimg.cc/2jX5hmCS/u1.jpg","Infantry Fighting Vehicles","02/28/2022"
"67","BMP-2",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/7Z1483JC/4433.png","Infantry Fighting Vehicles","02/28/2022"
"68","BMP-2",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/Zn38wp9q/680.png","Infantry Fighting Vehicles","02/28/2022"
"69","BMP-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/tJM8dQNL/h77.png","Infantry Fighting Vehicles","02/28/2022"
"70","BMP-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/BQzv1YB0/Screenshot-8238.png","Infantry Fighting Vehicles","02/28/2022"
"71","BMP-2",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/26qYmmgL/668.png","Infantry Fighting Vehicles","02/28/2022"
"72","BMP-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/xT3v6qKT/4470.png ","Infantry Fighting Vehicles","02/28/2022"
"73","BMP-2",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/vHXP8qy9/65.png","Infantry Fighting Vehicles","02/28/2022"
"74","BMP-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/5NY2mGtq/u2.jpg","Infantry Fighting Vehicles","02/28/2022"
"75","BMP-2",NA,"Soviet Union","damaged","https://web.archive.org/web/20220228231935/https://i.postimg.cc/RhxT6Pz9/663.png","Infantry Fighting Vehicles","02/28/2022"
"76","BMP-2",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/T1HJcX0f/776.png","Infantry Fighting Vehicles","02/28/2022"
"77","BMP-2",NA,"Soviet Union","damaged","https://web.archive.org/web/20220228231935/https://i.postimg.cc/vBy9TRg0/77699.png","Infantry Fighting Vehicles","02/28/2022"
"78","BMP-2",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/RCtc2sB0/554.png","Infantry Fighting Vehicles","02/28/2022"
"79","BMP-2",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/43mvcd15/b1.png","Infantry Fighting Vehicles","02/28/2022"
"80","BMP-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/zBg2tRx0/436.png","Infantry Fighting Vehicles","02/28/2022"
"81","BMP-3",NA,"Russia","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/gc3DsCqV/Screenshot-8343.png","Infantry Fighting Vehicles","02/28/2022"
"82","BMP-3",NA,"Russia","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/RCbVXLw4/3344.png","Infantry Fighting Vehicles","02/28/2022"
"83","BMP-3",NA,"Russia","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/yYBTbLvw/Screenshot-8345.png","Infantry Fighting Vehicles","02/28/2022"
"84","BMP-3",NA,"Russia","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/C1xS4R1R/332222.png","Infantry Fighting Vehicles","02/28/2022"
"85","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/zGQd8V3S/4437.png","Armoured Fighting Vehicles","02/28/2022"
"86","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/7Pg0LbtM/553.png","Armoured Fighting Vehicles","02/28/2022"
"87","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/KYF1K5KZ/5547.png","Armoured Fighting Vehicles","02/28/2022"
"88","BRDM-2",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/SxJH19F9/Screenshot-8366.png","Armoured Fighting Vehicles","02/28/2022"
"89","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/x1Pz37Vk/5577.png","Armoured Fighting Vehicles","02/28/2022"
"90","BRDM-2",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/wjZZCBgG/Screenshot-8367.png","Armoured Fighting Vehicles","02/28/2022"
"91","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/TYfDBCPr/577.png","Armoured Fighting Vehicles","02/28/2022"
"92","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/cLp0yYYV/795.png","Armoured Fighting Vehicles","02/28/2022"
"93","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/x1q26JWK/443o.png","Armoured Fighting Vehicles","02/28/2022"
"94","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/DZ1JmY6y/4436.png","Armoured Fighting Vehicles","02/28/2022"
"95","BRDM-2",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/R0PRks7V/n5.png","Armoured Fighting Vehicles","02/28/2022"
"96","BRDM-2",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/Ghhp2XG1/n6.png","Armoured Fighting Vehicles","02/28/2022"
"97","BREM-K armoured recovery vehicle",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/mkmwnq7g/760.png","Engineering Vehicles","02/28/2022"
"98","BRM-1K",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://postimg.cc/bGSbfRQm","Armoured Fighting Vehicles","02/28/2022"
"99","BRM-1K",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/ZnMyg04W/6669.jpg ","Armoured Fighting Vehicles","02/28/2022"
"100","BRM-1K",NA,"Soviet Union","damaged","https://web.archive.org/web/20220228231935/https://i.postimg.cc/tC4jmbcK/446.png","Armoured Fighting Vehicles","02/28/2022"
"101","BSEM-4K",NA,"Ukraine","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/5yjhTNPP/Screenshot-8306.png","Armoured Fighting Vehicles","02/28/2022"
"102","BTR-3",NA,"Ukraine","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/Cx33pLj5/4482.png","Infantry Fighting Vehicles","02/28/2022"
"103","BTR-3",NA,"Ukraine","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/wv6zrZdn/Screenshot-8248.png ","Infantry Fighting Vehicles","02/28/2022"
"104","BTR-4",NA,"Ukraine","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/htB9C6SL/c2.png","Infantry Fighting Vehicles","02/28/2022"
"105","BTR-4",NA,"Ukraine","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/mkdGX6cb/447.png","Infantry Fighting Vehicles","02/28/2022"
"106","BTR-4",NA,"Ukraine","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/W42RL0Ld/5554.png","Infantry Fighting Vehicles","02/28/2022"
"107","BTR-4",NA,"Ukraine","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/7brvpRmG/665333.png","Infantry Fighting Vehicles","02/28/2022"
"108","BTR-4",NA,"Ukraine","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/tCP3NpHR/c1.png","Infantry Fighting Vehicles","02/28/2022"
"109","BTR-4",NA,"Ukraine","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/LXydxZVY/Screenshot-8305.png","Infantry Fighting Vehicles","02/28/2022"
"110","BTR-4",NA,"Ukraine","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/bYFbd2PW/6658.png","Infantry Fighting Vehicles","02/28/2022"
"111","BTR-60",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/wv5Mw3LL/Screenshot-8388.png","Armoured Personnel Carriers","02/28/2022"
"112","BTR-70",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/9FS2wLRZ/Screenshot-8016.png","Armoured Personnel Carriers","02/28/2022"
"113","BTR-70",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/RCWcTD3F/579.png","Armoured Personnel Carriers","02/28/2022"
"114","BTR-70",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/hvpjqwCG/Screenshot-8389.png","Armoured Personnel Carriers","02/28/2022"
"115","BTR-80",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/m2wPCdGj/f5.png","Armoured Personnel Carriers","02/28/2022"
"116","BTR-80",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/Sj0VZnW6/446i.png","Armoured Personnel Carriers","02/28/2022"
"117","BTR-80",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/cJCm25Z1/n2.png","Armoured Personnel Carriers","02/28/2022"
"118","BTR-80",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/NM8bFsTb/v2.png","Armoured Personnel Carriers","02/28/2022"
"119","BTR-80",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/k4Pf76VB/v1.png","Armoured Personnel Carriers","02/28/2022"
"120","BTR-80",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/nzTPBQHM/n1.png","Armoured Personnel Carriers","02/28/2022"
"121","BTR-80",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/Dwp3QN7Q/Screenshot-8275.png","Armoured Personnel Carriers","02/28/2022"
"122","BTR-82A",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/85gFCPXs/bb1.png","Infantry Fighting Vehicles","02/28/2022"
"123","BTR-82A",NA,"Russia","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/bJDw1Gdq/46.png","Infantry Fighting Vehicles","02/28/2022"
"124","BTR-82A",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/kXQV46L8/gg5.jpg","Infantry Fighting Vehicles","02/28/2022"
"125","BTR-82A",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/fLfVC59M/o9.png","Infantry Fighting Vehicles","02/28/2022"
"126","BTR-82A",NA,"Russia","damaged","https://web.archive.org/web/20220228231935/https://i.postimg.cc/j5kxgNCW/g66.jpg","Infantry Fighting Vehicles","02/28/2022"
"127","BTR-82A",NA,"Russia","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/Kc32fSfv/6658.png","Infantry Fighting Vehicles","02/28/2022"
"128","BTR-82A",NA,"Russia","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/J01GbYLL/bb2.png","Infantry Fighting Vehicles","02/28/2022"
"129","BTR-82A",NA,"Russia","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/vmkFs4Bx/4437.png","Infantry Fighting Vehicles","02/28/2022"
"130","BTR-82A",NA,"Russia","damaged","https://web.archive.org/web/20220228231935/https://i.postimg.cc/BbS69p4N/66588.png","Infantry Fighting Vehicles","02/28/2022"
"131","BTR-D",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/T2VG5ZJL/x3.jpg","Armoured Personnel Carriers","02/28/2022"
"132","BTR-D",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/nzH4n8F8/6659.jpg","Armoured Personnel Carriers","02/28/2022"
"133","BTR-D",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/W3rVnKRy/x1.jpg","Armoured Personnel Carriers","02/28/2022"
"134","BTR-D",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/cHHvDd1J/g7.jpg","Armoured Personnel Carriers","02/28/2022"
"135","BTR-D",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/kgBKhrFT/884.png","Armoured Personnel Carriers","02/28/2022"
"136","BTR-D",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/J4crJP7d/46.png","Armoured Personnel Carriers","02/28/2022"
"137","BTR-D",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/Y9V7fHyY/j1.jpg","Armoured Personnel Carriers","02/28/2022"
"138","BTR-D",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220228231935/https://i.postimg.cc/Vk3585Qr/547.png","Armoured Personnel Carriers","02/28/2022"
"139","BTR-D",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/hvBB3rct/x2.jpg","Armoured Personnel Carriers","02/28/2022"
"140","BTR-D",NA,"Soviet Union","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/bN80m24w/6688.png","Armoured Personnel Carriers","02/28/2022"
"141","Buk-M1",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/65Hjk0rQ/5542.png","Surface-To-Air Missile Systems","02/28/2022"
"142","GAZ Sobol",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/gkPg5HgC/Screenshot-8289.png","Trucks, Vehicles, and Jeeps","02/28/2022"
"143","GAZ Sobol",NA,"Russia","abandoned","https://web.archive.org/web/20220228231935/https://postimg.cc/87FbS5YH","Trucks, Vehicles, and Jeeps","02/28/2022"
"144","GAZ Tigr-M",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/XYsxrSnW/Screenshot-8293.png","Infantry Mobility Vehicles","02/28/2022"
"145","GAZ Tigr-M",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://postimg.cc/f3bh0QRp","Infantry Mobility Vehicles","02/28/2022"
"146","GAZ Tigr-M",NA,"Russia","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/fyL1Z3k4/448.png","Infantry Mobility Vehicles","02/28/2022"
"147","GAZ Tigr-M",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://postimg.cc/jnsX0hVw","Infantry Mobility Vehicles","02/28/2022"
"148","GAZ Tigr-M",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/26Q08q6c/m9.png","Infantry Mobility Vehicles","02/28/2022"
"149","GAZ Tigr-M",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/pVGgCB1P/449.png","Infantry Mobility Vehicles","02/28/2022"
"150","GAZ Tigr-M",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/W1VpzFcv/5578.png","Infantry Mobility Vehicles","02/28/2022"
"151","GAZ Tigr-M",NA,"Russia","captured","https://web.archive.org/web/20220228231935/https://i.postimg.cc/BbVkvq1j/450.png","Infantry Mobility Vehicles","02/28/2022"
"152","GAZ Tigr-M",NA,"Russia","destroyed","https://web.archive.org/web/20220228231935/https://i.postimg.cc/RFjRh5VD/776d.png","Infantry Mobility Vehicles","02/28/2022"
"153","GAZ Tigr-M",NA,"Russia","damaged","https://web.archive.org/web/20220228231935/https://i.postimg.cc/ZKDrDbck/85.png","Infantry Mobility Vehicles","02/28/2022"
