"","system","country","origin","status","url","class","Date"
"13","122mm 2S1 Gvozdika","Ukraine","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/MKTfGGmK/334.png","Self-Propelled Artillery","03/04/2022"
"14","122mm 2S1 Gvozdika","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/v80csqYp/f67.png","Self-Propelled Artillery","03/04/2022"
"15","122mm 2S1 Gvozdika","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://postimg.cc/dh3pzgQm","Self-Propelled Artillery","03/04/2022"
"16","122mm BM-21 'Grad'","Russia","Soviet Union","damaged","https://web.archive.org/web/20220304235636/https://i.postimg.cc/s2wR9DPH/768.png","Multiple Rocket Launchers","03/04/2022"
"17","122mm BM-21 'Grad'","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/T3WhvbLL/v54.png","Multiple Rocket Launchers","03/04/2022"
"18","122mm BM-21 'Grad'","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/1t68G6Ls/Screenshot-8400.png","Multiple Rocket Launchers","03/04/2022"
"19","122mm BM-21 'Grad'","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/D0J34rK1/v554.png","Multiple Rocket Launchers","03/04/2022"
"20","122mm BM-21 'Grad'","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/BvrV7rWP/v66.png","Multiple Rocket Launchers","03/04/2022"
"21","122mm BM-21 'Grad'","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/xCF0twG5/b6.png","Multiple Rocket Launchers","03/04/2022"
"22","122mm BM-21 'Grad'","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/8c0jfFn1/b6.png","Multiple Rocket Launchers","03/04/2022"
"23","122mm BM-21 'Grad'","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/DZ0Q5pHc/6652.png","Multiple Rocket Launchers","03/04/2022"
"24","122mm BM-21 'Grad'","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/x16gjzR1/442.png","Multiple Rocket Launchers","03/04/2022"
"25","122mm BM-21 'Grad'","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/B65zvHbK/b6.png","Multiple Rocket Launchers","03/04/2022"
"26","122mm D-30 howitzer 2A18","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/Fs5rrPFD/g66.png","Towed Artillery","03/04/2022"
"27","122mm D-30 howitzer 2A18","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/zXqyhypY/Screenshot-8404.png","Towed Artillery","03/04/2022"
"28","122mm D-30 howitzer 2A18","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/3wSr3YWv/g66.png","Towed Artillery","03/04/2022"
"29","122mm D-30 howitzer 2A18","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/DwP0wn1y/Screenshot-8485.png","Towed Artillery","03/04/2022"
"30","152mm 2A65 Msta-B howitzer","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/05cN22jz/Screenshot-8075.png","Towed Artillery","03/04/2022"
"31","152mm 2A65 Msta-B howitzer","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://postimg.cc/q6CYJkkd","Towed Artillery","03/04/2022"
"32","152mm 2A65 Msta-B howitzer","Ukraine","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/gj9TG17c/Screenshot-8228.png","Towed Artillery","03/04/2022"
"33","152mm 2A65 Msta-B howitzer","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/prGV0k4f/Screenshot-8069.png","Towed Artillery","03/04/2022"
"34","152mm 2A65 Msta-B howitzer","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/2Sv4t0Pb/b90.png","Towed Artillery","03/04/2022"
"35","152mm 2A65 Msta-B howitzer","Russia","Soviet Union","damaged","https://web.archive.org/web/20220304235636/https://i.postimg.cc/yYx8J43v/Screenshot-8073.png","Towed Artillery","03/04/2022"
"36","152mm 2A65 Msta-B howitzer","Ukraine","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/zfBM7CWN/Screenshot-8227.png","Towed Artillery","03/04/2022"
"37","152mm 2S19 Msta-S","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/LsDFt0xm/aa3.jpg","Self-Propelled Artillery","03/04/2022"
"38","152mm 2S19 Msta-S","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/2Sk1L977/66534.jpg","Self-Propelled Artillery","03/04/2022"
"39","152mm 2S19 Msta-S","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/MK00cndM/k8.png","Self-Propelled Artillery","03/04/2022"
"40","152mm 2S19 Msta-S","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/Y08W5pnP/557723.png","Self-Propelled Artillery","03/04/2022"
"41","152mm 2S19 Msta-S","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/VkNQR04y/2r.jpg","Self-Propelled Artillery","03/04/2022"
"42","152mm 2S19 Msta-S","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/SKkpzp7Z/aa2.jpg","Self-Propelled Artillery","03/04/2022"
"43","152mm 2S19 Msta-S","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/pXqsWfDd/f68.png","Self-Propelled Artillery","03/04/2022"
"44","152mm 2S3 Akatsiya","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/XqKGyZDp/Screenshot-8354.png","Self-Propelled Artillery","03/04/2022"
"45","152mm 2S3 Akatsiya","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/BQMW1NcT/g3d.png","Self-Propelled Artillery","03/04/2022"
"46","152mm 2S3 Akatsiya","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/zD2FmSBx/j76.png","Self-Propelled Artillery","03/04/2022"
"47","152mm 2S3 Akatsiya","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/sxhcr26w/668.png","Self-Propelled Artillery","03/04/2022"
"48","1L22 'Parol'","Ukraine","Soviet Union","damaged","https://web.archive.org/web/20220304235636/https://postimg.cc/9Dcvz02c","Radars","03/04/2022"
"49","1L22 'Parol'","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/SRjk0C96/6659.png","Radars","03/04/2022"
"50","1V119 artillery battalion fire direction vehicle","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/tgYSCmW7/g76.png","Armoured Fighting Vehicles","03/04/2022"
"51","1V13 battery fire control center","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/CxMBs7WF/436.png","Armoured Fighting Vehicles","03/04/2022"
"52","220mm TOS-1A","Russia","Russia","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/8kFRhmxQ/872.png ","Multiple Rocket Launchers","03/04/2022"
"53","23mm ZU-23","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/2SDv44Hd/nm8.png","Anti-Aircraft Guns","03/04/2022"
"54","2K22M1 Tunguska","Russia","Russia","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/BZ7r1kkf/3d2.png","Self-Propelled Anti-Aircraft Guns","03/04/2022"
"55","2K22M1 Tunguska","Russia","Russia","damaged","https://web.archive.org/web/20220304235636/https://i.postimg.cc/9MqLyHJZ/764.png","Self-Propelled Anti-Aircraft Guns","03/04/2022"
"56","2K22M1 Tunguska","Russia","Russia","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/Qt3jK6LJ/66577.png","Self-Propelled Anti-Aircraft Guns","03/04/2022"
"57","2K22M1 Tunguska","Russia","Russia","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/htLpLCsr/gw.png","Self-Propelled Anti-Aircraft Guns","03/04/2022"
"58","2S1 with ZU-23 AA gun","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/Yq5q4HcW/88kj.png ","Armoured Fighting Vehicles","03/04/2022"
"59","5P85D (launcher for S-300PS)","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/50rg9crH/4488.png","Surface-To-Air Missile Systems","03/04/2022"
"60","9A310M1 TELAR (for Buk-M1-2)","Russia","Russia","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/7LmZpjbQ/3k.png","Surface-To-Air Missile Systems","03/04/2022"
"61","9A310M1 TELAR (for Buk-M1-2)","Russia","Russia","damaged","https://web.archive.org/web/20220304235636/https://i.postimg.cc/DZXDG2k3/779.png","Surface-To-Air Missile Systems","03/04/2022"
"62","9A310M2 TELAR (for Buk-M2)","Russia","Russia","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/J0Rvd5GM/7688.png","Surface-To-Air Missile Systems","03/04/2022"
"63","9A39M1 TEL (for Buk-M1-2)","Russia","Russia","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/T1P7tLF4/3k.png","Surface-To-Air Missile Systems","03/04/2022"
"64","9A39M2 TEL (for Buk-M2)","Russia","Russia","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/J0Rvd5GM/7688.png","Surface-To-Air Missile Systems","03/04/2022"
"65","9K310 Igla-1","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/WbYS8JPd/2gh.png","Man-Portable Air Defense Systems","03/04/2022"
"66","9K310 Igla-1","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/4xhpF2Yg/5549.png","Man-Portable Air Defense Systems","03/04/2022"
"67","9K310 Igla-1","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://postlmg.cc/PNLkmdpw","Man-Portable Air Defense Systems","03/04/2022"
"68","9K33 Osa","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/pXQz9HB6/67.png","Trucks, Vehicles, and Jeeps","03/04/2022"
"69","9K33 Osa","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/bNHKQS1X/d12.png","Trucks, Vehicles, and Jeeps","03/04/2022"
"70","9K33 Osa","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/ncjkcdJN/589.png","Trucks, Vehicles, and Jeeps","03/04/2022"
"71","9K33 Osa","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/9F6xPsMT/5547.png","Trucks, Vehicles, and Jeeps","03/04/2022"
"72","9K33 Osa","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/ncXNZ3Yr/zx3.png","Trucks, Vehicles, and Jeeps","03/04/2022"
"73","9K33 Osa","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/3RKjWRVn/6657.png","Trucks, Vehicles, and Jeeps","03/04/2022"
"74","9K33 Osa","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/xChnM7jX/n2.png ","Trucks, Vehicles, and Jeeps","03/04/2022"
"75","9K33 Osa","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/wM1d9gZR/b8.png","Trucks, Vehicles, and Jeeps","03/04/2022"
"76","9K333 Verba","Russia","Russia","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/L5R8zQNj/d13.png","Man-Portable Air Defense Systems","03/04/2022"
"77","9K35 Strela-10","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/FKXqgKZj/n8.jpg","Surface-To-Air Missile Systems","03/04/2022"
"78","9K35 Strela-10","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/XqQbB43w/4436.png ","Surface-To-Air Missile Systems","03/04/2022"
"79","9K35 Strela-10","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/rmQmjFmn/542.png","Surface-To-Air Missile Systems","03/04/2022"
"80","9K35 Strela-10","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/gcVRwKgk/v56.png","Surface-To-Air Missile Systems","03/04/2022"
"81","9K35 Strela-10","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/C5cvXW27/6656.png","Surface-To-Air Missile Systems","03/04/2022"
"82","9K38 Igla","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/HLgyxQ2D/v2.png","Man-Portable Air Defense Systems","03/04/2022"
"83","9K38 Igla","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/4xhpF2Yg/5549.png","Man-Portable Air Defense Systems","03/04/2022"
"84","9K38 Igla","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/DZQBPj2h/fs.png","Man-Portable Air Defense Systems","03/04/2022"
"85","9M111 Fagot","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/SKTK2DpT/164.png","Anti-Tank Guided Missiles","03/04/2022"
"86","9M111 Fagot","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/h4mwkPMy/r21.png","Anti-Tank Guided Missiles","03/04/2022"
"87","9M111 Fagot","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://twitter.com/UAWeapons/status/1499400684747165696/photo/4 ","Anti-Tank Guided Missiles","03/04/2022"
"88","9M113 Konkurs","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/W4N1CS83/v1.png","Anti-Tank Guided Missiles","03/04/2022"
"89","9M113 Konkurs","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/1RfB2NxM/347.png","Anti-Tank Guided Missiles","03/04/2022"
"90","9M113 Konkurs","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/QCLh1zYb/457.png","Anti-Tank Guided Missiles","03/04/2022"
"91","9M113 Konkurs","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://postimg.cc/xqXcSYBj ","Anti-Tank Guided Missiles","03/04/2022"
"92","9M113 Konkurs","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/sfc4VWKG/g54.png","Anti-Tank Guided Missiles","03/04/2022"
"93","9M113 Konkurs","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/bJrQTfV9/874.png","Anti-Tank Guided Missiles","03/04/2022"
"94","9M113M Konkurs-M","Russia","Russia","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/R0sQ7kcf/79.png","Anti-Tank Guided Missiles","03/04/2022"
"95","9M114 Kokon","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/Qdw6LXPV/98u.png","Anti-Tank Guided Missiles","03/04/2022"
"96","9P148 Konkurs ATGM carrier","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/JncbVdcy/k1.png","Armoured Fighting Vehicles","03/04/2022"
"97","9P148 Konkurs ATGM carrier","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/7PV70ZVz/4366.png","Armoured Fighting Vehicles","03/04/2022"
"98","9P148 Konkurs ATGM carrier","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/8cpL1BtZ/k2.png","Armoured Fighting Vehicles","03/04/2022"
"99","9P149 Shturm-S ATGM carrier","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/FKPZs7Ws/874.png","Armoured Fighting Vehicles","03/04/2022"
"100","9P149 Shturm-S ATGM carrier","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/Qdw6LXPV/98u.png","Armoured Fighting Vehicles","03/04/2022"
"101","9T452 transporter-loader (for BM-27 'Uragan' MRL)","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/QNzHJ4Yk/n2.png","Trucks, Vehicles, and Jeeps","03/04/2022"
"102","9М131F Metis-M1","Russia","Russia","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/kMwP5WQ0/8k.png","Anti-Tank Guided Missiles","03/04/2022"
"103","An-225","Ukraine","Ukraine","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/T31FmtcF/d60.png","Aircraft","03/04/2022"
"104","An-26 transport aircraft","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/R0ppMFNQ/448.png","Aircraft","03/04/2022"
"105","An-26 transport aircraft","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/rmdB2PLQ/489.png","Aircraft","03/04/2022"
"106","AT105A 'Saxon'","Ukraine","United Kingdom","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/Y98MS8hs/344.png","Armoured Personnel Carriers","03/04/2022"
"107","Barnaul-T 9С932-1 automated system for air defence units","Russia","Russia","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/fTrQXZpK/g2.jpg","Communications Stations","03/04/2022"
"108","Barnaul-T 9С932-1 automated system for air defence units","Russia","Russia","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/PqBBRwbf/557.png","Communications Stations","03/04/2022"
"109","BAT-2 heavy engineering vehicle","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/J7Pxb0Gk/8874.jpg","Engineering Vehicles","03/04/2022"
"110","BMD-4M","Russia","Russia","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/gjmtWttx/548.png","Infantry Fighting Vehicles","03/04/2022"
"111","BMD-4M","Russia","Russia","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/yxpPqbzX/f44.png","Infantry Fighting Vehicles","03/04/2022"
"112","BMD-4M","Russia","Russia","abandoned"," https://i.postimg.cc/MZy05BrN/674.png ","Infantry Fighting Vehicles","03/04/2022"
"113","BMP-1(P)","Ukraine","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/8cZRwV1t/Screenshot-8037.png","Infantry Fighting Vehicles","03/04/2022"
"114","BMP-1(P)","Ukraine","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/vTY7Wmd4/Screenshot-8038.png","Infantry Fighting Vehicles","03/04/2022"
"115","BMP-1(P)","Ukraine","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/TYfDBCPr/577.png","Infantry Fighting Vehicles","03/04/2022"
"116","BMP-1(P)","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/02K6dR7P/ff4k.png ","Infantry Fighting Vehicles","03/04/2022"
"117","BMP-1(P)","Ukraine","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/nzYYjDN8/Screenshot-8035.png","Infantry Fighting Vehicles","03/04/2022"
"118","BMP-1(P)","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/V6Xg1gbX/886.png","Infantry Fighting Vehicles","03/04/2022"
"119","BMP-1(P)","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/sxG1jW4t/445.png","Infantry Fighting Vehicles","03/04/2022"
"120","BMP-1(P)","Ukraine","Soviet Union","damaged","https://web.archive.org/web/20220304235636/https://i.postimg.cc/vmNpXbHQ/gg2.png","Infantry Fighting Vehicles","03/04/2022"
"121","BMP-1(P)","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/TwZXLdT1/d67.png","Infantry Fighting Vehicles","03/04/2022"
"122","BMP-1(P)","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/W4X6yy25/443689.png","Infantry Fighting Vehicles","03/04/2022"
"123","BMP-1Khs","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/6qdwks4D/n7.jpg","Armoured Fighting Vehicles","03/04/2022"
"124","BMP-1Khs","Ukraine","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/VLdFx7YY/b7.png","Armoured Fighting Vehicles","03/04/2022"
"125","BMP-2","Russia","Soviet Union","damaged","https://web.archive.org/web/20220304235636/https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png","Infantry Fighting Vehicles","03/04/2022"
"126","BMP-2","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/43mvcd15/b1.png","Infantry Fighting Vehicles","03/04/2022"
"127","BMP-2","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/YqnQ7fv3/324.png","Infantry Fighting Vehicles","03/04/2022"
"128","BMP-2","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/MGgQyPNn/ff22.png","Infantry Fighting Vehicles","03/04/2022"
"129","BMP-2","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/Xvkd415C/gg6.jpg","Infantry Fighting Vehicles","03/04/2022"
"130","BMP-2","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/tJM8dQNL/h77.png","Infantry Fighting Vehicles","03/04/2022"
"131","BMP-2","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/Kjw7JqNY/4fh.png","Infantry Fighting Vehicles","03/04/2022"
"132","BMP-2","Russia","Soviet Union","damaged","https://web.archive.org/web/20220304235636/https://i.postimg.cc/rF84w7J1/fsl.png","Infantry Fighting Vehicles","03/04/2022"
"133","BMP-2","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/T1HJcX0f/776.png","Infantry Fighting Vehicles","03/04/2022"
"134","BMP-2","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/0jNHTShm/542.png","Infantry Fighting Vehicles","03/04/2022"
"135","BMP-2","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/RCtc2sB0/554.png","Infantry Fighting Vehicles","03/04/2022"
"136","BMP-2","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/Gpj4tR0j/g45.png","Infantry Fighting Vehicles","03/04/2022"
"137","BMP-2","Russia","Soviet Union","damaged","https://web.archive.org/web/20220304235636/https://i.postimg.cc/vBy9TRg0/77699.png","Infantry Fighting Vehicles","03/04/2022"
"138","BMP-2","Russia","Soviet Union","damaged","https://web.archive.org/web/20220304235636/https://i.postimg.cc/2jX5hmCS/u1.jpg","Infantry Fighting Vehicles","03/04/2022"
"139","BMP-2","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/0jqDtvcH/y6.png","Infantry Fighting Vehicles","03/04/2022"
"140","BMP-2","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/zBg2tRx0/436.png","Infantry Fighting Vehicles","03/04/2022"
"141","BMP-2","Ukraine","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/xT3v6qKT/4470.png ","Infantry Fighting Vehicles","03/04/2022"
"142","BMP-2","Ukraine","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/rpTdbQ9m/29.png","Infantry Fighting Vehicles","03/04/2022"
"143","BMP-2","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/vHXP8qy9/65.png","Infantry Fighting Vehicles","03/04/2022"
"144","BMP-2","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/DwqTZzsJ/aa5.jpg","Infantry Fighting Vehicles","03/04/2022"
"145","BMP-2","Russia","Soviet Union","abandoned","https://web.archive.org/web/20220304235636/https://i.postimg.cc/15MCpgJd/3r5.png","Infantry Fighting Vehicles","03/04/2022"
"146","BMP-2","Russia","Soviet Union","damaged","https://web.archive.org/web/20220304235636/https://i.postimg.cc/RhxT6Pz9/663.png","Infantry Fighting Vehicles","03/04/2022"
"147","BMP-2","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/TPW4vs1n/212.png","Infantry Fighting Vehicles","03/04/2022"
"148","BMP-2","Russia","Soviet Union","captured","https://web.archive.org/web/20220304235636/https://i.postimg.cc/Zn38wp9q/680.png","Infantry Fighting Vehicles","03/04/2022"
"149","BMP-2","Russia","Soviet Union","destroyed","https://web.archive.org/web/20220304235636/https://i.postimg.cc/gkTGLLWz/985.png","Infantry Fighting Vehicles","03/04/2022"
