"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",1669,259,1175,52,3155,1,"2022-04-24"
"2","Russia","Tanks",275,49,215,12,551,2,"2022-04-24"
"3","Russia","Armoured Fighting Vehicles",149,36,132,1,318,3,"2022-04-24"
"4","Russia","Infantry Fighting Vehicles",352,41,193,5,591,4,"2022-04-24"
"5","Russia","Armoured Personnel Carriers",34,14,52,2,102,5,"2022-04-24"
"6","Russia","Mine-Resistant Ambush Protected",13,3,8,1,25,6,"2022-04-24"
"7","Russia","Infantry Mobility Vehicles",61,5,31,2,99,7,"2022-04-24"
"8","Russia","Command Posts And Communications Stations",31,8,26,0,65,8,"2022-04-24"
"9","Russia","Engineering Vehicles And Equipment",34,15,65,0,114,9,"2022-04-24"
"10","Russia","Heavy Mortars",4,0,8,0,12,10,"2022-04-24"
"11","Russia","Towed Artillery",10,5,38,4,57,11,"2022-04-24"
"12","Russia","Self-Propelled Artillery",42,15,41,2,100,12,"2022-04-24"
"13","Russia","Multiple Rocket Launchers",26,5,28,0,59,13,"2022-04-24"
"14","Russia","Anti-Aircraft Guns",0,0,4,0,4,14,"2022-04-24"
"15","Russia","Self-Propelled Anti-Aircraft Guns",5,2,7,0,14,15,"2022-04-24"
"16","Russia","Surface-To-Air Missile Systems",26,7,19,1,53,16,"2022-04-24"
"17","Russia","Radars",4,0,6,0,10,17,"2022-04-24"
"18","Russia","Jammers And Deception Systems",3,0,2,2,7,18,"2022-04-24"
"19","Russia","Aircraft",23,0,0,1,24,19,"2022-04-24"
"20","Russia","Helicopters",33,1,1,1,36,20,"2022-04-24"
"21","Russia","Unmanned Aerial Vehicles",28,0,17,0,45,21,"2022-04-24"
"22","Russia","Naval Ships",2,0,0,2,4,22,"2022-04-24"
"23","Russia","Logistics Trains",2,0,0,0,2,23,"2022-04-24"
"24","Russia","Trucks, Vehicles and Jeeps",527,63,249,18,857,24,"2022-04-24"
"25","Ukraine","All Types",405,35,420,22,882,1,"2022-04-24"
"26","Ukraine","Tanks",53,8,72,1,134,2,"2022-04-24"
"27","Ukraine","Armoured Fighting Vehicles",30,4,49,0,83,3,"2022-04-24"
"28","Ukraine","Infantry Fighting Vehicles",46,9,35,3,93,4,"2022-04-24"
"29","Ukraine","Armoured Personnel Carriers",12,3,37,1,53,5,"2022-04-24"
"30","Ukraine","Infantry Mobility Vehicles",23,1,45,1,70,6,"2022-04-24"
"31","Ukraine","Engineering Vehicles",2,0,10,0,12,7,"2022-04-24"
"32","Ukraine","Towed Artillery",8,3,12,3,26,8,"2022-04-24"
"33","Ukraine","Self-Propelled Artillery",10,1,10,4,25,9,"2022-04-24"
"34","Ukraine","Multiple Rocket Launchers",10,0,5,0,15,10,"2022-04-24"
"35","Ukraine","Anti-Aircraft Guns",0,0,2,0,2,11,"2022-04-24"
"36","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,12,"2022-04-24"
"37","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,13,"2022-04-24"
"38","Ukraine","Radars And Communications Equipment",9,1,5,3,18,14,"2022-04-24"
"39","Ukraine","Aircraft",18,0,0,1,19,15,"2022-04-24"
"40","Ukraine","Helicopters",4,0,1,0,5,16,"2022-04-24"
"41","Ukraine","Unmanned Aerial Vehicles",12,0,2,0,14,17,"2022-04-24"
"42","Ukraine","Naval Ships",4,0,13,0,17,18,"2022-04-24"
"43","Ukraine","Trucks, Vehicles and Jeeps",114,5,126,5,250,19,"2022-04-24"
