"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","Date"
"1","Russia","All Types",71,22,62,6,161,2022-02-27
"2","Russia","Tanks",3,3,2,1,9,2022-02-27
"3","Russia","Armoured Fighting Vehicles",5,0,6,0,11,2022-02-27
"4","Russia","Infantry Fighting Vehicles",4,6,5,0,15,2022-02-27
"5","Russia","Armoured Personnel Carriers",4,0,2,0,6,2022-02-27
"6","Russia","Mine-resistant Ambush Protected",0,0,2,0,2,2022-02-27
"7","Russia","Infantry Mobility Vehicles",6,1,3,1,11,2022-02-27
"8","Russia","Communications Vehicles",0,1,1,0,2,2022-02-27
"9","Russia","Engineering Vehicles",3,0,9,0,12,2022-02-27
"10","Russia","Anti-tank Guided Missiles",0,0,4,0,4,2022-02-27
"11","Russia","Mortars",0,0,2,0,2,2022-02-27
"12","Russia","Artillery",2,0,2,0,4,2022-02-27
"13","Russia","Multiple Rocket Launchers",3,0,4,0,7,2022-02-27
"14","Russia","Surface-To-Air Missile Systems",2,1,0,1,4,2022-02-27
"15","Russia","Aircraft",3,0,0,0,3,2022-02-27
"16","Russia","Helicopters",2,0,0,1,3,2022-02-27
"17","Russia","Trucks, Vehicles and Jeeps",32,14,18,2,66,2022-02-27
"18","Ukraine","All Types",38,35,19,4,96,2022-02-27
"19","Ukraine","Tanks",3,5,0,1,9,2022-02-27
"20","Ukraine","Armoured Fighting Vehicles",1,11,1,0,13,2022-02-27
"21","Ukraine","
",0,0,0,0,0,2022-02-27
"22","Ukraine","Infantry Fighting Vehicles",0,6,3,0,9,2022-02-27
"23","Ukraine","Armoured Personnel Carriers",0,2,1,0,3,2022-02-27
"24","Ukraine","Infantry Mobility Vehicles",2,0,2,0,4,2022-02-27
"25","Ukraine","Anti-tank Guided Missiles",0,0,1,0,1,2022-02-27
"26","Ukraine","Towed Artillery",0,2,0,0,2,2022-02-27
"27","Ukraine","
",0,0,0,0,0,2022-02-27
"28","Ukraine","Self-Propelled Artillery",0,0,2,0,2,2022-02-27
"29","Ukraine","Surface-To-Air Missile Systems
",4,0,0,0,4,2022-02-27
"30","Ukraine","Radars",3,0,0,2,5,2022-02-27
"31","Ukraine","
",0,0,0,0,0,2022-02-27
"32","Ukraine","Aircraft",3,0,0,0,3,2022-02-27
"33","Ukraine","Trucks, Vehicles and Jeeps",15,5,12,2,34,2022-02-27
