"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",1695,259,1189,55,3198,1,"2022-04-25"
"2","Russia","Tanks",285,49,214,14,562,2,"2022-04-25"
"3","Russia","Armoured Fighting Vehicles",149,36,132,1,318,3,"2022-04-25"
"4","Russia","Infantry Fighting Vehicles",360,41,203,6,610,4,"2022-04-25"
"5","Russia","Armoured Personnel Carriers",34,14,53,2,103,5,"2022-04-25"
"6","Russia","Mine-Resistant Ambush Protected",13,3,8,1,25,6,"2022-04-25"
"7","Russia","Infantry Mobility Vehicles",61,5,32,2,100,7,"2022-04-25"
"8","Russia","Command Posts And Communications Stations",31,8,27,0,66,8,"2022-04-25"
"9","Russia","Engineering Vehicles And Equipment",38,15,65,0,118,9,"2022-04-25"
"10","Russia","Heavy Mortars",4,0,8,0,12,10,"2022-04-25"
"11","Russia","Towed Artillery",10,5,38,4,57,11,"2022-04-25"
"12","Russia","Self-Propelled Artillery",43,15,41,2,101,12,"2022-04-25"
"13","Russia","Multiple Rocket Launchers",26,5,28,0,59,13,"2022-04-25"
"14","Russia","Anti-Aircraft Guns",0,0,4,0,4,14,"2022-04-25"
"15","Russia","Self-Propelled Anti-Aircraft Guns",5,2,7,0,14,15,"2022-04-25"
"16","Russia","Surface-To-Air Missile Systems",26,7,19,1,53,16,"2022-04-25"
"17","Russia","Radars",4,0,6,0,10,17,"2022-04-25"
"18","Russia","Jammers And Deception Systems",3,0,2,2,7,18,"2022-04-25"
"19","Russia","Aircraft",23,0,0,1,24,19,"2022-04-25"
"20","Russia","Helicopters",34,1,1,1,37,20,"2022-04-25"
"21","Russia","Unmanned Aerial Vehicles",28,0,17,0,45,21,"2022-04-25"
"22","Russia","Naval Ships",2,0,0,2,4,22,"2022-04-25"
"23","Russia","Logistics Trains",2,0,0,0,2,23,"2022-04-25"
"24","Russia","Trucks, Vehicles and Jeeps",529,63,251,18,861,24,"2022-04-25"
"25","Ukraine","All Types",419,35,427,22,903,1,"2022-04-25"
"26","Ukraine","Tanks",57,8,73,1,139,2,"2022-04-25"
"27","Ukraine","Armoured Fighting Vehicles",31,4,50,0,85,3,"2022-04-25"
"28","Ukraine","Infantry Fighting Vehicles",47,9,37,3,96,4,"2022-04-25"
"29","Ukraine","Armoured Personnel Carriers",12,3,37,1,53,5,"2022-04-25"
"30","Ukraine","Infantry Mobility Vehicles",25,1,46,1,73,6,"2022-04-25"
"31","Ukraine","Engineering Vehicles",2,0,10,0,12,7,"2022-04-25"
"32","Ukraine","Towed Artillery",8,3,12,3,26,8,"2022-04-25"
"33","Ukraine","Self-Propelled Artillery",10,1,11,4,26,9,"2022-04-25"
"34","Ukraine","Multiple Rocket Launchers",10,0,5,0,15,10,"2022-04-25"
"35","Ukraine","Anti-Aircraft Guns",0,0,2,0,2,11,"2022-04-25"
"36","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,12,"2022-04-25"
"37","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,13,"2022-04-25"
"38","Ukraine","Radars And Communications Equipment",9,1,5,3,18,14,"2022-04-25"
"39","Ukraine","Aircraft",18,0,0,1,19,15,"2022-04-25"
"40","Ukraine","Helicopters",4,0,1,0,5,16,"2022-04-25"
"41","Ukraine","Unmanned Aerial Vehicles",13,0,2,0,15,17,"2022-04-25"
"42","Ukraine","Naval Ships",4,0,13,0,17,18,"2022-04-25"
"43","Ukraine","Trucks, Vehicles and Jeeps",119,5,127,5,256,19,"2022-04-25"
