"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",1715,259,1190,55,3219,1,"2022-04-26"
"2","Russia","Tanks",293,49,215,14,571,2,"2022-04-26"
"3","Russia","Armoured Fighting Vehicles",151,36,132,1,320,3,"2022-04-26"
"4","Russia","Infantry Fighting Vehicles",362,41,204,6,613,4,"2022-04-26"
"5","Russia","Armoured Personnel Carriers",35,14,52,2,103,5,"2022-04-26"
"6","Russia","Mine-Resistant Ambush Protected",13,3,8,1,25,6,"2022-04-26"
"7","Russia","Infantry Mobility Vehicles",61,5,32,2,100,7,"2022-04-26"
"8","Russia","Command Posts And Communications Stations",32,8,27,0,67,8,"2022-04-26"
"9","Russia","Engineering Vehicles And Equipment",38,15,65,0,118,9,"2022-04-26"
"10","Russia","Heavy Mortars",4,0,8,0,12,10,"2022-04-26"
"11","Russia","Towed Artillery",10,5,38,4,57,11,"2022-04-26"
"12","Russia","Self-Propelled Artillery",43,15,41,2,101,12,"2022-04-26"
"13","Russia","Multiple Rocket Launchers",26,5,28,0,59,13,"2022-04-26"
"14","Russia","Anti-Aircraft Guns",0,0,4,0,4,14,"2022-04-26"
"15","Russia","Self-Propelled Anti-Aircraft Guns",5,2,7,0,14,15,"2022-04-26"
"16","Russia","Surface-To-Air Missile Systems",26,7,19,1,53,16,"2022-04-26"
"17","Russia","Radars",4,0,6,0,10,17,"2022-04-26"
"18","Russia","Jammers And Deception Systems",4,0,2,2,8,18,"2022-04-26"
"19","Russia","Aircraft",25,0,0,1,26,19,"2022-04-26"
"20","Russia","Helicopters",35,1,1,1,38,20,"2022-04-26"
"21","Russia","Unmanned Aerial Vehicles",29,0,17,0,46,21,"2022-04-26"
"22","Russia","Naval Ships",2,0,0,2,4,22,"2022-04-26"
"23","Russia","Logistics Trains",2,0,0,0,2,23,"2022-04-26"
"24","Russia","Trucks, Vehicles and Jeeps",530,63,251,18,862,24,"2022-04-26"
"25","Ukraine","All Types",423,35,430,22,910,1,"2022-04-26"
"26","Ukraine","Tanks",57,8,73,1,139,2,"2022-04-26"
"27","Ukraine","Armoured Fighting Vehicles",31,4,50,0,85,3,"2022-04-26"
"28","Ukraine","Infantry Fighting Vehicles",50,9,38,3,100,4,"2022-04-26"
"29","Ukraine","Armoured Personnel Carriers",12,3,38,1,54,5,"2022-04-26"
"30","Ukraine","Infantry Mobility Vehicles",25,1,46,1,73,6,"2022-04-26"
"31","Ukraine","Engineering Vehicles",2,0,10,0,12,7,"2022-04-26"
"32","Ukraine","Towed Artillery",8,3,12,3,26,8,"2022-04-26"
"33","Ukraine","Self-Propelled Artillery",10,1,11,4,26,9,"2022-04-26"
"34","Ukraine","Multiple Rocket Launchers",10,0,5,0,15,10,"2022-04-26"
"35","Ukraine","Anti-Aircraft Guns",0,0,2,0,2,11,"2022-04-26"
"36","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,12,"2022-04-26"
"37","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,13,"2022-04-26"
"38","Ukraine","Radars And Communications Equipment",9,1,5,3,18,14,"2022-04-26"
"39","Ukraine","Aircraft",18,0,0,1,19,15,"2022-04-26"
"40","Ukraine","Helicopters",4,0,1,0,5,16,"2022-04-26"
"41","Ukraine","Unmanned Aerial Vehicles",13,0,2,0,15,17,"2022-04-26"
"42","Ukraine","Naval Ships",4,0,13,0,17,18,"2022-04-26"
"43","Ukraine","Trucks, Vehicles and Jeeps",120,5,128,5,258,19,"2022-04-26"
