"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","Date"
"1","Russia","All Types",42,10,49,6,107,2022-02-26
"2","Russia","Tanks",3,1,2,1,7,2022-02-26
"3","Russia","Armoured Fighting Vehicles",3,0,4,0,7,2022-02-26
"4","Russia","Infantry Fighting Vehicles",3,5,3,0,11,2022-02-26
"5","Russia","Mine-resistant Ambush Protected",0,0,2,0,2,2022-02-26
"6","Russia","Infantry Mobility Vehicles",3,0,3,1,7,2022-02-26
"7","Russia","Communications Vehicles",0,1,1,0,2,2022-02-26
"8","Russia","Engineering Vehicles",3,0,9,0,12,2022-02-26
"9","Russia","Anti-tank Guided Missiles",0,0,3,0,3,2022-02-26
"10","Russia","Mortars",0,0,1,0,1,2022-02-26
"11","Russia","Artillery",2,0,2,0,4,2022-02-26
"12","Russia","Multiple Rocket Launchers",3,0,4,0,7,2022-02-26
"13","Russia","Surface-To-Air Missile Systems",1,1,0,1,3,2022-02-26
"14","Russia","Aircraft",3,0,0,0,3,2022-02-26
"15","Russia","Helicopters",1,0,0,1,2,2022-02-26
"16","Russia","Trucks, Vehicles and Jeeps",17,5,13,2,37,2022-02-26
"17","Ukraine","All Types",36,31,17,4,88,2022-02-26
"18","Ukraine","Tanks",3,5,0,1,9,2022-02-26
"19","Ukraine","Armoured Fighting Vehicles",0,9,1,0,10,2022-02-26
"20","Ukraine","
",0,0,0,0,0,2022-02-26
"21","Ukraine","Infantry Fighting Vehicles",0,6,3,0,9,2022-02-26
"22","Ukraine","Armoured Personnel Carriers",0,2,1,0,3,2022-02-26
"23","Ukraine","Infantry Mobility Vehicles",2,0,0,0,2,2022-02-26
"24","Ukraine","Anti-tank Guided Missiles",0,0,1,0,1,2022-02-26
"25","Ukraine","Towed Artillery",0,2,0,0,2,2022-02-26
"26","Ukraine","
",0,0,0,0,0,2022-02-26
"27","Ukraine","Self-Propelled Artillery",0,0,2,0,2,2022-02-26
"28","Ukraine","Surface-To-Air Missile Systems
",4,0,0,0,4,2022-02-26
"29","Ukraine","Radars",3,0,0,2,5,2022-02-26
"30","Ukraine","
",0,0,0,0,0,2022-02-26
"31","Ukraine","Aircraft",3,0,0,0,3,2022-02-26
"32","Ukraine","Trucks, Vehicles and Jeeps",15,3,12,2,32,2022-02-26
