"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",1826,266,1223,59,3374,1,"2022-05-03"
"2","Russia","Tanks",313,49,221,17,600,2,"2022-05-03"
"3","Russia","Armoured Fighting Vehicles",160,37,129,1,327,3,"2022-05-03"
"4","Russia","Infantry Fighting Vehicles",398,46,211,6,661,4,"2022-05-03"
"5","Russia","Armoured Personnel Carriers",37,14,54,2,107,5,"2022-05-03"
"6","Russia","Mine-Resistant Ambush Protected",13,3,8,1,25,6,"2022-05-03"
"7","Russia","Infantry Mobility Vehicles",63,5,32,2,102,7,"2022-05-03"
"8","Russia","Command Posts And Communications Stations",33,8,31,0,72,8,"2022-05-03"
"9","Russia","Engineering Vehicles And Equipment",40,15,67,0,122,9,"2022-05-03"
"10","Russia","Heavy Mortars",4,0,8,0,12,10,"2022-05-03"
"11","Russia","Towed Artillery",12,5,38,4,59,11,"2022-05-03"
"12","Russia","Self-Propelled Artillery",43,16,41,2,102,12,"2022-05-03"
"13","Russia","Multiple Rocket Launchers",29,5,29,1,64,13,"2022-05-03"
"14","Russia","Anti-Aircraft Guns",2,0,4,0,6,14,"2022-05-03"
"15","Russia","Self-Propelled Anti-Aircraft Guns",6,2,7,0,15,15,"2022-05-03"
"16","Russia","Surface-To-Air Missile Systems",28,7,20,1,56,16,"2022-05-03"
"17","Russia","Radars",4,0,6,0,10,17,"2022-05-03"
"18","Russia","Jammers And Deception Systems",4,0,2,2,8,18,"2022-05-03"
"19","Russia","Aircraft",25,0,0,1,26,19,"2022-05-03"
"20","Russia","Helicopters",36,1,1,1,39,20,"2022-05-03"
"21","Russia","Unmanned Aerial Vehicles",34,0,20,0,54,21,"2022-05-03"
"22","Russia","Naval Ships",4,0,0,2,6,22,"2022-05-03"
"23","Russia","Logistics Trains",2,0,0,0,2,23,"2022-05-03"
"24","Russia","Trucks, Vehicles and Jeeps",550,63,263,18,894,24,"2022-05-03"
"25","Ukraine","All Types",456,35,465,22,978,1,"2022-05-03"
"26","Ukraine","Tanks",64,8,76,1,149,2,"2022-05-03"
"27","Ukraine","Armoured Fighting Vehicles",33,4,52,0,89,3,"2022-05-03"
"28","Ukraine","Infantry Fighting Vehicles",53,9,41,3,106,4,"2022-05-03"
"29","Ukraine","Armoured Personnel Carriers",15,3,40,1,59,5,"2022-05-03"
"30","Ukraine","Infantry Mobility Vehicles",27,1,56,1,85,6,"2022-05-03"
"31","Ukraine","Engineering Vehicles",2,0,10,0,12,7,"2022-05-03"
"32","Ukraine","Towed Artillery",8,3,12,3,26,8,"2022-05-03"
"33","Ukraine","Self-Propelled Artillery",10,1,11,4,26,9,"2022-05-03"
"34","Ukraine","Multiple Rocket Launchers",11,0,5,0,16,10,"2022-05-03"
"35","Ukraine","Anti-Aircraft Guns",0,0,3,0,3,11,"2022-05-03"
"36","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,12,"2022-05-03"
"37","Ukraine","Surface-To-Air Missile Systems
",35,1,6,0,42,13,"2022-05-03"
"38","Ukraine","Radars And Communications Equipment",10,1,8,3,22,14,"2022-05-03"
"39","Ukraine","Aircraft",19,0,0,1,20,15,"2022-05-03"
"40","Ukraine","Helicopters",4,0,1,0,5,16,"2022-05-03"
"41","Ukraine","Unmanned Aerial Vehicles",19,0,2,0,21,17,"2022-05-03"
"42","Ukraine","Naval Ships",4,0,13,0,17,18,"2022-05-03"
"43","Ukraine","Trucks, Vehicles and Jeeps",130,5,139,5,279,19,"2022-05-03"
