"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","Date"
"1","Russia","All Types",1472,234,1054,39,2799,"2022-04-12"
"2","Russia","Tanks",242,40,198,8,488,"2022-04-12"
"3","Russia","Armoured Fighting Vehicles",124,28,106,0,258,"2022-04-12"
"4","Russia","Infantry Fighting Vehicles",294,32,175,2,503,"2022-04-12"
"5","Russia","Armoured Personnel Carriers",32,17,46,1,96,"2022-04-12"
"6","Russia","Mine-Resistant Ambush Protected",12,3,7,0,22,"2022-04-12"
"7","Russia","Infantry Mobility Vehicles",55,5,28,2,90,"2022-04-12"
"8","Russia","Command Posts And Communications Stations",30,8,24,0,62,"2022-04-12"
"9","Russia","Engineering Vehicles And Equipment",31,15,56,0,102,"2022-04-12"
"10","Russia","Heavy Mortars",3,0,8,0,11,"2022-04-12"
"11","Russia","Towed Artillery",10,5,35,4,54,"2022-04-12"
"12","Russia","Self-Propelled Artillery",41,15,37,2,95,"2022-04-12"
"13","Russia","Multiple Rocket Launchers",22,5,24,0,51,"2022-04-12"
"14","Russia","Anti-Aircraft Guns",0,0,4,0,4,"2022-04-12"
"15","Russia","Self-Propelled Anti-Aircraft Guns",5,2,7,0,14,"2022-04-12"
"16","Russia","Surface-To-Air Missile Systems",25,7,18,1,51,"2022-04-12"
"17","Russia","Radars",4,0,6,0,10,"2022-04-12"
"18","Russia","Jammers And Deception Systems",3,0,2,2,7,"2022-04-12"
"19","Russia","Aircraft",19,0,0,1,20,"2022-04-12"
"20","Russia","Helicopters",28,1,1,2,32,"2022-04-12"
"21","Russia","Unmanned Aerial Vehicles",18,0,10,0,28,"2022-04-12"
"22","Russia","Naval Ships",1,0,0,2,3,"2022-04-12"
"23","Russia","Logistics Trains",2,0,0,0,2,"2022-04-12"
"24","Russia","Trucks, Vehicles and Jeeps",485,61,229,14,789,"2022-04-12"
"25","Ukraine","All Types",345,35,354,23,757,"2022-04-12"
"26","Ukraine","Tanks",43,9,54,1,107,"2022-04-12"
"27","Ukraine","Armoured Fighting Vehicles",28,4,42,0,74,"2022-04-12"
"28","Ukraine","Infantry Fighting Vehicles",37,9,34,3,83,"2022-04-12"
"29","Ukraine","Armoured Personnel Carriers",7,2,24,1,34,"2022-04-12"
"30","Ukraine","Infantry Mobility Vehicles",17,1,35,1,54,"2022-04-12"
"31","Ukraine","Engineering Vehicles",2,0,8,0,10,"2022-04-12"
"32","Ukraine","Towed Artillery",8,3,11,3,25,"2022-04-12"
"33","Ukraine","Self-Propelled Artillery",8,1,8,4,21,"2022-04-12"
"34","Ukraine","Multiple Rocket Launchers",10,0,5,0,15,"2022-04-12"
"35","Ukraine","Anti-Aircraft Guns",0,0,2,0,2,"2022-04-12"
"36","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,"2022-04-12"
"37","Ukraine","Surface-To-Air Missile Systems
",34,1,6,0,41,"2022-04-12"
"38","Ukraine","Radars And Communications Equipment",9,1,4,3,17,"2022-04-12"
"39","Ukraine","Aircraft",15,0,0,1,16,"2022-04-12"
"40","Ukraine","Helicopters",2,0,1,0,3,"2022-04-12"
"41","Ukraine","Unmanned Aerial Vehicles",12,0,2,0,14,"2022-04-12"
"42","Ukraine","Naval Ships",2,0,11,1,14,"2022-04-12"
"43","Ukraine","Trucks, Vehicles and Jeeps",97,5,117,5,224,"2022-04-12"
