"","country","system","captured","abandoned","destroyed","damaged","total","Date"
"140","Ukraine","1 R-845 radio station",0,0,1,0,1,"02/18/2024"
"141","Ukraine","1 RB-109A Bylina EW system",0,0,1,0,1,"02/18/2024"
"142","Ukraine","1 RP-377LA Lorandit",0,0,1,0,1,"02/18/2024"
"143","Ukraine","1 RQ-35 Heidrun",0,0,1,0,1,"02/18/2024"
"144","Ukraine","1 Radio relay station for the TB2 UCAV",0,0,1,0,1,"02/18/2024"
"145","Ukraine","1 Renault TRM-2000",0,0,1,0,1,"02/18/2024"
"146","Ukraine","1 SkyGuard Aspide control station",0,0,1,0,1,"02/18/2024"
"147","Ukraine","1 Sobolyatnik 1L277 portable ground reconnaissance radar",0,0,1,0,1,"02/18/2024"
"148","Ukraine","1 Su-24MR tactical reconnaissance aircraft",0,0,1,0,1,"02/18/2024"
"149","Ukraine","1 Su-34M strike aircraft",0,0,1,0,1,"02/18/2024"
"150","Ukraine","1 Sych",0,0,1,0,1,"02/18/2024"
"151","Ukraine","1 T-90AK",1,0,0,0,1,"02/18/2024"
"152","Ukraine","1 TDA-M mobile smoke generator",0,0,1,0,1,"02/18/2024"
"153","Ukraine","1 TMM-3M1 bridge layer",1,0,0,0,1,"02/18/2024"
"154","Ukraine","1 TRML-4D multi-functional radar (for IRIS-T SLM)",0,0,0,1,1,"02/18/2024"
"155","Ukraine","1 TZM 9T234-2 transporter-loader (for BM-30 Smerch)",0,0,1,0,1,"02/18/2024"
"156","Ukraine","1 Tu-95MS strategic bomber",0,0,0,1,1,"02/18/2024"
"157","Ukraine","1 UAZ-3151",0,0,1,0,1,"02/18/2024"
"158","Ukraine","1 UAZ-31514",1,0,0,0,1,"02/18/2024"
"159","Ukraine","1 UAZ-515195 'Esaul'",0,0,1,0,1,"02/18/2024"
"160","Ukraine","1 UMP-350 engine heater",1,0,0,0,1,"02/18/2024"
"161","Ukraine","1 UMS-600 patrol boat (Sea Guard)",1,0,0,0,1,"02/18/2024"
"162","Ukraine","1 UR-77 Meteorit",0,0,1,0,1,"02/18/2024"
"163","Ukraine","1 Unknown BMP-3 or BMD-4M",0,0,1,0,1,"02/18/2024"
"164","Ukraine","1 Unknown UAV control station",0,0,1,0,1,"02/18/2024"
"165","Ukraine","1 Unknown artillery command vehicle based on MT-LBu",1,0,0,0,1,"02/18/2024"
"166","Ukraine","1 Unknown boat",0,0,0,1,1,"02/18/2024"
"167","Ukraine","1 Unknown command vehicle on GAZ Tigr chassis",0,0,1,0,1,"02/18/2024"
"168","Ukraine","1 Unknown fighter jet",0,0,2,0,2,"02/18/2024"
"169","Ukraine","1 Unknown patrol boat (Sea Guard)",1,0,0,0,1,"02/18/2024"
"170","Ukraine","1 Ural-375D tanker",1,0,0,0,1,"02/18/2024"
"171","Ukraine","1 Ural-375D with 8T210 crane",1,0,0,0,1,"02/18/2024"
"172","Ukraine","1 Ural-4320 with Zu-23-2",0,0,1,0,1,"02/18/2024"
"173","Ukraine","1 Ural-43206 with 23mm ZU-23-2",0,0,1,0,1,"02/18/2024"
"174","Ukraine","1 Ural-63501-AT",0,0,1,0,1,"02/18/2024"
"175","Ukraine","1 Uran-6 mine-clearing robotic system",0,0,1,0,1,"02/18/2024"
"176","Ukraine","1 Wisent 1 mine-clearing tank",0,0,1,0,1,"02/18/2024"
"177","Ukraine","1 ZSA-<U+0422> Armoured Ambulance",0,0,0,1,1,"02/18/2024"
"178","Ukraine","1 ZiL-4331",1,0,0,0,1,"02/18/2024"
"179","Ukraine","10 Su-24M/MR strike/tactical reconnaissance aircraft",0,0,4,3,7,"02/18/2024"
"180","Ukraine","100mm BS-3 anti-tank gun",2,0,1,0,3,"02/18/2024"
"181","Ukraine","107 UAZ-452 van",14,2,83,12,111,"02/18/2024"
"182","Ukraine","11 AS-4350 medical vehicle",3,0,8,0,11,"02/18/2024"
"183","Ukraine","11 FMTV M1083A1P2",0,1,9,1,11,"02/18/2024"
"184","Ukraine","11 MP-1IM signals vehicle",3,0,8,0,11,"02/18/2024"
"185","Ukraine","11 RKhM-6 Povozka CBRN reconnaissance vehicle",1,0,10,0,11,"02/18/2024"
"186","Ukraine","11 River link pontoon (for unknown floating bridge system)",9,0,2,0,11,"02/18/2024"
"187","Ukraine","11 Su-30SM multirole aircraft",0,0,8,1,9,"02/18/2024"
"188","Ukraine","110 BTR-80",29,1,69,3,102,"02/18/2024"
"189","Ukraine","113 T-80BVM",34,3,68,15,120,"02/18/2024"
"190","Ukraine","1158 BMP-2(K)",227,94,709,107,1137,"02/18/2024"
"191","Ukraine","117 152mm 2A65 Msta-B howitzer",34,1,59,16,110,"02/18/2024"
"192","Ukraine","12 122mm D-30 howitzer",2,0,7,3,12,"02/18/2024"
"193","Ukraine","12 AT105A Saxon",8,0,4,0,12,"02/18/2024"
"194","Ukraine","12 BMD-1KSh-A command vehicle",4,0,8,0,12,"02/18/2024"
"195","Ukraine","12 K-53949 Linza",3,0,8,2,13,"02/18/2024"
"196","Ukraine","120mm 2S34 Khosta",2,0,1,0,3,"02/18/2024"
"197","Ukraine","120mm 2S9 Nona",0,0,4,0,4,"02/18/2024"
"198","Ukraine","120mm BTR-3M2",2,0,1,0,3,"02/18/2024"
"199","Ukraine","120mm Bars-8MMK",0,0,2,0,2,"02/18/2024"
"200","Ukraine","122 GAZ-66",28,3,82,5,118,"02/18/2024"
"201","Ukraine","122mm 2B26 Grad-K",0,0,4,1,5,"02/18/2024"
"202","Ukraine","122mm 2S1 Gvozdika",8,2,82,4,96,"02/18/2024"
"203","Ukraine","122mm 9P138 Grad-1",1,0,9,4,14,"02/18/2024"
"204","Ukraine","122mm BM-21 Grad",4,0,26,9,39,"02/18/2024"
"205","Ukraine","122mm D-30 howitzer",16,2,43,11,72,"02/18/2024"
"206","Ukraine","127 KamAZ 6x6 tanker",30,0,86,8,124,"02/18/2024"
"207","Ukraine","13 120mm 2B16 Nona-K gun mortar",8,2,2,2,14,"02/18/2024"
"208","Ukraine","13 2K22M1 Tunguska",1,3,7,2,13,"02/18/2024"
"209","Ukraine","13 BMP-1KSh command and staff vehicle",5,0,8,0,13,"02/18/2024"
"210","Ukraine","13 KrAZ-255 (for PMP floating bridge system)",2,0,9,2,13,"02/18/2024"
"211","Ukraine","14 82mm 2B9 Vasilek automatic gun mortar",6,0,8,1,15,"02/18/2024"
"212","Ukraine","14 Ural-63704-0010 Tornado-U",5,1,6,2,14,"02/18/2024"
"213","Ukraine","15 T-72AV",4,0,11,1,16,"02/18/2024"
"214","Ukraine","152mm 2A36 Giatsint-B field-gun",9,1,33,8,51,"02/18/2024"
"215","Ukraine","152mm 2A65 Msta-B howitzer",1,2,2,2,7,"02/18/2024"
"216","Ukraine","152mm 2S19 Msta-S",0,0,2,2,4,"02/18/2024"
"217","Ukraine","152mm 2S3 Akatsiya",4,0,28,8,40,"02/18/2024"
"218","Ukraine","152mm 2S3(M) Akatsiya",30,2,112,7,151,"02/18/2024"
"219","Ukraine","152mm 2S5 Giatsint-S",2,0,1,0,3,"02/18/2024"
"220","Ukraine","152mm D-20 gun-howitzer",3,0,24,7,34,"02/18/2024"
"221","Ukraine","155 Unknown BMP-1/2",0,14,126,8,148,"02/18/2024"
"222","Ukraine","155mm AHS Krab",0,0,23,4,27,"02/18/2024"
"223","Ukraine","155mm AS-90",0,0,4,3,7,"02/18/2024"
"224","Ukraine","155mm Caesar 8x8",0,0,1,0,1,"02/18/2024"
"225","Ukraine","155mm FH-70 howitzer",0,0,2,3,5,"02/18/2024"
"226","Ukraine","155mm M109A3/A4/A5/A6/L",0,0,36,16,52,"02/18/2024"
"227","Ukraine","155mm M777A2 howitzer",0,0,40,38,78,"02/18/2024"
"228","Ukraine","155mm TRF1 howitzer",0,0,1,0,1,"02/18/2024"
"229","Ukraine","16 KamAZ-63501 (for PP-2005 floating bridge system)",4,0,12,0,16,"02/18/2024"
"230","Ukraine","16 PTS-2 tracked amphibious transport",4,4,8,1,17,"02/18/2024"
"231","Ukraine","16 T-80BV Obr. 2022",0,1,15,1,17,"02/18/2024"
"232","Ukraine","160 GAZ Tigr-M",31,0,116,9,156,"02/18/2024"
"233","Ukraine","161 Ural-43206",34,3,110,9,156,"02/18/2024"
"234","Ukraine","17 'Orlan-20' ''Kartograf''",3,0,14,1,18,"02/18/2024"
"235","Ukraine","17 KrAZ-255B",3,0,10,1,14,"02/18/2024"
"236","Ukraine","17 Su-25 close air support aircraft",0,0,16,1,17,"02/18/2024"
"237","Ukraine","176 Ural-4320 tanker",64,1,98,3,166,"02/18/2024"
"238","Ukraine","18 Su-24M strike aircraft",0,0,18,0,18,"02/18/2024"
"239","Ukraine","18 UAZ-39094",1,0,17,1,19,"02/18/2024"
"240","Ukraine","183 152mm 2S19 Msta-S",33,4,124,11,172,"02/18/2024"
"241","Ukraine","19 122mm 2B17 Tornado-G",8,0,9,4,21,"02/18/2024"
"242","Ukraine","19 9A310M1-2 TELAR (for Buk-M1-2)",0,0,15,4,19,"02/18/2024"
"243","Ukraine","193 BTR-80",56,10,121,7,194,"02/18/2024"
"244","Ukraine","195 BMP-2(K)",24,10,148,9,191,"02/18/2024"
"245","Ukraine","198 MT-LBVM and MT-LBVMK",95,9,90,5,199,"02/18/2024"
"246","Ukraine","1L219 (for Zoopark counter-battery radar complex)",0,0,1,1,2,"02/18/2024"
"247","Ukraine","1L22 'Parol'",1,0,3,1,5,"02/18/2024"
"248","Ukraine","1L261 (for 1L260 Zoopark-1M counter-battery radar complex)",2,0,6,2,10,"02/18/2024"
"249","Ukraine","1L262E Rtut-BM",0,0,1,0,1,"02/18/2024"
"250","Ukraine","1L271 Aistyonok portable mortar locating reconnaissance radar",1,0,2,0,3,"02/18/2024"
"251","Ukraine","1RL257 Krasukha-4 (command post)",1,0,0,0,1,"02/18/2024"
"252","Ukraine","1V119 artillery fire direction vehicle",8,0,3,0,11,"02/18/2024"
"253","Ukraine","1V13(M) battery fire control center",12,3,9,1,25,"02/18/2024"
"254","Ukraine","1V14 battery command and forward observer vehicle",1,0,7,0,8,"02/18/2024"
"255","Ukraine","1V15 battery command and forward observer vehicle",2,0,0,0,2,"02/18/2024"
"256","Ukraine","1V18 'Klyon-1' artillery command and forward observer vehicle",8,0,0,0,8,"02/18/2024"
"257","Ukraine","2 105mm L119 howitzer",0,0,0,2,2,"02/18/2024"
"258","Ukraine","2 120mm Alakran",0,0,2,0,2,"02/18/2024"
"259","Ukraine","2 120mm BRM-1K with 2S9 Nona turret",0,0,2,0,2,"02/18/2024"
"260","Ukraine","2 120mm <U+041C>1064<U+0410>3",0,0,2,0,2,"02/18/2024"
"261","Ukraine","2 155mm ShKH Zuzana 2",0,0,1,1,2,"02/18/2024"
"262","Ukraine","2 1K148 ""Yastreb-AV"" artillery reconnaissance complex",0,0,2,0,2,"02/18/2024"
"263","Ukraine","2 1V13 battery command and forward observer vehicle",0,0,2,0,2,"02/18/2024"
"264","Ukraine","2 1V15M fire control and observation vehicle",0,0,2,0,2,"02/18/2024"
"265","Ukraine","2 1V16M artillery battalion command and staff vehicle",0,0,2,0,2,"02/18/2024"
"266","Ukraine","2 1V18 'Klyon-1' artillery command and forward observer vehicle",0,0,2,0,2,"02/18/2024"
"267","Ukraine","2 57mm AZP S-60",0,0,2,0,2,"02/18/2024"
"268","Ukraine","2 9K331MDT TLAR Tor-M2DT",0,0,2,0,2,"02/18/2024"
"269","Ukraine","2 9S18 Kupol (for Buk-M1-2/M2)",0,0,2,0,2,"02/18/2024"
"270","Ukraine","2 BMK-MT towing and motor boat",0,0,2,0,2,"02/18/2024"
"271","Ukraine","2 BMM-80 ambulance",0,0,2,0,2,"02/18/2024"
"272","Ukraine","2 BRDM-2-based ZS-82 PsyOps vehicle",1,0,1,0,2,"02/18/2024"
"273","Ukraine","2 BRDM-2RKhb chemical reconnaissance vehicle",2,0,0,0,2,"02/18/2024"
"274","Ukraine","2 BTR-50",0,1,1,1,3,"02/18/2024"
"275","Ukraine","2 Bayraktar Mini",1,0,1,0,2,"02/18/2024"
"276","Ukraine","2 Chaklun",1,0,1,0,2,"02/18/2024"
"277","Ukraine","2 Coastal link pontoon (for PMP(-M) floating bridge system)",1,0,1,0,2,"02/18/2024"
"278","Ukraine","2 Coastal link pontoon (for unknown floating bridge system)",2,0,0,0,2,"02/18/2024"
"279","Ukraine","2 Control station for the TB2 UCAV",0,0,1,0,1,"02/18/2024"
"280","Ukraine","2 Eleron-10",1,0,1,0,2,"02/18/2024"
"281","Ukraine","2 GAZ-3308",1,0,1,0,2,"02/18/2024"
"282","Ukraine","2 GAZ-53",2,0,0,0,2,"02/18/2024"
"283","Ukraine","2 GAZ-63",0,0,2,0,2,"02/18/2024"
"284","Ukraine","2 ISDM Zemledeliye remote mine-laying system",0,0,2,0,2,"02/18/2024"
"285","Ukraine","2 Iveco VM90",0,0,1,1,2,"02/18/2024"
"286","Ukraine","2 KamAZ 'Gorets' 3958",1,0,1,1,3,"02/18/2024"
"287","Ukraine","2 KamAZ-53501 (for PMP-M floating bridge system)",0,0,2,0,2,"02/18/2024"
"288","Ukraine","2 KrAZ-6446",0,0,2,0,2,"02/18/2024"
"289","Ukraine","2 Launcher for S-300",0,0,2,0,2,"02/18/2024"
"290","Ukraine","2 Leer-3 electronic warfare system",1,0,1,0,2,"02/18/2024"
"291","Ukraine","2 M1123 HMMWV",0,0,2,0,2,"02/18/2024"
"292","Ukraine","2 MP-2IM signals vehicle",1,0,1,0,2,"02/18/2024"
"293","Ukraine","2 MPUS-K mobile command post",0,0,2,0,2,"02/18/2024"
"294","Ukraine","2 MSh-5350.1 command vehicle",1,0,1,0,2,"02/18/2024"
"295","Ukraine","2 MZA-M.1 battery charge and repair workshop",1,0,1,0,2,"02/18/2024"
"296","Ukraine","2 Mi-17V5",0,0,2,0,2,"02/18/2024"
"297","Ukraine","2 Orlik",1,0,1,0,2,"02/18/2024"
"298","Ukraine","2 PRP-3 with a BMP-1 turret",0,0,2,0,2,"02/18/2024"
"299","Ukraine","2 Palantin EW system",0,0,2,0,2,"02/18/2024"
"300","Ukraine","2 Penguin C",2,0,0,0,2,"02/18/2024"
"301","Ukraine","2 R-431AM antenna module for the Redut-2US communications system",0,0,2,0,2,"02/18/2024"
"302","Ukraine","2 R-439-MD2 SatCom Station",0,0,2,0,2,"02/18/2024"
"303","Ukraine","2 RB-636 Svet-KU EW system",1,0,0,1,2,"02/18/2024"
"304","Ukraine","2 RLK-MC-A (ROSC-1) counter-UAV system",0,0,2,0,2,"02/18/2024"
"305","Ukraine","2 Supercam S150",1,0,1,0,2,"02/18/2024"
"306","Ukraine","2 T-64BVK",0,0,2,0,2,"02/18/2024"
"307","Ukraine","2 T-72AMT Zr.2022",0,1,1,1,3,"02/18/2024"
"308","Ukraine","2 TDA-3 mobile smoke generator",1,0,1,0,2,"02/18/2024"
"309","Ukraine","2 Transitional link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",1,0,1,0,2,"02/18/2024"
"310","Ukraine","2 Tu-22M3 strategic bomber",0,0,1,1,2,"02/18/2024"
"311","Ukraine","2 UAZ-31514",0,0,2,0,2,"02/18/2024"
"312","Ukraine","2 Unknown BMD",0,1,0,0,1,"02/18/2024"
"313","Ukraine","2 Unknown EW system",0,0,2,0,2,"02/18/2024"
"314","Ukraine","2 Unknown radar",0,0,1,0,1,"02/18/2024"
