"","country","system","abandoned","captured","damaged","destroyed","total","Date"
"1","Russia","(Unknown) truck",2,11,6,135,154,"2024-02-09"
"2","Russia","1 1L119 Nebo-SVU VHF multi-functional radar",0,0,0,1,1,"2024-02-09"
"3","Russia","1 1RL239 Ark-1(M) counter-battery radar",0,0,0,1,1,"2024-02-09"
"4","Russia","1 1V1003 command and observation vehicle (for 1V198 artillery fire control system)",0,1,0,0,1,"2024-02-09"
"5","Russia","1 1V110 BM-21 Grad battery command vehicle",0,1,0,1,2,"2024-02-09"
"6","Russia","1 1V16 battalion fire direction vehicle",0,1,0,0,1,"2024-02-09"
"7","Russia","1 2F77M transloading vehicle for 2K22M Tunguska-M",0,1,1,0,2,"2024-02-09"
"8","Russia","1 55K6A command post for S-400",0,0,0,1,1,"2024-02-09"
"9","Russia","1 55Zh6U Nebo-U air surveillance radar",0,0,1,0,1,"2024-02-09"
"10","Russia","1 5N63S “Flap Lid B” engagement and tracking radar of the S-300",0,0,0,1,1,"2024-02-09"
"11","Russia","1 92N6A (for S-400)",0,0,0,1,1,"2024-02-09"
"12","Russia","1 9A331MU TLAR for 9K331MU Tor-M1-2U (Tor-M2U)",0,0,0,1,1,"2024-02-09"
"13","Russia","1 9K132 Shturm-SM",0,0,0,1,1,"2024-02-09"
"14","Russia","1 9S19M2 (for S-300V)",0,0,1,0,1,"2024-02-09"
"15","Russia","1 9S32M1 (for S-300V)",0,0,1,0,1,"2024-02-09"
"16","Russia","1 9S470M1 command vehicle for Buk-M1",0,0,0,1,1,"2024-02-09"
"17","Russia","1 APA-80 engine starting vehicle",0,0,0,1,1,"2024-02-09"
"18","Russia","1 AS-4350 medical vehicle",0,0,0,1,1,"2024-02-09"
"19","Russia","1 BMP-1U 'Shkval'",0,0,0,1,1,"2024-02-09"
"20","Russia","1 BTR-50 with BPU-1 turret",1,0,1,0,2,"2024-02-09"
"21","Russia","1 BTR-60PB",0,0,1,0,1,"2024-02-09"
"22","Russia","1 BTR-60PU-12command vehicle",0,1,0,0,1,"2024-02-09"
"23","Russia","1 BTR-80 with 57mm UB-32 unguided aircraft rocket pods",0,0,1,0,1,"2024-02-09"
"24","Russia","1 BTR-80-based ZS-88 PsyOps vehicle",0,0,0,1,1,"2024-02-09"
"25","Russia","1 BTR-90",1,0,1,0,2,"2024-02-09"
"26","Russia","1 Beriev A-50",0,0,0,1,1,"2024-02-09"
"27","Russia","1 Command vehicle for Podlet-K1 low-altitude S-band surveillance radar",0,0,0,1,1,"2024-02-09"
"28","Russia","1 ED2x30-T400-3RA mobile generator",0,0,1,0,1,"2024-02-09"
"29","Russia","1 Eleron T-16",0,1,0,0,1,"2024-02-09"
"30","Russia","1 Eleron-3SV",0,0,0,1,1,"2024-02-09"
"31","Russia","1 Forpost-RU",0,0,0,1,1,"2024-02-09"
"32","Russia","1 GAZ-3937 Vodnik",0,1,0,0,1,"2024-02-09"
"33","Russia","1 GAZ-51",0,1,0,0,1,"2024-02-09"
"34","Russia","1 Granat-3",0,0,0,1,1,"2024-02-09"
"35","Russia","1 Grifon-12",0,1,0,0,1,"2024-02-09"
"36","Russia","1 IMR-1 combat engineering vehicle",0,0,0,1,1,"2024-02-09"
"37","Russia","1 KamAZ 8x8 tanker",0,0,0,1,1,"2024-02-09"
"38","Russia","1 KamAZ Patrol",0,0,0,1,1,"2024-02-09"
"39","Russia","1 KamAZ tank low-loader",0,0,0,1,1,"2024-02-09"
"40","Russia","1 KamAZ-63501 with KS-55729-7M 32-ton crane",0,0,0,1,1,"2024-02-09"
"41","Russia","1 KrAZ-260 KT-L recovery vehicle",0,0,0,1,1,"2024-02-09"
"42","Russia","1 Lancet loitering munition launcher and control station",0,0,0,1,1,"2024-02-09"
"43","Russia","1 MAZ-5337 fuel tanker",0,0,0,1,1,"2024-02-09"
"44","Russia","1 MT-LB with 14.5mm 2M-7 naval gun mount",0,1,0,0,1,"2024-02-09"
"45","Russia","1 MT-LB with 25mm 2M-3 naval gun",0,0,0,1,1,"2024-02-09"
"46","Russia","1 MT-LB with AZP S-60 AA gun",0,0,0,1,1,"2024-02-09"
"47","Russia","1 MTO-AG-3M mobile workshop",0,0,0,1,1,"2024-02-09"
"48","Russia","1 MTO-UB2 maintenance vehicle",0,0,0,1,1,"2024-02-09"
"49","Russia","1 Mobile generator for Podlet-K1 low-altitude S-band surveillance radar",0,0,0,1,1,"2024-02-09"
"50","Russia","1 Orlan-10 UAV control station",0,0,0,1,1,"2024-02-09"
"51","Russia","1 P-18T surveillance radar",0,0,0,1,1,"2024-02-09"
"52","Russia","1 P-240 digital communications vehicle",0,0,0,1,1,"2024-02-09"
"53","Russia","1 P-260 Redut-2US communication system",0,0,0,1,1,"2024-02-09"
"54","Russia","1 PRP-4A Argus artillery reconnaissance vehicle",0,1,0,0,1,"2024-02-09"
"55","Russia","1 PZM-2 trench-digging vehicle",0,1,0,0,1,"2024-02-09"
"56","Russia","1 Plastun-SN",0,0,0,1,1,"2024-02-09"
"57","Russia","1 Predel coastal defence radar",0,0,0,1,1,"2024-02-09"
"58","Russia","1 Project 1176 Ondatra-class landing craft",0,0,1,0,1,"2024-02-09"
"59","Russia","1 Project 12411 Tarantul-III-class corvette",0,0,0,1,1,"2024-02-09"
"60","Russia","1 Project 22800 Karakurt-class corvette",0,0,0,1,1,"2024-02-09"
"61","Russia","1 Project 266M Natya-class minesweeper",0,0,1,0,1,"2024-02-09"
"62","Russia","1 R-145BM command vehicle",0,1,0,0,1,"2024-02-09"
"63","Russia","1 R-145BMA command vehicle",0,1,0,1,2,"2024-02-09"
"64","Russia","1 R-149BMRg command and signals vehicle",0,0,0,1,1,"2024-02-09"
"65","Russia","1 R-161 signals vehicle",0,0,0,1,1,"2024-02-09"
"66","Russia","1 R-325BMV jamming station",0,0,0,1,1,"2024-02-09"
"67","Russia","1 R-330M1P Diabazol",0,0,0,1,1,"2024-02-09"
"68","Russia","1 R-441 SatCom station",0,0,0,1,1,"2024-02-09"
"69","Russia","1 RB-109A Bylina EW system",0,0,0,1,1,"2024-02-09"
"70","Russia","1 RP-377LA Lorandit",0,0,0,1,1,"2024-02-09"
"71","Russia","1 Sobolyatnik 1L277 portable ground reconnaissance radar",0,0,0,1,1,"2024-02-09"
"72","Russia","1 Su-34M strike aircraft",0,0,0,1,1,"2024-02-09"
"73","Russia","1 T-62 Obr. 1967",0,1,0,0,1,"2024-02-09"
"74","Russia","1 T-62 Obr. 1972",1,0,0,0,1,"2024-02-09"
"75","Russia","1 T-90AK",0,1,0,0,1,"2024-02-09"
"76","Russia","1 TDA-3 mobile smoke generator",0,0,0,1,1,"2024-02-09"
"77","Russia","1 TZM 9T234-2 transporter-loader (for BM-30 Smerch)",0,0,0,1,1,"2024-02-09"
"78","Russia","1 Tu-95MS strategic bomber",0,0,1,0,1,"2024-02-09"
"79","Russia","1 UAZ-3151",0,0,0,1,1,"2024-02-09"
"80","Russia","1 UAZ-31514",0,1,0,0,1,"2024-02-09"
"81","Russia","1 UAZ-515195 'Esaul'",0,0,0,1,1,"2024-02-09"
"82","Russia","1 Unknown BMP-3 or BMD-4M",0,0,0,1,1,"2024-02-09"
"83","Russia","1 Unknown T-54/55",0,0,0,1,1,"2024-02-09"
"84","Russia","1 Unknown UAV control station",0,0,0,1,1,"2024-02-09"
"85","Russia","1 Unknown command vehicle on GAZ Tigr chassis",0,0,0,1,1,"2024-02-09"
"86","Russia","1 Unknown fighter jet",0,0,0,1,1,"2024-02-09"
"87","Russia","1 Ural-375D tanker",0,1,0,0,1,"2024-02-09"
"88","Russia","1 Ural-375D with 8T210 crane",0,1,0,0,1,"2024-02-09"
"89","Russia","1 Ural-43206 with 23mm ZU-23-2",0,0,0,1,1,"2024-02-09"
"90","Russia","1 Ural-63501-AT",0,0,0,1,1,"2024-02-09"
"91","Russia","1 Uran-6 mine-clearing robotic system",0,0,0,1,1,"2024-02-09"
"92","Russia","1 ZSA-Т Armoured Ambulance",0,0,1,0,1,"2024-02-09"
"93","Russia","10 Su-24M/MR strike/tactical reconnaissance aircraft",0,0,3,4,7,"2024-02-09"
"94","Russia","105 UAZ-452 van",2,14,11,82,109,"2024-02-09"
"95","Russia","11 MP-1IM signals vehicle",0,3,0,8,11,"2024-02-09"
"96","Russia","11 RKhM-6 Povozka CBRN reconnaissance vehicle",0,1,0,10,11,"2024-02-09"
"97","Russia","11 River link pontoon (for unknown floating bridge system)",0,9,0,2,11,"2024-02-09"
"98","Russia","11 Su-30SM multirole aircraft",0,0,1,8,9,"2024-02-09"
"99","Russia","112 T-80BVM",3,34,14,68,119,"2024-02-09"
"100","Russia","1142 BMP-2(K)",91,227,103,700,1121,"2024-02-09"
"101","Russia","116 152mm 2A65 Msta-B howitzer",1,33,16,59,109,"2024-02-09"
"102","Russia","12 BMD-1KSh-A command vehicle",0,4,0,8,12,"2024-02-09"
"103","Russia","12 K-53949 Linza",0,3,2,8,13,"2024-02-09"
"104","Russia","120mm 2S34 Khosta",0,2,0,1,3,"2024-02-09"
"105","Russia","122mm 2B26 Grad-K",0,0,1,4,5,"2024-02-09"
"106","Russia","122mm 2S1 Gvozdika",2,8,4,82,96,"2024-02-09"
"107","Russia","122mm 9P138 Grad-1",0,1,4,9,14,"2024-02-09"
"108","Russia","122mm D-30 howitzer",2,16,11,43,72,"2024-02-09"
"109","Russia","127 KamAZ 6x6 tanker",0,30,8,86,124,"2024-02-09"
"110","Russia","13 120mm 2B16 Nona-K gun mortar",2,8,2,2,14,"2024-02-09"
"111","Russia","13 2K22M1 Tunguska",3,1,2,7,13,"2024-02-09"
"112","Russia","13 BMP-1KSh command and staff vehicle",0,5,0,8,13,"2024-02-09"
"113","Russia","14 82mm 2B9 Vasilek automatic gun mortar",0,6,1,8,15,"2024-02-09"
"114","Russia","14 Ural-63704-0010 Tornado-U",1,5,2,6,14,"2024-02-09"
"115","Russia","145 Unknown BMP-1/2",11,0,8,120,139,"2024-02-09"
"116","Russia","15 T-72AV",0,4,1,11,16,"2024-02-09"
"117","Russia","152mm 2A36 Giatsint-B field-gun",0,8,5,30,43,"2024-02-09"
"118","Russia","152mm 2S3(M) Akatsiya",2,30,7,111,150,"2024-02-09"
"119","Russia","152mm D-20 gun-howitzer",0,2,6,16,24,"2024-02-09"
"120","Russia","16 KamAZ-63501 (for PP-2005 floating bridge system)",0,4,0,12,16,"2024-02-09"
"121","Russia","16 PTS-2 tracked amphibious transport",4,4,1,8,17,"2024-02-09"
"122","Russia","16 T-80BV Obr. 2022",1,0,1,15,17,"2024-02-09"
"123","Russia","160 GAZ Tigr-M",0,31,9,116,156,"2024-02-09"
"124","Russia","160 Ural-43206",3,34,8,110,155,"2024-02-09"
"125","Russia","17 'Orlan-20' ''Kartograf''",0,3,1,14,18,"2024-02-09"
"126","Russia","175 Ural-4320 tanker",1,64,3,97,165,"2024-02-09"
"127","Russia","18 T-62MV",2,8,4,6,20,"2024-02-09"
"128","Russia","18 UAZ-39094",0,1,1,17,19,"2024-02-09"
"129","Russia","181 152mm 2S19 Msta-S",4,33,11,123,171,"2024-02-09"
"130","Russia","19 122mm 2B17 Tornado-G",0,8,4,9,21,"2024-02-09"
"131","Russia","19 23mm ZU-23-2",0,14,1,5,20,"2024-02-09"
"132","Russia","19 9A310M1-2 TELAR (for Buk-M1-2)",0,0,4,15,19,"2024-02-09"
"133","Russia","193 BTR-80",10,56,7,121,194,"2024-02-09"
"134","Russia","197 MT-LBVM and MT-LBVMK",9,94,5,90,198,"2024-02-09"
"135","Russia","1L219 (for Zoopark counter-battery radar complex)",0,0,1,1,2,"2024-02-09"
"136","Russia","1L261 (for 1L260 Zoopark-1M counter-battery radar complex)",0,2,2,6,10,"2024-02-09"
"137","Russia","1L262E Rtut-BM",0,0,0,1,1,"2024-02-09"
"138","Russia","1L271 Aistyonok portable mortar locating reconnaissance radar",0,1,0,2,3,"2024-02-09"
"139","Russia","1RL257 Krasukha-4 (command post)",0,1,0,0,1,"2024-02-09"
"140","Russia","1V119 artillery fire direction vehicle",0,8,0,3,11,"2024-02-09"
"141","Russia","1V13(M) battery fire control center",3,12,1,9,25,"2024-02-09"
"142","Russia","2 1K148 ""Yastreb-AV"" artillery reconnaissance complex",0,0,0,2,2,"2024-02-09"
"143","Russia","2 1V15M fire control and observation vehicle",0,0,0,2,2,"2024-02-09"
"144","Russia","2 1V18 'Klyon-1' artillery command and forward observer vehicle",0,0,0,2,2,"2024-02-09"
"145","Russia","2 57mm AZP S-60",0,0,0,2,2,"2024-02-09"
"146","Russia","2 9K331MDT TLAR Tor-M2DT",0,0,0,2,2,"2024-02-09"
"147","Russia","2 9S18 Kupol (for Buk-M1-2/M2)",0,0,0,2,2,"2024-02-09"
"148","Russia","2 BMK-MT towing and motor boat",0,0,0,2,2,"2024-02-09"
"149","Russia","2 BMM-80 ambulance",0,0,0,2,2,"2024-02-09"
"150","Russia","2 BRDM-2-based ZS-82 PsyOps vehicle",0,1,0,1,2,"2024-02-09"
"151","Russia","2 BRDM-2RKhb chemical reconnaissance vehicle",0,2,0,0,2,"2024-02-09"
"152","Russia","2 BTR-50",1,0,1,1,3,"2024-02-09"
"153","Russia","2 Coastal link pontoon (for PMP(-M) floating bridge system)",0,1,0,1,2,"2024-02-09"
"154","Russia","2 Coastal link pontoon (for unknown floating bridge system)",0,2,0,0,2,"2024-02-09"
"155","Russia","2 Eleron-10",0,1,0,1,2,"2024-02-09"
"156","Russia","2 ISDM Zemledeliye remote mine-laying system",0,0,0,2,2,"2024-02-09"
"157","Russia","2 KamAZ 'Gorets' 3958",0,1,1,1,3,"2024-02-09"
"158","Russia","2 KamAZ-53501 (for PMP-M floating bridge system)",0,0,0,2,2,"2024-02-09"
"159","Russia","2 Leer-3 electronic warfare system",0,1,0,1,2,"2024-02-09"
"160","Russia","2 MP-2IM signals vehicle",0,1,0,1,2,"2024-02-09"
"161","Russia","2 MPUS-K mobile command post",0,0,0,2,2,"2024-02-09"
"162","Russia","2 MSh-5350.1 command vehicle",0,1,0,1,2,"2024-02-09"
"163","Russia","2 MZA-M.1 battery charge and repair workshop",0,1,0,1,2,"2024-02-09"
"164","Russia","2 Palantin EW system",0,0,0,2,2,"2024-02-09"
"165","Russia","2 R-431AM antenna module for the Redut-2US communications system",0,0,0,2,2,"2024-02-09"
