"","country","system","captured","damaged","destroyed","abandoned","total","Date"
"60","Russia","BMP-2K",0,0,0,1,1,"04/16/2022"
"61","Russia","BMP-3",32,3,33,0,68,"04/16/2022"
"62","Russia","BRDM-2",0,0,1,0,1,"04/16/2022"
"63","Russia","BREM-1 armoured recovery vehicle",6,0,0,1,7,"04/16/2022"
"64","Russia","BREM-2 armoured recovery vehicle",1,0,0,0,1,"04/16/2022"
"65","Russia","BREM-Ch ''BREM-4'' armoured recovery vehicle",1,0,3,1,5,"04/16/2022"
"66","Russia","BREM-K armoured recovery vehicle",2,0,0,0,2,"04/16/2022"
"67","Russia","BRM-1K",1,0,7,0,8,"04/16/2022"
"68","Russia","BTR-70",0,0,1,0,1,"04/16/2022"
"69","Russia","BTR-80",25,3,17,6,51,"04/16/2022"
"70","Russia","BTR-82A",38,4,57,7,106,"04/16/2022"
"71","Russia","BTR-D",15,0,10,10,35,"04/16/2022"
"72","Russia","BTR-MDM 'Rakushka'",7,1,2,0,10,"04/16/2022"
"73","Russia","BTR-ZD 'Skrezhet'",2,0,0,0,2,"04/16/2022"
"74","Russia","BTS-4A armoured recovery vehicle",1,0,0,0,1,"04/16/2022"
"75","Russia","Civilian KamAZ 6x6 converted for military use",2,0,1,0,3,"04/16/2022"
"76","Russia","E95M target drone (likely used as unmanned bait in order for Ukraine to reveal the location of air defence systems)",1,0,0,0,1,"04/16/2022"
"77","Russia","Eleron-3 reconnaissance UAV",4,0,0,0,4,"04/16/2022"
"78","Russia","Fara ground surveillance radar",1,0,0,0,1,"04/16/2022"
"79","Russia","Forpost reconnaissance UAV",0,0,1,0,1,"04/16/2022"
"80","Russia","Fuel train",0,0,2,0,2,"04/16/2022"
"81","Russia","GAZ Sobol",0,0,1,1,2,"04/16/2022"
"82","Russia","GAZ Tigr",2,0,1,1,4,"04/16/2022"
"83","Russia","GAZ Tigr-M",25,5,36,3,69,"04/16/2022"
"84","Russia","GAZ-3308",0,0,0,3,3,"04/16/2022"
"85","Russia","GAZ-3344-20 'Aleut' articulated tracked carrier",0,0,2,0,2,"04/16/2022"
"86","Russia","GAZ-66",5,0,5,1,11,"04/16/2022"
"87","Russia","GMZ-3 minelayer",1,0,0,0,1,"04/16/2022"
"88","Russia","IMR-2 combat engineering vehicle",4,0,2,2,8,"04/16/2022"
"89","Russia","IMR-3 combat engineering vehicle",1,0,0,0,1,"04/16/2022"
"90","Russia","Iveco LMV 'Rys'",3,2,16,1,22,"04/16/2022"
"91","Russia","K-53949 'Linza'",2,0,1,0,3,"04/16/2022"
"92","Russia","K-53949 'Typhoon-K'",2,0,5,1,8,"04/16/2022"
"93","Russia","Ka-52 'Alligator' attack helicopter",1,3,8,1,13,"04/16/2022"
"94","Russia","KamAZ 4x4",3,0,2,1,6,"04/16/2022"
"95","Russia","KamAZ 6x6",68,12,81,16,177,"04/16/2022"
"96","Russia","KamAZ 6x6 tanker",18,2,11,2,33,"04/16/2022"
"97","Russia","KamAZ 8x8",1,0,3,0,4,"04/16/2022"
"98","Russia","KamAZ Avtozaks",1,0,6,4,11,"04/16/2022"
"99","Russia","KamAZ with armoured cabin",3,0,1,2,6,"04/16/2022"
"100","Russia","KamAZ-5350 with crane",0,0,1,0,1,"04/16/2022"
"101","Russia","KamAZ-5350 with EOV-3523 excavator",4,0,2,0,6,"04/16/2022"
"102","Russia","KamAZ-5350 with KS-45719-7M crane",1,0,2,0,3,"04/16/2022"
"103","Russia","KamAZ-6350 8x8 artillery tractor",0,2,3,0,5,"04/16/2022"
"104","Russia","KamAZ-63968 'Typhoon'",3,0,7,2,12,"04/16/2022"
"105","Russia","KrAZ-255B",2,0,1,0,3,"04/16/2022"
"106","Russia","KrAZ-255B tanker",0,0,1,0,1,"04/16/2022"
"107","Russia","KrAZ-255B with excavator",1,0,1,0,2,"04/16/2022"
"108","Russia","MDK-3 trench-digging vehicle",1,0,0,0,1,"04/16/2022"
"109","Russia","Mi-24V/P attack helicopter",0,0,2,0,2,"04/16/2022"
"110","Russia","Mi-28 attack helicopter",0,0,2,0,2,"04/16/2022"
"111","Russia","Mi-35M attack helicopter",0,0,3,0,3,"04/16/2022"
"112","Russia","Mi-8 transport helicopter",0,0,7,1,8,"04/16/2022"
"113","Russia","MP-2IM signals vehicle",0,0,0,1,1,"04/16/2022"
"114","Russia","MT-LB Ambulance",0,0,2,0,2,"04/16/2022"
"115","Russia","MT-LB and unknown MT-LB",31,0,19,11,61,"04/16/2022"
"116","Russia","MT-LB with ZU-23 AA gun",1,0,5,0,6,"04/16/2022"
"117","Russia","MT-LBM 6MB",0,0,1,1,2,"04/16/2022"
"118","Russia","MT-LBu",8,0,4,1,13,"04/16/2022"
"119","Russia","MT-LBVM and MT-LBVMK",41,0,11,10,62,"04/16/2022"
"120","Russia","MTU-72 bridge layer",1,0,0,0,1,"04/16/2022"
"121","Russia","Orion UCAV",0,0,1,0,1,"04/16/2022"
"122","Russia","Orlan-10 reconnaissance UAV",5,0,14,0,19,"04/16/2022"
"123","Russia","Orlan-30 reconnaissance UAV",0,0,1,0,1,"04/16/2022"
"124","Russia","P-260-U signal vehicle (for Redut-2US signal and communications system)",1,0,1,0,2,"04/16/2022"
"125","Russia","Pantsir-S1",3,0,4,1,8,"04/16/2022"
"126","Russia","PMP floating bridge",1,0,4,1,6,"04/16/2022"
"127","Russia","Pontoon bridge",4,0,4,0,8,"04/16/2022"
"128","Russia","PP-2005 floating bridge",1,0,2,0,3,"04/16/2022"
"129","Russia","PPRU-1(M) '9S80(-1)' 'Sborka' (for 9K35 Strela-10)",1,0,1,0,2,"04/16/2022"
"130","Russia","Project 03160 Raptor class patrol boat",0,1,0,0,1,"04/16/2022"
"131","Russia","Project 1164 Slava class guided missile cruiser 'Moskva'",0,0,1,0,1,"04/16/2022"
"132","Russia","Project 1171 Tapir class landing ship 'Saratov (BDK-65)'",0,0,1,0,1,"04/16/2022"
"133","Russia","Project 775 Ropucha class landing ship",0,1,0,0,1,"04/16/2022"
"134","Russia","PTS-3 tracked amphibious transport",2,0,1,3,6,"04/16/2022"
"135","Russia","R-145BM1 command vehicle",1,0,1,0,2,"04/16/2022"
"136","Russia","R-149AKSh-1 command and signals vehicle",0,0,3,0,3,"04/16/2022"
"137","Russia","R-149MA1 command and staff vehicle",10,1,11,3,25,"04/16/2022"
"138","Russia","R-149MA3 command and staff vehicle",6,2,5,0,13,"04/16/2022"
"139","Russia","R-166-0.5 signals vehicle",3,0,3,1,7,"04/16/2022"
"140","Russia","R-330BMV Borisoglebsk-2B",1,1,1,0,3,"04/16/2022"
"141","Russia","R-330ZH Zhitel",0,0,1,0,1,"04/16/2022"
"142","Russia","R-419L1 communications station",0,0,0,1,1,"04/16/2022"
"143","Russia","REM-KL armoured recovery vehicle",1,0,2,0,3,"04/16/2022"
"144","Russia","RKhM-6 Povozka",0,0,2,0,2,"04/16/2022"
"145","Russia","SNAR-10M1 battlefield surveillance radar",1,0,0,0,1,"04/16/2022"
"146","Russia","Su-25 close air support aircraft",0,1,8,0,9,"04/16/2022"
"147","Russia","Su-30SM multirole aircraft",0,0,4,0,4,"04/16/2022"
"148","Russia","Su-34 strike aircraft",0,0,6,0,6,"04/16/2022"
"149","Russia","Su-35S multirole aircraft",0,0,1,0,1,"04/16/2022"
"150","Russia","T-64BV",5,2,6,0,13,"04/16/2022"
"151","Russia","T-72A",7,0,4,0,11,"04/16/2022"
"152","Russia","T-72AV",2,0,2,0,4,"04/16/2022"
"153","Russia","T-72B",39,6,45,6,96,"04/16/2022"
"154","Russia","T-72B Obr. 1989",14,4,20,4,42,"04/16/2022"
"155","Russia","T-72B3",35,3,36,3,77,"04/16/2022"
"156","Russia","T-72B3 Obr. 2016",41,2,37,7,87,"04/16/2022"
"157","Russia","T-80BV",8,0,5,2,15,"04/16/2022"
"158","Russia","T-80BVM",13,0,3,1,17,"04/16/2022"
"159","Russia","T-80U",23,2,21,14,60,"04/16/2022"
"160","Russia","T-80UK",1,0,1,1,3,"04/16/2022"
"161","Russia","T-80UM2",0,0,1,0,1,"04/16/2022"
"162","Russia","T-90A",8,0,6,4,18,"04/16/2022"
"163","Russia","Takhion reconnaissance UAV",1,0,0,0,1,"04/16/2022"
"164","Russia","TMM-3 bridge layer",13,3,2,3,21,"04/16/2022"
"165","Russia","Torn(-MDM)",1,0,0,0,1,"04/16/2022"
"166","Russia","TZ-500 tanker",0,0,1,0,1,"04/16/2022"
"167","Russia","TZM-T reloader vehicle (for TOS-1A)",4,0,2,2,8,"04/16/2022"
"168","Russia","UAZ Patriot",0,1,1,1,3,"04/16/2022"
"169","Russia","UAZ-23632",3,0,0,0,3,"04/16/2022"
"170","Russia","UAZ-452",1,0,4,0,5,"04/16/2022"
"171","Russia","UAZ-469",2,0,2,1,5,"04/16/2022"
"172","Russia","Unknown AFV",1,0,39,2,42,"04/16/2022"
"173","Russia","Unknown BMP-1/2",0,0,7,0,7,"04/16/2022"
"174","Russia","Unknown BTR-80/BTR-82A",0,0,7,1,8,"04/16/2022"
"175","Russia","Unknown BTR-D/BMD-2",1,0,15,0,16,"04/16/2022"
"176","Russia","Unknown Buk SAM system",0,0,2,0,2,"04/16/2022"
"177","Russia","Unknown communications station",0,0,1,0,1,"04/16/2022"
"178","Russia","Unknown communications station based on the KamAZ 6x6",1,1,0,0,2,"04/16/2022"
"179","Russia","Unknown helicopter",0,0,1,0,1,"04/16/2022"
"180","Russia","Unknown Mi-24/35 attack helicopter",0,1,1,0,2,"04/16/2022"
"181","Russia","Unknown SPG",0,1,0,0,1,"04/16/2022"
"182","Russia","Unknown tank",2,4,54,1,61,"04/16/2022"
"183","Russia","Unknown truck",11,4,85,2,102,"04/16/2022"
"184","Russia","UR-67 mine clearing charge on BTR-D APC",1,0,0,0,1,"04/16/2022"
"185","Russia","UR-77 'Meterorit' mine clearing vehicle",6,0,4,1,11,"04/16/2022"
"186","Russia","Ural Federal",1,0,4,3,8,"04/16/2022"
"187","Russia","Ural-375D",0,0,2,0,2,"04/16/2022"
"188","Russia","Ural-4320",50,2,64,15,131,"04/16/2022"
"189","Russia","Ural-4320 KET-L",1,1,0,0,2,"04/16/2022"
"190","Russia","Ural-4320 KT-L",2,0,1,0,3,"04/16/2022"
"191","Russia","Ural-4320 tanker",24,0,19,1,44,"04/16/2022"
"192","Russia","Ural-4320 with crane",0,0,1,0,1,"04/16/2022"
"193","Russia","Ural-4320 with excavator",0,0,1,0,1,"04/16/2022"
"194","Russia","Ural-43206",12,1,14,3,30,"04/16/2022"
"195","Russia","Ural-5323",1,0,0,0,1,"04/16/2022"
"196","Russia","Ural-542301 tank transporter",1,0,0,1,2,"04/16/2022"
"197","Russia","Ural-63704-0010 Tornado-U",2,0,0,1,3,"04/16/2022"
"198","Russia","Vityaz DT-30 articulated tracked carrier",2,1,1,0,4,"04/16/2022"
"199","Russia","ZALA Aero KUB-BLA loitering munition",0,0,4,0,4,"04/16/2022"
"200","Russia","ZiL-131",1,1,4,2,8,"04/16/2022"
"201","Russia","ZSU-23-4 'Shilka'",4,1,0,0,5,"04/16/2022"
"202","Ukraine","100mm MT-12 anti-tank gun",2,0,1,1,4,"04/16/2022"
"203","Ukraine","120mm BTR-3M2",1,0,1,0,2,"04/16/2022"
"204","Ukraine","122mm 2S1 Gvozdika",4,1,6,1,12,"04/16/2022"
"205","Ukraine","122mm BM-21 'Grad'",2,0,9,0,11,"04/16/2022"
"206","Ukraine","122mm D-30 howitzer",0,0,1,0,1,"04/16/2022"
"207","Ukraine","152mm 2A36 Giatsint-B field-gun",0,0,0,1,1,"04/16/2022"
"208","Ukraine","152mm 2A65 Msta-B howitzer",1,0,0,2,3,"04/16/2022"
"209","Ukraine","152mm 2S19 Msta-S",0,2,0,0,2,"04/16/2022"
"210","Ukraine","152mm 2S3 Akatsiya",2,0,0,0,2,"04/16/2022"
"211","Ukraine","152mm 2S5 Giatsint-S",1,0,0,0,1,"04/16/2022"
"212","Ukraine","1L22 'Parol'",0,1,1,0,2,"04/16/2022"
"213","Ukraine","1V14 battery command and forward observer vehicle",1,0,0,0,1,"04/16/2022"
"214","Ukraine","1V18 'Klyon-1' artillery command and forward observer vehicle",1,0,0,0,1,"04/16/2022"
"215","Ukraine","203mm 2S7 Pion",1,1,1,0,3,"04/16/2022"
"216","Ukraine","220mm BM-27 'Uragan'",2,0,0,0,2,"04/16/2022"
"217","Ukraine","23mm ZU-23",2,0,0,0,2,"04/16/2022"
"218","Ukraine","36D6 'Tin Shield'",0,0,1,1,2,"04/16/2022"
"219","Ukraine","5N63-1 'Flap Lid A' on 40V6M mast (for S-300PT)",1,0,0,0,1,"04/16/2022"
"220","Ukraine","5N63S 'Flap Lid B' (for S-300PS)",0,0,3,0,3,"04/16/2022"
"221","Ukraine","5N66M 'Clam Shell' on 40V6M mast (for S-300PT)",1,0,0,0,1,"04/16/2022"
"222","Ukraine","5P851A (launcher for S-300PT)",0,0,12,0,12,"04/16/2022"
"223","Ukraine","5P85D (launcher for S-300PS)",1,0,1,0,2,"04/16/2022"
"224","Ukraine","5P85D/S (launcher for S-300PS)",0,0,2,0,2,"04/16/2022"
"225","Ukraine","5P85S (launcher for S-300PS)",1,0,4,0,5,"04/16/2022"
"226","Ukraine","9A310M1 TELAR (for Buk-M1)",0,0,2,0,2,"04/16/2022"
"227","Ukraine","9A39M1 TEL (for Buk-M1)",0,0,1,0,1,"04/16/2022"
"228","Ukraine","9K33 Osa",3,0,11,0,14,"04/16/2022"
"229","Ukraine","9K35 Strela-10",1,1,1,1,4,"04/16/2022"
"230","Ukraine","9P148 Konkurs ATGM carrier",2,0,4,0,6,"04/16/2022"
"231","Ukraine","9T217 transloader (for 9K33 Osa)",0,0,1,0,1,"04/16/2022"
"232","Ukraine","9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,0,1,0,1,"04/16/2022"
"233","Ukraine","A1-SM Fury reconnaissance UAV",0,0,2,0,2,"04/16/2022"
"234","Ukraine","An-26 transport aircraft",0,0,1,0,1,"04/16/2022"
"235","Ukraine","AN/TPQ-36 lightweight counter mortar radar",0,1,0,0,1,"04/16/2022"
"236","Ukraine","AN/TPQ-49 lightweight counter mortar radar",1,0,0,0,1,"04/16/2022"
"237","Ukraine","Armed pickup truck",0,0,2,0,2,"04/16/2022"
"238","Ukraine","AT105A 'Saxon'",2,0,0,0,2,"04/16/2022"
"239","Ukraine","BAT-2 heavy engineering vehicle",1,0,0,0,1,"04/16/2022"
"240","Ukraine","Bayraktar TB2 UCAV",0,0,3,0,3,"04/16/2022"
"241","Ukraine","BMD-2",1,0,0,0,1,"04/16/2022"
"242","Ukraine","BMK-150 towing and motor boat",1,0,0,0,1,"04/16/2022"
"243","Ukraine","BMP-1(P)",6,1,23,7,37,"04/16/2022"
"244","Ukraine","BMP-1KSh",0,0,1,0,1,"04/16/2022"
"245","Ukraine","BMP-1TS",0,0,1,0,1,"04/16/2022"
"246","Ukraine","BMP-1U 'Shkval'",1,0,0,0,1,"04/16/2022"
"247","Ukraine","BMP-2",1,1,2,1,5,"04/16/2022"
"248","Ukraine","BRDM-2",21,0,8,1,30,"04/16/2022"
"249","Ukraine","BREM-1 ARV",1,0,0,0,1,"04/16/2022"
"250","Ukraine","BRM-1K",4,1,0,0,5,"04/16/2022"
"251","Ukraine","BSEM-4K",0,0,1,0,1,"04/16/2022"
"252","Ukraine","BTR-3",3,1,5,0,9,"04/16/2022"
"253","Ukraine","BTR-4",18,1,9,2,30,"04/16/2022"
"254","Ukraine","BTR-60",4,0,0,0,4,"04/16/2022"
"255","Ukraine","BTR-70",9,1,1,1,12,"04/16/2022"
"256","Ukraine","BTR-80",13,0,7,0,20,"04/16/2022"
"257","Ukraine","BTR-D",1,0,1,0,2,"04/16/2022"
"258","Ukraine","BTS-4 ARV",2,0,0,0,2,"04/16/2022"
"259","Ukraine","GAZ-3308",1,0,0,0,1,"04/16/2022"
"260","Ukraine","GAZ-66",19,3,15,3,40,"04/16/2022"
"261","Ukraine","Gyurza-M class gunboat",3,0,0,0,3,"04/16/2022"
"262","Ukraine","HMMWV",7,1,6,0,14,"04/16/2022"
"263","Ukraine","HMMWV Ambulance",4,3,0,0,7,"04/16/2022"
"264","Ukraine","Il-76 transport aircraft",0,0,1,0,1,"04/16/2022"
"265","Ukraine","IMR-2 combat engineering vehicle",1,0,0,0,1,"04/16/2022"
"266","Ukraine","Island class patrol boat P190 Slovyansk",0,0,1,0,1,"04/16/2022"
"267","Ukraine","KamAZ",1,1,2,0,4,"04/16/2022"
"268","Ukraine","Kozak-2",8,1,4,1,14,"04/16/2022"
"269","Ukraine","Kozak-2M1",1,0,0,0,1,"04/16/2022"
"270","Ukraine","KrAZ Cobra",1,0,2,0,3,"04/16/2022"
"271","Ukraine","KrAZ Spartan",0,0,4,0,4,"04/16/2022"
"272","Ukraine","KrAZ-255B",4,0,0,0,4,"04/16/2022"
"273","Ukraine","KrAZ-255B with excavator",1,0,0,0,1,"04/16/2022"
"274","Ukraine","KrAZ-260",2,0,0,0,2,"04/16/2022"
"275","Ukraine","KrAZ-5233",4,0,0,0,4,"04/16/2022"
"276","Ukraine","KrAZ-6322",9,1,1,0,11,"04/16/2022"
"277","Ukraine","Krivak III class frigate 'Hetman Sahaydachniy'",0,0,1,0,1,"04/16/2022"
"278","Ukraine","Leleka-100 reconnaissance UAV",2,0,1,0,3,"04/16/2022"
"279","Ukraine","MAZ",2,1,11,2,16,"04/16/2022"
"280","Ukraine","MAZ-537",1,0,1,0,2,"04/16/2022"
"281","Ukraine","MDK-3 trench-digging vehicle",1,0,0,0,1,"04/16/2022"
"282","Ukraine","Mi-2 transport helicopter",1,0,0,0,1,"04/16/2022"
"283","Ukraine","Mi-24 attack helicopter",0,0,1,0,1,"04/16/2022"
"284","Ukraine","Mi-8 transport helicopter",0,0,2,0,2,"04/16/2022"
"285","Ukraine","MiG-29 fighter aircraft",0,0,4,0,4,"04/16/2022"
"286","Ukraine","MT-LB",2,0,2,1,5,"04/16/2022"
"287","Ukraine","MT-LB Ambulance",0,0,0,1,1,"04/16/2022"
"288","Ukraine","MT-LB with ZU-23 AA gun",2,0,1,0,3,"04/16/2022"
"289","Ukraine","MT-LBu",2,1,2,1,6,"04/16/2022"
"290","Ukraine","Novator",2,1,3,0,6,"04/16/2022"
"291","Ukraine","P-14 'Tall King'",0,1,0,0,1,"04/16/2022"
"292","Ukraine","P-19 'Flat Face B'",0,0,1,0,1,"04/16/2022"
"293","Ukraine","P-35/37 'Bar Lock'",0,0,1,0,1,"04/16/2022"
"294","Ukraine","Pr.304 Amur Class command ship 'Donbas' ''U-500''",0,0,1,0,1,"04/16/2022"
"295","Ukraine","PRV-13 'Odd Pair'",0,0,1,0,1,"04/16/2022"
"296","Ukraine","R-410-7,5 tropospheric radio relay communication station",0,0,1,0,1,"04/16/2022"
"297","Ukraine","RKhM 'Kashalot'",1,0,1,0,2,"04/16/2022"
"298","Ukraine","Small patrol boats (Sea Guard)",6,0,0,0,6,"04/16/2022"
"299","Ukraine","SNAR-10 battlefield surveillance radar",1,0,0,0,1,"04/16/2022"
"300","Ukraine","Sorum class seagoing tugboat 'Korets' ''A830 or P186''",1,0,0,0,1,"04/16/2022"
"301","Ukraine","Su-24 attack aircraft",0,0,2,0,2,"04/16/2022"
"302","Ukraine","Su-25 attack aircraft",0,1,4,0,5,"04/16/2022"
"303","Ukraine","Su-27 fighter aircraft",0,0,3,0,3,"04/16/2022"
"304","Ukraine","Su-27/MiG-29 fighter aircraft",0,0,1,0,1,"04/16/2022"
"305","Ukraine","T-64B1M",0,1,0,1,2,"04/16/2022"
"306","Ukraine","T-64BM 'Bulat'",0,0,1,0,1,"04/16/2022"
"307","Ukraine","T-64BM2 'Bulat'",0,0,1,0,1,"04/16/2022"
"308","Ukraine","T-64BV",41,2,32,6,81,"04/16/2022"
"309","Ukraine","T-72 'Ural'",0,1,0,0,1,"04/16/2022"
"310","Ukraine","T-72AMT",3,0,4,0,7,"04/16/2022"
"311","Ukraine","T-72AV",0,0,2,0,2,"04/16/2022"
"312","Ukraine","T-72B",4,0,1,0,5,"04/16/2022"
"313","Ukraine","T-80BV",4,2,0,1,7,"04/16/2022"
"314","Ukraine","TMM-3M1 bridge layer",1,0,0,0,1,"04/16/2022"
"315","Ukraine","Triton",1,0,0,0,1,"04/16/2022"
"316","Ukraine","Tu-141 reconnaissance UAV",0,0,3,0,3,"04/16/2022"
"317","Ukraine","Tu-143 reconnaissance UAV",0,0,1,0,1,"04/16/2022"
"318","Ukraine","UAZ-452",2,0,0,0,2,"04/16/2022"
"319","Ukraine","UAZ-469",4,0,2,0,6,"04/16/2022"
"320","Ukraine","UJ-22 reconnaissance UAV",0,0,1,0,1,"04/16/2022"
"321","Ukraine","Unknown AFV",0,0,8,0,8,"04/16/2022"
"322","Ukraine","Unknown BTR",0,0,0,1,1,"04/16/2022"
"323","Ukraine","Unknown SPG",0,0,1,0,1,"04/16/2022"
"324","Ukraine","Unknown tank",0,0,6,0,6,"04/16/2022"
"325","Ukraine","Unknown towed artillery",0,2,4,0,6,"04/16/2022"
"326","Ukraine","Unknown truck",4,4,19,1,28,"04/16/2022"
"327","Ukraine","Unknown vehicle",0,0,13,0,13,"04/16/2022"
"328","Ukraine","Ural-375D",16,0,1,0,17,"04/16/2022"
"329","Ukraine","Ural-4320",2,0,7,0,9,"04/16/2022"
"330","Ukraine","Varta",11,0,1,0,12,"04/16/2022"
"331","Ukraine","Vepr AFV",1,0,0,0,1,"04/16/2022"
"332","Ukraine","Vepr MRAP",1,0,0,0,1,"04/16/2022"
"333","Ukraine","Weaponised VTOL UAV",0,0,1,0,1,"04/16/2022"
"334","Ukraine","Zhuk class patrol boat (Sea Guard)",2,0,0,0,2,"04/16/2022"
"335","Ukraine","ZiL-130",0,0,1,0,1,"04/16/2022"
"336","Ukraine","ZiL-131",27,0,13,2,42,"04/16/2022"
"337","Ukraine","ZiL-157",1,0,0,0,1,"04/16/2022"
"338","Ukraine","ZSU-23-4 'Shilka'",2,0,0,0,2,"04/16/2022"
