"","country","system","abandoned","damaged","captured","destroyed","total","Date"
"631","Ukraine","KrAZ-MPV Shrek One",0,0,1,1,2,"02/28/2024"
"632","Ukraine","Krivak III-class frigate",0,0,0,1,1,"02/28/2024"
"633","Ukraine","Land Rover Defender",0,0,0,6,6,"02/28/2024"
"634","Ukraine","Lastochka-M",0,0,1,0,1,"02/28/2024"
"635","Ukraine","Leer-2 electronic warfare system",0,1,0,5,6,"02/28/2024"
"636","Ukraine","Leleka-100",0,1,18,37,56,"02/28/2024"
"637","Ukraine","Leopard 2A4",4,9,0,8,21,"02/28/2024"
"638","Ukraine","Leopard 2A6",4,6,0,5,15,"02/28/2024"
"639","Ukraine","Leopard 2R mine-clearing tank",0,2,0,1,3,"02/28/2024"
"640","Ukraine","M-55S",0,1,0,1,2,"02/28/2024"
"641","Ukraine","M1114 and M1151 HMMWV",3,18,10,63,94,"02/28/2024"
"642","Ukraine","M1126 Stryker",1,2,0,7,10,"02/28/2024"
"643","Ukraine","M113G3DK/G4DK",2,1,0,2,5,"02/28/2024"
"644","Ukraine","M1152 HMMWV",0,0,0,15,15,"02/28/2024"
"645","Ukraine","M2A2 Bradley ODS-SA",8,27,2,28,65,"02/28/2024"
"646","Ukraine","M88A1 armoured recovery vehicle",1,0,0,2,3,"02/28/2024"
"647","Ukraine","M998 HMMWV",0,1,11,3,15,"02/28/2024"
"648","Ukraine","MAZ 531605 tanker",0,0,0,3,3,"02/28/2024"
"649","Ukraine","MAZ TZ-500 tanker",0,0,0,3,3,"02/28/2024"
"650","Ukraine","MAZ-5336",0,0,0,1,1,"02/28/2024"
"651","Ukraine","MAZ-537",0,0,1,2,3,"02/28/2024"
"652","Ukraine","MDK-3 trench-digging vehicle",0,1,2,1,4,"02/28/2024"
"653","Ukraine","MLS Shield",0,2,0,1,3,"02/28/2024"
"654","Ukraine","MT-LB",69,50,140,486,745,"02/28/2024"
"655","Ukraine","MT-LB With 14.5mm BPU-1 Turret",0,0,0,2,2,"02/28/2024"
"656","Ukraine","MT-LB with 140mm Ogon-18 MRLS",0,1,0,1,2,"02/28/2024"
"657","Ukraine","MT-LB with 82-mm automatic mortar 2B9 Vasilek",0,1,0,1,2,"02/28/2024"
"658","Ukraine","MT-LB with ZU-23 AA gun",0,1,2,9,12,"02/28/2024"
"659","Ukraine","MT-LB-S Ambulance",1,0,5,17,23,"02/28/2024"
"660","Ukraine","MT-LBM 6MB",1,3,3,7,14,"02/28/2024"
"661","Ukraine","MT-LBu",1,0,6,12,19,"02/28/2024"
"662","Ukraine","Malloy Aeronautics T150 cargo UAV",0,0,3,0,3,"02/28/2024"
"663","Ukraine","Marder 1A3",3,4,0,4,11,"02/28/2024"
"664","Ukraine","Mercedes-Benz Unimog U1300L ambulance",0,0,0,2,2,"02/28/2024"
"665","Ukraine","Merlin-VR",0,0,0,1,1,"02/28/2024"
"666","Ukraine","Mi-14PS maritime helicopter",0,0,0,1,1,"02/28/2024"
"667","Ukraine","Mi-2 training helicopter",0,0,1,2,3,"02/28/2024"
"668","Ukraine","Mi-24 attack helicopter",0,1,0,2,3,"02/28/2024"
"669","Ukraine","Mi-24P attack helicopter",0,0,0,6,6,"02/28/2024"
"670","Ukraine","Mi-24V/P/35M attack helicopter",0,2,0,1,3,"02/28/2024"
"671","Ukraine","Mi-28 attack helicopter",0,2,0,9,11,"02/28/2024"
"672","Ukraine","Mi-35M attack helicopter",0,1,0,9,10,"02/28/2024"
"673","Ukraine","Mi-8 transport helicopter",1,4,1,20,26,"02/28/2024"
"674","Ukraine","MiG-31BM fighter aircraft",0,0,0,1,1,"02/28/2024"
"675","Ukraine","Mohajer-6",0,0,0,2,2,"02/28/2024"
"676","Ukraine","NOTA",0,0,1,0,1,"02/28/2024"
"677","Ukraine","Novator",0,3,5,11,19,"02/28/2024"
"678","Ukraine","Orion",0,0,0,6,6,"02/28/2024"
"679","Ukraine","Orlan-10",0,0,72,96,168,"02/28/2024"
"680","Ukraine","Orlan-10 UCAV",0,0,2,1,3,"02/28/2024"
"681","Ukraine","Orlan-10 jamming UAV",0,0,3,2,5,"02/28/2024"
"682","Ukraine","Orlan-30",0,0,4,6,10,"02/28/2024"
"683","Ukraine","Oshkosh M-ATV",3,4,1,17,25,"02/28/2024"
"684","Ukraine","P-14 'Tall King'",0,1,0,0,1,"02/28/2024"
"685","Ukraine","P-18 'Malakhit'",0,0,1,8,9,"02/28/2024"
"686","Ukraine","P-18 'Spoon Rest D'",0,1,1,5,7,"02/28/2024"
"687","Ukraine","P-18ML long-range VHF surveillance radar",0,1,0,0,1,"02/28/2024"
"688","Ukraine","P-19 'Flat Face B'",0,0,0,2,2,"02/28/2024"
"689","Ukraine","P-230T command vehicle",0,0,0,3,3,"02/28/2024"
"690","Ukraine","P-260-U signals vehicle (for Redut-2US signal and communications system)",0,0,1,1,2,"02/28/2024"
"691","Ukraine","P-35/37 'Bar Lock'",0,0,0,1,1,"02/28/2024"
"692","Ukraine","PD-1",0,0,1,2,3,"02/28/2024"
"693","Ukraine","PPRU-1(M) '9S80(-1)' 'Sborka' (for 9K35 Strela-10)",0,0,1,1,2,"02/28/2024"
"694","Ukraine","PRP-3 with a BMD-2 turret",0,0,0,4,4,"02/28/2024"
"695","Ukraine","PRV-11 'Side Net'",0,0,1,0,1,"02/28/2024"
"696","Ukraine","PRV-13 'Odd Pair'",0,0,1,2,3,"02/28/2024"
"697","Ukraine","PRV-16 'Thin Skin B'",0,0,0,3,3,"02/28/2024"
"698","Ukraine","PTS-2 tracked amphibious transport",0,0,1,0,1,"02/28/2024"
"699","Ukraine","Pbv 501A",0,0,1,8,9,"02/28/2024"
"700","Ukraine","Peugeot P4",0,0,0,2,2,"02/28/2024"
"701","Ukraine","Poseidon H10",0,0,0,1,1,"02/28/2024"
"702","Ukraine","Pr.304 Amur-class command ship",0,0,0,1,1,"02/28/2024"
"703","Ukraine","Project 02510 BK-16E high-speed assault boat",0,0,0,1,1,"02/28/2024"
"704","Ukraine","Project 1164 Slava-class guided missile cruiser",0,0,0,1,1,"02/28/2024"
"705","Ukraine","Project 1171 Tapir-class landing ship",0,0,0,1,1,"02/28/2024"
"706","Ukraine","Project 11770 Serna-class landing craft",0,1,0,1,2,"02/28/2024"
"707","Ukraine","Project 22870 rescue tug",0,0,0,1,1,"02/28/2024"
"708","Ukraine","Project 376 Yaroslavets-class general purpose tugboat",0,0,0,1,1,"02/28/2024"
"709","Ukraine","Project 636.3 Improved Kilo-class submarine",0,1,0,0,1,"02/28/2024"
"710","Ukraine","Project 640 small patrol boat",0,0,0,1,1,"02/28/2024"
"711","Ukraine","Project 775 Ropucha-class landing ship",0,1,0,2,3,"02/28/2024"
"712","Ukraine","R-142N command and staff vehicle",0,0,0,1,1,"02/28/2024"
"713","Ukraine","R-145BM command vehicle",0,0,1,1,2,"02/28/2024"
"714","Ukraine","R-145BM1 command vehicle",0,0,1,5,6,"02/28/2024"
"715","Ukraine","R-149MA1 command and staff vehicle",2,5,29,49,85,"02/28/2024"
"716","Ukraine","R-166-0.5 signals vehicle",0,0,6,18,24,"02/28/2024"
"717","Ukraine","R-330BMV and R-394BMV Borisoglebsk-2B",0,2,1,4,7,"02/28/2024"
"718","Ukraine","R-330ZH Zhitel",0,3,0,14,17,"02/28/2024"
"719","Ukraine","R-381T2M radio monitoring station from a modernised R-381TM Taran-M automatic signals intelligence complex",0,0,1,4,5,"02/28/2024"
"720","Ukraine","R-410-7,5 tropospheric radio relay communication station",0,0,0,1,1,"02/28/2024"
"721","Ukraine","R-934UM",0,0,0,1,1,"02/28/2024"
"722","Ukraine","RB-636AM2 Svet-KU EW system",0,1,0,2,3,"02/28/2024"
"723","Ukraine","RKhM 'Kashalot'",0,2,3,2,7,"02/28/2024"
"724","Ukraine","Remdiesel Z-STS Akhmat",2,4,1,11,18,"02/28/2024"
"725","Ukraine","Repeynik portable counter-UAS radar",0,0,0,1,1,"02/28/2024"
"726","Ukraine","SNAR-10 battlefield surveillance radar",0,0,2,1,3,"02/28/2024"
"727","Ukraine","SNAR-10M1 battlefield surveillance radar",0,2,1,1,4,"02/28/2024"
"728","Ukraine","ST-68U radar",0,0,0,4,4,"02/28/2024"
"729","Ukraine","Shark",0,0,2,9,11,"02/28/2024"
"730","Ukraine","Silok-01 counter-UAV system",0,1,1,3,5,"02/28/2024"
"731","Ukraine","Sisu XA-185",3,3,1,5,12,"02/28/2024"
"732","Ukraine","Sorum-class seagoing tugboat",0,0,1,0,1,"02/28/2024"
"733","Ukraine","Spaitech Sparrow",0,0,3,1,4,"02/28/2024"
"734","Ukraine","Spectator-M1",0,0,2,4,6,"02/28/2024"
"735","Ukraine","Stenka-class patrol boat (Operated by the Sea Guard)",0,0,0,1,1,"02/28/2024"
"736","Ukraine","Stridsvagn 122",4,4,0,1,9,"02/28/2024"
"737","Ukraine","Strizh-3 counter-UAV system",0,0,0,1,1,"02/28/2024"
"738","Ukraine","Su-24M strike aircraft",0,0,0,3,3,"02/28/2024"
"739","Ukraine","Su-24MR tactical reconnaissance aircraft",0,0,0,1,1,"02/28/2024"
"740","Ukraine","Su-27 fighter aircraft",0,0,0,13,13,"02/28/2024"
"741","Ukraine","Su-34 strike aircraft",0,0,0,22,22,"02/28/2024"
"742","Ukraine","Supercam S350",0,0,7,14,21,"02/28/2024"
"743","Ukraine","T-64 mine-clearing tank",1,1,1,1,4,"02/28/2024"
"744","Ukraine","T-64A",0,0,1,1,2,"02/28/2024"
"745","Ukraine","T-64B",0,1,2,2,5,"02/28/2024"
"746","Ukraine","T-64B1M",0,0,7,3,10,"02/28/2024"
"747","Ukraine","T-64BM 'Bulat'",0,3,3,11,17,"02/28/2024"
"748","Ukraine","T-64BM2 'Bulat'",0,1,0,4,5,"02/28/2024"
"749","Ukraine","T-64BV",13,37,50,167,267,"02/28/2024"
"750","Ukraine","T-72 'Ural'",0,1,1,3,5,"02/28/2024"
"751","Ukraine","T-72AMT",2,5,6,11,24,"02/28/2024"
"752","Ukraine","T-72AV",7,7,6,26,46,"02/28/2024"
"753","Ukraine","T-72B",26,26,74,257,383,"02/28/2024"
"754","Ukraine","T-72B Obr. 2022",23,20,0,40,83,"02/28/2024"
"755","Ukraine","T-72B3 Obr. 2016",12,21,102,135,270,"02/28/2024"
"756","Ukraine","T-72B3 Obr. 2022",6,6,0,28,40,"02/28/2024"
"757","Ukraine","T-72EA",0,1,1,4,6,"02/28/2024"
"758","Ukraine","T-80BV",63,80,85,365,593,"02/28/2024"
"759","Ukraine","T-80BVM Obr. 2022",3,3,0,7,13,"02/28/2024"
"760","Ukraine","T-80UE-1",0,0,4,3,7,"02/28/2024"
"761","Ukraine","T-80UK",1,0,1,1,3,"02/28/2024"
"762","Ukraine","T-80UM2",0,0,0,1,1,"02/28/2024"
"763","Ukraine","T-90A",4,3,9,23,39,"02/28/2024"
"764","Ukraine","T-90M",15,26,3,33,77,"02/28/2024"
"765","Ukraine","TZM-T reloader vehicle (for TOS-1A)",1,0,4,4,9,"02/28/2024"
"766","Ukraine","Takhion",0,0,5,1,6,"02/28/2024"
"767","Ukraine","Torn(-MDM)",0,0,1,0,1,"02/28/2024"
"768","Ukraine","Triton-1",0,0,3,0,3,"02/28/2024"
"769","Ukraine","Truck-based support equipment (for S-400)",0,0,0,1,1,"02/28/2024"
"770","Ukraine","UAZ-23632 pickup truck",0,0,3,7,10,"02/28/2024"
"771","Ukraine","UAZ-23632-148-64 armed pickup truck",0,0,0,7,7,"02/28/2024"
"772","Ukraine","UAZ-469 jeep",2,2,6,8,18,"02/28/2024"
"773","Ukraine","UJ-22",0,0,0,2,2,"02/28/2024"
"774","Ukraine","UR-67 mine clearing charge on BTR-D APC",0,0,1,0,1,"02/28/2024"
"775","Ukraine","UR-77 'Meteorit' mine clearing vehicle",1,0,18,13,32,"02/28/2024"
"776","Ukraine","Unknown AFV",12,20,2,201,235,"02/28/2024"
"777","Ukraine","Unknown BTR",0,0,0,3,3,"02/28/2024"
"778","Ukraine","Unknown BTR-D/BMD-2",0,0,0,9,9,"02/28/2024"
"779","Ukraine","Unknown Buk M1-2/M2/M3 TEL(AR)",0,1,0,10,11,"02/28/2024"
"780","Ukraine","Unknown IMV",0,1,0,5,6,"02/28/2024"
"781","Ukraine","Unknown SPG",0,5,0,27,32,"02/28/2024"
"782","Ukraine","Unknown T-64",0,0,0,1,1,"02/28/2024"
"783","Ukraine","Unknown T-72",7,19,3,109,138,"02/28/2024"
"784","Ukraine","Unknown T-80",2,4,1,6,13,"02/28/2024"
"785","Ukraine","Unknown communications station",0,0,0,1,1,"02/28/2024"
"786","Ukraine","Unknown communications station based on the KamAZ 6x6",0,0,0,5,5,"02/28/2024"
"787","Ukraine","Unknown counter mortar/battery radar",0,1,0,0,1,"02/28/2024"
"788","Ukraine","Unknown fuel tanker",0,0,0,5,5,"02/28/2024"
"789","Ukraine","Unknown helicopter",0,0,0,2,2,"02/28/2024"
"790","Ukraine","Unknown reconnaissance UAV",0,0,1,2,3,"02/28/2024"
"791","Ukraine","Unknown tank",3,3,0,38,44,"02/28/2024"
"792","Ukraine","Unknown towed artillery",0,10,0,26,36,"02/28/2024"
"793","Ukraine","Unknown truck",1,2,3,56,62,"02/28/2024"
"794","Ukraine","Unknown vehicle",0,1,0,37,38,"02/28/2024"
"795","Ukraine","Ural Federal",0,0,7,18,25,"02/28/2024"
"796","Ukraine","Ural-375D",0,0,0,1,1,"02/28/2024"
"797","Ukraine","Ural-4320",14,41,150,658,863,"02/28/2024"
"798","Ukraine","Ural-4320 KET-L recovery vehicle",0,0,2,2,4,"02/28/2024"
"799","Ukraine","Ural-4320 KT-L recovery vehicle",0,0,2,5,7,"02/28/2024"
"800","Ukraine","Ural-4320 with EOV-3521 excavator",0,1,1,4,6,"02/28/2024"
"801","Ukraine","Ural-4320 with KS-3574M3 or KS-3574M crane",0,0,1,3,4,"02/28/2024"
"802","Ukraine","Ural-542301 tank transporter",0,0,0,1,1,"02/28/2024"
"803","Ukraine","VAB",3,5,0,14,22,"02/28/2024"
"804","Ukraine","Varta",0,2,24,10,36,"02/28/2024"
"805","Ukraine","Vepr",0,0,1,2,3,"02/28/2024"
"806","Ukraine","Vityaz DT-10PM articulated tracked carrier",0,0,0,1,1,"02/28/2024"
"807","Ukraine","Vityaz DT-30 articulated tracked carrier",0,2,3,1,6,"02/28/2024"
"808","Ukraine","Wolfhound Protected Patrol",0,0,0,5,5,"02/28/2024"
"809","Ukraine","YPR-765",7,10,4,45,66,"02/28/2024"
"810","Ukraine","ZALA 421-16<U+0415>",0,0,14,33,47,"02/28/2024"
"811","Ukraine","ZSU-23-4 Shilka",2,2,7,3,14,"02/28/2024"
"812","Ukraine","ZiL-130",0,0,1,6,7,"02/28/2024"
"813","Ukraine","ZiL-131",2,4,39,99,144,"02/28/2024"
"814","Ukraine","ZiL-131 tanker",1,1,1,3,6,"02/28/2024"
"815","Ukraine","ZiL-131-based KShM KUNG command vehicle",0,0,0,1,1,"02/28/2024"
"816","Ukraine","ZiL-157",0,0,2,0,2,"02/28/2024"
"817","Ukraine","ZiL-181",0,0,0,1,1,"02/28/2024"
