"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1","Russia","(Unknown) vehicle",1,6,0,0,7,2022-03-22
"2","Russia","100mm MT-12 anti-tank gun",1,0,0,0,1,2022-03-22
"3","Russia","120mm 2B11/2S12",4,0,0,0,4,2022-03-22
"4","Russia","120mm 2B11/2S12A",1,0,0,0,1,2022-03-22
"5","Russia","120mm 2B16 Nona-K howitzer",1,0,2,0,3,2022-03-22
"6","Russia","120mm 2S34 Khosta",1,0,0,0,1,2022-03-22
"7","Russia","120mm 2S9 Nona",3,2,1,0,6,2022-03-22
"8","Russia","122mm 2B17 Tornado-G",0,1,0,0,1,2022-03-22
"9","Russia","122mm 2S1 Gvozdika",3,2,1,0,6,2022-03-22
"10","Russia","122mm BM-21 'Grad'",10,8,5,2,25,2022-03-22
"11","Russia","122mm D-30 howitzer 2A18",5,1,3,0,9,2022-03-22
"12","Russia","152mm 2A65 Msta-B howitzer",2,4,1,2,9,2022-03-22
"13","Russia","152mm 2S19 Msta-S",7,5,9,0,21,2022-03-22
"14","Russia","152mm 2S3 Akatsiya",2,2,3,1,8,2022-03-22
"15","Russia","152mm 2S33 Msta-SM2",3,0,0,0,3,2022-03-22
"16","Russia","1V119 artillery fire direction vehicle",5,1,0,0,6,2022-03-22
"17","Russia","1V13 battery fire control center",1,0,1,0,2,2022-03-22
"18","Russia","220mm BM-27 'Uragan'",2,3,0,0,5,2022-03-22
"19","Russia","220mm TOS-1A",1,0,0,0,1,2022-03-22
"20","Russia","23mm ZU-23",2,0,0,0,2,2022-03-22
"21","Russia","2K22M1 Tunguska",0,2,5,1,8,2022-03-22
"22","Russia","2S1 with ZU-23 AA gun",1,0,0,0,1,2022-03-22
"23","Russia","9A310M1 TELAR (for Buk-M1-2)",0,2,0,1,3,2022-03-22
"24","Russia","9A310M2 TELAR (for Buk-M2)",0,4,0,0,4,2022-03-22
"25","Russia","9A330 Tor TLAR (for 9K330 Tor-M)",2,0,2,1,5,2022-03-22
"26","Russia","9A331 TLAR (for 9K331 Tor-M1)",1,4,1,0,6,2022-03-22
"27","Russia","9A331M TLAR (for 9K332 Tor-M2)",1,1,0,0,2,2022-03-22
"28","Russia","9A39M1 TEL (for Buk-M1-2)",0,1,0,0,1,2022-03-22
"29","Russia","9A39M2 TEL (for Buk-M2)",0,2,0,0,2,2022-03-22
"30","Russia","9K33 Osa",2,2,2,1,7,2022-03-22
"31","Russia","9K333 Verba",1,0,0,0,1,2022-03-22
"32","Russia","9K35 Strela-10",3,0,3,0,6,2022-03-22
"33","Russia","9K38 Igla",4,0,0,0,4,2022-03-22
"34","Russia","9M111 Fagot",3,0,0,0,3,2022-03-22
"35","Russia","9M113 Konkurs",14,0,0,0,14,2022-03-22
"36","Russia","9M113M Konkurs-M",1,0,0,0,1,2022-03-22
"37","Russia","9M114 Kokon",0,0,2,0,2,2022-03-22
"38","Russia","9P149 Shturm-S ATGM carrier",2,3,2,0,7,2022-03-22
"39","Russia","9S18М1(-3) (for Buk-M3)",0,1,0,0,1,2022-03-22
"40","Russia","9T217 transloader (for 9K33 Osa)",1,1,0,0,2,2022-03-22
"41","Russia","9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,1,0,0,1,2022-03-22
"42","Russia","9М131 Metis-M",1,0,0,0,1,2022-03-22
"43","Russia","9М131F Metis-M1",1,0,0,0,1,2022-03-22
"44","Russia","An-26 transport aircraft",0,1,0,0,1,2022-03-22
"45","Russia","Armoured SUV",1,0,0,1,2,2022-03-22
"46","Russia","Barnaul-T 9С932-1 automated system for air defence units",2,0,1,0,3,2022-03-22
"47","Russia","BAT-2 heavy engineering vehicle",0,1,0,0,1,2022-03-22
"48","Russia","BMD-1KSh-A command vehicle",0,1,0,0,1,2022-03-22
"49","Russia","BMD-2",28,18,7,2,55,2022-03-22
"50","Russia","BMD-4M",9,5,1,0,15,2022-03-22
"51","Russia","BMP-1(P)",11,10,0,1,22,2022-03-22
"52","Russia","BMP-1Khs",0,0,1,0,1,2022-03-22
"53","Russia","BMP-2",21,46,13,5,85,2022-03-22
"54","Russia","BMP-2K",0,0,1,0,1,2022-03-22
"55","Russia","BMP-3",12,18,0,1,31,2022-03-22
"56","Russia","BREM-1 armoured recovery vehicle",1,0,0,0,1,2022-03-22
"57","Russia","BREM-Ch ''BREM-4'' armoured recovery vehicle",1,1,0,0,2,2022-03-22
"58","Russia","BREM-K armoured recovery vehicle",2,0,0,0,2,2022-03-22
"59","Russia","BRM-1K",0,4,0,0,4,2022-03-22
"60","Russia","BTR-80",21,17,5,1,44,2022-03-22
"61","Russia","BTR-82A",10,22,8,3,43,2022-03-22
"62","Russia","BTR-D",14,5,8,0,27,2022-03-22
"63","Russia","BTR-D APC with UR-67 mine clearing charge",1,0,0,0,1,2022-03-22
"64","Russia","BTR-MDM 'Rakushka'",5,0,0,0,5,2022-03-22
"65","Russia","BTR-ZD 'Skrezhet'",1,0,0,0,1,2022-03-22
"66","Russia","E95M target drone (likely used as unmanned bait in order for Ukraine to reveal the location of air defence systems)",1,0,0,0,1,2022-03-22
"67","Russia","Eleron-3 reconnaissance UAV",3,0,0,0,3,2022-03-22
"68","Russia","Fara ground surveillance radar",1,0,0,0,1,2022-03-22
"69","Russia","Forpost reconnaissance UAV",0,1,0,0,1,2022-03-22
