"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"82",NA,"T-64BV",0,5,6,1,12,2022-02-28
"83",NA,"T-72B",0,1,3,1,5,2022-02-28
"84",NA,"T-72B Obr. 1989",1,0,1,0,2,2022-02-28
"85",NA,"T-72B3",1,3,0,1,5,2022-02-28
"86",NA,"T-72B3M",2,4,4,0,10,2022-02-28
"87",NA,"T-80BV",3,1,3,1,8,2022-02-28
"88",NA,"T-80BVM",0,1,0,0,1,2022-02-28
"89",NA,"T-80U",2,2,3,0,7,2022-02-28
"90",NA,"T-80UD",1,0,0,0,1,2022-02-28
"91",NA,"T-90A",0,2,3,0,5,2022-02-28
"92",NA,"TMM-3 bridge layer",4,1,0,0,5,2022-02-28
"93",NA,"Tor-M2",0,1,0,0,1,2022-02-28
"94",NA,"UAZ-469",1,0,0,0,1,2022-02-28
"95",NA,"Unknown BTR",0,0,1,0,1,2022-02-28
"96",NA,"Unknown BTR-D/BMD-2",0,6,0,0,6,2022-02-28
"97",NA,"Unknown supply truck",0,1,0,0,1,2022-02-28
"98",NA,"Unknown truck",1,3,1,0,5,2022-02-28
"99",NA,"Unknown vehicle",0,4,0,0,4,2022-02-28
"100",NA,"UR-77 'Meterorit'",0,0,1,0,1,2022-02-28
"101",NA,"Ural Federal",0,1,2,0,3,2022-02-28
"102",NA,"Ural-375D",1,1,0,0,2,2022-02-28
"103",NA,"Ural-4320",18,9,4,3,34,2022-02-28
"104",NA,"Ural-4320 Wrecker",1,0,0,1,2,2022-02-28
"105",NA,"Ural-43206",2,0,0,0,2,2022-02-28
"106",NA,"Varta",4,0,0,0,4,2022-02-28
"107",NA,"ZiL-131",0,4,1,0,5,2022-02-28
