"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1",NA,"120mm 2B11/2S12",1,0,0,0,1,2022-02-28
"2",NA,"120mm 2B11/2S12A",1,0,0,0,1,2022-02-28
"3",NA,"120mm 2S9 Nona",0,1,0,0,1,2022-02-28
"4",NA,"122mm 2S1 Gvozdika",2,2,1,0,5,2022-02-28
"5",NA,"122mm BM-21 'Grad'",3,2,0,1,6,2022-02-28
"6",NA,"152mm 2A65 Msta-B howitzer",2,2,2,1,7,2022-02-28
"7",NA,"152mm 2S19 Msta-S",1,0,1,0,2,2022-02-28
"8",NA,"152mm 2S3 Akatsiya",0,0,2,0,2,2022-02-28
"9",NA,"1L22 'Parol'",0,1,0,1,2,2022-02-28
"10",NA,"1V13 battery fire control center",0,0,1,0,1,2022-02-28
"11",NA,"2K22M1 Tunguska",0,0,2,1,3,2022-02-28
"12",NA,"2S1 Gvozdika with ZU-23 AA gun",1,0,0,0,1,2022-02-28
"13",NA,"5P85D (launcher for S-300PS)",0,1,0,0,1,2022-02-28
"14",NA,"9A310M1 TELAR (for Buk-M1-2)",0,2,0,1,3,2022-02-28
"15",NA,"9A39M1 TEL (for Buk-M1-2)",0,2,0,0,2,2022-02-28
"16",NA,"9K310 Igla-1",2,0,0,0,2,2022-02-28
"17",NA,"9K33 Osa",0,4,2,0,6,2022-02-28
"18",NA,"9K35 Strela-10",1,1,2,0,4,2022-02-28
"19",NA,"9K38 Igla",2,0,0,0,2,2022-02-28
"20",NA,"9M113 Konkurs",2,0,0,0,2,2022-02-28
"21",NA,"9P148 Konkurs ATGM carrier",1,2,0,0,3,2022-02-28
"22",NA,"9P149 Shturm-S ATGM carrier",0,1,0,0,1,2022-02-28
"23",NA,"9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,1,0,0,1,2022-02-28
"24",NA,"9М131F Metis-M1",1,0,0,0,1,2022-02-28
"25",NA,"An-26 transport aircraft",0,2,0,0,2,2022-02-28
"26",NA,"Armoured KamAZ 6x6",0,1,0,0,1,2022-02-28
"27",NA,"BMD-2",2,1,5,2,10,2022-02-28
"28",NA,"BMD-4M",0,1,1,0,2,2022-02-28
"29",NA,"BMP-1",0,3,4,0,7,2022-02-28
"30",NA,"BMP-1Khs",0,0,1,0,1,2022-02-28
"31",NA,"BMP-2",4,6,9,4,23,2022-02-28
"32",NA,"BMP-3",2,0,2,0,4,2022-02-28
"33",NA,"BRDM-2",2,2,8,0,12,2022-02-28
"34",NA,"BREM-K armoured recovery vehicle",1,0,0,0,1,2022-02-28
"35",NA,"BRM-1K",2,1,0,1,4,2022-02-28
"36",NA,"BSEM-4K",0,1,0,0,1,2022-02-28
"37",NA,"BTR-3",1,1,0,0,2,2022-02-28
"38",NA,"BTR-4",2,4,1,0,7,2022-02-28
"39",NA,"BTR-60",1,0,0,0,1,2022-02-28
"40",NA,"BTR-70",2,0,1,0,3,2022-02-28
"41",NA,"BTR-80",4,3,0,0,7,2022-02-28
"42",NA,"BTR-82A",2,3,4,2,11,2022-02-28
"43",NA,"BTR-D",2,3,5,0,10,2022-02-28
"44",NA,"Buk-M1",0,1,0,0,1,2022-02-28
"45",NA,"GAZ Sobol",0,1,1,0,2,2022-02-28
"46",NA,"GAZ Tigr-M",5,9,1,1,16,2022-02-28
"47",NA,"GAZ-3308",0,0,2,0,2,2022-02-28
"48",NA,"GAZ-66",4,2,3,3,12,2022-02-28
"49",NA,"HMMWV",0,1,0,0,1,2022-02-28
"50",NA,"IMR-2 combat engineering vehicle",0,1,0,0,1,2022-02-28
"51",NA,"Iveco LMV 'Rys'",1,1,0,0,2,2022-02-28
"52",NA,"Ka-52 'Alligator'",0,1,0,1,2,2022-02-28
"53",NA,"KamAZ",0,1,0,0,1,2022-02-28
"54",NA,"KamAZ 6x6",11,25,8,2,46,2022-02-28
"55",NA,"KamAZ-5350 with crane",0,1,0,0,1,2022-02-28
"56",NA,"KamAZ-5350 with EOV-3523 excavator",3,0,0,0,3,2022-02-28
"57",NA,"KamAZ-6350 8x8 artillery tractor",2,2,0,2,6,2022-02-28
"58",NA,"KamAZ-63968 Typhoon",2,1,0,0,3,2022-02-28
"59",NA,"Kozak-2",0,1,0,0,1,2022-02-28
"60",NA,"KrAZ-6322",5,1,0,0,6,2022-02-28
"61",NA,"MAZ",0,3,1,1,5,2022-02-28
"62",NA,"MAZ-537",0,1,0,0,1,2022-02-28
"63",NA,"MBT LAW 'NLAW'",3,0,0,0,3,2022-02-28
"64",NA,"Mi-24",0,1,0,0,1,2022-02-28
"65",NA,"Mi-35M",0,1,0,0,1,2022-02-28
"66",NA,"MT-LB",6,5,2,0,13,2022-02-28
"67",NA,"MT-LB Ambulance",0,0,1,0,1,2022-02-28
"68",NA,"MT-LB with ZU-23 AA gun",0,1,0,0,1,2022-02-28
"69",NA,"MT-LBu",1,1,3,1,6,2022-02-28
"70",NA,"P-14 'Tall King'",0,0,0,1,1,2022-02-28
"71",NA,"P-35/37 'Bar Lock'",0,1,0,0,1,2022-02-28
"72",NA,"Pantsir-S1",1,0,0,0,1,2022-02-28
"73",NA,"PMP floating bridge",0,1,0,0,1,2022-02-28
"74",NA,"PRV-13 'Odd Pair'",0,1,0,0,1,2022-02-28
"75",NA,"R-149MA1 unified command and staff vehicle",2,1,1,0,4,2022-02-28
"76",NA,"R-330BMV Borisoglebsk-2B",0,0,0,1,1,2022-02-28
"77",NA,"R-419L1 communication station",0,0,1,0,1,2022-02-28
"78",NA,"Su-25 attack aircraft",0,2,0,0,2,2022-02-28
"79",NA,"Su-25 strike aircraft",0,1,0,0,1,2022-02-28
"80",NA,"Su-27 fighter aircraft",0,2,0,0,2,2022-02-28
"81",NA,"Su-30SM",0,1,0,0,1,2022-02-28
