"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1","Russia","(Unknown) vehicle",1,3,0,0,4,2022-03-10
"2","Russia","120mm 2B11/2S12",4,0,0,0,4,2022-03-10
"3","Russia","120mm 2B11/2S12A",1,0,0,0,1,2022-03-10
"4","Russia","120mm 2B16 Nona-K howitzer",1,0,0,0,1,2022-03-10
"5","Russia","120mm 2S9 Nona",3,1,1,0,5,2022-03-10
"6","Russia","122mm 2B17 Tornado-G",0,1,0,0,1,2022-03-10
"7","Russia","122mm 2S1 Gvozdika",1,1,1,0,3,2022-03-10
"8","Russia","122mm BM-21 'Grad'",6,5,2,1,14,2022-03-10
"9","Russia","122mm D-30 howitzer 2A18",2,1,3,0,6,2022-03-10
"10","Russia","152mm 2A65 Msta-B howitzer",2,3,1,1,7,2022-03-10
"11","Russia","152mm 2S19 Msta-S",4,2,6,0,12,2022-03-10
"12","Russia","152mm 2S3 Akatsiya",1,1,2,0,4,2022-03-10
"13","Russia","1V119 artillery battalion fire direction vehicle",2,1,0,0,3,2022-03-10
"14","Russia","1V13 battery fire control center",0,0,1,0,1,2022-03-10
"15","Russia","220mm BM-27 'Uragan'",0,1,1,0,2,2022-03-10
"16","Russia","220mm TOS-1A",1,0,0,0,1,2022-03-10
"17","Russia","2K22M1 Tunguska",0,2,4,1,7,2022-03-10
"18","Russia","2S1 with ZU-23 AA gun",1,0,0,0,1,2022-03-10
"19","Russia","9A310M1 TELAR (for Buk-M1-2)",0,1,0,1,2,2022-03-10
"20","Russia","9A310M2 TELAR (for Buk-M2)",0,3,0,0,3,2022-03-10
"21","Russia","9A330 Tor TLAR (for 9K330 Tor-M)",2,0,1,0,3,2022-03-10
"22","Russia","9A331 TLAR (for 9K331 Tor-M1)",1,1,1,0,3,2022-03-10
"23","Russia","9A331M TLAR (for 9K332 Tor-M2)",1,1,0,0,2,2022-03-10
"24","Russia","9A39M1 TEL (for Buk-M1-2)",0,1,0,0,1,2022-03-10
"25","Russia","9A39M2 TEL (for Buk-M2)",0,1,0,0,1,2022-03-10
"26","Russia","9K33 Osa",2,2,2,1,7,2022-03-10
"27","Russia","9K333 Verba",2,0,0,0,2,2022-03-10
"28","Russia","9K35 Strela-10",1,0,3,0,4,2022-03-10
"29","Russia","9K38 Igla",2,0,0,0,2,2022-03-10
"30","Russia","9M111 Fagot",3,0,0,0,3,2022-03-10
"31","Russia","9M113 Konkurs",14,0,0,0,14,2022-03-10
"32","Russia","9M113M Konkurs-M",1,0,0,0,1,2022-03-10
"33","Russia","9M114 Kokon",1,0,0,0,1,2022-03-10
"34","Russia","9P149 Shturm-S ATGM carrier",0,1,1,0,2,2022-03-10
"35","Russia","9S18М1(-1) (for Buk-M1-2)",0,1,0,0,1,2022-03-10
"36","Russia","9T217 transloader (for 9K33 Osa)",0,1,0,0,1,2022-03-10
"37","Russia","9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,1,0,0,1,2022-03-10
"38","Russia","9М131F Metis-M1",1,0,0,0,1,2022-03-10
"39","Russia","An-26 transport aircraft",0,1,0,0,1,2022-03-10
"40","Russia","Barnaul-T 9С932-1 automated system for air defence units",1,0,1,0,2,2022-03-10
"41","Russia","BAT-2 heavy engineering vehicle",0,1,0,0,1,2022-03-10
"42","Russia","BMD-2",21,14,5,2,42,2022-03-10
"43","Russia","BMD-4M",5,1,1,0,7,2022-03-10
"44","Russia","BMP-1(P)",4,5,0,0,9,2022-03-10
"45","Russia","BMP-1Khs",0,0,1,0,1,2022-03-10
"46","Russia","BMP-2",17,22,12,5,56,2022-03-10
"47","Russia","BMP-2K",0,0,1,0,1,2022-03-10
"48","Russia","BMP-3",8,9,0,1,18,2022-03-10
"49","Russia","BREM-1 armoured recovery vehicle",1,0,0,0,1,2022-03-10
"50","Russia","BREM-Ch ''BREM-4'' armoured recovery vehicle",1,0,0,0,1,2022-03-10
"51","Russia","BREM-K armoured recovery vehicle",2,0,0,0,2,2022-03-10
"52","Russia","BRM-1K",0,3,0,0,3,2022-03-10
"53","Russia","BTR-80",17,9,2,1,29,2022-03-10
"54","Russia","BTR-82A",8,8,5,2,23,2022-03-10
"55","Russia","BTR-D",11,5,7,0,23,2022-03-10
"56","Russia","BTR-MDM 'Rakusha'",4,0,0,0,4,2022-03-10
"57","Russia","E95M target drone (likely used as unmanned bait in order for Ukraine to reveal the location of air defence systems)",1,0,0,0,1,2022-03-10
"58","Russia","Eleron-3 reconnaissance UAV",1,0,0,0,1,2022-03-10
"59","Russia","Fuel train",0,2,0,0,2,2022-03-10
"60","Russia","GAZ Sobol",0,1,1,0,2,2022-03-10
"61","Russia","GAZ Tigr-M",12,14,1,1,28,2022-03-10
"62","Russia","GAZ-3308",0,0,2,0,2,2022-03-10
"63","Russia","GAZ-66",1,0,0,0,1,2022-03-10
"64","Russia","GMZ-3 minelater",1,0,0,0,1,2022-03-10
"65","Russia","IMR-2 combat engineering vehicle",0,1,1,0,2,2022-03-10
"66","Russia","Iveco LMV 'Rys'",1,4,1,0,6,2022-03-10
"67","Russia","K-4386 Typhoon-VDV",0,1,0,0,1,2022-03-10
"68","Russia","K-53949 Typhoon-K 'Linza'",1,0,0,0,1,2022-03-10
"69","Russia","K-53949 Typhoon-L",0,0,1,0,1,2022-03-10
"70","Russia","Ka-52 'Alligator' attack helicopter",0,1,2,2,5,2022-03-10
"71","Russia","KamAZ 4x4",1,0,0,0,1,2022-03-10
"72","Russia","KamAZ 6x6",41,55,14,5,115,2022-03-10
"73","Russia","KamAZ Avtozaks",1,2,0,0,3,2022-03-10
"74","Russia","KamAZ with armoured cabin",0,1,1,0,2,2022-03-10
"75","Russia","KamAZ-5350 with crane",0,1,0,0,1,2022-03-10
"76","Russia","KamAZ-5350 with EOV-3523 excavator",3,1,0,0,4,2022-03-10
"77","Russia","KamAZ-5350 with KS-45719-7M crane",0,1,0,0,1,2022-03-10
"78","Russia","KamAZ-6350 8x8 artillery tractor",2,2,0,2,6,2022-03-10
"79","Russia","KamAZ-63968 'Typhoon'",2,1,0,0,3,2022-03-10
"80","Russia","Mi-24V/P attack helicopter",0,2,0,0,2,2022-03-10
"81","Russia","Mi-35M attack helicopter",0,2,0,0,2,2022-03-10
"82","Russia","Mi-8 transport helicopter",0,2,0,0,2,2022-03-10
"83","Russia","MP-2IM signals vehicle",0,0,1,0,1,2022-03-10
"84","Russia","MT-LB",34,12,10,0,56,2022-03-10
"85","Russia","MT-LB Ambulance",0,1,0,0,1,2022-03-10
"86","Russia","MT-LB with ZU-23 AA gun",0,2,0,0,2,2022-03-10
"87","Russia","MT-LBM 6MB",0,0,1,0,1,2022-03-10
"88","Russia","MT-LBu",2,3,3,0,8,2022-03-10
"89","Russia","Orlan-10 reconnaissance UAV",0,1,0,0,1,2022-03-10
"90","Russia","Pantsir-S1",3,1,1,0,5,2022-03-10
"91","Russia","PMP floating bridge",0,2,0,0,2,2022-03-10
"92","Russia","PTS-3 tracked amphibious transport",0,0,2,0,2,2022-03-10
"93","Russia","R-149MA1 unified command and staff vehicle",3,1,2,1,7,2022-03-10
"94","Russia","R-149MA3 command and staff vehicle",2,0,0,1,3,2022-03-10
"95","Russia","R-166-0.5 signals vehicle",0,1,1,0,2,2022-03-10
"96","Russia","R-330BMV Borisoglebsk-2B",0,0,0,1,1,2022-03-10
"97","Russia","R-419L1 communications station",0,0,1,0,1,2022-03-10
"98","Russia","REM-KL armoured recovery vehicle",1,0,0,0,1,2022-03-10
"99","Russia","Su-25 close air support aircraft",0,5,0,0,5,2022-03-10
"100","Russia","Su-30SM multirole aircraft",0,2,0,0,2,2022-03-10
"101","Russia","Su-34 strike aircraft",0,4,0,0,4,2022-03-10
"102","Russia","T-64BV",1,0,0,1,2,2022-03-10
"103","Russia","T-72A",3,1,0,0,4,2022-03-10
"104","Russia","T-72AV",1,0,0,0,1,2022-03-10
"105","Russia","T-72B",13,8,4,2,27,2022-03-10
"106","Russia","T-72B Obr. 1989",1,1,1,0,3,2022-03-10
"107","Russia","T-72B3",3,3,2,1,9,2022-03-10
"108","Russia","T-72B3 Obr. 2016",22,20,3,0,45,2022-03-10
"109","Russia","T-80BV",3,1,2,0,6,2022-03-10
"110","Russia","T-80BVM",7,3,1,0,11,2022-03-10
"111","Russia","T-80U",16,7,14,1,38,2022-03-10
"112","Russia","T-80UK",0,1,1,0,2,2022-03-10
"113","Russia","T-90A",5,7,3,0,15,2022-03-10
"114","Russia","TMM-3 bridge layer",6,1,3,1,11,2022-03-10
"115","Russia","TZM-T reloader vehicle (for TOS-1A)",2,0,0,0,2,2022-03-10
"116","Russia","UAZ Patriot",0,0,1,0,1,2022-03-10
"117","Russia","UAZ-23632",2,0,0,0,2,2022-03-10
"118","Russia","UAZ-469",1,1,0,0,2,2022-03-10
"119","Russia","Unknown AFV",1,4,0,0,5,2022-03-10
"120","Russia","Unknown BTR-D/BMD-2",0,9,0,0,9,2022-03-10
"121","Russia","Unknown communications station",0,1,0,0,1,2022-03-10
"122","Russia","Unknown communications station based on the KamAZ 6x6",1,0,0,1,2,2022-03-10
"123","Russia","Unknown Mi-24/35 attack helicopter",0,2,0,1,3,2022-03-10
"124","Russia","Unknown tank",0,5,2,0,7,2022-03-10
"125","Russia","Unknown truck",5,15,1,3,24,2022-03-10
"126","Russia","UR-77 'Meterorit' mine clearing vehicle",2,1,1,0,4,2022-03-10
"127","Russia","Ural Federal",0,1,3,0,4,2022-03-10
"128","Russia","Ural-4320",44,29,9,3,85,2022-03-10
"129","Russia","Ural-4320 Wrecker",1,0,0,1,2,2022-03-10
"130","Russia","Ural-43206",8,3,1,0,12,2022-03-10
"131","Russia","Ural-542301 tank transporter",0,0,1,0,1,2022-03-10
"132","Russia","ZiL-131",0,2,2,0,4,2022-03-10
"133","Ukraine","100mm MT-12 anti-tank gun",1,0,1,0,2,2022-03-10
"134","Ukraine","122mm 2S1 Gvozdika",3,3,1,0,7,2022-03-10
"135","Ukraine","122mm D-30 howitzer",0,1,0,0,1,2022-03-10
"136","Ukraine","152mm 2A36 Giatsint-B field-gun",1,0,0,0,1,2022-03-10
"137","Ukraine","152mm 2A65 Msta-B howitzer",0,0,2,0,2,2022-03-10
"138","Ukraine","1L22 'Parol'",0,1,0,1,2,2022-03-10
"139","Ukraine","220mm BM-27 'Uragan'",1,0,0,0,1,2022-03-10
"140","Ukraine","23mm ZU-23",1,0,0,0,1,2022-03-10
"141","Ukraine","5P85D (launcher for S-300PS)",0,1,0,0,1,2022-03-10
"142","Ukraine","5P85S (launcher for S-300PS)",0,1,0,0,1,2022-03-10
