"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1","Russia","(Unknown) vehicle",1,3,0,0,4,2022-03-12
"2","Russia","120mm 2B11/2S12",4,0,0,0,4,2022-03-12
"3","Russia","120mm 2B11/2S12A",1,0,0,0,1,2022-03-12
"4","Russia","120mm 2B16 Nona-K howitzer",1,0,0,0,1,2022-03-12
"5","Russia","120mm 2S9 Nona",3,1,1,0,5,2022-03-12
"6","Russia","122mm 2B17 Tornado-G",0,1,0,0,1,2022-03-12
"7","Russia","122mm 2S1 Gvozdika",1,1,1,0,3,2022-03-12
"8","Russia","122mm BM-21 'Grad'",6,5,2,1,14,2022-03-12
"9","Russia","122mm D-30 howitzer 2A18",2,1,3,0,6,2022-03-12
"10","Russia","152mm 2A65 Msta-B howitzer",2,3,1,1,7,2022-03-12
"11","Russia","152mm 2S19 Msta-S",4,3,9,0,16,2022-03-12
"12","Russia","152mm 2S3 Akatsiya",1,2,2,0,5,2022-03-12
"13","Russia","1V119 artillery battalion fire direction vehicle",2,1,0,0,3,2022-03-12
"14","Russia","1V13 battery fire control center",1,0,1,0,2,2022-03-12
"15","Russia","220mm BM-27 'Uragan'",0,2,1,0,3,2022-03-12
"16","Russia","220mm TOS-1A",1,0,0,0,1,2022-03-12
"17","Russia","23mm ZU-23",2,0,0,0,2,2022-03-12
"18","Russia","2K22M1 Tunguska",0,2,5,1,8,2022-03-12
"19","Russia","2S1 with ZU-23 AA gun",1,0,0,0,1,2022-03-12
"20","Russia","9A310M1 TELAR (for Buk-M1-2)",0,1,0,1,2,2022-03-12
"21","Russia","9A310M2 TELAR (for Buk-M2)",0,3,0,0,3,2022-03-12
"22","Russia","9A330 Tor TLAR (for 9K330 Tor-M)",2,0,1,0,3,2022-03-12
"23","Russia","9A331 TLAR (for 9K331 Tor-M1)",3,1,1,0,5,2022-03-12
"24","Russia","9A331M TLAR (for 9K332 Tor-M2)",1,1,0,0,2,2022-03-12
"25","Russia","9A39M1 TEL (for Buk-M1-2)",0,1,0,0,1,2022-03-12
"26","Russia","9A39M2 TEL (for Buk-M2)",0,1,0,0,1,2022-03-12
"27","Russia","9K33 Osa",2,2,2,1,7,2022-03-12
"28","Russia","9K333 Verba",2,0,0,0,2,2022-03-12
"29","Russia","9K35 Strela-10",1,0,3,0,4,2022-03-12
"30","Russia","9K38 Igla",2,0,0,0,2,2022-03-12
"31","Russia","9M111 Fagot",3,0,0,0,3,2022-03-12
"32","Russia","9M113 Konkurs",14,0,0,0,14,2022-03-12
"33","Russia","9M113M Konkurs-M",1,0,0,0,1,2022-03-12
"34","Russia","9M114 Kokon",1,0,0,0,1,2022-03-12
"35","Russia","9P149 Shturm-S ATGM carrier",0,1,1,0,2,2022-03-12
"36","Russia","9S18М1(-3) (for Buk-M3)",0,1,0,0,1,2022-03-12
"37","Russia","9T217 transloader (for 9K33 Osa)",1,1,0,0,2,2022-03-12
"38","Russia","9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,1,0,0,1,2022-03-12
"39","Russia","9М131F Metis-M1",1,0,0,0,1,2022-03-12
"40","Russia","An-26 transport aircraft",0,1,0,0,1,2022-03-12
"41","Russia","Barnaul-T 9С932-1 automated system for air defence units",2,0,1,0,3,2022-03-12
"42","Russia","BAT-2 heavy engineering vehicle",0,1,0,0,1,2022-03-12
"43","Russia","BMD-2",24,15,5,2,46,2022-03-12
"44","Russia","BMD-4M",5,3,1,0,9,2022-03-12
"45","Russia","BMP-1(P)",6,7,0,0,13,2022-03-12
"46","Russia","BMP-1Khs",0,0,1,0,1,2022-03-12
"47","Russia","BMP-2",17,31,12,5,65,2022-03-12
"48","Russia","BMP-2K",0,0,1,0,1,2022-03-12
"49","Russia","BMP-3",9,9,0,1,19,2022-03-12
"50","Russia","BREM-1 armoured recovery vehicle",1,0,0,0,1,2022-03-12
"51","Russia","BREM-Ch ''BREM-4'' armoured recovery vehicle",1,0,0,0,1,2022-03-12
"52","Russia","BREM-K armoured recovery vehicle",2,0,0,0,2,2022-03-12
"53","Russia","BRM-1K",0,3,0,0,3,2022-03-12
"54","Russia","BTR-80",17,14,3,1,35,2022-03-12
"55","Russia","BTR-82A",8,11,5,2,26,2022-03-12
"56","Russia","BTR-D",10,5,8,0,23,2022-03-12
"57","Russia","BTR-MDM 'Rakushka'",4,0,0,0,4,2022-03-12
"58","Russia","BTR-ZD 'Skrezhet'",1,0,0,0,1,2022-03-12
"59","Russia","E95M target drone (likely used as unmanned bait in order for Ukraine to reveal the location of air defence systems)",1,0,0,0,1,2022-03-12
"60","Russia","Eleron-3 reconnaissance UAV",1,0,0,0,1,2022-03-12
"61","Russia","Forpost reconnaissance UAV",0,1,0,0,1,2022-03-12
"62","Russia","Fuel train",0,2,0,0,2,2022-03-12
"63","Russia","GAZ Sobol",0,1,1,0,2,2022-03-12
"64","Russia","GAZ Tigr-M",12,15,1,1,29,2022-03-12
"65","Russia","GAZ-3308",0,0,2,0,2,2022-03-12
"66","Russia","GAZ-66",3,0,0,0,3,2022-03-12
"67","Russia","GMZ-3 minelayer",1,0,0,0,1,2022-03-12
"68","Russia","IMR-2 combat engineering vehicle",0,1,1,0,2,2022-03-12
"69","Russia","Iveco LMV 'Rys'",1,4,1,0,6,2022-03-12
"70","Russia","K-4386 Typhoon-VDV",0,1,0,0,1,2022-03-12
"71","Russia","K-53949 'Linza'",1,0,0,0,1,2022-03-12
"72","Russia","K-53949 Typhoon-K",1,0,1,0,2,2022-03-12
"73","Russia","Ka-52 'Alligator' attack helicopter",0,2,2,2,6,2022-03-12
"74","Russia","KamAZ 4x4",1,0,0,0,1,2022-03-12
"75","Russia","KamAZ 6x6",48,62,14,6,130,2022-03-12
"76","Russia","KamAZ Avtozaks",1,2,0,0,3,2022-03-12
"77","Russia","KamAZ with armoured cabin",0,1,1,0,2,2022-03-12
"78","Russia","KamAZ-5350 with crane",0,1,0,0,1,2022-03-12
"79","Russia","KamAZ-5350 with EOV-3523 excavator",3,2,0,0,5,2022-03-12
"80","Russia","KamAZ-5350 with KS-45719-7M crane",0,1,0,0,1,2022-03-12
"81","Russia","KamAZ-6350 8x8 artillery tractor",2,2,0,2,6,2022-03-12
"82","Russia","KamAZ-63968 'Typhoon'",2,1,0,0,3,2022-03-12
"83","Russia","Mi-24V/P attack helicopter",0,2,0,0,2,2022-03-12
"84","Russia","Mi-28 attack helicopter",0,1,0,0,1,2022-03-12
"85","Russia","Mi-35M attack helicopter",0,2,0,0,2,2022-03-12
"86","Russia","Mi-8 transport helicopter",0,3,0,0,3,2022-03-12
"87","Russia","MP-2IM signals vehicle",0,0,1,0,1,2022-03-12
"88","Russia","MT-LB",34,12,11,0,57,2022-03-12
"89","Russia","MT-LB Ambulance",0,1,0,0,1,2022-03-12
"90","Russia","MT-LB with ZU-23 AA gun",0,2,0,0,2,2022-03-12
"91","Russia","MT-LBM 6MB",0,0,1,0,1,2022-03-12
"92","Russia","MT-LBu",2,3,3,0,8,2022-03-12
"93","Russia","Orlan-10 reconnaissance UAV",0,1,0,0,1,2022-03-12
"94","Russia","Pantsir-S1",3,2,1,0,6,2022-03-12
"95","Russia","PMP floating bridge",0,2,0,0,2,2022-03-12
"96","Russia","PTS-3 tracked amphibious transport",0,0,2,0,2,2022-03-12
"97","Russia","R-149MA1 unified command and staff vehicle",3,1,2,1,7,2022-03-12
"98","Russia","R-149MA3 command and staff vehicle",2,0,0,1,3,2022-03-12
"99","Russia","R-166-0.5 signals vehicle",0,1,1,0,2,2022-03-12
"100","Russia","R-330BMV Borisoglebsk-2B",0,0,0,1,1,2022-03-12
"101","Russia","R-419L1 communications station",0,0,1,0,1,2022-03-12
"102","Russia","REM-KL armoured recovery vehicle",1,0,0,0,1,2022-03-12
"103","Russia","Su-25 close air support aircraft",0,5,0,0,5,2022-03-12
"104","Russia","Su-30SM multirole aircraft",0,2,0,0,2,2022-03-12
"105","Russia","Su-34 strike aircraft",0,4,0,0,4,2022-03-12
"106","Russia","T-64BV",1,0,0,1,2,2022-03-12
"107","Russia","T-72A",5,2,0,0,7,2022-03-12
"108","Russia","T-72AV",0,2,0,0,2,2022-03-12
"109","Russia","T-72B",20,9,6,3,38,2022-03-12
"110","Russia","T-72B Obr. 1989",1,1,2,0,4,2022-03-12
"111","Russia","T-72B3",3,3,3,1,10,2022-03-12
"112","Russia","T-72B3 Obr. 2016",22,22,5,0,49,2022-03-12
"113","Russia","T-80BV",3,1,2,0,6,2022-03-12
"114","Russia","T-80BVM",8,3,1,0,12,2022-03-12
"115","Russia","T-80U",18,7,14,1,40,2022-03-12
"116","Russia","T-80UK",0,1,1,0,2,2022-03-12
"117","Russia","T-90A",5,7,3,0,15,2022-03-12
"118","Russia","TMM-3 bridge layer",6,1,3,1,11,2022-03-12
"119","Russia","TZM-T reloader vehicle (for TOS-1A)",2,0,0,0,2,2022-03-12
"120","Russia","UAZ Patriot",0,0,1,0,1,2022-03-12
"121","Russia","UAZ-23632",2,0,0,0,2,2022-03-12
"122","Russia","UAZ-469",1,1,0,0,2,2022-03-12
"123","Russia","Unknown AFV",1,10,0,0,11,2022-03-12
"124","Russia","Unknown BTR-D/BMD-2",0,9,0,0,9,2022-03-12
"125","Russia","Unknown communications station",0,1,0,0,1,2022-03-12
"126","Russia","Unknown communications station based on the KamAZ 6x6",1,0,0,1,2,2022-03-12
"127","Russia","Unknown Mi-24/35 attack helicopter",0,2,0,1,3,2022-03-12
"128","Russia","Unknown tank",0,5,2,1,8,2022-03-12
"129","Russia","Unknown truck",5,16,2,3,26,2022-03-12
"130","Russia","UR-77 'Meterorit' mine clearing vehicle",2,1,1,0,4,2022-03-12
"131","Russia","Ural Federal",0,1,3,0,4,2022-03-12
"132","Russia","Ural-4320",46,35,10,3,94,2022-03-12
"133","Russia","Ural-4320 Wrecker",1,0,0,1,2,2022-03-12
"134","Russia","Ural-43206",9,3,1,0,13,2022-03-12
"135","Russia","Ural-542301 tank transporter",0,0,1,0,1,2022-03-12
"136","Russia","ZALA Aero KUB-BLA loitering munition",0,1,0,0,1,2022-03-12
"137","Russia","ZiL-131",0,2,2,0,4,2022-03-12
"138","Ukraine","100mm MT-12 anti-tank gun",2,0,1,0,3,2022-03-12
"139","Ukraine","122mm 2S1 Gvozdika",3,4,1,0,8,2022-03-12
"140","Ukraine","122mm D-30 howitzer",0,1,0,0,1,2022-03-12
"141","Ukraine","152mm 2A36 Giatsint-B field-gun",0,0,1,0,1,2022-03-12
"142","Ukraine","152mm 2A65 Msta-B howitzer",0,0,2,0,2,2022-03-12
"143","Ukraine","1L22 'Parol'",0,1,0,1,2,2022-03-12
"144","Ukraine","1V18 'Klyon-1' artillery command and forward observer vehicle",1,0,0,0,1,2022-03-12
"145","Ukraine","220mm BM-27 'Uragan'",2,0,0,0,2,2022-03-12
"146","Ukraine","23mm ZU-23",1,0,0,0,1,2022-03-12
"147","Ukraine","5P85D (launcher for S-300PS)",0,1,0,0,1,2022-03-12
"148","Ukraine","5P85S (launcher for S-300PS)",0,1,0,0,1,2022-03-12
"149","Ukraine","9K310 Igla-1",4,0,0,0,4,2022-03-12
"150","Ukraine","9K33 Osa",0,5,0,0,5,2022-03-12
"151","Ukraine","9K35 Strela-10",0,1,0,0,1,2022-03-12
"152","Ukraine","9K38 Igla",2,0,0,0,2,2022-03-12
"153","Ukraine","9M111 Fagot",2,0,0,0,2,2022-03-12
"154","Ukraine","9M113 Konkurs",2,0,0,0,2,2022-03-12
"155","Ukraine","9P148 Konkurs ATGM carrier",1,2,0,0,3,2022-03-12
"156","Ukraine","An-225",0,1,0,0,1,2022-03-12
"157","Ukraine","An-26 transport aircraft",0,1,0,0,1,2022-03-12
"158","Ukraine","AT105A 'Saxon'",1,0,0,0,1,2022-03-12
"159","Ukraine","BAT-2 heavy engineering vehicle",1,0,0,0,1,2022-03-12
"160","Ukraine","BMP-1 BM",0,1,0,0,1,2022-03-12
"161","Ukraine","BMP-1(P)",2,4,5,1,12,2022-03-12
"162","Ukraine","BMP-1Khs",0,1,0,0,1,2022-03-12
"163","Ukraine","BMP-2",1,0,1,0,2,2022-03-12
"164","Ukraine","BRDM-2",10,4,8,0,22,2022-03-12
"165","Ukraine","BRM-1K",3,0,0,1,4,2022-03-12
"166","Ukraine","BSEM-4K",0,1,0,0,1,2022-03-12
"167","Ukraine","BTR-3",2,1,0,0,3,2022-03-12
"168","Ukraine","BTR-4",10,7,2,0,19,2022-03-12
"169","Ukraine","BTR-60",4,0,0,0,4,2022-03-12
"170","Ukraine","BTR-70",4,0,1,0,5,2022-03-12
