"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1","Russia","(Unknown) vehicle",1,6,0,0,7,2022-03-18
"2","Russia","100mm MT-12 anti-tank gun",1,0,0,0,1,2022-03-18
"3","Russia","120mm 2B11/2S12",4,0,0,0,4,2022-03-18
"4","Russia","120mm 2B11/2S12A",1,0,0,0,1,2022-03-18
"5","Russia","120mm 2B16 Nona-K howitzer",1,0,1,0,2,2022-03-18
"6","Russia","120mm 2S34 Khosta",1,0,0,0,1,2022-03-18
"7","Russia","120mm 2S9 Nona",3,1,1,0,5,2022-03-18
"8","Russia","122mm 2B17 Tornado-G",0,1,0,0,1,2022-03-18
"9","Russia","122mm 2S1 Gvozdika",2,2,1,0,5,2022-03-18
"10","Russia","122mm BM-21 'Grad'",9,6,5,1,21,2022-03-18
"11","Russia","122mm D-30 howitzer 2A18",3,1,3,0,7,2022-03-18
"12","Russia","152mm 2A65 Msta-B howitzer",1,3,1,2,7,2022-03-18
"13","Russia","152mm 2S19 Msta-S",5,5,10,0,20,2022-03-18
"14","Russia","152mm 2S3 Akatsiya",1,2,3,0,6,2022-03-18
"15","Russia","152mm 2S33 Msta-SM2",1,0,0,0,1,2022-03-18
"16","Russia","1V119 artillery battalion fire direction vehicle",3,1,0,0,4,2022-03-18
"17","Russia","1V13 battery fire control center",1,0,1,0,2,2022-03-18
"18","Russia","220mm BM-27 'Uragan'",2,3,0,0,5,2022-03-18
"19","Russia","220mm TOS-1A",1,0,0,0,1,2022-03-18
"20","Russia","23mm ZU-23",2,0,0,0,2,2022-03-18
"21","Russia","2K22M1 Tunguska",0,2,5,1,8,2022-03-18
"22","Russia","2S1 with ZU-23 AA gun",1,0,0,0,1,2022-03-18
"23","Russia","9A310M1 TELAR (for Buk-M1-2)",0,2,0,1,3,2022-03-18
"24","Russia","9A310M2 TELAR (for Buk-M2)",0,4,0,0,4,2022-03-18
"25","Russia","9A330 Tor TLAR (for 9K330 Tor-M)",2,0,2,1,5,2022-03-18
"26","Russia","9A331 TLAR (for 9K331 Tor-M1)",1,2,1,0,4,2022-03-18
"27","Russia","9A331M TLAR (for 9K332 Tor-M2)",1,1,0,0,2,2022-03-18
"28","Russia","9A39M1 TEL (for Buk-M1-2)",0,1,0,0,1,2022-03-18
"29","Russia","9A39M2 TEL (for Buk-M2)",0,2,0,0,2,2022-03-18
"30","Russia","9K33 Osa",2,2,2,1,7,2022-03-18
"31","Russia","9K333 Verba",1,0,0,0,1,2022-03-18
"32","Russia","9K35 Strela-10",2,0,3,0,5,2022-03-18
"33","Russia","9K38 Igla",4,0,0,0,4,2022-03-18
"34","Russia","9M111 Fagot",3,0,0,0,3,2022-03-18
"35","Russia","9M113 Konkurs",14,0,0,0,14,2022-03-18
"36","Russia","9M113M Konkurs-M",1,0,0,0,1,2022-03-18
"37","Russia","9M114 Kokon",0,0,2,0,2,2022-03-18
"38","Russia","9P149 Shturm-S ATGM carrier",2,3,2,0,7,2022-03-18
"39","Russia","9S18М1(-3) (for Buk-M3)",0,1,0,0,1,2022-03-18
"40","Russia","9T217 transloader (for 9K33 Osa)",1,1,0,0,2,2022-03-18
"41","Russia","9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,1,0,0,1,2022-03-18
"42","Russia","9М131 Metis-M",1,0,0,0,1,2022-03-18
"43","Russia","9М131F Metis-M1",1,0,0,0,1,2022-03-18
"44","Russia","An-26 transport aircraft",0,1,0,0,1,2022-03-18
"45","Russia","Armoured SUV",1,0,0,1,2,2022-03-18
"46","Russia","Barnaul-T 9С932-1 automated system for air defence units",2,0,1,0,3,2022-03-18
"47","Russia","BAT-2 heavy engineering vehicle",0,1,0,0,1,2022-03-18
"48","Russia","BMD-1KSh-A command vehicle",0,1,0,0,1,2022-03-18
"49","Russia","BMD-2",28,17,7,2,54,2022-03-18
"50","Russia","BMD-4M",8,4,1,0,13,2022-03-18
"51","Russia","BMP-1(P)",8,10,0,1,19,2022-03-18
"52","Russia","BMP-1Khs",0,0,1,0,1,2022-03-18
"53","Russia","BMP-2",19,39,13,5,76,2022-03-18
"54","Russia","BMP-2K",0,0,1,0,1,2022-03-18
"55","Russia","BMP-3",9,17,1,1,28,2022-03-18
"56","Russia","BREM-1 armoured recovery vehicle",1,0,0,0,1,2022-03-18
"57","Russia","BREM-Ch ''BREM-4'' armoured recovery vehicle",1,0,0,0,1,2022-03-18
"58","Russia","BREM-K armoured recovery vehicle",2,0,0,0,2,2022-03-18
"59","Russia","BRM-1K",0,4,0,0,4,2022-03-18
"60","Russia","BTR-80",19,14,5,1,39,2022-03-18
"61","Russia","BTR-82A",9,17,8,3,37,2022-03-18
"62","Russia","BTR-D",13,5,8,0,26,2022-03-18
"63","Russia","BTR-D APC with UR-67 mine clearing charge",1,0,0,0,1,2022-03-18
"64","Russia","BTR-MDM 'Rakushka'",5,0,0,0,5,2022-03-18
"65","Russia","BTR-ZD 'Skrezhet'",1,0,0,0,1,2022-03-18
"66","Russia","E95M target drone (likely used as unmanned bait in order for Ukraine to reveal the location of air defence systems)",1,0,0,0,1,2022-03-18
"67","Russia","Eleron-3 reconnaissance UAV",2,0,0,0,2,2022-03-18
"68","Russia","Fara ground surveillance radar",1,0,0,0,1,2022-03-18
"69","Russia","Forpost reconnaissance UAV",0,1,0,0,1,2022-03-18
"70","Russia","Fuel train",0,2,0,0,2,2022-03-18
"71","Russia","GAZ Sobol",0,1,1,0,2,2022-03-18
"72","Russia","GAZ Tigr-M",15,18,4,4,41,2022-03-18
"73","Russia","GAZ-3308",0,0,3,0,3,2022-03-18
"74","Russia","GAZ-66",4,2,1,0,7,2022-03-18
"75","Russia","GMZ-3 minelayer",1,0,0,0,1,2022-03-18
"76","Russia","IMR-2 combat engineering vehicle",1,1,2,0,4,2022-03-18
"77","Russia","Iveco LMV 'Rys'",1,11,1,1,14,2022-03-18
"78","Russia","K-53949 'Linza'",1,0,0,0,1,2022-03-18
"79","Russia","K-53949 Typhoon-K",2,1,1,0,4,2022-03-18
"80","Russia","Ka-52 'Alligator' attack helicopter",0,3,2,3,8,2022-03-18
"81","Russia","KamAZ 4x4",1,1,1,0,3,2022-03-18
"82","Russia","KamAZ 6x6",57,74,20,7,158,2022-03-18
"83","Russia","KamAZ Avtozaks",1,2,1,0,4,2022-03-18
"84","Russia","KamAZ with armoured cabin",1,1,2,0,4,2022-03-18
"85","Russia","KamAZ-5350 with crane",0,1,0,0,1,2022-03-18
"86","Russia","KamAZ-5350 with EOV-3523 excavator",3,2,0,0,5,2022-03-18
"87","Russia","KamAZ-5350 with KS-45719-7M crane",0,1,0,0,1,2022-03-18
"88","Russia","KamAZ-6350 8x8 artillery tractor",0,3,0,2,5,2022-03-18
"89","Russia","KamAZ-63968 'Typhoon'",2,2,2,0,6,2022-03-18
"90","Russia","Mi-24V/P attack helicopter",0,2,0,0,2,2022-03-18
"91","Russia","Mi-28 attack helicopter",0,1,0,0,1,2022-03-18
"92","Russia","Mi-35M attack helicopter",0,3,0,0,3,2022-03-18
"93","Russia","Mi-8 transport helicopter",0,3,0,0,3,2022-03-18
"94","Russia","MP-2IM signals vehicle",0,0,1,0,1,2022-03-18
"95","Russia","MT-LB",40,24,18,0,82,2022-03-18
"96","Russia","MT-LB Ambulance",0,1,0,0,1,2022-03-18
"97","Russia","MT-LB with ZU-23 AA gun",0,2,0,0,2,2022-03-18
"98","Russia","MT-LBM 6MB",0,0,1,0,1,2022-03-18
"99","Russia","MT-LBu",5,4,3,0,12,2022-03-18
"100","Russia","MTU-72 bridge layer",1,0,0,0,1,2022-03-18
