"","country","system","captured","damaged","destroyed","abandoned","total","Date"
"92","Russia","9A331 TLAR (for 9K331 Tor-M1)",1,3,10,1,15,"05/24/2026"
"93","Russia","9A331M TLAR (for 9K332 Tor-M2)",2,20,26,1,49,"05/24/2026"
"94","Russia","9A331MU TLAR for 9K331MU Tor-M1-2U (Tor-M2U)",0,0,1,0,1,"05/24/2026"
"95","Russia","9A39M1-2 TEL (for Buk-M1-2)",0,2,9,0,11,"05/24/2026"
"96","Russia","9A83M2 TELAR (for S-300V4)",0,0,8,0,8,"05/24/2026"
"97","Russia","9A84-2 TEL (for S-300V4)",0,0,2,0,2,"05/24/2026"
"98","Russia","9A85-2 transloader (for S-300V4)",0,0,1,0,1,"05/24/2026"
"99","Russia","9K132 Shturm-SM",0,0,1,0,1,"05/24/2026"
"100","Russia","9K33 Osa",4,9,25,1,39,"05/24/2026"
"101","Russia","9K331MDT TLAR Tor-M2DT",0,0,3,0,3,"05/24/2026"
"102","Russia","9K334 Gibka-S",0,0,1,0,1,"05/24/2026"
"103","Russia","9K35 Strela-10",4,5,46,2,57,"05/24/2026"
"104","Russia","9P148 Konkurs",0,0,5,0,5,"05/24/2026"
"105","Russia","9P149 Shturm-S",20,2,14,3,39,"05/24/2026"
"106","Russia","9P163M-1 Kornet-T",0,0,2,0,2,"05/24/2026"
"107","Russia","9S18 Kupol (for Buk-M1-2/M2)",0,1,2,0,3,"05/24/2026"
"108","Russia","9S18<U+041C>1(-2) (for Buk-M2)",1,0,0,0,1,"05/24/2026"
"109","Russia","9S18<U+041C>1(-3) (for Buk-M3)",0,0,1,0,1,"05/24/2026"
"110","Russia","9S19M2 (for S-300V)",0,1,1,0,2,"05/24/2026"
"111","Russia","9S32M1 (for S-300V)",0,2,0,0,2,"05/24/2026"
"112","Russia","9S36 (for Buk-M2)",1,1,4,0,6,"05/24/2026"
"113","Russia","9S36M (for Buk-M3)",0,0,5,0,5,"05/24/2026"
"114","Russia","9S470M1 (or variant thereof) command post (for Buk-M1/2)",1,0,1,0,2,"05/24/2026"
"115","Russia","9S470M1 command vehicle for Buk-M1",0,0,1,0,1,"05/24/2026"
"116","Russia","9S932-2 intelligence, control and command vehicle (for Barnaul-T)",1,0,0,0,1,"05/24/2026"
"117","Russia","9S936 command and staff vehicle (for 9K515 'Tornado-S')",0,0,1,0,1,"05/24/2026"
"118","Russia","9T217 transloader (for 9K33 Osa)",2,0,3,0,5,"05/24/2026"
"119","Russia","9T244 transloader (for 9A330/1 Tor)",2,3,4,0,9,"05/24/2026"
"120","Russia","9T248 life support vehicle (for 9K720 'Iskander')",0,0,1,0,1,"05/24/2026"
"121","Russia","9T250 transloader (for 9K720 'Iskander')",0,0,5,0,5,"05/24/2026"
"122","Russia","9T452 transporter-loader (for BM-27 Uragan MRL)",11,0,35,0,46,"05/24/2026"
"123","Russia","AMN-233114 'Tigr-M'",1,0,13,0,14,"05/24/2026"
"124","Russia","AMN-233114 'Tigr-M' with 'Arbalet-DM'",1,0,17,0,18,"05/24/2026"
"125","Russia","AMN-590951 VPK Ural",3,8,58,7,76,"05/24/2026"
"126","Russia","APA-5D airfield starter vehicle",0,0,2,0,2,"05/24/2026"
"127","Russia","APA-80 engine starting vehicle",0,0,1,0,1,"05/24/2026"
"128","Russia","APE-5 command post",0,0,6,0,6,"05/24/2026"
"129","Russia","ARS-14 decontamination and degassing vehicle",2,0,1,0,3,"05/24/2026"
"130","Russia","ASN-233115 'Tigr-M SpN'",26,8,174,3,211,"05/24/2026"
"131","Russia","ASN-233115-0000010-10 Tigr-M SpN",0,0,1,0,1,"05/24/2026"
"132","Russia","AShT-4310 topographic command and staff vehicle",0,0,1,0,1,"05/24/2026"
"133","Russia","An-12 transport aircraft",0,0,1,0,1,"05/24/2026"
"134","Russia","An-22 transport aircraft",0,0,1,0,1,"05/24/2026"
"135","Russia","An-26 transport aircraft",0,2,5,0,7,"05/24/2026"
"136","Russia","Antenna vehicle (for 51U6 'Kasta-2E1' surveillance radar",0,0,2,0,2,"05/24/2026"
"137","Russia","Antenna vehicle based on KamAZ 6x6 (for 35N6 'Kasta' surveillance radar)",0,0,3,0,3,"05/24/2026"
"138","Russia","Antenna vehicle based on Ural-4320 for 35N6 'Kasta' surveillance radar",0,0,1,0,1,"05/24/2026"
"139","Russia","Asteys-7020 'Patrol'",0,1,13,1,15,"05/24/2026"
"140","Russia","Auriga-1.2V portable satellite communications station",1,0,2,0,3,"05/24/2026"
"141","Russia","BAT-2 heavy engineering vehicle",4,4,9,1,18,"05/24/2026"
"142","Russia","BAZ-69092 (for S-400)",0,2,2,0,4,"05/24/2026"
"143","Russia","BMD-1KSh-A command vehicle",4,0,8,0,12,"05/24/2026"
"144","Russia","BMD-2",56,25,304,29,414,"05/24/2026"
"145","Russia","BMD-4M",11,13,142,12,178,"05/24/2026"
"146","Russia","BMD-4M Obr. 2024",0,0,4,0,4,"05/24/2026"
"147","Russia","BMK-130M/BMK-150 towing and motor boat",1,0,0,0,1,"05/24/2026"
"148","Russia","BMK-460 towing and motor boat",0,0,2,6,8,"05/24/2026"
"149","Russia","BMK-MO towing and motor boat",2,2,0,0,4,"05/24/2026"
"150","Russia","BMK-MT towing and motor boat",0,0,2,0,2,"05/24/2026"
"151","Russia","BMM-80 ambulance",0,0,2,0,2,"05/24/2026"
"152","Russia","BMO-T",1,0,3,0,4,"05/24/2026"
"153","Russia","BMP-1 675-sb3KDZ",0,5,54,6,65,"05/24/2026"
"154","Russia","BMP-1 With 14.5mm BPU-1 Turret",0,0,1,0,1,"05/24/2026"
"155","Russia","BMP-1(P)",95,96,714,86,991,"05/24/2026"
"156","Russia","BMP-1AM",9,9,38,5,61,"05/24/2026"
"157","Russia","BMP-1AM 675-sb3KDZ",1,1,66,1,69,"05/24/2026"
"158","Russia","BMP-1KSh command and staff vehicle",5,0,10,0,15,"05/24/2026"
"159","Russia","BMP-1U 'Shkval'",0,2,2,1,5,"05/24/2026"
"160","Russia","BMP-2 675-sb3KDZ",3,39,425,43,510,"05/24/2026"
"161","Russia","BMP-2(K)",223,126,1125,104,1578,"05/24/2026"
"162","Russia","BMP-2D",5,0,13,0,18,"05/24/2026"
"163","Russia","BMP-2M 675-sb3KDZ",0,2,43,2,47,"05/24/2026"
"164","Russia","BMP-2M Berezhok",8,5,33,3,49,"05/24/2026"
"165","Russia","BMP-3",54,49,366,41,510,"05/24/2026"
"166","Russia","BMP-3 4S24 NKDZ",0,1,2,1,4,"05/24/2026"
"167","Russia","BMP-3 688A-sb6-2KP",1,23,233,29,286,"05/24/2026"
"168","Russia","BMP-3 Obr. 2020",13,6,34,3,56,"05/24/2026"
"169","Russia","BMPT Terminator",0,2,1,0,3,"05/24/2026"
"170","Russia","BPM-97",3,0,0,0,3,"05/24/2026"
"171","Russia","BRDM-2",2,0,4,0,6,"05/24/2026"
"172","Russia","BRDM-2-based ZS-82 PsyOps vehicle",1,0,1,0,2,"05/24/2026"
"173","Russia","BRDM-2M/A",0,0,6,0,6,"05/24/2026"
"174","Russia","BRDM-2MS",0,0,1,0,1,"05/24/2026"
"175","Russia","BRDM-2RKhb chemical reconnaissance vehicle",2,0,3,0,5,"05/24/2026"
"176","Russia","BREM-1 armoured recovery vehicle",16,10,67,20,113,"05/24/2026"
"177","Russia","BREM-2 armoured recovery vehicle",1,0,1,0,2,"05/24/2026"
"178","Russia","BREM-Ch ''BREM-4'' armoured recovery vehicle",1,0,3,0,4,"05/24/2026"
"179","Russia","BREM-D armoured recovery vehicle",2,0,1,0,3,"05/24/2026"
"180","Russia","BREM-K armoured recovery vehicle",3,0,1,0,4,"05/24/2026"
"181","Russia","BREM-L armoured recovery vehicle",0,2,7,2,11,"05/24/2026"
"182","Russia","BRM-1 675-sb3KDZ",0,1,1,1,3,"05/24/2026"
"183","Russia","BRM-1(K) reconnaissance vehicle",10,5,36,3,54,"05/24/2026"
"184","Russia","BRM-1KM 675-sb3KDZ",0,0,3,0,3,"05/24/2026"
"185","Russia","BRM-1KM reconnaissance vehicle",1,0,5,0,6,"05/24/2026"
"186","Russia","BTM-3 trench digger",0,0,1,0,1,"05/24/2026"
"187","Russia","BTR-50",0,1,6,1,8,"05/24/2026"
"188","Russia","BTR-50 with BPU-1 turret",0,1,3,2,6,"05/24/2026"
"189","Russia","BTR-60PB",0,1,1,0,2,"05/24/2026"
"190","Russia","BTR-60PU-12command vehicle",1,0,0,0,1,"05/24/2026"
"191","Russia","BTR-70",1,1,28,0,30,"05/24/2026"
"192","Russia","BTR-70M",1,0,26,0,27,"05/24/2026"
"193","Russia","BTR-80",58,14,214,20,306,"05/24/2026"
"194","Russia","BTR-80 with 32G01 'Bumerang-Burevestnik'",0,0,1,0,1,"05/24/2026"
"195","Russia","BTR-80 with 57mm UB-32 unguided aircraft rocket pods",0,1,0,0,1,"05/24/2026"
"196","Russia","BTR-80-based ZS-88 PsyOps vehicle",0,0,1,0,1,"05/24/2026"
"197","Russia","BTR-82A(M)",114,67,674,44,899,"05/24/2026"
"198","Russia","BTR-82AT",15,29,361,28,433,"05/24/2026"
"199","Russia","BTR-D",23,4,74,5,106,"05/24/2026"
"200","Russia","BTR-MDM Rakushka",8,4,41,2,55,"05/24/2026"
"201","Russia","BTR-ZD Skrezhet",1,0,2,0,3,"05/24/2026"
"202","Russia","BTS-4A armoured recovery vehicle",1,6,21,4,32,"05/24/2026"
"203","Russia","BTS-4V armoured recovery vehicle",0,0,2,0,2,"05/24/2026"
"204","Russia","Barnaul-T 9<U+0421>932-1 automated system for air defence units",4,0,4,0,8,"05/24/2026"
"205","Russia","Beriev A-100LL flying laboratory/testbed",0,0,1,0,1,"05/24/2026"
"206","Russia","Beriev A-50",0,0,2,0,2,"05/24/2026"
"207","Russia","Beriev Be-200 amphibious flying boat",0,1,0,0,1,"05/24/2026"
"208","Russia","Coastal link pontoon (for PMP(-M) floating bridge system)",1,0,2,0,3,"05/24/2026"
"209","Russia","Coastal link pontoon (for PP-2005 floating bridge system)",1,0,2,0,3,"05/24/2026"
"210","Russia","Coastal link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",4,0,2,0,6,"05/24/2026"
"211","Russia","Coastal link pontoon (for unknown floating bridge system)",2,1,0,0,3,"05/24/2026"
"212","Russia","Command post (for 'Torn(-MDM)' signals intelligence system)",1,0,0,0,1,"05/24/2026"
"213","Russia","Command post for 35N6 'Kasta' surveillance radar",0,0,2,0,2,"05/24/2026"
"214","Russia","Command post for 51U6 'Kasta-2E1' surveillance radar",0,0,2,0,2,"05/24/2026"
"215","Russia","Command vehicle for Podlet-K1 low-altitude S-band surveillance radar",0,0,1,0,1,"05/24/2026"
"216","Russia","ED2x30-T400-3RA mobile generator",0,1,1,0,2,"05/24/2026"
"217","Russia","EOV-3521 excavator",1,3,25,1,30,"05/24/2026"
"218","Russia","EOV-3523 excavator",3,0,20,0,23,"05/24/2026"
"219","Russia","EOV-4421 excavator",1,2,9,0,12,"05/24/2026"
"220","Russia","Early warning SHF radar Voronezh DM",0,1,0,0,1,"05/24/2026"
"221","Russia","Eleron T-16",1,0,0,0,1,"05/24/2026"
"222","Russia","Fara ground surveillance radar",3,0,1,0,4,"05/24/2026"
"223","Russia","Forpost-RU",0,0,1,0,1,"05/24/2026"
"224","Russia","GAZ-233014 'Tigr'",5,0,8,0,13,"05/24/2026"
"225","Russia","GAZ-233036 SPM-2 'Tigr'",1,0,5,0,6,"05/24/2026"
"226","Russia","GAZ-3308",4,1,32,2,39,"05/24/2026"
"227","Russia","GAZ-3344-20 'Aleut' articulated tracked carrier",0,0,3,0,3,"05/24/2026"
"228","Russia","GAZ-39371 'Vodnik'",2,0,0,0,2,"05/24/2026"
"229","Russia","GAZ-51",1,0,0,0,1,"05/24/2026"
"230","Russia","GAZ-66",13,0,93,0,106,"05/24/2026"
"231","Russia","GAZ-S41A23 'Sadko Next'",0,0,2,0,2,"05/24/2026"
"232","Russia","GMZ-3 minelayer",3,0,6,0,9,"05/24/2026"
"233","Russia","I-613M mobile power supply station",0,0,1,0,1,"05/24/2026"
"234","Russia","IMR-1 combat engineering vehicle",0,0,1,1,2,"05/24/2026"
"235","Russia","IMR-2(M) combat engineering vehicle",12,11,24,13,60,"05/24/2026"
"236","Russia","IMR-3M combat engineering vehicle",1,1,2,0,4,"05/24/2026"
"237","Russia","IRM 'Zhuk' engineer reconnaissance vehicle",1,0,1,0,2,"05/24/2026"
"238","Russia","ISDM Zemledeliye remote mine-laying system",0,0,11,0,11,"05/24/2026"
"239","Russia","Il-22 airborne command post",0,2,1,0,3,"05/24/2026"
"240","Russia","Il-76 transport aircraft",0,2,2,0,4,"05/24/2026"
"241","Russia","Iveco LMV Rys",5,7,26,1,39,"05/24/2026"
"242","Russia","KMV-10V boom crane truck",3,0,5,0,8,"05/24/2026"
"243","Russia","KRVD temporary road deployment kit",0,0,2,0,2,"05/24/2026"
"244","Russia","Ka-27/29 naval attack helicopter",0,0,2,0,2,"05/24/2026"
"245","Russia","Ka-52 Alligator attack helicopter",1,9,47,2,59,"05/24/2026"
"246","Russia","KamAZ 6x6 with 23mm ZU-23-2",2,0,4,0,6,"05/24/2026"
"247","Russia","KamAZ 6x6 with 57mm AZP S-60",0,0,1,0,1,"05/24/2026"
"248","Russia","KamAZ 8x8 (for PP-2005 floating bridge system)",6,1,16,0,23,"05/24/2026"
"249","Russia","KamAZ-43269 'Vystrel'",0,0,3,0,3,"05/24/2026"
"250","Russia","KamAZ-435029 Patrol-A",0,1,2,0,3,"05/24/2026"
"251","Russia","KamAZ-4386 'Typhoon-PVO'",0,0,1,0,1,"05/24/2026"
"252","Russia","KamAZ-5350 with KS-45719-7M crane",2,1,5,0,8,"05/24/2026"
"253","Russia","KamAZ-53501 (for PMP-M floating bridge system)",0,0,4,0,4,"05/24/2026"
"254","Russia","KamAZ-53949 'Feniks'",0,0,1,0,1,"05/24/2026"
"255","Russia","KamAZ-53949 'Typhoon-K' with 5ETs16U 'Okhotnik'",0,0,1,0,1,"05/24/2026"
"256","Russia","KamAZ-53949 Linza",4,2,9,0,15,"05/24/2026"
"257","Russia","KamAZ-53949 Typhoon-K",1,0,13,0,14,"05/24/2026"
"258","Russia","KamAZ-63501 with KS-55729-7M 32-ton crane",0,0,2,0,2,"05/24/2026"
"259","Russia","KamAZ-63968 Typhoon",6,4,19,1,30,"05/24/2026"
"260","Russia","Korsar",0,0,1,0,1,"05/24/2026"
"261","Russia","KrAZ-255 (for PMP floating bridge system)",0,1,8,1,10,"05/24/2026"
"262","Russia","KrAZ-255B",1,1,9,0,11,"05/24/2026"
"263","Russia","KrAZ-255B tanker",1,1,10,0,12,"05/24/2026"
"264","Russia","KrAZ-260",0,0,5,0,5,"05/24/2026"
"265","Russia","KrAZ-260 KT-L recovery vehicle",0,0,1,0,1,"05/24/2026"
"266","Russia","KrAZ-260 tanker",1,1,2,0,4,"05/24/2026"
"267","Russia","Lancet loitering munition launcher and control station",0,0,1,0,1,"05/24/2026"
"268","Russia","Launcher for S-300 or S-400",0,1,0,0,1,"05/24/2026"
"269","Russia","Launcher for S-400",0,0,4,0,4,"05/24/2026"
"270","Russia","Leer-2 electronic warfare system",0,1,5,0,6,"05/24/2026"
"271","Russia","Leer-3 electronic warfare system",2,0,1,0,3,"05/24/2026"
"272","Russia","MDK-3 trench-digging vehicle",1,1,1,0,3,"05/24/2026"
"273","Russia","MP-1IM signals vehicle",3,0,8,0,11,"05/24/2026"
"274","Russia","MP-2IM signals vehicle",1,0,1,0,2,"05/24/2026"
"275","Russia","MP32M1 command vehicle (for 9S729M1 Slepok-1 MRLS fire control system)",0,0,1,0,1,"05/24/2026"
"276","Russia","MPUS-K mobile command post",0,0,2,0,2,"05/24/2026"
"277","Russia","MRS-BT tank repair workshop",0,0,4,0,4,"05/24/2026"
"278","Russia","MSh-5350.1 command vehicle",1,0,1,0,2,"05/24/2026"
"279","Russia","MT-LB",141,58,1265,80,1544,"05/24/2026"
"280","Russia","MT-LB With 14.5mm BPU-1 Turret",0,0,3,0,3,"05/24/2026"
"281","Russia","MT-LB with 100mm MT-12 anti-tank gun",0,0,3,0,3,"05/24/2026"
"282","Russia","MT-LB with 14.5mm 2M-7 naval gun mount",1,0,0,0,1,"05/24/2026"
"283","Russia","MT-LB with 140mm Ogon-18 MRLS",0,1,1,0,2,"05/24/2026"
"284","Russia","MT-LB with 213mm RBU-6000 MRLS",0,0,2,0,2,"05/24/2026"
"285","Russia","MT-LB with 25mm 2M-3 naval gun",0,0,1,0,1,"05/24/2026"
"286","Russia","MT-LB with 82-mm automatic mortar 2B9 Vasilek",0,1,1,0,2,"05/24/2026"
"287","Russia","MT-LB with AZP S-60 AA gun",0,0,4,0,4,"05/24/2026"
"288","Russia","MT-LB with ZU-23 AA gun",11,1,41,0,53,"05/24/2026"
"289","Russia","MT-LBM 6MA",0,0,1,0,1,"05/24/2026"
"290","Russia","MT-LBM 6MB",3,3,20,1,27,"05/24/2026"
"291","Russia","MT-LBVM and MT-LBVMK",92,4,142,10,248,"05/24/2026"
"292","Russia","MT-LBVM(K) with 25mm 2M-3 naval gun",0,0,1,0,1,"05/24/2026"
"293","Russia","MT-LBVMK with ZU-23 AA gun",0,0,1,0,1,"05/24/2026"
"294","Russia","MT-LBu",3,2,33,3,41,"05/24/2026"
"295","Russia","MT-LBu with 100mm MT-12 anti-tank gun",0,0,1,0,1,"05/24/2026"
"296","Russia","MT-LBu with 57mm S-60",0,0,2,0,2,"05/24/2026"
"297","Russia","MTO-AG-3M mobile workshop",0,0,3,0,3,"05/24/2026"
"298","Russia","MTO-AT mobile workshop",1,1,4,0,6,"05/24/2026"
"299","Russia","MTO-UB1 maintenance vehicle",2,0,1,0,3,"05/24/2026"
"300","Russia","MTO-UB2 maintenance vehicle",0,0,1,0,1,"05/24/2026"
"301","Russia","MTP-A2 recovery vehicle",0,0,3,1,4,"05/24/2026"
"302","Russia","MTP-A2.1 recovery vehicle",2,0,5,0,7,"05/24/2026"
"303","Russia","MTU-20 bridge layer",0,0,3,0,3,"05/24/2026"
"304","Russia","MTU-72 bridge layer",1,2,6,3,12,"05/24/2026"
"305","Russia","MZA-M.1 battery charge and repair workshop",1,0,1,0,2,"05/24/2026"
"306","Russia","Mi-24P attack helicopter",0,0,4,0,4,"05/24/2026"
"307","Russia","Mi-24V/P/35M attack helicopter",0,2,2,0,4,"05/24/2026"
"308","Russia","Mi-26 heavy transport helicopter",0,2,0,0,2,"05/24/2026"
"309","Russia","Mi-28 attack helicopter",0,5,13,0,18,"05/24/2026"
"310","Russia","Mi-35M attack helicopter",0,1,9,0,10,"05/24/2026"
"311","Russia","Mi-8 transport helicopter",1,7,34,1,43,"05/24/2026"
"312","Russia","Mi-8MTPR-1 electronic warfare helicopter",0,1,3,0,4,"05/24/2026"
"313","Russia","MiG-31BM fighter aircraft",0,1,4,0,5,"05/24/2026"
"314","Russia","Mobile field bathhouse PPB-32VU based on the Ural-53236",1,0,1,0,2,"05/24/2026"
"315","Russia","Mobile generator for Podlet-K1 low-altitude S-band surveillance radar",0,0,1,0,1,"05/24/2026"
"316","Russia","Mohajer-6",0,1,2,0,3,"05/24/2026"
"317","Russia","Orion",0,0,11,0,11,"05/24/2026"
"318","Russia","Orlan-10 UAV control station",0,0,2,0,2,"05/24/2026"
"319","Russia","Orlan-10 UCAV",2,0,1,0,3,"05/24/2026"
"320","Russia","P-18-2 2D VHF surveillance radar",0,0,4,0,4,"05/24/2026"
