"","country","system","abandoned","captured","damaged","destroyed","total","Date"
"1","Russia","(Unknown) truck",2,11,6,132,151,"2024-01-20"
"2","Russia","1 1K148 ""Yastreb-AV"" artillery reconnaissance complex",0,0,0,1,1,"2024-01-20"
"3","Russia","1 1L119 Nebo-SVU VHF multi-functional radar",0,0,0,1,1,"2024-01-20"
"4","Russia","1 1RL239 Ark-1(M) counter-battery radar",0,0,0,1,1,"2024-01-20"
"5","Russia","1 1V1003 command and observation vehicle (for 1V198 artillery fire control system)",0,1,0,0,1,"2024-01-20"
"6","Russia","1 1V110 BM-21 Grad battery command vehicle",0,1,0,1,2,"2024-01-20"
"7","Russia","1 1V16 battalion fire direction vehicle",0,1,0,0,1,"2024-01-20"
"8","Russia","1 2F77M transloading vehicle for 2K22M Tunguska-M",0,1,1,0,2,"2024-01-20"
"9","Russia","1 55K6A command post for S-400",0,0,0,1,1,"2024-01-20"
"10","Russia","1 55Zh6U Nebo-U air surveillance radar",0,0,1,0,1,"2024-01-20"
"11","Russia","1 5N63S “Flap Lid B” engagement and tracking radar of the S-300",0,0,0,1,1,"2024-01-20"
"12","Russia","1 92N6A (for S-400)",0,0,0,1,1,"2024-01-20"
"13","Russia","1 9A331MU TLAR for 9K331MU Tor-M1-2U (Tor-M2U)",0,0,0,1,1,"2024-01-20"
"14","Russia","1 9K132 Shturm-SM",0,0,0,1,1,"2024-01-20"
"15","Russia","1 9S18 Kupol (for Buk-M1-2/M2)",0,0,0,2,2,"2024-01-20"
"16","Russia","1 9S19M2 (for S-300V)",0,0,1,0,1,"2024-01-20"
"17","Russia","1 9S32M1 (for S-300V)",0,0,1,0,1,"2024-01-20"
"18","Russia","1 9S470M1 command vehicle for Buk-M1",0,0,0,1,1,"2024-01-20"
"19","Russia","1 APA-80 engine starting vehicle",0,0,0,1,1,"2024-01-20"
"20","Russia","1 BMP-1U 'Shkval'",0,0,0,1,1,"2024-01-20"
"21","Russia","1 BTR-60PB",0,0,1,0,1,"2024-01-20"
"22","Russia","1 BTR-60PU-12command vehicle",0,1,0,0,1,"2024-01-20"
"23","Russia","1 BTR-80 with 57mm UB-32 unguided aircraft rocket pods",0,0,1,0,1,"2024-01-20"
"24","Russia","1 BTR-80-based ZS-88 PsyOps vehicle",0,0,0,1,1,"2024-01-20"
"25","Russia","1 BTR-90",1,0,1,0,2,"2024-01-20"
"26","Russia","1 Beriev A-50",0,0,0,1,1,"2024-01-20"
"27","Russia","1 Command vehicle for Podlet-K1 low-altitude S-band surveillance radar",0,0,0,1,1,"2024-01-20"
"28","Russia","1 ED2x30-T400-3RA mobile generator",0,0,1,0,1,"2024-01-20"
"29","Russia","1 Eleron T-16",0,1,0,0,1,"2024-01-20"
"30","Russia","1 Eleron-10",0,0,0,1,1,"2024-01-20"
"31","Russia","1 Eleron-3SV",0,0,0,1,1,"2024-01-20"
"32","Russia","1 Forpost-RU",0,0,0,1,1,"2024-01-20"
"33","Russia","1 GAZ-3937 Vodnik",0,1,0,0,1,"2024-01-20"
"34","Russia","1 GAZ-51",0,1,0,0,1,"2024-01-20"
"35","Russia","1 Granat-3",0,0,0,1,1,"2024-01-20"
"36","Russia","1 Grifon-12",0,1,0,0,1,"2024-01-20"
"37","Russia","1 IMR-1 combat engineering vehicle",0,0,0,1,1,"2024-01-20"
"38","Russia","1 KamAZ 8x8 tanker",0,0,0,1,1,"2024-01-20"
"39","Russia","1 KamAZ Patrol",0,0,0,1,1,"2024-01-20"
"40","Russia","1 KamAZ tank low-loader",0,0,0,1,1,"2024-01-20"
"41","Russia","1 KamAZ-63501 with KS-55729-7M 32-ton crane",0,0,0,1,1,"2024-01-20"
"42","Russia","1 KrAZ-260 KT-L recovery vehicle",0,0,0,1,1,"2024-01-20"
"43","Russia","1 Lancet loitering munition launcher and control station",0,0,0,1,1,"2024-01-20"
"44","Russia","1 MAZ-5337 fuel tanker",0,0,0,1,1,"2024-01-20"
"45","Russia","1 MT-LB with 14.5mm 2M-7 naval gun mount",0,1,0,0,1,"2024-01-20"
"46","Russia","1 MT-LB with 25mm 2M-3 naval gun",0,0,0,1,1,"2024-01-20"
"47","Russia","1 MT-LB with AZP S-60 AA gun",0,0,0,1,1,"2024-01-20"
"48","Russia","1 MTO-AG-3M mobile workshop",0,0,0,1,1,"2024-01-20"
"49","Russia","1 MTO-UB2 maintenance vehicle",0,0,0,1,1,"2024-01-20"
"50","Russia","1 Mobile generator for Podlet-K1 low-altitude S-band surveillance radar",0,0,0,1,1,"2024-01-20"
"51","Russia","1 Orlan-10 UAV control station",0,0,0,1,1,"2024-01-20"
"52","Russia","1 P-18T surveillance radar",0,0,0,1,1,"2024-01-20"
"53","Russia","1 P-240 digital communications vehicle",0,0,0,1,1,"2024-01-20"
"54","Russia","1 P-260 Redut-2US communication system",0,0,0,1,1,"2024-01-20"
"55","Russia","1 PRP-4A Argus artillery reconnaissance vehicle",0,1,0,0,1,"2024-01-20"
"56","Russia","1 PZM-2 trench-digging vehicle",0,1,0,0,1,"2024-01-20"
"57","Russia","1 Plastun-SN",0,0,0,1,1,"2024-01-20"
"58","Russia","1 Predel coastal defence radar",0,0,0,1,1,"2024-01-20"
"59","Russia","1 Project 1176 Ondatra-class landing craft",0,0,1,0,1,"2024-01-20"
"60","Russia","1 Project 22800 Karakurt-class corvette",0,0,0,1,1,"2024-01-20"
"61","Russia","1 Project 266M Natya-class minesweeper",0,0,1,0,1,"2024-01-20"
"62","Russia","1 R-145BM command vehicle",0,1,0,0,1,"2024-01-20"
"63","Russia","1 R-145BMA command vehicle",0,1,0,1,2,"2024-01-20"
"64","Russia","1 R-149BMRg command and signals vehicle",0,0,0,1,1,"2024-01-20"
"65","Russia","1 R-161 signals vehicle",0,0,0,1,1,"2024-01-20"
"66","Russia","1 R-325BMV jamming station",0,0,0,1,1,"2024-01-20"
"67","Russia","1 R-330M1P Diabazol",0,0,0,1,1,"2024-01-20"
"68","Russia","1 R-441 SatCom station",0,0,0,1,1,"2024-01-20"
"69","Russia","1 RB-109A Bylina EW system",0,0,0,1,1,"2024-01-20"
"70","Russia","1 RP-377LA Lorandit",0,0,0,1,1,"2024-01-20"
"71","Russia","1 Sobolyatnik 1L277 portable ground reconnaissance radar",0,0,0,1,1,"2024-01-20"
"72","Russia","1 Su-34M strike aircraft",0,0,0,1,1,"2024-01-20"
"73","Russia","1 T-55A",0,0,1,0,1,"2024-01-20"
"74","Russia","1 T-62 Obr. 1967",0,1,0,0,1,"2024-01-20"
"75","Russia","1 T-62 Obr. 1972",1,0,0,0,1,"2024-01-20"
"76","Russia","1 T-62MV Obr. 2022",0,0,0,1,1,"2024-01-20"
"77","Russia","1 T-64BVK",0,0,0,1,1,"2024-01-20"
"78","Russia","1 T-90AK",0,1,0,0,1,"2024-01-20"
"79","Russia","1 TDA-3 mobile smoke generator",0,0,0,1,1,"2024-01-20"
"80","Russia","1 TZM 9T234-2 transporter-loader (for BM-30 Smerch)",0,0,0,1,1,"2024-01-20"
"81","Russia","1 Tu-95MS strategic bomber",0,0,1,0,1,"2024-01-20"
"82","Russia","1 UAZ-3151",0,0,0,1,1,"2024-01-20"
"83","Russia","1 UAZ-31514",0,1,0,0,1,"2024-01-20"
"84","Russia","1 UAZ-515195 'Esaul'",0,0,0,1,1,"2024-01-20"
"85","Russia","1 Unknown T-54/55",0,0,0,1,1,"2024-01-20"
"86","Russia","1 Unknown UAV control station",0,0,0,1,1,"2024-01-20"
"87","Russia","1 Unknown command vehicle on GAZ Tigr chassis",0,0,0,1,1,"2024-01-20"
"88","Russia","1 Unknown fighter jet",0,0,0,1,1,"2024-01-20"
"89","Russia","1 Ural-375D tanker",0,1,0,0,1,"2024-01-20"
"90","Russia","1 Ural-375D with 8T210 crane",0,1,0,0,1,"2024-01-20"
"91","Russia","1 Ural-43206 with 23mm ZU-23-2",0,0,0,1,1,"2024-01-20"
"92","Russia","1 Ural-63501-AT",0,0,0,1,1,"2024-01-20"
"93","Russia","1 Uran-6 mine-clearing robotic system",0,0,0,1,1,"2024-01-20"
"94","Russia","10 Su-24M/MR strike/tactical reconnaissance aircraft",0,0,3,4,7,"2024-01-20"
"95","Russia","104 UAZ-452 van",2,14,11,81,108,"2024-01-20"
"96","Russia","11 MP-1IM signals vehicle",0,3,0,8,11,"2024-01-20"
"97","Russia","11 RKhM-6 Povozka CBRN reconnaissance vehicle",0,1,0,10,11,"2024-01-20"
"98","Russia","11 Su-30SM multirole aircraft",0,0,1,8,9,"2024-01-20"
"99","Russia","111 T-80BVM",2,34,13,68,117,"2024-01-20"
"100","Russia","1112 BMP-2(K)",84,227,95,677,1083,"2024-01-20"
"101","Russia","116 152mm 2A65 Msta-B howitzer",1,33,16,59,109,"2024-01-20"
"102","Russia","12 BMD-1KSh-A command vehicle",0,4,0,8,12,"2024-01-20"
"103","Russia","12 K-53949 Linza",0,3,2,8,13,"2024-01-20"
"104","Russia","12 PMP floating bridge",0,3,1,7,11,"2024-01-20"
"105","Russia","120mm 2S34 Khosta",0,2,0,1,3,"2024-01-20"
"106","Russia","122mm 2B26 Grad-K",0,0,1,4,5,"2024-01-20"
"107","Russia","122mm 2S1 Gvozdika",2,8,4,78,92,"2024-01-20"
"108","Russia","122mm 9P138 Grad-1",0,1,4,9,14,"2024-01-20"
"109","Russia","122mm D-30 howitzer",2,16,10,43,71,"2024-01-20"
"110","Russia","128 KamAZ 6x6 tanker",0,30,8,87,125,"2024-01-20"
"111","Russia","13 120mm 2B16 Nona-K gun mortar",2,8,2,2,14,"2024-01-20"
"112","Russia","13 82mm 2B9 Vasilek automatic gun mortar",0,6,1,7,14,"2024-01-20"
"113","Russia","13 BMP-1KSh command and staff vehicle",0,5,0,8,13,"2024-01-20"
"114","Russia","14 2K22M1 Tunguska",3,1,2,8,14,"2024-01-20"
"115","Russia","14 T-72AV",0,4,1,10,15,"2024-01-20"
"116","Russia","14 Ural-63704-0010 Tornado-U",1,5,2,6,14,"2024-01-20"
"117","Russia","140 Unknown BMP-1/2",9,0,7,115,131,"2024-01-20"
"118","Russia","152mm 2A36 Giatsint-B field-gun",0,8,5,29,42,"2024-01-20"
"119","Russia","152mm 2S3(M) Akatsiya",2,30,7,111,150,"2024-01-20"
"120","Russia","152mm D-20 gun-howitzer",0,2,6,15,23,"2024-01-20"
"121","Russia","159 Ural-43206",3,34,8,109,154,"2024-01-20"
