"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1","Russia","'Orlan-20' reconnaissance UAV",1,1,0,0,2,"05/22/2022"
"2","Russia","(Unknown) truck",11,109,2,5,127,"05/22/2022"
"3","Russia","(Unknown) vehicle",1,25,2,3,31,"05/22/2022"
"4","Russia","100mm MT-12 anti-tank gun",1,1,0,0,2,"05/22/2022"
"5","Russia","120mm 2B11/2S12",5,4,0,0,9,"05/22/2022"
"6","Russia","120mm 2B11/2S12A",1,0,0,0,1,"05/22/2022"
"7","Russia","120mm 2B16 Nona-K howitzer",4,0,3,1,8,"05/22/2022"
"8","Russia","120mm 2S23 Nona-SVK",1,0,0,0,1,"05/22/2022"
"9","Russia","120mm 2S34 Khosta",2,0,0,0,2,"05/22/2022"
"10","Russia","120mm 2S9 Nona",4,3,1,0,8,"05/22/2022"
"11","Russia","122mm 2B17 Tornado-G",2,3,0,0,5,"05/22/2022"
"12","Russia","122mm 2S1 Gvozdika",3,9,1,0,13,"05/22/2022"
"13","Russia","122mm BM-21 Grad",21,17,4,4,46,"05/22/2022"
"14","Russia","122mm D-30 howitzer 2A18",8,1,2,0,11,"05/22/2022"
"15","Russia","152mm 2A65 Msta-B howitzer",9,7,1,3,20,"05/22/2022"
"16","Russia","152mm 2S19 Msta-S",21,21,10,1,53,"05/22/2022"
"17","Russia","152mm 2S3(M) Akatsiya",10,18,6,1,35,"05/22/2022"
"18","Russia","152mm 2S33 Msta-SM2",3,0,0,0,3,"05/22/2022"
"19","Russia","1L261 (for 1L260 Zoopark-1M counter-battery radar complex)",1,1,0,0,2,"05/22/2022"
"20","Russia","1L262E Rtut-BM",0,1,0,0,1,"05/22/2022"
"21","Russia","1RL257 Krasukha-4 (command post)",1,0,0,0,1,"05/22/2022"
"22","Russia","1V119 artillery fire direction vehicle",5,2,0,0,7,"05/22/2022"
"23","Russia","1V13(M) battery fire control center",5,4,3,0,12,"05/22/2022"
"24","Russia","1V14 battery command and forward observer vehicle",4,0,1,1,6,"05/22/2022"
"25","Russia","220mm BM-27 Uragan",4,7,0,0,11,"05/22/2022"
"26","Russia","220mm TOS-1A",5,0,0,3,8,"05/22/2022"
"27","Russia","23mm ZU-23",4,2,0,0,6,"05/22/2022"
"28","Russia","240mm 2S4 Tyulpan",0,1,0,0,1,"05/22/2022"
"29","Russia","2K22M1 Tunguska",1,2,4,2,9,"05/22/2022"
"30","Russia","2S1 with ZU-23 AA gun",1,0,0,0,1,"05/22/2022"
"31","Russia","9A310M1-2 TELAR (for Buk-M1-2)",0,2,0,1,3,"05/22/2022"
"32","Russia","9A316 TEL (for Buk-M2)",3,1,0,0,4,"05/22/2022"
"33","Russia","9A317 TELAR (for Buk-M2)",1,5,0,0,6,"05/22/2022"
"34","Russia","9A330 Tor TLAR (for 9K330 Tor)",6,0,2,4,12,"05/22/2022"
"35","Russia","9A331 TLAR (for 9K331 Tor-M1)",1,3,1,0,5,"05/22/2022"
"36","Russia","9A331M TLAR (for 9K332 Tor-M2)",1,1,0,0,2,"05/22/2022"
"37","Russia","9A39M1-2 TEL (for Buk-M1-2)",0,5,0,0,5,"05/22/2022"
"38","Russia","9K33 Osa",2,2,2,1,7,"05/22/2022"
"39","Russia","9K35 Strela-10",4,6,3,0,13,"05/22/2022"
"40","Russia","9P148 Konkurs",0,2,0,0,2,"05/22/2022"
"41","Russia","9P149 Shturm-S",5,4,3,0,12,"05/22/2022"
"42","Russia","9P163M-1 Kornet-T",0,1,0,0,1,"05/22/2022"
"43","Russia","9S18<U+041C>1(-2) (for Buk-M2)",1,0,0,0,1,"05/22/2022"
"44","Russia","9S18<U+041C>1(-3) (for Buk-M3)",0,1,0,0,1,"05/22/2022"
"45","Russia","9S36 (for Buk-M2)",1,1,0,0,2,"05/22/2022"
"46","Russia","9S470M1 (or variant thereof) command post (for Buk-M1/2)",0,1,0,0,1,"05/22/2022"
"47","Russia","9S932-2 intelligence, control and command vehicle (for Barnaul-T)",0,0,1,0,1,"05/22/2022"
"48","Russia","9T217 transloader (for 9K33 Osa)",1,1,0,0,2,"05/22/2022"
"49","Russia","9T244 transloader (for 9A330/1 Tor)",1,1,0,1,3,"05/22/2022"
"50","Russia","9T452 transporter-loader (for BM-27 'Uragan' MRL)",5,7,0,0,12,"05/22/2022"
"51","Russia","APE-5 command post",0,1,0,0,1,"05/22/2022"
"52","Russia","An-26 transport aircraft",0,1,0,0,1,"05/22/2022"
"53","Russia","Armoured SUV",1,0,0,1,2,"05/22/2022"
"54","Russia","BAT-2 heavy engineering vehicle",2,2,0,0,4,"05/22/2022"
"55","Russia","BMD-1KSh-A command vehicle",0,2,0,0,2,"05/22/2022"
"56","Russia","BMD-2",42,51,7,3,103,"05/22/2022"
"57","Russia","BMD-4M",11,23,1,0,35,"05/22/2022"
"58","Russia","BMK-130M/BMK-150 towing and motor boat",1,0,1,0,2,"05/22/2022"
"59","Russia","BMK-460 towing and motor boat",0,1,2,0,3,"05/22/2022"
"60","Russia","BMO-T",0,1,0,0,1,"05/22/2022"
"61","Russia","BMP-1(P)",17,26,2,2,47,"05/22/2022"
"62","Russia","BMP-1AM",0,2,2,1,5,"05/22/2022"
"63","Russia","BMP-1KSh command and staff vehicle",3,2,0,0,5,"05/22/2022"
"64","Russia","BMP-2",63,166,25,12,266,"05/22/2022"
"65","Russia","BMP-2K",0,0,1,0,1,"05/22/2022"
"66","Russia","BMP-3",38,53,1,5,97,"05/22/2022"
"67","Russia","BREM-1 armoured recovery vehicle",7,0,2,0,9,"05/22/2022"
"68","Russia","BREM-2 armoured recovery vehicle",1,0,0,0,1,"05/22/2022"
"69","Russia","BREM-Ch ''BREM-4'' armoured recovery vehicle",1,3,1,0,5,"05/22/2022"
"70","Russia","BREM-K armoured recovery vehicle",2,0,0,0,2,"05/22/2022"
"71","Russia","BRM-1K reconnaissance vehicle",1,8,0,0,9,"05/22/2022"
"72","Russia","BTR-60PU-12M air defence command vehicle",1,0,0,0,1,"05/22/2022"
"73","Russia","BTR-70",0,1,0,0,1,"05/22/2022"
"74","Russia","BTR-80",28,21,6,3,58,"05/22/2022"
"75","Russia","BTR-82A",53,84,9,9,155,"05/22/2022"
"76","Russia","BTR-D",21,12,7,1,41,"05/22/2022"
"77","Russia","BTR-MDM 'Rakushka'",7,2,0,1,10,"05/22/2022"
"78","Russia","BTR-ZD 'Skrezhet'",2,1,0,0,3,"05/22/2022"
"79","Russia","BTS-4A armoured recovery vehicle",1,0,0,0,1,"05/22/2022"
"80","Russia","Barnaul-T 9<U+0421>932-1 automated system for air defence units",4,0,1,0,5,"05/22/2022"
"81","Russia","Civilian KamAZ 6x6 converted for military use",2,1,0,0,3,"05/22/2022"
"82","Russia","E95M target drone (likely used as unmanned bait in order for Ukraine to reveal the location of air defence systems)",2,0,0,0,2,"05/22/2022"
"83","Russia","Eleron-3 reconnaissance UAV",8,1,0,0,9,"05/22/2022"
"84","Russia","Fara ground surveillance radar",1,0,0,0,1,"05/22/2022"
"85","Russia","Forpost reconnaissance UAV",0,1,0,0,1,"05/22/2022"
"86","Russia","Fuel train",0,2,0,0,2,"05/22/2022"
"87","Russia","GAZ Sobol",0,1,1,0,2,"05/22/2022"
"88","Russia","GAZ Tigr",2,3,1,0,6,"05/22/2022"
"89","Russia","GAZ Tigr-M",27,46,3,5,81,"05/22/2022"
"90","Russia","GAZ-3308",0,0,3,0,3,"05/22/2022"
"91","Russia","GAZ-3344-20 'Aleut' articulated tracked carrier",0,2,0,0,2,"05/22/2022"
"92","Russia","GAZ-66",6,6,1,0,13,"05/22/2022"
"93","Russia","GMZ-3 minelayer",1,0,0,0,1,"05/22/2022"
"94","Russia","IMR-2(M) combat engineering vehicle",5,2,3,0,10,"05/22/2022"
"95","Russia","IMR-3M combat engineering vehicle",1,0,0,1,2,"05/22/2022"
"96","Russia","Iveco LMV 'Rys'",3,17,1,2,23,"05/22/2022"
"97","Russia","K-53949 'Linza'",3,1,0,0,4,"05/22/2022"
"98","Russia","K-53949 'Typhoon-K'",2,5,1,0,8,"05/22/2022"
"99","Russia","KBLA-IVT target drone (likely used as unmanned bait in order for Ukraine to reveal the location of air defence systems)",0,1,0,0,1,"05/22/2022"
"100","Russia","Ka-52 'Alligator' attack helicopter",1,11,2,3,17,"05/22/2022"
"101","Russia","KamAZ 4x4",3,2,1,0,6,"05/22/2022"
"102","Russia","KamAZ 6x6",77,82,17,12,188,"05/22/2022"
"103","Russia","KamAZ 6x6 tanker",24,22,2,3,51,"05/22/2022"
"104","Russia","KamAZ 8x8",2,5,0,1,8,"05/22/2022"
"105","Russia","KamAZ Avtozaks",2,8,4,0,14,"05/22/2022"
"106","Russia","KamAZ with armoured cabin",3,1,2,0,6,"05/22/2022"
"107","Russia","KamAZ-5350 with EOV-3523 excavator",4,2,0,0,6,"05/22/2022"
"108","Russia","KamAZ-5350 with KS-45719-7M crane",1,3,0,0,4,"05/22/2022"
"109","Russia","KamAZ-5350 with crane",0,1,0,0,1,"05/22/2022"
"110","Russia","KamAZ-6350 8x8 artillery tractor",0,3,0,2,5,"05/22/2022"
"111","Russia","KamAZ-63968 'Typhoon'",3,8,2,1,14,"05/22/2022"
"112","Russia","KrAZ-255B",2,1,0,0,3,"05/22/2022"
"113","Russia","KrAZ-255B tanker",0,1,0,0,1,"05/22/2022"
"114","Russia","KrAZ-255B with excavator",1,1,0,0,2,"05/22/2022"
"115","Russia","MDK-3 trench-digging vehicle",1,0,0,0,1,"05/22/2022"
"116","Russia","MP-2IM signals vehicle",0,0,1,0,1,"05/22/2022"
"117","Russia","MT-LB",52,40,14,0,106,"05/22/2022"
"118","Russia","MT-LB Ambulance",0,2,0,0,2,"05/22/2022"
"119","Russia","MT-LB with ZU-23 AA gun",0,5,0,0,5,"05/22/2022"
"120","Russia","MT-LBM 6MB",0,1,1,0,2,"05/22/2022"
"121","Russia","MT-LBVM and MT-LBVMK",48,24,9,0,81,"05/22/2022"
"122","Russia","MT-LBu",5,6,1,0,12,"05/22/2022"
"123","Russia","MTU-72 bridge layer",1,0,0,0,1,"05/22/2022"
"124","Russia","Mi-24P attack helicopter",0,3,0,0,3,"05/22/2022"
"125","Russia","Mi-28 attack helicopter",0,5,0,0,5,"05/22/2022"
"126","Russia","Mi-35M attack helicopter",0,3,0,0,3,"05/22/2022"
"127","Russia","Mi-8 transport helicopter",0,11,1,0,12,"05/22/2022"
"128","Russia","Orion UCAV",0,1,0,0,1,"05/22/2022"
"129","Russia","Orlan-10 jamming UAV",1,0,0,0,1,"05/22/2022"
"130","Russia","Orlan-10 reconnaissance UAV",19,31,0,0,50,"05/22/2022"
"131","Russia","Orlan-30 reconnaissance UAV",0,2,0,0,2,"05/22/2022"
"132","Russia","P-260-U signal vehicle (for Redut-2US signal and communications system)",1,1,0,0,2,"05/22/2022"
"133","Russia","PMP floating bridge",2,4,1,0,7,"05/22/2022"
"134","Russia","PP-2005 floating bridge",1,5,2,1,9,"05/22/2022"
"135","Russia","PPRU-1(M) '9S80(-1)' 'Sborka' (for 9K35 Strela-10)",1,1,0,0,2,"05/22/2022"
"136","Russia","PTS-3 tracked amphibious transport",1,2,4,0,7,"05/22/2022"
"137","Russia","Pantsir-S1",3,4,1,1,9,"05/22/2022"
"138","Russia","Pontoon bridge",4,6,1,0,11,"05/22/2022"
"139","Russia","Project 03160 Raptor class patrol boat",0,4,0,1,5,"05/22/2022"
"140","Russia","Project 1164 Slava class guided missile cruiser 'Moskva'",0,1,0,0,1,"05/22/2022"
"141","Russia","Project 1171 Tapir class landing ship 'Saratov (BDK-65)'",0,1,0,0,1,"05/22/2022"
"142","Russia","Project 11770 Serna class landing craft",0,1,0,0,1,"05/22/2022"
"143","Russia","Project 775 Ropucha class landing ship",0,0,0,1,1,"05/22/2022"
"144","Russia","R-145BM1 command vehicle",0,1,0,0,1,"05/22/2022"
"145","Russia","R-149AKSh-1 command and signals vehicle",0,3,0,0,3,"05/22/2022"
"146","Russia","R-149MA1 command and staff vehicle",12,11,3,1,27,"05/22/2022"
"147","Russia","R-149MA3 command and staff vehicle",6,5,0,2,13,"05/22/2022"
"148","Russia","R-166-0.5 signals vehicle",5,7,1,1,14,"05/22/2022"
"149","Russia","R-330BMV Borisoglebsk-2B",1,2,0,1,4,"05/22/2022"
