"","country","system","captured","destroyed","abandoned","damaged","total","Date"
"1","Russia","(Unknown) vehicle",1,4,0,0,5,2022-03-14
"2","Russia","120mm 2B11/2S12",4,0,0,0,4,2022-03-14
"3","Russia","120mm 2B11/2S12A",1,0,0,0,1,2022-03-14
"4","Russia","120mm 2B16 Nona-K howitzer",1,0,0,0,1,2022-03-14
"5","Russia","120mm 2S34 Khosta",1,0,0,0,1,2022-03-14
"6","Russia","120mm 2S9 Nona",3,1,1,0,5,2022-03-14
"7","Russia","122mm 2B17 Tornado-G",0,1,0,0,1,2022-03-14
"8","Russia","122mm 2S1 Gvozdika",1,1,1,0,3,2022-03-14
"9","Russia","122mm BM-21 'Grad'",7,5,4,1,17,2022-03-14
"10","Russia","122mm D-30 howitzer 2A18",2,1,3,0,6,2022-03-14
"11","Russia","152mm 2A65 Msta-B howitzer",0,3,1,2,6,2022-03-14
"12","Russia","152mm 2S19 Msta-S",4,4,9,0,17,2022-03-14
"13","Russia","152mm 2S3 Akatsiya",1,2,2,0,5,2022-03-14
"14","Russia","1V119 artillery battalion fire direction vehicle",2,1,0,0,3,2022-03-14
"15","Russia","1V13 battery fire control center",1,0,1,0,2,2022-03-14
"16","Russia","220mm BM-27 'Uragan'",0,2,1,0,3,2022-03-14
"17","Russia","220mm TOS-1A",1,0,0,0,1,2022-03-14
"18","Russia","23mm ZU-23",2,0,0,0,2,2022-03-14
"19","Russia","2K22M1 Tunguska",0,2,5,1,8,2022-03-14
"20","Russia","2S1 with ZU-23 AA gun",1,0,0,0,1,2022-03-14
"21","Russia","9A310M1 TELAR (for Buk-M1-2)",0,1,0,1,2,2022-03-14
"22","Russia","9A310M2 TELAR (for Buk-M2)",0,3,0,0,3,2022-03-14
"23","Russia","9A330 Tor TLAR (for 9K330 Tor-M)",2,0,1,0,3,2022-03-14
"24","Russia","9A331 TLAR (for 9K331 Tor-M1)",1,2,1,0,4,2022-03-14
"25","Russia","9A331M TLAR (for 9K332 Tor-M2)",1,1,0,0,2,2022-03-14
"26","Russia","9A39M1 TEL (for Buk-M1-2)",0,1,0,0,1,2022-03-14
"27","Russia","9A39M2 TEL (for Buk-M2)",0,1,0,0,1,2022-03-14
"28","Russia","9K33 Osa",2,2,2,1,7,2022-03-14
"29","Russia","9K333 Verba",1,0,0,0,1,2022-03-14
"30","Russia","9K35 Strela-10",1,0,3,0,4,2022-03-14
"31","Russia","9K38 Igla",3,0,0,0,3,2022-03-14
"32","Russia","9M111 Fagot",3,0,0,0,3,2022-03-14
"33","Russia","9M113 Konkurs",14,0,0,0,14,2022-03-14
"34","Russia","9M113M Konkurs-M",1,0,0,0,1,2022-03-14
"35","Russia","9M114 Kokon",1,0,0,0,1,2022-03-14
"36","Russia","9P149 Shturm-S ATGM carrier",0,1,1,0,2,2022-03-14
