"","country","system","damaged","captured","abandoned","destroyed","total","Date"
"315","Ukraine","2S1 with ZU-23 AA gun",0,1,0,0,1,"12/27/2023"
"316","Ukraine","3 122mm RM-70",1,0,0,2,3,"12/27/2023"
"317","Ukraine","3 152mm ShKH vz. 77 DANA",3,0,0,0,3,"12/27/2023"
"318","Ukraine","3 48Ya6-K1 Podlet-K1 low-altitude S-band surveillance radar",0,0,0,3,3,"12/27/2023"
"319","Ukraine","3 5P85SD/SM (launcher for S-300 PMU(-1))",0,0,0,2,2,"12/27/2023"
"320","Ukraine","3 ARS-14 decontamination and degassing vehicle",0,5,0,1,6,"12/27/2023"
"321","Ukraine","3 Auriga-1.2V portable satellite communications station",0,1,0,2,3,"12/27/2023"
"322","Ukraine","3 BMK-MO towing and motor boat",2,2,0,0,4,"12/27/2023"
"323","Ukraine","3 BMPT Terminator",2,0,0,1,3,"12/27/2023"
"324","Ukraine","3 BREM-D armoured recovery vehicle",0,2,0,1,3,"12/27/2023"
"325","Ukraine","3 BWP-1",0,0,0,3,3,"12/27/2023"
"326","Ukraine","3 Boeing Insitu ScanEagle 2",0,1,0,2,3,"12/27/2023"
"327","Ukraine","3 Fara ground surveillance radar",0,3,0,0,3,"12/27/2023"
"328","Ukraine","3 ITEC Skif",0,1,0,2,3,"12/27/2023"
"329","Ukraine","3 Launcher for S-300",0,0,0,3,3,"12/27/2023"
"330","Ukraine","3 LuAZ-969",1,1,0,2,4,"12/27/2023"
"331","Ukraine","3 MTO-AT mobile workshop",0,1,0,2,3,"12/27/2023"
"332","Ukraine","3 MTO-UB1 maintenance vehicle",0,2,0,1,3,"12/27/2023"
"333","Ukraine","3 MTP-A2 recovery vehicle",0,0,1,2,3,"12/27/2023"
"334","Ukraine","3 PMP floating bridge",0,1,0,2,3,"12/27/2023"
"335","Ukraine","3 PZM-2 trench-digging vehicle",1,0,0,2,3,"12/27/2023"
"336","Ukraine","3 Panthera T6",0,1,0,2,3,"12/27/2023"
"337","Ukraine","3 Pinzgauer Vector 718",2,0,0,1,3,"12/27/2023"
"338","Ukraine","3 R-419L1 communications station",0,0,0,3,3,"12/27/2023"
"339","Ukraine","3 Stormer HVM",3,0,0,0,3,"12/27/2023"
"340","Ukraine","3 T-72B3 Obr. 2014",0,1,0,1,2,"12/27/2023"
"341","Ukraine","3 T-80B",1,0,1,2,4,"12/27/2023"
"342","Ukraine","3 TMM-3M1 bridge layer",0,2,0,1,3,"12/27/2023"
"343","Ukraine","3 Zhuk-class patrol boat (Sea Guard)",0,2,0,1,3,"12/27/2023"
"344","Ukraine","30 KamAZ with MM-501 armoured cabin",2,10,2,17,31,"12/27/2023"
"345","Ukraine","300mm BM-30 Smerch",0,0,0,2,2,"12/27/2023"
"346","Ukraine","31 IMR-2(M) combat engineering vehicle",4,12,7,12,35,"12/27/2023"
"347","Ukraine","31 Su-25 close air support aircraft",3,0,0,28,31,"12/27/2023"
"348","Ukraine","34 ZiL-131",2,8,1,25,36,"12/27/2023"
"349","Ukraine","35 152mm 2S33 Msta-SM2",3,15,0,14,32,"12/27/2023"
"350","Ukraine","35 KamAZ 4x4",0,6,1,28,35,"12/27/2023"
"351","Ukraine","351 T-72B3",52,82,26,212,372,"12/27/2023"
"352","Ukraine","36 9P149 Shturm-S",1,18,3,12,34,"12/27/2023"
"353","Ukraine","36 UAZ-469 jeep",4,13,1,20,38,"12/27/2023"
"354","Ukraine","36D6 'Tin Shield'",2,1,0,11,14,"12/27/2023"
"355","Ukraine","37 R-149MA3 command and staff vehicle",4,21,0,15,40,"12/27/2023"
"356","Ukraine","37 UAZ-452 van",2,2,1,33,38,"12/27/2023"
"357","Ukraine","4 120mm 2S23 Nona-SVK",0,3,0,1,4,"12/27/2023"
"358","Ukraine","4 1L259 (for Zoopark-1 counter-battery radar complex)",1,0,0,2,3,"12/27/2023"
"359","Ukraine","4 BMO-T",0,1,0,3,4,"12/27/2023"
"360","Ukraine","4 BPM-97 Vystrel",0,3,0,1,4,"12/27/2023"
"361","Ukraine","4 BRDM-2",0,1,0,3,4,"12/27/2023"
"362","Ukraine","4 BTR-70",0,1,0,3,4,"12/27/2023"
"363","Ukraine","4 Bukovel-AD EW system",1,0,0,3,4,"12/27/2023"
"364","Ukraine","4 Eleron T28ME",0,1,0,3,4,"12/27/2023"
"365","Ukraine","4 M1132 Stryker Engineering Squad Vehicle",0,0,0,4,4,"12/27/2023"
"366","Ukraine","4 MTO-AT mobile workshop",0,1,0,3,4,"12/27/2023"
"367","Ukraine","4 MTP-A2.1 recovery vehicle",0,2,0,2,4,"12/27/2023"
"368","Ukraine","4 Mara-2M",0,2,0,2,4,"12/27/2023"
"369","Ukraine","4 Project 50030 Kalkan-class patrol boat (Sea Guard)",0,4,0,0,4,"12/27/2023"
"370","Ukraine","4 Unknown HMMWV variant",0,0,0,4,4,"12/27/2023"
"371","Ukraine","4 Unknown Tor TLAR",4,0,0,0,4,"12/27/2023"
"372","Ukraine","40 MT-LB with ZU-23 AA gun",1,12,0,27,40,"12/27/2023"
"373","Ukraine","41 9T452 transporter-loader (for BM-27 Uragan MRL)",0,11,0,25,36,"12/27/2023"
"374","Ukraine","42 T-72A",5,11,5,24,45,"12/27/2023"
"375","Ukraine","46 120mm 2S9 Nona",2,5,0,38,45,"12/27/2023"
"376","Ukraine","46 BRM-1(K) reconnaissance vehicle",4,12,4,28,48,"12/27/2023"
"377","Ukraine","48 (Unknown) vehicle",3,0,0,34,37,"12/27/2023"
"378","Ukraine","5 155mm Caesar 6x6",2,0,0,3,5,"12/27/2023"
"379","Ukraine","5 KrAZ Cougar",0,3,0,2,5,"12/27/2023"
"380","Ukraine","5 M113AS4",0,1,0,4,5,"12/27/2023"
"381","Ukraine","5 Mi-8MTPR-1 electronic warfare helicopter",1,0,0,2,3,"12/27/2023"
"382","Ukraine","5 PT-91 Twardy",1,0,0,3,4,"12/27/2023"
"383","Ukraine","5 Project 03160 Raptor-class patrol boat",2,0,0,3,5,"12/27/2023"
"384","Ukraine","5 UAZ-394511 'Esaul'",2,2,0,3,7,"12/27/2023"
"385","Ukraine","5 UMS-1000 patrol boat (Sea Guard)",1,5,0,0,6,"12/27/2023"
"386","Ukraine","5 Ural-VV",0,1,0,4,5,"12/27/2023"
"387","Ukraine","55 Unknown BTR-80/BTR-82A",6,0,3,43,52,"12/27/2023"
"388","Ukraine","58 152mm 2S5 Giatsint-S",6,5,0,45,56,"12/27/2023"
"389","Ukraine","593 BTR-82A(M)",38,123,14,397,572,"12/27/2023"
"390","Ukraine","5N63S 'Flap Lid B' (for S-300PS)",0,0,0,13,13,"12/27/2023"
"391","Ukraine","5N66M 'Clam Shell' on 40V6M mast (for S-300PT)",0,1,1,1,3,"12/27/2023"
"392","Ukraine","5P851A (Launcher for S-300PT-1A)",0,0,0,28,28,"12/27/2023"
"393","Ukraine","5P85D (launcher for S-300PS)",0,1,0,1,2,"12/27/2023"
"394","Ukraine","5P85D/S (launcher for S-300PS)",1,0,0,16,17,"12/27/2023"
"395","Ukraine","5P85S (launcher for S-300PS)",1,1,0,9,11,"12/27/2023"
"396","Ukraine","5P85SM2-01 (launcher for S-400)",0,0,0,4,4,"12/27/2023"
"397","Ukraine","5P85T2 (launcher for S-400)",0,0,0,1,1,"12/27/2023"
"398","Ukraine","6 Granat-4",0,2,0,4,6,"12/27/2023"
"399","Ukraine","6 UAZ Patriot jeep",1,1,0,3,5,"12/27/2023"
"400","Ukraine","6 Ural-4320 with 57mm AZP S-60",0,0,0,6,6,"12/27/2023"
"401","Ukraine","6 Ural-5323",0,3,0,3,6,"12/27/2023"
"402","Ukraine","7 KamAZ 6x6",0,2,0,5,7,"12/27/2023"
"403","Ukraine","7 KamAZ KMV-10V boom crane truck",0,2,0,5,7,"12/27/2023"
"404","Ukraine","7 R-934B 'Sinitsa' automated jamming station",2,0,0,5,7,"12/27/2023"
"405","Ukraine","7 T-90S",1,1,1,4,7,"12/27/2023"
"406","Ukraine","7 Ural Avtozaks",0,1,0,6,7,"12/27/2023"
"407","Ukraine","70 M113",14,9,9,45,77,"12/27/2023"
"408","Ukraine","70 T-72M/M1(R)",9,9,7,49,74,"12/27/2023"
"409","Ukraine","8 K-53949 Typhoon-K",0,1,0,7,8,"12/27/2023"
"410","Ukraine","8 M1165 HMMWV",0,1,0,7,8,"12/27/2023"
"411","Ukraine","9 KrAZ-260 tanker",1,1,0,2,4,"12/27/2023"
"412","Ukraine","9 REM-KL recovery vehicle",1,1,0,7,9,"12/27/2023"
"413","Ukraine","9 Roshel Senator",3,2,1,5,11,"12/27/2023"
"414","Ukraine","9 T-80BV Obr. 2022",1,0,1,8,10,"12/27/2023"
"415","Ukraine","9 UAZ-3303",1,1,0,7,9,"12/27/2023"
"416","Ukraine","9 Ural-375D",0,7,0,2,9,"12/27/2023"
"417","Ukraine","9 Ural-4320 with 23mm ZU-23-2",0,1,0,8,9,"12/27/2023"
"418","Ukraine","90 122mm 2S1 Gvozdika",13,12,0,62,87,"12/27/2023"
"419","Ukraine","90 BTR-4",7,23,6,54,90,"12/27/2023"
"420","Ukraine","908 KamAZ 6x6",34,143,12,621,810,"12/27/2023"
"421","Ukraine","94 UAZ-452 van",11,14,2,71,98,"12/27/2023"
"422","Ukraine","98 T-72B Obr. 1989",12,21,8,63,104,"12/27/2023"
"423","Ukraine","98 T-80U",5,40,8,43,96,"12/27/2023"
"424","Ukraine","9A310M1 TELAR (for Buk-M1)",2,1,0,10,13,"12/27/2023"
"425","Ukraine","9A316 TEL (for Buk-M2)",0,3,0,4,7,"12/27/2023"
"426","Ukraine","9A317 TELAR (for Buk-M2)",1,1,0,10,12,"12/27/2023"
"427","Ukraine","9A317M TELAR (for Buk-M3)",0,0,0,4,4,"12/27/2023"
"428","Ukraine","9A330 TLAR (for 9K330 Tor)",5,6,0,2,13,"12/27/2023"
"429","Ukraine","9A331 TLAR (for 9K331 Tor-M1)",1,2,1,7,11,"12/27/2023"
"430","Ukraine","9A331M TLAR (for 9K332 Tor-M2)",7,2,1,11,21,"12/27/2023"
"431","Ukraine","9A39M1 TEL (for Buk-M1)",0,0,0,3,3,"12/27/2023"
"432","Ukraine","9A39M1-2 TEL (for Buk-M1-2)",0,0,0,5,5,"12/27/2023"
"433","Ukraine","9A83M2 TELAR (for S-300V4)",0,0,0,3,3,"12/27/2023"
"434","Ukraine","9A84-2 TEL (for S-300V4)",0,0,0,2,2,"12/27/2023"
"435","Ukraine","9K33 Osa",7,7,1,19,34,"12/27/2023"
"436","Ukraine","9K35 Strela-10",7,4,3,45,59,"12/27/2023"
"437","Ukraine","9P148 Konkurs",1,1,0,2,4,"12/27/2023"
"438","Ukraine","9P148 Konkurs ATGM carrier",0,9,1,6,16,"12/27/2023"
"439","Ukraine","9P149 Shturm-S ATGM carrier",1,2,0,1,4,"12/27/2023"
"440","Ukraine","9P163M-1 Kornet-T",0,0,0,2,2,"12/27/2023"
"441","Ukraine","9S18?1(-2) (for Buk-M2)",0,1,0,0,1,"12/27/2023"
"442","Ukraine","9S18?1(-3) (for Buk-M3)",0,0,0,1,1,"12/27/2023"
"443","Ukraine","9S36 (for Buk-M2)",0,1,0,3,4,"12/27/2023"
"444","Ukraine","9S36M (for Buk-M3)",0,0,0,1,1,"12/27/2023"
"445","Ukraine","9S470M1 (or variant thereof) command post (for Buk-M1/2)",0,1,0,1,2,"12/27/2023"
"446","Ukraine","9S932-2 intelligence, control and command vehicle (for Barnaul-T)",0,1,0,0,1,"12/27/2023"
"447","Ukraine","9T217 transloader (for 9K33 Osa)",0,2,0,7,9,"12/27/2023"
"448","Ukraine","9T244 transloader (for 9A330/1 Tor)",2,2,0,3,7,"12/27/2023"
"449","Ukraine","9T452 transporter-loader (for BM-27 'Uragan' MRL)",0,0,0,2,2,"12/27/2023"
"450","Ukraine","A1-SM Fury",0,27,0,35,62,"12/27/2023"
"451","Ukraine","AMN-590951",5,3,5,9,22,"12/27/2023"
"452","Ukraine","AMX-10 RC(R)",0,1,1,1,3,"12/27/2023"
"453","Ukraine","AMZ Dzik-2",1,1,0,1,3,"12/27/2023"
"454","Ukraine","AN/TPQ-36 weapons location radar",2,0,0,1,3,"12/27/2023"
"455","Ukraine","AN/TPQ-37 weapons location radar",0,0,0,2,2,"12/27/2023"
"456","Ukraine","AN/TPQ-49 lightweight counter mortar radar",0,1,0,0,1,"12/27/2023"
"457","Ukraine","AN/TPQ-50 counter-battery radar",0,0,0,5,5,"12/27/2023"
"458","Ukraine","APE-5 command post",0,0,0,6,6,"12/27/2023"
"459","Ukraine","ASU-1 Valkyrja",0,5,0,28,33,"12/27/2023"
"460","Ukraine","ATF Dingo",2,0,1,5,8,"12/27/2023"
"461","Ukraine","AeroVironment RQ-20 Puma",1,9,0,7,17,"12/27/2023"
"462","Ukraine","Airbus H225 transport helicopter",0,0,0,1,1,"12/27/2023"
"463","Ukraine","Alvis 4 'Mamba'",1,1,0,2,4,"12/27/2023"
"464","Ukraine","An-26 transport aircraft",0,0,0,3,3,"12/27/2023"
"465","Ukraine","Armed pickup truck",0,0,0,3,3,"12/27/2023"
"466","Ukraine","Armoured Volkswagen Amarok pickup truck",1,1,0,0,2,"12/27/2023"
"467","Ukraine","BAT-2 heavy engineering vehicle",3,5,0,4,12,"12/27/2023"
"468","Ukraine","BATT UMG",1,0,0,0,1,"12/27/2023"
"469","Ukraine","BMC Kirpi",9,2,5,17,33,"12/27/2023"
"470","Ukraine","BMD-2",12,58,10,168,248,"12/27/2023"
"471","Ukraine","BMD-4M",10,12,3,78,103,"12/27/2023"
"472","Ukraine","BMK-130M/BMK-150 towing and motor boat",0,1,0,0,1,"12/27/2023"
"473","Ukraine","BMK-460 towing and motor boat",2,0,6,2,10,"12/27/2023"
"474","Ukraine","BMM-4C Ambulance",0,2,0,2,4,"12/27/2023"
"475","Ukraine","BMM-70 Ambulance",0,0,0,2,2,"12/27/2023"
"476","Ukraine","BMP-1(P)",82,137,70,620,909,"12/27/2023"
"477","Ukraine","BMP-1AM",11,9,7,25,52,"12/27/2023"
"478","Ukraine","BMP-1KSh command and staff vehicle",0,0,0,2,2,"12/27/2023"
"479","Ukraine","BMP-1TS",0,0,0,1,1,"12/27/2023"
"480","Ukraine","BMP-2 675-sb3KDZ",3,2,1,19,25,"12/27/2023"
"481","Ukraine","BMP-2M Berezhok",4,8,1,17,30,"12/27/2023"
"482","Ukraine","BMP-3",38,61,17,205,321,"12/27/2023"
"483","Ukraine","BMP-3 688M sb. 3KDZ",8,1,6,14,29,"12/27/2023"
"484","Ukraine","BRDM-2",0,22,0,38,60,"12/27/2023"
"485","Ukraine","BRDM-2L1",1,17,0,29,47,"12/27/2023"
"486","Ukraine","BRDM-2M/A",0,0,0,2,2,"12/27/2023"
"487","Ukraine","BRDM-2RKhb chemical reconnaissance vehicle",0,2,0,6,8,"12/27/2023"
"488","Ukraine","BREM-1 armoured recovery vehicle",3,17,8,26,54,"12/27/2023"
"489","Ukraine","BREM-2 armoured recovery vehicle",0,1,0,0,1,"12/27/2023"
"490","Ukraine","BREM-Ch ''BREM-4'' armoured recovery vehicle",0,1,1,5,7,"12/27/2023"
"491","Ukraine","BREM-K armoured recovery vehicle",0,3,0,1,4,"12/27/2023"
"492","Ukraine","BRM-1K Obr. 2021",0,1,0,1,2,"12/27/2023"
"493","Ukraine","BTR-3",1,10,0,28,39,"12/27/2023"
"494","Ukraine","BTR-60PB",1,7,0,15,23,"12/27/2023"
"495","Ukraine","BTR-60PU-12 air defence command vehicle",0,1,0,1,2,"12/27/2023"
"496","Ukraine","BTR-70",3,11,0,16,30,"12/27/2023"
"497","Ukraine","BTR-70DI-02 'Svityaz' command and staff vehicle",0,1,0,0,1,"12/27/2023"
"498","Ukraine","BTR-70M",0,2,2,6,10,"12/27/2023"
"499","Ukraine","BTR-80M",0,2,0,0,2,"12/27/2023"
"500","Ukraine","BTR-D",4,23,6,55,88,"12/27/2023"
"501","Ukraine","BTR-MDM Rakushka",2,8,1,15,26,"12/27/2023"
"502","Ukraine","BTR-ZD Skrezhet",0,2,0,1,3,"12/27/2023"
"503","Ukraine","BTS-4 ARV with ZU-23 AA gun",0,1,0,0,1,"12/27/2023"
"504","Ukraine","BTS-4A armoured recovery vehicle",4,3,4,5,16,"12/27/2023"
"505","Ukraine","BVP M-80A",4,0,1,3,8,"12/27/2023"
"506","Ukraine","Barnaul-T 9?932-1 automated system for air defence units",0,4,0,2,6,"12/27/2023"
"507","Ukraine","Bayraktar TB2",0,0,0,21,21,"12/27/2023"
"508","Ukraine","Bogdan-2251 ambulance pickup truck",0,4,0,12,16,"12/27/2023"
"509","Ukraine","Bogdan-5316",2,0,1,6,9,"12/27/2023"
"510","Ukraine","Bogdan-63172",2,3,2,22,29,"12/27/2023"
"511","Ukraine","Bogdan-63172 'Kozak'",0,1,0,2,3,"12/27/2023"
"512","Ukraine","Bushmaster Protected Mobility Vehicle",3,0,0,10,13,"12/27/2023"
"513","Ukraine","CV9040C",5,1,1,0,7,"12/27/2023"
"514","Ukraine","Challenger 2",0,0,0,1,1,"12/27/2023"
"515","Ukraine","DAF YAD 4442 NT",0,0,0,2,2,"12/27/2023"
"516","Ukraine","Dovbush T10",0,1,0,1,2,"12/27/2023"
"517","Ukraine","Downgraded Mowag Eagle II",0,0,0,1,1,"12/27/2023"
"518","Ukraine","EOS-C VTOL",0,0,0,2,2,"12/27/2023"
"519","Ukraine","Eleron-3",0,23,0,11,34,"12/27/2023"
"520","Ukraine","FV103 Spartan",0,1,0,4,5,"12/27/2023"
"521","Ukraine","FlyEye",0,1,0,7,8,"12/27/2023"
"522","Ukraine","Forpost",0,0,0,5,5,"12/27/2023"
"523","Ukraine","GAZ Sobol",0,0,1,1,2,"12/27/2023"
"524","Ukraine","GAZ Tigr",0,7,1,7,15,"12/27/2023"
"525","Ukraine","GAZ-3308",0,2,2,4,8,"12/27/2023"
"526","Ukraine","GAZ-3308 tanker",0,0,0,1,1,"12/27/2023"
"527","Ukraine","GAZ-3344-20 'Aleut' articulated tracked carrier",0,0,0,2,2,"12/27/2023"
"528","Ukraine","GAZ-66",0,14,0,26,40,"12/27/2023"
"529","Ukraine","GAZ-66 tanker",0,0,0,1,1,"12/27/2023"
"530","Ukraine","GMZ-3 minelayer",1,5,0,2,8,"12/27/2023"
"531","Ukraine","GT-MU AFV converted to APC",0,1,0,0,1,"12/27/2023"
"532","Ukraine","Gyurza-M-class gunboat",1,3,0,1,5,"12/27/2023"
"533","Ukraine","HMMWV Ambulance",5,7,0,2,14,"12/27/2023"
"534","Ukraine","Husky Tactical Support Vehicle",5,2,2,13,22,"12/27/2023"
"535","Ukraine","IMR-2 combat engineering vehicle",1,1,1,8,11,"12/27/2023"
"536","Ukraine","IMR-3M combat engineering vehicle",1,1,0,0,2,"12/27/2023"
"537","Ukraine","INKAS Titan-S",0,0,0,3,3,"12/27/2023"
"538","Ukraine","Il-76 transport aircraft",2,1,0,2,5,"12/27/2023"
"539","Ukraine","International M1224 MaxxPro",12,2,8,55,77,"12/27/2023"
"540","Ukraine","Island-class patrol boat",0,0,0,1,1,"12/27/2023"
"541","Ukraine","Iveco LMV",2,0,0,9,11,"12/27/2023"
"542","Ukraine","Iveco LMV Rys",6,5,1,25,37,"12/27/2023"
"543","Ukraine","Jelcz P882 D53",0,0,0,2,2,"12/27/2023"
"544","Ukraine","K1Sh1 command and staff vehicle",0,1,0,0,1,"12/27/2023"
"545","Ukraine","KTO Rosomak",1,0,0,3,4,"12/27/2023"
"546","Ukraine","Ka-52 Alligator attack helicopter",8,1,2,40,51,"12/27/2023"
"547","Ukraine","KamAZ 6x6",3,8,0,13,24,"12/27/2023"
"548","Ukraine","KamAZ 6x6 tanker",0,1,0,1,2,"12/27/2023"
"549","Ukraine","KamAZ-435029 Patrol-A",1,0,0,2,3,"12/27/2023"
"550","Ukraine","KamAZ-5350 with EOV-3523 excavator",0,5,0,14,19,"12/27/2023"
"551","Ukraine","KamAZ-5350 with KS-45719-7M crane",0,2,0,5,7,"12/27/2023"
"552","Ukraine","KamAZ-5350 with armoured cabin",2,5,0,7,14,"12/27/2023"
"553","Ukraine","KamAZ-6350 8x8 artillery tractor",2,0,0,14,16,"12/27/2023"
"554","Ukraine","KamAZ-63968 Typhoon",3,5,1,19,28,"12/27/2023"
"555","Ukraine","Korsar",0,0,0,1,1,"12/27/2023"
"556","Ukraine","Kozak-2",1,18,0,39,58,"12/27/2023"
"557","Ukraine","Kozak-2M1",3,7,1,20,31,"12/27/2023"
"558","Ukraine","Kozak-5",0,1,0,2,3,"12/27/2023"
"559","Ukraine","Kozak-7",1,0,0,6,7,"12/27/2023"
"560","Ukraine","KrAZ Cobra",1,6,0,8,15,"12/27/2023"
"561","Ukraine","KrAZ Spartan",0,1,0,9,10,"12/27/2023"
"562","Ukraine","KrAZ-255B",0,1,0,3,4,"12/27/2023"
"563","Ukraine","KrAZ-255B pontoon bridge layer",1,1,0,4,6,"12/27/2023"
"564","Ukraine","KrAZ-255B tanker",1,1,0,7,9,"12/27/2023"
"565","Ukraine","KrAZ-255B with excavator",2,1,0,4,7,"12/27/2023"
"566","Ukraine","KrAZ-260",0,3,0,0,3,"12/27/2023"
"567","Ukraine","KrAZ-5233",2,15,0,15,32,"12/27/2023"
"568","Ukraine","KrAZ-6322",0,12,0,31,43,"12/27/2023"
"569","Ukraine","KrAZ-6322 Raptor",0,5,0,1,6,"12/27/2023"
"570","Ukraine","KrAZ-MPV Shrek One",0,1,0,1,2,"12/27/2023"
"571","Ukraine","Krivak III-class frigate",0,0,0,1,1,"12/27/2023"
"572","Ukraine","Land Rover Defender",0,0,0,5,5,"12/27/2023"
"573","Ukraine","Lastochka-M",0,1,0,0,1,"12/27/2023"
"574","Ukraine","Leer-2 electronic warfare system",1,0,0,5,6,"12/27/2023"
"575","Ukraine","Leleka-100",1,13,0,30,44,"12/27/2023"
"576","Ukraine","Leopard 2A4",7,0,3,7,17,"12/27/2023"
"577","Ukraine","Leopard 2A6",7,0,4,4,15,"12/27/2023"
"578","Ukraine","Leopard 2R mine-clearing tank",2,0,0,1,3,"12/27/2023"
"579","Ukraine","M-55S",1,0,0,1,2,"12/27/2023"
"580","Ukraine","M1114 and M1151 HMMWV",17,10,3,60,90,"12/27/2023"
"581","Ukraine","M1126 Stryker",2,0,1,7,10,"12/27/2023"
"582","Ukraine","M113G3DK/G4DK",1,0,1,2,4,"12/27/2023"
"583","Ukraine","M1152 HMMWV",0,0,0,11,11,"12/27/2023"
"584","Ukraine","M2A2 Bradley ODS-SA",23,1,6,26,56,"12/27/2023"
"585","Ukraine","M88A1 armoured recovery vehicle",0,0,0,2,2,"12/27/2023"
"586","Ukraine","M998 HMMWV",1,11,0,3,15,"12/27/2023"
"587","Ukraine","MAZ 531605 tanker",0,0,0,3,3,"12/27/2023"
"588","Ukraine","MAZ TZ-500 tanker",0,0,0,3,3,"12/27/2023"
"589","Ukraine","MAZ-5336",0,0,0,1,1,"12/27/2023"
"590","Ukraine","MAZ-537",0,1,0,2,3,"12/27/2023"
"591","Ukraine","MDK-3 trench-digging vehicle",1,2,0,1,4,"12/27/2023"
"592","Ukraine","MLS Shield",2,0,0,1,3,"12/27/2023"
"593","Ukraine","MT-LB",31,140,40,402,613,"12/27/2023"
"594","Ukraine","MT-LB With 14.5mm BPU-1 Turret",0,0,0,2,2,"12/27/2023"
"595","Ukraine","MT-LB with 140mm Ogon-18 MRLS",1,0,0,1,2,"12/27/2023"
"596","Ukraine","MT-LB with 82-mm automatic mortar 2B9 Vasilek",1,0,0,1,2,"12/27/2023"
"597","Ukraine","MT-LB with ZU-23 AA gun",0,2,0,10,12,"12/27/2023"
"598","Ukraine","MT-LB-S Ambulance",0,5,1,17,23,"12/27/2023"
"599","Ukraine","MT-LBM 6MB",3,3,1,8,15,"12/27/2023"
"600","Ukraine","MT-LBu",0,8,1,14,23,"12/27/2023"
"601","Ukraine","MTU-72 bridge layer",0,1,0,2,3,"12/27/2023"
"602","Ukraine","Malloy Aeronautics T150 cargo UAV",0,3,0,0,3,"12/27/2023"
"603","Ukraine","Marder 1A3",2,0,2,4,8,"12/27/2023"
"604","Ukraine","Mercedes-Benz Unimog U1300L ambulance",0,0,0,2,2,"12/27/2023"
"605","Ukraine","Merlin-VR",0,0,0,1,1,"12/27/2023"
"606","Ukraine","Mi-14PS maritime helicopter",0,0,0,1,1,"12/27/2023"
"607","Ukraine","Mi-2 training helicopter",0,1,0,2,3,"12/27/2023"
"608","Ukraine","Mi-24 attack helicopter",1,0,0,2,3,"12/27/2023"
"609","Ukraine","Mi-24P attack helicopter",0,0,0,6,6,"12/27/2023"
"610","Ukraine","Mi-24V/P/35M attack helicopter",2,0,0,1,3,"12/27/2023"
"611","Ukraine","Mi-28 attack helicopter",2,0,0,9,11,"12/27/2023"
"612","Ukraine","Mi-35M attack helicopter",1,0,0,9,10,"12/27/2023"
"613","Ukraine","Mi-8 transport helicopter",3,1,1,20,25,"12/27/2023"
"614","Ukraine","MiG-31BM fighter aircraft",0,0,0,1,1,"12/27/2023"
"615","Ukraine","Mohajer-6",0,0,0,2,2,"12/27/2023"
"616","Ukraine","NOTA",0,1,0,0,1,"12/27/2023"
"617","Ukraine","Novator",3,5,0,11,19,"12/27/2023"
"618","Ukraine","Orion",0,0,0,6,6,"12/27/2023"
"619","Ukraine","Orlan-10",0,69,0,91,160,"12/27/2023"
"620","Ukraine","Orlan-10 UCAV",0,2,0,1,3,"12/27/2023"
"621","Ukraine","Orlan-10 jamming UAV",0,3,0,2,5,"12/27/2023"
"622","Ukraine","Orlan-30",0,4,0,3,7,"12/27/2023"
"623","Ukraine","Oshkosh M-ATV",4,1,3,17,25,"12/27/2023"
"624","Ukraine","P-14 'Tall King'",1,0,0,0,1,"12/27/2023"
"625","Ukraine","P-18 'Malakhit'",0,1,0,5,6,"12/27/2023"
"626","Ukraine","P-18 'Spoon Rest D'",1,1,0,5,7,"12/27/2023"
"627","Ukraine","P-18ML long-range VHF surveillance radar",1,0,0,0,1,"12/27/2023"
"628","Ukraine","P-19 'Flat Face B'",0,0,0,2,2,"12/27/2023"
"629","Ukraine","P-230T command vehicle",0,0,0,3,3,"12/27/2023"
"630","Ukraine","P-260-U signals vehicle (for Redut-2US signal and communications system)",0,1,0,1,2,"12/27/2023"
"631","Ukraine","P-35/37 'Bar Lock'",0,0,0,1,1,"12/27/2023"
"632","Ukraine","PD-1",0,1,0,0,1,"12/27/2023"
"633","Ukraine","PP-2005 floating bridge",3,3,7,12,25,"12/27/2023"
"634","Ukraine","PPRU-1(M) '9S80(-1)' 'Sborka' (for 9K35 Strela-10)",0,1,0,1,2,"12/27/2023"
"635","Ukraine","PRP-3 with a BMD-2 turret",0,0,0,4,4,"12/27/2023"
"636","Ukraine","PRV-11 'Side Net'",0,1,0,0,1,"12/27/2023"
"637","Ukraine","PRV-13 'Odd Pair'",0,1,0,1,2,"12/27/2023"
"638","Ukraine","PRV-16 'Thin Skin B'",0,0,0,3,3,"12/27/2023"
"639","Ukraine","PTS-2 tracked amphibious transport",0,1,0,0,1,"12/27/2023"
"640","Ukraine","Pbv 501A",0,1,0,8,9,"12/27/2023"
"641","Ukraine","Peugeot P4",0,0,0,2,2,"12/27/2023"
"642","Ukraine","Pontoon bridge",0,3,1,7,11,"12/27/2023"
"643","Ukraine","Poseidon H10",0,0,0,1,1,"12/27/2023"
"644","Ukraine","Pr.304 Amur-class command ship",0,0,0,1,1,"12/27/2023"
"645","Ukraine","Project 02510 BK-16E high-speed assault boat",0,0,0,1,1,"12/27/2023"
"646","Ukraine","Project 1164 Slava-class guided missile cruiser",0,0,0,1,1,"12/27/2023"
"647","Ukraine","Project 1171 Tapir-class landing ship",0,0,0,1,1,"12/27/2023"
