"","country","system","destroyed","abandoned","damaged","captured","total","Date"
"314","Ukraine","2 Orlik",1,0,0,1,2,"03/14/2024"
"315","Ukraine","2 PRP-3 with a BMP-1 turret",2,0,0,0,2,"03/14/2024"
"316","Ukraine","2 Penguin C",0,0,0,2,2,"03/14/2024"
"317","Ukraine","2 Punisher",1,0,0,1,2,"03/14/2024"
"318","Ukraine","2 R-142NSA command and signals vehicle",2,0,0,0,2,"03/14/2024"
"319","Ukraine","2 R-149BMRg command and signals vehicle",1,0,0,1,2,"03/14/2024"
"320","Ukraine","2 R-431AM antenna module for the Redut-2US communications system",2,0,0,0,2,"03/14/2024"
"321","Ukraine","2 R-439-MD2 SatCom Station",2,0,0,0,2,"03/14/2024"
"322","Ukraine","2 RB-636 Svet-KU EW system",0,0,1,1,2,"03/14/2024"
"323","Ukraine","2 RLK-MC-A (ROSC-1) counter-UAV system",2,0,0,0,2,"03/14/2024"
"324","Ukraine","2 Supercam S150",1,0,0,1,2,"03/14/2024"
"325","Ukraine","2 T-64BVK",2,0,0,0,2,"03/14/2024"
"326","Ukraine","2 T-72AMT Zr.2022",2,0,0,0,2,"03/14/2024"
"327","Ukraine","2 TDA-3 mobile smoke generator",1,0,0,1,2,"03/14/2024"
"328","Ukraine","2 Transitional link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",1,0,0,1,2,"03/14/2024"
"329","Ukraine","2 Tu-22M3 strategic bomber",1,0,1,0,2,"03/14/2024"
"330","Ukraine","2 UAZ-3151",2,0,0,0,2,"03/14/2024"
"331","Ukraine","2 UAZ-31514",2,0,0,0,2,"03/14/2024"
"332","Ukraine","2 Unknown BMD",0,1,0,0,1,"03/14/2024"
"333","Ukraine","2 Unknown EW system",2,0,0,0,2,"03/14/2024"
"334","Ukraine","2 Unknown radar",1,0,0,0,1,"03/14/2024"
"335","Ukraine","2 ZALA 421-16<U+0415>M",0,0,0,2,2,"03/14/2024"
"336","Ukraine","2 ZiL-130 tanker",2,0,0,0,2,"03/14/2024"
"337","Ukraine","2 ZiL-131 UMZ mine laying vehicle",2,0,0,0,2,"03/14/2024"
"338","Ukraine","20 23mm ZU-23-2",5,0,1,15,21,"03/14/2024"
"339","Ukraine","20 KamAZ 8x8",11,0,0,5,16,"03/14/2024"
"340","Ukraine","200 BMP-2(K)",152,10,10,26,198,"03/14/2024"
"341","Ukraine","202 MT-LBVM and MT-LBVMK",96,9,5,94,204,"03/14/2024"
"342","Ukraine","203 BTR-80",127,13,13,56,209,"03/14/2024"
"343","Ukraine","203mm 2S7 Pion",4,0,5,2,11,"03/14/2024"
"344","Ukraine","209 122mm BM-21 Grad",129,3,19,34,185,"03/14/2024"
"345","Ukraine","21 1V14 battery command and forward observer vehicle",6,1,1,14,22,"03/14/2024"
"346","Ukraine","21 203mm 2S7(M) Pion/Malka",18,0,2,1,21,"03/14/2024"
"347","Ukraine","21 9A310M1-2 TELAR (for Buk-M1-2)",17,0,4,0,21,"03/14/2024"
"348","Ukraine","21 Pantsir-S1",16,1,3,2,22,"03/14/2024"
"349","Ukraine","21 R-149AKSh-1 command and signals vehicle",17,0,2,1,20,"03/14/2024"
"350","Ukraine","22 100mm MT-12 anti-tank gun",7,0,4,11,22,"03/14/2024"
"351","Ukraine","22 River link pontoon (for PMP(-M) floating bridge system)",15,1,1,5,22,"03/14/2024"
"352","Ukraine","220mm BM-27 Uragan",59,0,3,12,74,"03/14/2024"
"353","Ukraine","220mm TOS-1A",15,0,6,3,24,"03/14/2024"
"354","Ukraine","23 KamAZ Avtozaks",17,1,0,4,22,"03/14/2024"
"355","Ukraine","23mm ZU-23",0,0,0,3,3,"03/14/2024"
"356","Ukraine","24 MiG-29 fighter aircraft",23,0,1,0,24,"03/14/2024"
"357","Ukraine","24 Ural tanker",12,0,1,7,20,"03/14/2024"
"358","Ukraine","240mm 2S4 Tyulpan",41,0,2,0,43,"03/14/2024"
"359","Ukraine","25 Mi-8 transport helicopter",23,0,0,0,23,"03/14/2024"
"360","Ukraine","26 BTR-7",6,0,0,13,19,"03/14/2024"
"361","Ukraine","26 River link pontoon (for PP/91-2005 floating bridge system)",16,0,1,9,26,"03/14/2024"
"362","Ukraine","26 TMM-3 bridge layer",11,1,4,14,30,"03/14/2024"
"363","Ukraine","26 Unknown BMP-1/2",21,0,0,0,21,"03/14/2024"
"364","Ukraine","27 BRM-1(K) reconnaissance vehicle",16,2,2,8,28,"03/14/2024"
"365","Ukraine","2S1 with ZU-23 AA gun",0,0,0,1,1,"03/14/2024"
"366","Ukraine","3 105mm L119 howitzer",0,0,3,0,3,"03/14/2024"
"367","Ukraine","3 120mm <U+041C>1064<U+0410>3",2,0,0,1,3,"03/14/2024"
"368","Ukraine","3 155mm ShKH Zuzana 2",2,0,1,0,3,"03/14/2024"
"369","Ukraine","3 227mm M142 HIMARS",1,0,2,0,3,"03/14/2024"
"370","Ukraine","3 48Ya6-K1 Podlet-K1 low-altitude S-band surveillance radar",3,0,0,0,3,"03/14/2024"
"371","Ukraine","3 5P85SD/SM (launcher for S-300 PMU(-1))",2,0,0,0,2,"03/14/2024"
"372","Ukraine","3 ARS-14 decontamination and degassing vehicle",1,0,0,5,6,"03/14/2024"
"373","Ukraine","3 Auriga-1.2V portable satellite communications station",2,0,0,1,3,"03/14/2024"
"374","Ukraine","3 BMK-MO towing and motor boat",0,0,2,2,4,"03/14/2024"
"375","Ukraine","3 BMP-1 765-SB3KDZ",3,0,0,0,3,"03/14/2024"
"376","Ukraine","3 BMPT Terminator",1,0,2,0,3,"03/14/2024"
"377","Ukraine","3 BPzV Svatava combat reconnaissance vehicle",3,0,0,0,3,"03/14/2024"
"378","Ukraine","3 BREM-D armoured recovery vehicle",1,0,0,2,3,"03/14/2024"
"379","Ukraine","3 Bergepanzer 3 armoured recovery vehicle",2,1,0,0,3,"03/14/2024"
"380","Ukraine","3 Coastal link pontoon (for PP-2005 floating bridge system)",2,0,0,1,3,"03/14/2024"
"381","Ukraine","3 Il-22 airborne command post",1,0,2,0,3,"03/14/2024"
"382","Ukraine","3 KamAZ 6x4",2,0,0,1,3,"03/14/2024"
"383","Ukraine","3 L-39 Albatros",2,0,0,0,2,"03/14/2024"
"384","Ukraine","3 LuAZ-969",2,0,1,1,4,"03/14/2024"
"385","Ukraine","3 MT-LB with 100mm MT-12 anti-tank gun",3,0,0,0,3,"03/14/2024"
"386","Ukraine","3 MTO-AT mobile workshop",2,0,0,1,3,"03/14/2024"
"387","Ukraine","3 MTO-UB1 maintenance vehicle",1,0,0,2,3,"03/14/2024"
"388","Ukraine","3 MTP-A2 recovery vehicle",2,1,0,0,3,"03/14/2024"
"389","Ukraine","3 Mi-17V5",3,0,0,0,3,"03/14/2024"
"390","Ukraine","3 P-18-2 2D VHF surveillance radar",3,0,0,0,3,"03/14/2024"
"391","Ukraine","3 PRP-4(M) artillery reconnaissance vehicle",3,0,0,0,3,"03/14/2024"
"392","Ukraine","3 PZM-2 trench-digging vehicle",2,0,1,0,3,"03/14/2024"
"393","Ukraine","3 Palantin EW system",3,0,0,0,3,"03/14/2024"
"394","Ukraine","3 Panthera T6",2,0,0,1,3,"03/14/2024"
"395","Ukraine","3 R-419L1 communications station",3,0,0,0,3,"03/14/2024"
"396","Ukraine","3 River link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",3,0,0,0,3,"03/14/2024"
"397","Ukraine","3 Stormer HVM",0,0,3,0,3,"03/14/2024"
"398","Ukraine","3 T-72 'Ural'",1,2,1,0,4,"03/14/2024"
"399","Ukraine","3 T-72B3 Obr. 2014",1,0,0,1,2,"03/14/2024"
"400","Ukraine","3 T-80BVK",1,1,1,1,4,"03/14/2024"
"401","Ukraine","3 Unknown MRLS",3,0,0,0,3,"03/14/2024"
"402","Ukraine","3 ZiL-131 tanker",2,0,0,1,3,"03/14/2024"
"403","Ukraine","30 BMC Kirpi",21,2,7,2,32,"03/14/2024"
"404","Ukraine","30 KamAZ with MM-501 armoured cabin",18,2,2,9,31,"03/14/2024"
"405","Ukraine","30 T-72BA",12,0,3,16,31,"03/14/2024"
"406","Ukraine","300mm BM-30 Smerch",2,0,0,0,2,"03/14/2024"
"407","Ukraine","31 100mm MT-12 anti-tank gun",19,0,3,7,29,"03/14/2024"
"408","Ukraine","31 Mastiff Protected Patrol",16,3,8,3,30,"03/14/2024"
"409","Ukraine","31 Su-25 close air support aircraft",28,0,3,0,31,"03/14/2024"
"410","Ukraine","32 KamAZ 4x4",27,1,0,4,32,"03/14/2024"
"411","Ukraine","321 Unknown tank",236,40,45,0,321,"03/14/2024"
"412","Ukraine","33 IMR-2(M) combat engineering vehicle",14,6,4,13,37,"03/14/2024"
"413","Ukraine","35 ZiL-131",26,0,3,8,37,"03/14/2024"
"414","Ukraine","350 T-72B3",216,22,48,80,366,"03/14/2024"
"415","Ukraine","36 River link pontoon (for PMP(-M) floating bridge system)",27,0,8,1,36,"03/14/2024"
"416","Ukraine","36D6 'Tin Shield'",11,0,2,1,14,"03/14/2024"
"417","Ukraine","37 9P149 Shturm-S",12,3,2,20,37,"03/14/2024"
"418","Ukraine","37 UAZ-469 jeep",21,1,4,13,39,"03/14/2024"
"419","Ukraine","38 152mm 2S33 Msta-SM2",16,0,3,16,35,"03/14/2024"
"420","Ukraine","38 UAZ-452 van",34,1,2,2,39,"03/14/2024"
"421","Ukraine","39 R-149MA3 command and staff vehicle",16,0,4,22,42,"03/14/2024"
"422","Ukraine","4 120mm 2S23 Nona-SVK",1,0,0,3,4,"03/14/2024"
"423","Ukraine","4 152mm ShKH vz. 77 DANA",1,0,3,0,4,"03/14/2024"
"424","Ukraine","4 1L259 (for Zoopark-1 counter-battery radar complex)",2,0,1,0,3,"03/14/2024"
"425","Ukraine","4 BMO-T",3,0,0,1,4,"03/14/2024"
"426","Ukraine","4 BPM-97 Vystrel",1,0,0,3,4,"03/14/2024"
"427","Ukraine","4 BREM-L armoured recovery vehicle",3,0,1,0,4,"03/14/2024"
"428","Ukraine","4 BWP-1",4,0,0,0,4,"03/14/2024"
"429","Ukraine","4 Boeing Insitu ScanEagle 2",3,0,0,1,4,"03/14/2024"
"430","Ukraine","4 Bukovel-AD EW system",3,0,1,0,4,"03/14/2024"
"431","Ukraine","4 Eleron T28ME",3,0,0,1,4,"03/14/2024"
"432","Ukraine","4 Fara ground surveillance radar",1,0,0,3,4,"03/14/2024"
"433","Ukraine","4 ITEC Skif",3,0,0,1,4,"03/14/2024"
"434","Ukraine","4 M1A1 SA Abrams",2,2,2,0,6,"03/14/2024"
"435","Ukraine","4 MTO-AT mobile workshop",3,0,0,1,4,"03/14/2024"
"436","Ukraine","4 MTP-A2.1 recovery vehicle",2,0,0,2,4,"03/14/2024"
"437","Ukraine","4 MTU-72 bridge layer",3,0,0,1,4,"03/14/2024"
"438","Ukraine","4 Project 50030 Kalkan-class patrol boat (Sea Guard)",0,0,0,4,4,"03/14/2024"
"439","Ukraine","4 T-80B",3,1,1,0,5,"03/14/2024"
"440","Ukraine","4 Ural-4320 (for PMP floating bridge system)",2,1,0,1,4,"03/14/2024"
"441","Ukraine","4 Ural-5323",2,0,0,2,4,"03/14/2024"
"442","Ukraine","4 Zhuk-class patrol boat (Sea Guard)",1,0,1,2,4,"03/14/2024"
"443","Ukraine","41 9T452 transporter-loader (for BM-27 Uragan MRL)",25,0,0,11,36,"03/14/2024"
"444","Ukraine","41 MT-LB with ZU-23 AA gun",29,0,1,11,41,"03/14/2024"
"445","Ukraine","44 T-72A",25,6,6,11,48,"03/14/2024"
"446","Ukraine","47 BRM-1(K) reconnaissance vehicle",29,4,4,12,49,"03/14/2024"
"447","Ukraine","5 122mm RM-70",3,0,2,0,5,"03/14/2024"
"448","Ukraine","5 BRDM-2",4,0,0,1,5,"03/14/2024"
"449","Ukraine","5 BTR-70",3,0,1,1,5,"03/14/2024"
"450","Ukraine","5 Coastal link pontoon (for PMP(-M) floating bridge system)",5,0,0,0,5,"03/14/2024"
"451","Ukraine","5 KrAZ Cougar",2,0,0,3,5,"03/14/2024"
"452","Ukraine","5 KrAZ-255 (for PMP floating bridge system)",5,0,0,0,5,"03/14/2024"
"453","Ukraine","5 M1132 Stryker Engineering Squad Vehicle",5,0,0,0,5,"03/14/2024"
"454","Ukraine","5 M113AS4",4,0,0,1,5,"03/14/2024"
"455","Ukraine","5 Mi-8MTPR-1 electronic warfare helicopter",2,0,1,0,3,"03/14/2024"
"456","Ukraine","5 Pinzgauer Vector 718",2,0,2,1,5,"03/14/2024"
"457","Ukraine","5 Project 03160 Raptor-class patrol boat",3,0,2,0,5,"03/14/2024"
"458","Ukraine","5 UAZ-394511 <U+2018>Esaul<U+2019>",3,0,2,2,7,"03/14/2024"
"459","Ukraine","5 UMS-1000 patrol boat (Sea Guard)",0,0,1,5,6,"03/14/2024"
"460","Ukraine","5 Unknown Tor TLAR",1,0,4,0,5,"03/14/2024"
"461","Ukraine","5 Ural-VV",4,0,0,1,5,"03/14/2024"
"462","Ukraine","50 120mm 2S9 Nona",41,0,2,5,48,"03/14/2024"
"463","Ukraine","50 Unknown BTR-80/BTR-82A",39,2,6,0,47,"03/14/2024"
"464","Ukraine","51 (Unknown) vehicle",36,1,4,0,41,"03/14/2024"
"465","Ukraine","5N63S 'Flap Lid B' (for S-300PS)",14,0,0,0,14,"03/14/2024"
"466","Ukraine","5N66M 'Clam Shell' on 40V6M mast (for S-300PT)",1,1,0,1,3,"03/14/2024"
"467","Ukraine","5P851A (Launcher for S-300PT-1A)",28,0,0,0,28,"03/14/2024"
"468","Ukraine","5P85D (launcher for S-300PS)",1,0,0,1,2,"03/14/2024"
"469","Ukraine","5P85D/S (launcher for S-300PS)",16,0,1,0,17,"03/14/2024"
"470","Ukraine","5P85S (launcher for S-300PS)",11,0,1,1,13,"03/14/2024"
"471","Ukraine","5P85SM2-01 (launcher for S-400)",4,0,0,0,4,"03/14/2024"
"472","Ukraine","5P85T2 (launcher for S-400)",1,0,0,0,1,"03/14/2024"
"473","Ukraine","6 Coastal link pontoon (for floating unified railway bridge-ribbon MLZh-VF-VT)",2,0,0,4,6,"03/14/2024"
"474","Ukraine","6 Mara-2M",3,0,0,3,6,"03/14/2024"
"475","Ukraine","6 T-90S",5,1,1,0,7,"03/14/2024"
"476","Ukraine","6 UAZ Patriot jeep",3,0,1,1,5,"03/14/2024"
"477","Ukraine","61 152mm 2S5 Giatsint-S",46,0,7,5,58,"03/14/2024"
"478","Ukraine","653 BTR-82A(M)",448,21,46,124,639,"03/14/2024"
"479","Ukraine","7 155mm Caesar 6x6",4,0,3,0,7,"03/14/2024"
"480","Ukraine","7 Granat-4",5,0,0,2,7,"03/14/2024"
"481","Ukraine","7 KamAZ 6x6",5,0,0,2,7,"03/14/2024"
"482","Ukraine","7 KamAZ KMV-10V boom crane truck",5,0,0,2,7,"03/14/2024"
"483","Ukraine","7 PT-91 Twardy",3,2,3,0,8,"03/14/2024"
"484","Ukraine","7 Su-35S multirole aircraft",7,0,0,0,7,"03/14/2024"
"485","Ukraine","7 Ural Avtozaks",6,0,0,1,7,"03/14/2024"
"486","Ukraine","78 T-72M/M1(R)",56,8,12,9,85,"03/14/2024"
"487","Ukraine","8 M1165 HMMWV",7,0,0,1,8,"03/14/2024"
"488","Ukraine","8 R-330BMV jamming station (for Borisoglebsk-2)",7,0,0,1,8,"03/14/2024"
"489","Ukraine","8 R-934B 'Sinitsa' automated jamming station",6,0,2,0,8,"03/14/2024"
"490","Ukraine","83 International M1224 MaxxPro",59,7,13,2,81,"03/14/2024"
"491","Ukraine","86 M113",53,13,19,11,96,"03/14/2024"
"492","Ukraine","9 K-53949 Typhoon-K",8,0,0,1,9,"03/14/2024"
"493","Ukraine","9 KrAZ-260 tanker",2,0,1,1,4,"03/14/2024"
"494","Ukraine","9 REM-KL recovery vehicle",7,0,1,1,9,"03/14/2024"
"495","Ukraine","9 River link pontoon (for PP-2005 floating bridge system)",8,0,0,1,9,"03/14/2024"
"496","Ukraine","9 Roshel Senator",6,0,2,2,10,"03/14/2024"
"497","Ukraine","9 Ural-375D",2,0,0,7,9,"03/14/2024"
"498","Ukraine","9 Ural-4320 with 57mm AZP S-60",8,0,1,0,9,"03/14/2024"
"499","Ukraine","921 KamAZ 6x6",639,11,36,138,824,"03/14/2024"
"500","Ukraine","93 BTR-4",56,6,8,23,93,"03/14/2024"
"501","Ukraine","94 T-64BV Zr. 2017",55,7,9,23,94,"03/14/2024"
"502","Ukraine","96 T-80U",41,8,5,40,94,"03/14/2024"
"503","Ukraine","9A310M1 TELAR (for Buk-M1)",11,0,3,1,15,"03/14/2024"
"504","Ukraine","9A316 TEL (for Buk-M2)",6,0,0,3,9,"03/14/2024"
"505","Ukraine","9A317 TELAR (for Buk-M2)",10,0,1,1,12,"03/14/2024"
"506","Ukraine","9A317M TELAR (for Buk-M3)",4,0,0,0,4,"03/14/2024"
"507","Ukraine","9A330 TLAR (for 9K330 Tor)",2,0,5,6,13,"03/14/2024"
"508","Ukraine","9A331 TLAR (for 9K331 Tor-M1)",7,1,1,2,11,"03/14/2024"
"509","Ukraine","9A331M TLAR (for 9K332 Tor-M2)",11,1,8,2,22,"03/14/2024"
"510","Ukraine","9A39M1 TEL (for Buk-M1)",4,0,0,0,4,"03/14/2024"
"511","Ukraine","9A39M1-2 TEL (for Buk-M1-2)",6,0,0,0,6,"03/14/2024"
"512","Ukraine","9A83M2 TELAR (for S-300V4)",3,0,0,0,3,"03/14/2024"
"513","Ukraine","9A84-2 TEL (for S-300V4)",2,0,0,0,2,"03/14/2024"
"514","Ukraine","9K33 Osa",25,1,7,7,40,"03/14/2024"
"515","Ukraine","9K35 Strela-10",54,3,7,4,68,"03/14/2024"
"516","Ukraine","9P148 Konkurs",3,0,1,1,5,"03/14/2024"
"517","Ukraine","9P148 Konkurs ATGM carrier",6,1,0,9,16,"03/14/2024"
"518","Ukraine","9P149 Shturm-S ATGM carrier",1,0,1,2,4,"03/14/2024"
"519","Ukraine","9P163M-1 Kornet-T",2,0,0,0,2,"03/14/2024"
"520","Ukraine","9S18<U+041C>1(-2) (for Buk-M2)",0,0,0,1,1,"03/14/2024"
"521","Ukraine","9S18<U+041C>1(-3) (for Buk-M3)",1,0,0,0,1,"03/14/2024"
"522","Ukraine","9S36 (for Buk-M2)",3,0,0,1,4,"03/14/2024"
"523","Ukraine","9S36M (for Buk-M3)",2,0,0,0,2,"03/14/2024"
"524","Ukraine","9S470M1 (or variant thereof) command post (for Buk-M1/2)",1,0,0,1,2,"03/14/2024"
"525","Ukraine","9S932-2 intelligence, control and command vehicle (for Barnaul-T)",0,0,0,1,1,"03/14/2024"
"526","Ukraine","9T217 transloader (for 9K33 Osa)",6,0,0,2,8,"03/14/2024"
"527","Ukraine","9T244 transloader (for 9A330/1 Tor)",3,0,2,2,7,"03/14/2024"
"528","Ukraine","9T452 transporter-loader (for BM-27 'Uragan' MRL)",2,0,0,0,2,"03/14/2024"
"529","Ukraine","A1-SM Fury",41,0,0,40,81,"03/14/2024"
"530","Ukraine","AMN-590951",12,2,4,3,21,"03/14/2024"
"531","Ukraine","AMX-10 RC(R)",1,1,0,1,3,"03/14/2024"
"532","Ukraine","AMZ Dzik-2",1,0,1,1,3,"03/14/2024"
"533","Ukraine","AN/TPQ-36 weapons location radar",2,0,2,0,4,"03/14/2024"
"534","Ukraine","AN/TPQ-37 weapons location radar",2,0,0,0,2,"03/14/2024"
"535","Ukraine","AN/TPQ-49 lightweight counter mortar radar",0,0,0,1,1,"03/14/2024"
"536","Ukraine","AN/TPQ-50 counter-battery radar",5,0,0,0,5,"03/14/2024"
"537","Ukraine","APE-5 command post",6,0,0,0,6,"03/14/2024"
"538","Ukraine","ASU-1 Valkyrja",35,0,0,5,40,"03/14/2024"
"539","Ukraine","ATF Dingo",6,0,1,0,7,"03/14/2024"
"540","Ukraine","AeroVironment RQ-20 Puma",8,0,1,10,19,"03/14/2024"
"541","Ukraine","Airbus H225 transport helicopter",1,0,0,0,1,"03/14/2024"
"542","Ukraine","Alvis 4 'Mamba'",2,0,1,1,4,"03/14/2024"
"543","Ukraine","An-26 transport aircraft",3,0,0,0,3,"03/14/2024"
"544","Ukraine","Armed pickup truck",4,0,0,0,4,"03/14/2024"
"545","Ukraine","Armoured Volkswagen Amarok pickup truck",0,0,1,1,2,"03/14/2024"
"546","Ukraine","BAT-2 heavy engineering vehicle",4,1,5,5,15,"03/14/2024"
"547","Ukraine","BMD-2",177,11,13,58,259,"03/14/2024"
"548","Ukraine","BMD-4M",89,2,10,12,113,"03/14/2024"
"549","Ukraine","BMK-130M/BMK-150 towing and motor boat",0,0,0,1,1,"03/14/2024"
"550","Ukraine","BMK-460 towing and motor boat",2,6,2,0,10,"03/14/2024"
"551","Ukraine","BMM-4C Ambulance",2,0,0,2,4,"03/14/2024"
"552","Ukraine","BMM-70 Ambulance",2,0,0,0,2,"03/14/2024"
"553","Ukraine","BMP-1(P)",729,89,100,139,1057,"03/14/2024"
"554","Ukraine","BMP-1AM",28,8,12,9,57,"03/14/2024"
"555","Ukraine","BMP-1KSh command and staff vehicle",2,0,0,0,2,"03/14/2024"
"556","Ukraine","BMP-1TS",1,0,0,0,1,"03/14/2024"
"557","Ukraine","BMP-2 675-sb3KDZ",47,9,11,2,69,"03/14/2024"
"558","Ukraine","BMP-2M Berezhok",18,1,4,8,31,"03/14/2024"
"559","Ukraine","BMP-3",235,27,45,62,369,"03/14/2024"
"560","Ukraine","BMP-3 688M sb. 3KDZ",24,12,13,1,50,"03/14/2024"
"561","Ukraine","BRDM-2",41,0,0,23,64,"03/14/2024"
"562","Ukraine","BRDM-2L1",31,0,1,17,49,"03/14/2024"
"563","Ukraine","BRDM-2M/A",2,0,0,0,2,"03/14/2024"
"564","Ukraine","BRDM-2RKhb chemical reconnaissance vehicle",6,0,0,2,8,"03/14/2024"
"565","Ukraine","BREM-1 armoured recovery vehicle",28,11,6,17,62,"03/14/2024"
"566","Ukraine","BREM-2 armoured recovery vehicle",1,0,0,1,2,"03/14/2024"
"567","Ukraine","BREM-Ch ''BREM-4'' armoured recovery vehicle",5,0,0,1,6,"03/14/2024"
"568","Ukraine","BREM-K armoured recovery vehicle",1,0,0,3,4,"03/14/2024"
"569","Ukraine","BRM-1K Obr. 2021",1,0,0,1,2,"03/14/2024"
"570","Ukraine","BTR-3",30,0,1,10,41,"03/14/2024"
"571","Ukraine","BTR-50 with BPU-1 turret",0,1,1,0,2,"03/14/2024"
"572","Ukraine","BTR-60PB",16,0,1,7,24,"03/14/2024"
"573","Ukraine","BTR-60PU-12 air defence command vehicle",2,0,0,1,3,"03/14/2024"
"574","Ukraine","BTR-70",16,0,3,12,31,"03/14/2024"
"575","Ukraine","BTR-70DI-02 'Svityaz' command and staff vehicle",0,0,0,1,1,"03/14/2024"
"576","Ukraine","BTR-70M",7,2,0,2,11,"03/14/2024"
"577","Ukraine","BTR-80M",0,0,0,2,2,"03/14/2024"
"578","Ukraine","BTR-D",55,6,4,23,88,"03/14/2024"
"579","Ukraine","BTR-MDM Rakushka",20,1,3,8,32,"03/14/2024"
"580","Ukraine","BTR-ZD Skrezhet",2,0,0,2,4,"03/14/2024"
"581","Ukraine","BTS-4 ARV with ZU-23 AA gun",0,0,0,1,1,"03/14/2024"
"582","Ukraine","BTS-4A armoured recovery vehicle",5,4,4,3,16,"03/14/2024"
"583","Ukraine","BVP M-80A",3,1,5,1,10,"03/14/2024"
"584","Ukraine","Barnaul-T 9<U+0421>932-1 automated system for air defence units",3,0,0,4,7,"03/14/2024"
"585","Ukraine","Bayraktar TB2",21,0,0,0,21,"03/14/2024"
"586","Ukraine","Bogdan-2251 ambulance pickup truck",12,0,0,4,16,"03/14/2024"
"587","Ukraine","Bogdan-5316",6,1,2,0,9,"03/14/2024"
"588","Ukraine","Bogdan-63172",27,2,2,3,34,"03/14/2024"
"589","Ukraine","Bogdan-63172 'Kozak'",2,0,0,1,3,"03/14/2024"
"590","Ukraine","Bushmaster Protected Mobility Vehicle",10,0,4,0,14,"03/14/2024"
"591","Ukraine","CV9040C",0,1,5,1,7,"03/14/2024"
"592","Ukraine","Challenger 2",1,0,0,0,1,"03/14/2024"
"593","Ukraine","DAF YAD 4442 NT",3,0,0,0,3,"03/14/2024"
"594","Ukraine","EOS-C VTOL",2,0,0,0,2,"03/14/2024"
"595","Ukraine","Eleron-3",11,0,0,23,34,"03/14/2024"
"596","Ukraine","FV103 Spartan",6,0,1,1,8,"03/14/2024"
"597","Ukraine","FlyEye",7,0,0,2,9,"03/14/2024"
"598","Ukraine","Forpost",5,0,0,0,5,"03/14/2024"
"599","Ukraine","GAZ Sobol",1,1,0,0,2,"03/14/2024"
"600","Ukraine","GAZ Tigr",7,1,0,7,15,"03/14/2024"
"601","Ukraine","GAZ-3308",4,2,0,2,8,"03/14/2024"
"602","Ukraine","GAZ-3308 tanker",1,0,0,0,1,"03/14/2024"
"603","Ukraine","GAZ-3344-20 'Aleut' articulated tracked carrier",2,0,0,0,2,"03/14/2024"
"604","Ukraine","GAZ-66",29,0,0,14,43,"03/14/2024"
"605","Ukraine","GAZ-66 tanker",1,0,0,0,1,"03/14/2024"
"606","Ukraine","GMZ-3 minelayer",2,0,1,5,8,"03/14/2024"
"607","Ukraine","GT-MU AFV converted to APC",0,0,0,1,1,"03/14/2024"
"608","Ukraine","Gyurza-M-class gunboat",1,0,1,3,5,"03/14/2024"
"609","Ukraine","HMMWV Ambulance",4,0,5,8,17,"03/14/2024"
"610","Ukraine","Husky Tactical Support Vehicle",13,2,5,2,22,"03/14/2024"
"611","Ukraine","IMR-2 combat engineering vehicle",8,1,1,1,11,"03/14/2024"
"612","Ukraine","IMR-3M combat engineering vehicle",1,0,1,1,3,"03/14/2024"
"613","Ukraine","INKAS Titan-S",3,0,0,0,3,"03/14/2024"
"614","Ukraine","Il-76 transport aircraft",3,0,2,1,6,"03/14/2024"
"615","Ukraine","Island-class patrol boat",1,0,0,0,1,"03/14/2024"
"616","Ukraine","Iveco LMV",10,1,3,0,14,"03/14/2024"
"617","Ukraine","Iveco LMV Rys",25,1,7,5,38,"03/14/2024"
"618","Ukraine","Jelcz P882 D53",2,0,0,0,2,"03/14/2024"
"619","Ukraine","K1Sh1 command and staff vehicle",0,0,0,1,1,"03/14/2024"
"620","Ukraine","KTO Rosomak",3,0,1,0,4,"03/14/2024"
"621","Ukraine","Ka-52 Alligator attack helicopter",40,2,8,1,51,"03/14/2024"
"622","Ukraine","KamAZ 6x6",18,0,3,8,29,"03/14/2024"
"623","Ukraine","KamAZ 6x6 tanker",1,0,0,1,2,"03/14/2024"
"624","Ukraine","KamAZ-435029 Patrol-A",2,0,1,0,3,"03/14/2024"
"625","Ukraine","KamAZ-5350 with EOV-3523 excavator",16,0,0,3,19,"03/14/2024"
"626","Ukraine","KamAZ-5350 with KS-45719-7M crane",5,0,0,2,7,"03/14/2024"
"627","Ukraine","KamAZ-5350 with armoured cabin",8,0,2,5,15,"03/14/2024"
"628","Ukraine","KamAZ-6350 8x8 artillery tractor",14,0,2,0,16,"03/14/2024"
"629","Ukraine","KamAZ-63968 Typhoon",19,1,4,6,30,"03/14/2024"
"630","Ukraine","Korsar",1,0,0,0,1,"03/14/2024"
"631","Ukraine","Kozak-2",38,0,1,19,58,"03/14/2024"
"632","Ukraine","Kozak-2M1",22,2,4,7,35,"03/14/2024"
"633","Ukraine","Kozak-5",2,0,0,1,3,"03/14/2024"
"634","Ukraine","Kozak-7",6,0,1,0,7,"03/14/2024"
"635","Ukraine","KrAZ Cobra",8,0,1,6,15,"03/14/2024"
"636","Ukraine","KrAZ Spartan",9,0,0,1,10,"03/14/2024"
"637","Ukraine","KrAZ-255B",3,0,0,1,4,"03/14/2024"
