"","country","system","destroyed","abandoned","damaged","captured","total","Date"
"638","Ukraine","KrAZ-255B tanker",8,0,1,1,10,"03/14/2024"
"639","Ukraine","KrAZ-255B with excavator",5,0,2,1,8,"03/14/2024"
"640","Ukraine","KrAZ-260",0,0,0,3,3,"03/14/2024"
"641","Ukraine","KrAZ-5233",15,0,2,15,32,"03/14/2024"
"642","Ukraine","KrAZ-6322",34,0,1,11,46,"03/14/2024"
"643","Ukraine","KrAZ-6322 'Krepost<U+2019>",1,0,0,5,6,"03/14/2024"
"644","Ukraine","KrAZ-MPV Shrek One",1,0,0,1,2,"03/14/2024"
"645","Ukraine","Krivak III-class frigate",1,0,0,0,1,"03/14/2024"
"646","Ukraine","Land Rover Defender",7,0,0,0,7,"03/14/2024"
"647","Ukraine","Lastochka-M",0,0,0,1,1,"03/14/2024"
"648","Ukraine","Leer-2 electronic warfare system",5,0,1,0,6,"03/14/2024"
"649","Ukraine","Leleka-100",37,0,1,20,58,"03/14/2024"
"650","Ukraine","Leopard 2A4",8,4,9,0,21,"03/14/2024"
"651","Ukraine","Leopard 2A6",5,4,6,0,15,"03/14/2024"
"652","Ukraine","Leopard 2R mine-clearing tank",1,0,2,0,3,"03/14/2024"
"653","Ukraine","M-55S",1,0,1,0,2,"03/14/2024"
"654","Ukraine","M1114 and M1151 HMMWV",63,3,18,10,94,"03/14/2024"
"655","Ukraine","M1126 Stryker",7,1,2,0,10,"03/14/2024"
"656","Ukraine","M113G3DK/G4DK",2,2,1,0,5,"03/14/2024"
"657","Ukraine","M1152 HMMWV",15,0,0,0,15,"03/14/2024"
"658","Ukraine","M2A2 Bradley ODS-SA",28,8,27,2,65,"03/14/2024"
"659","Ukraine","M88A1 armoured recovery vehicle",2,1,0,0,3,"03/14/2024"
"660","Ukraine","M998 HMMWV",3,0,1,11,15,"03/14/2024"
"661","Ukraine","MAZ 531605 tanker",3,0,0,0,3,"03/14/2024"
"662","Ukraine","MAZ TZ-500 tanker",3,0,0,0,3,"03/14/2024"
"663","Ukraine","MAZ-5336",1,0,0,0,1,"03/14/2024"
"664","Ukraine","MAZ-537",2,0,0,1,3,"03/14/2024"
"665","Ukraine","MDK-3 trench-digging vehicle",1,0,1,2,4,"03/14/2024"
"666","Ukraine","MLS Shield",1,0,2,0,3,"03/14/2024"
"667","Ukraine","MT-LB",510,71,52,140,773,"03/14/2024"
"668","Ukraine","MT-LB With 14.5mm BPU-1 Turret",2,0,0,0,2,"03/14/2024"
"669","Ukraine","MT-LB with 140mm Ogon-18 MRLS",1,0,1,0,2,"03/14/2024"
"670","Ukraine","MT-LB with 82-mm automatic mortar 2B9 Vasilek",1,0,1,0,2,"03/14/2024"
"671","Ukraine","MT-LB with ZU-23 AA gun",9,0,1,2,12,"03/14/2024"
"672","Ukraine","MT-LB-S Ambulance",17,1,0,5,23,"03/14/2024"
"673","Ukraine","MT-LBM 6MB",7,1,3,3,14,"03/14/2024"
"674","Ukraine","MT-LBu",13,1,0,6,20,"03/14/2024"
"675","Ukraine","Malloy Aeronautics T150 cargo UAV",0,0,0,3,3,"03/14/2024"
"676","Ukraine","Marder 1A3",4,5,6,0,15,"03/14/2024"
"677","Ukraine","Mercedes-Benz Unimog U1300L ambulance",2,0,0,0,2,"03/14/2024"
"678","Ukraine","Merlin-VR",1,0,0,0,1,"03/14/2024"
"679","Ukraine","Mi-14PS maritime helicopter",1,0,0,0,1,"03/14/2024"
"680","Ukraine","Mi-2 training helicopter",2,0,0,1,3,"03/14/2024"
"681","Ukraine","Mi-24 attack helicopter",2,0,1,0,3,"03/14/2024"
"682","Ukraine","Mi-24P attack helicopter",6,0,0,0,6,"03/14/2024"
"683","Ukraine","Mi-24V/P/35M attack helicopter",1,0,2,0,3,"03/14/2024"
"684","Ukraine","Mi-28 attack helicopter",9,0,2,0,11,"03/14/2024"
"685","Ukraine","Mi-35M attack helicopter",9,0,1,0,10,"03/14/2024"
"686","Ukraine","Mi-8 transport helicopter",20,1,4,1,26,"03/14/2024"
"687","Ukraine","MiG-31BM fighter aircraft",1,0,0,0,1,"03/14/2024"
"688","Ukraine","Mohajer-6",2,0,0,0,2,"03/14/2024"
"689","Ukraine","NOTA",0,0,0,1,1,"03/14/2024"
"690","Ukraine","Novator",11,0,3,5,19,"03/14/2024"
"691","Ukraine","Orion",6,0,0,0,6,"03/14/2024"
"692","Ukraine","Orlan-10",96,0,0,72,168,"03/14/2024"
"693","Ukraine","Orlan-10 UCAV",1,0,0,2,3,"03/14/2024"
"694","Ukraine","Orlan-10 jamming UAV",2,0,0,3,5,"03/14/2024"
"695","Ukraine","Orlan-30",6,0,0,4,10,"03/14/2024"
"696","Ukraine","Oshkosh M-ATV",17,3,4,1,25,"03/14/2024"
"697","Ukraine","P-14 'Tall King'",0,0,1,0,1,"03/14/2024"
"698","Ukraine","P-18 'Malakhit'",8,0,0,1,9,"03/14/2024"
"699","Ukraine","P-18 'Spoon Rest D'",5,0,2,1,8,"03/14/2024"
"700","Ukraine","P-18ML long-range VHF surveillance radar",0,0,1,0,1,"03/14/2024"
"701","Ukraine","P-19 'Flat Face B'",2,0,0,0,2,"03/14/2024"
"702","Ukraine","P-230T command vehicle",3,0,0,0,3,"03/14/2024"
"703","Ukraine","P-260-U signals vehicle (for Redut-2US signal and communications system)",1,0,0,1,2,"03/14/2024"
"704","Ukraine","P-35/37 'Bar Lock'",1,0,0,0,1,"03/14/2024"
"705","Ukraine","PD-1",2,0,0,1,3,"03/14/2024"
"706","Ukraine","PPRU-1(M) '9S80(-1)' 'Sborka' (for 9K35 Strela-10)",1,0,0,1,2,"03/14/2024"
"707","Ukraine","PRP-3 with a BMD-2 turret",4,0,0,0,4,"03/14/2024"
"708","Ukraine","PRV-11 'Side Net'",0,0,0,1,1,"03/14/2024"
"709","Ukraine","PRV-13 'Odd Pair'",2,0,0,1,3,"03/14/2024"
"710","Ukraine","PRV-16 'Thin Skin B'",3,0,0,0,3,"03/14/2024"
"711","Ukraine","PTS-2 tracked amphibious transport",0,0,0,1,1,"03/14/2024"
"712","Ukraine","Pbv 501A",8,0,0,1,9,"03/14/2024"
"713","Ukraine","Peugeot P4",2,0,0,0,2,"03/14/2024"
"714","Ukraine","Poseidon H10",1,0,0,0,1,"03/14/2024"
"715","Ukraine","Pr.304 Amur-class command ship",1,0,0,0,1,"03/14/2024"
"716","Ukraine","Project 02510 BK-16E high-speed assault boat",1,0,0,0,1,"03/14/2024"
"717","Ukraine","Project 1164 Slava-class guided missile cruiser",1,0,0,0,1,"03/14/2024"
"718","Ukraine","Project 1171 Tapir-class landing ship",1,0,0,0,1,"03/14/2024"
"719","Ukraine","Project 11770 Serna-class landing craft",1,0,1,0,2,"03/14/2024"
"720","Ukraine","Project 22870 rescue tug",1,0,0,0,1,"03/14/2024"
"721","Ukraine","Project 376 Yaroslavets-class general purpose tugboat",1,0,0,0,1,"03/14/2024"
"722","Ukraine","Project 636.3 Improved Kilo-class submarine",0,0,1,0,1,"03/14/2024"
"723","Ukraine","Project 640 small patrol boat",1,0,0,0,1,"03/14/2024"
"724","Ukraine","Project 775 Ropucha-class landing ship",2,0,1,0,3,"03/14/2024"
"725","Ukraine","R-142N command and staff vehicle",1,0,0,0,1,"03/14/2024"
"726","Ukraine","R-145BM command vehicle",1,0,0,1,2,"03/14/2024"
"727","Ukraine","R-145BM1 command vehicle",5,0,0,1,6,"03/14/2024"
"728","Ukraine","R-149MA1 command and staff vehicle",49,2,5,29,85,"03/14/2024"
"729","Ukraine","R-166-0.5 signals vehicle",18,0,0,6,24,"03/14/2024"
"730","Ukraine","R-330BMV and R-394BMV Borisoglebsk-2B",4,0,2,1,7,"03/14/2024"
"731","Ukraine","R-330ZH Zhitel",15,0,3,0,18,"03/14/2024"
"732","Ukraine","R-381T2M radio monitoring station from a modernised R-381TM Taran-M automatic signals intelligence complex",4,0,0,1,5,"03/14/2024"
"733","Ukraine","R-410-7,5 tropospheric radio relay communication station",1,0,0,0,1,"03/14/2024"
"734","Ukraine","R-934UM",1,0,0,0,1,"03/14/2024"
"735","Ukraine","RB-636AM2 Svet-KU EW system",2,0,1,0,3,"03/14/2024"
"736","Ukraine","RKhM 'Kashalot'",2,0,2,3,7,"03/14/2024"
"737","Ukraine","Remdiesel Z-STS Akhmat",11,2,4,1,18,"03/14/2024"
"738","Ukraine","Repeynik portable counter-UAS radar",1,0,0,0,1,"03/14/2024"
"739","Ukraine","SNAR-10 battlefield surveillance radar",1,0,0,2,3,"03/14/2024"
"740","Ukraine","SNAR-10M1 battlefield surveillance radar",1,0,2,1,4,"03/14/2024"
"741","Ukraine","ST-68U radar",5,0,0,0,5,"03/14/2024"
"742","Ukraine","Shark",9,0,0,2,11,"03/14/2024"
"743","Ukraine","Silok-01 counter-UAV system",3,0,1,1,5,"03/14/2024"
"744","Ukraine","Sisu XA-185",5,3,3,1,12,"03/14/2024"
"745","Ukraine","Sorum-class seagoing tugboat",0,0,0,1,1,"03/14/2024"
"746","Ukraine","Spaitech Sparrow",1,0,0,3,4,"03/14/2024"
"747","Ukraine","Spectator-M1",4,0,0,2,6,"03/14/2024"
"748","Ukraine","Stenka-class patrol boat (Operated by the Sea Guard)",1,0,0,0,1,"03/14/2024"
"749","Ukraine","Stridsvagn 122",1,5,5,0,11,"03/14/2024"
"750","Ukraine","Strizh-3 counter-UAV system",1,0,0,0,1,"03/14/2024"
"751","Ukraine","Su-24M strike aircraft",3,0,0,0,3,"03/14/2024"
"752","Ukraine","Su-24MR tactical reconnaissance aircraft",1,0,0,0,1,"03/14/2024"
"753","Ukraine","Su-27 fighter aircraft",13,0,0,0,13,"03/14/2024"
"754","Ukraine","Su-34 strike aircraft",22,0,0,0,22,"03/14/2024"
"755","Ukraine","Supercam S350",14,0,0,7,21,"03/14/2024"
"756","Ukraine","T-64 mine-clearing tank",1,1,1,1,4,"03/14/2024"
"757","Ukraine","T-64A",1,0,0,1,2,"03/14/2024"
"758","Ukraine","T-64B",2,0,1,2,5,"03/14/2024"
"759","Ukraine","T-64B1M",3,0,0,7,10,"03/14/2024"
"760","Ukraine","T-64BM 'Bulat'",11,0,3,3,17,"03/14/2024"
"761","Ukraine","T-64BM2 'Bulat'",4,0,1,0,5,"03/14/2024"
"762","Ukraine","T-64BV",172,12,36,50,270,"03/14/2024"
"763","Ukraine","T-72 'Ural'",3,0,1,1,5,"03/14/2024"
"764","Ukraine","T-72AMT",11,2,5,6,24,"03/14/2024"
"765","Ukraine","T-72AV",27,7,7,6,47,"03/14/2024"
"766","Ukraine","T-72B",258,27,27,73,385,"03/14/2024"
"767","Ukraine","T-72B Obr. 2022",42,24,20,0,86,"03/14/2024"
"768","Ukraine","T-72B3 Obr. 2016",138,12,21,102,273,"03/14/2024"
"769","Ukraine","T-72B3 Obr. 2022",29,6,6,0,41,"03/14/2024"
"770","Ukraine","T-72EA",4,0,1,1,6,"03/14/2024"
"771","Ukraine","T-80BV",376,63,81,84,604,"03/14/2024"
"772","Ukraine","T-80BVM Obr. 2022",10,3,3,0,16,"03/14/2024"
"773","Ukraine","T-80UE-1",3,0,0,4,7,"03/14/2024"
"774","Ukraine","T-80UK",1,1,0,1,3,"03/14/2024"
"775","Ukraine","T-80UM2",1,0,0,0,1,"03/14/2024"
"776","Ukraine","T-90A",23,4,3,9,39,"03/14/2024"
"777","Ukraine","T-90M",36,19,31,3,89,"03/14/2024"
"778","Ukraine","TZM-T reloader vehicle (for TOS-1A)",4,1,0,4,9,"03/14/2024"
"779","Ukraine","Takhion",1,0,0,5,6,"03/14/2024"
"780","Ukraine","Triton-1",0,0,0,3,3,"03/14/2024"
"781","Ukraine","Truck-based support equipment (for S-400)",1,0,0,0,1,"03/14/2024"
"782","Ukraine","UAZ-23632 pickup truck",7,0,0,3,10,"03/14/2024"
"783","Ukraine","UAZ-23632-148-64 armed pickup truck",7,0,0,0,7,"03/14/2024"
"784","Ukraine","UAZ-469 jeep",8,2,2,6,18,"03/14/2024"
"785","Ukraine","UJ-22",2,0,0,0,2,"03/14/2024"
"786","Ukraine","UR-67 mine clearing charge on BTR-D APC",0,0,0,1,1,"03/14/2024"
"787","Ukraine","UR-77 'Meteorit' mine clearing vehicle",13,1,0,18,32,"03/14/2024"
"788","Ukraine","Unknown AFV",207,17,25,2,251,"03/14/2024"
"789","Ukraine","Unknown BTR",3,0,0,0,3,"03/14/2024"
"790","Ukraine","Unknown BTR-D/BMD-2",9,0,0,0,9,"03/14/2024"
"791","Ukraine","Unknown Buk M1-2/M2/M3 TEL(AR)",10,0,1,0,11,"03/14/2024"
"792","Ukraine","Unknown IMV",5,0,1,0,6,"03/14/2024"
"793","Ukraine","Unknown SPG",30,0,5,0,35,"03/14/2024"
"794","Ukraine","Unknown T-64",1,0,0,0,1,"03/14/2024"
"795","Ukraine","Unknown T-72",111,8,20,3,142,"03/14/2024"
"796","Ukraine","Unknown T-80",8,2,4,1,15,"03/14/2024"
"797","Ukraine","Unknown communications station",1,0,0,0,1,"03/14/2024"
"798","Ukraine","Unknown communications station based on the KamAZ 6x6",5,0,0,0,5,"03/14/2024"
"799","Ukraine","Unknown counter mortar/battery radar",0,0,1,0,1,"03/14/2024"
"800","Ukraine","Unknown fuel tanker",5,0,0,0,5,"03/14/2024"
"801","Ukraine","Unknown helicopter",2,0,0,0,2,"03/14/2024"
"802","Ukraine","Unknown reconnaissance UAV",2,0,0,1,3,"03/14/2024"
"803","Ukraine","Unknown tank",39,3,4,0,46,"03/14/2024"
"804","Ukraine","Unknown towed artillery",26,0,10,0,36,"03/14/2024"
"805","Ukraine","Unknown truck",57,1,2,3,63,"03/14/2024"
"806","Ukraine","Unknown vehicle",37,0,1,0,38,"03/14/2024"
"807","Ukraine","Ural Federal",18,0,0,7,25,"03/14/2024"
"808","Ukraine","Ural-375D",1,0,0,0,1,"03/14/2024"
"809","Ukraine","Ural-4320",672,14,41,150,877,"03/14/2024"
"810","Ukraine","Ural-4320 KET-L recovery vehicle",2,0,0,2,4,"03/14/2024"
"811","Ukraine","Ural-4320 KT-L recovery vehicle",5,0,0,2,7,"03/14/2024"
"812","Ukraine","Ural-4320 with EOV-3521 excavator",4,0,1,1,6,"03/14/2024"
"813","Ukraine","Ural-4320 with KS-3574M3 or KS-3574M crane",3,0,0,1,4,"03/14/2024"
"814","Ukraine","Ural-542301 tank transporter",1,0,0,0,1,"03/14/2024"
"815","Ukraine","VAB",14,3,5,0,22,"03/14/2024"
"816","Ukraine","Varta",10,0,2,24,36,"03/14/2024"
"817","Ukraine","Vepr",2,0,0,1,3,"03/14/2024"
"818","Ukraine","Vityaz DT-10PM articulated tracked carrier",1,0,0,0,1,"03/14/2024"
"819","Ukraine","Vityaz DT-30 articulated tracked carrier",1,0,2,3,6,"03/14/2024"
"820","Ukraine","Wolfhound Protected Patrol",5,0,0,0,5,"03/14/2024"
"821","Ukraine","YPR-765",46,7,10,5,68,"03/14/2024"
"822","Ukraine","ZALA 421-16<U+0415>",33,0,0,15,48,"03/14/2024"
"823","Ukraine","ZSU-23-4 Shilka",3,2,2,7,14,"03/14/2024"
"824","Ukraine","ZiL-130",6,0,0,1,7,"03/14/2024"
"825","Ukraine","ZiL-131",100,2,4,39,145,"03/14/2024"
"826","Ukraine","ZiL-131 tanker",3,1,1,1,6,"03/14/2024"
"827","Ukraine","ZiL-131-based KShM KUNG command vehicle",1,0,0,0,1,"03/14/2024"
"828","Ukraine","ZiL-157",0,0,0,2,2,"03/14/2024"
"829","Ukraine","ZiL-181",1,0,0,0,1,"03/14/2024"
