"","country","system","abandoned","captured","damaged","destroyed","total","Date"
"1","Russia","(Unknown) truck",2,9,6,130,147,"08/20/2022"
"2","Russia","1 152mm 2S5 Giatsint-S",0,0,0,1,1,"08/20/2022"
"3","Russia","1 1V110 BM-21 Grad battery command vehicle",0,1,0,1,2,"08/20/2022"
"4","Russia","1 1V15M fire control and observation vehicle",0,0,0,1,1,"08/20/2022"
"5","Russia","1 48Ya6-K1 Podlet-K1 low-altitude S-band surveillance radar",0,0,0,1,1,"08/20/2022"
"6","Russia","1 An-26 transport aircraft",0,0,0,1,1,"08/20/2022"
"7","Russia","1 BRDM-2",0,0,0,1,1,"08/20/2022"
"8","Russia","1 BREM-D armored recovery vehicle",0,1,0,0,1,"08/20/2022"
"9","Russia","1 BTR-70M",0,0,0,1,1,"08/20/2022"
"10","Russia","1 Command vehicle for Podlet-K1 low-altitude S-band surveillance radar",0,0,0,1,1,"08/20/2022"
"11","Russia","1 ED2x30-T400-3RA mobile generator",0,0,1,0,1,"08/20/2022"
"12","Russia","1 Eleron T28ME reconnaissance UAV",0,1,0,0,1,"08/20/2022"
"13","Russia","1 KrAZ-260 tanker",0,0,0,1,1,"08/20/2022"
"14","Russia","1 Leer-2 electronic warfare system",0,0,0,1,1,"08/20/2022"
"15","Russia","1 MSh-5350.1 command vehicle",0,1,0,0,1,"08/20/2022"
"16","Russia","1 MTO-AG-3M",0,0,0,1,1,"08/20/2022"
"17","Russia","1 MTO-UB1 maintenance vehicle",0,0,0,1,1,"08/20/2022"
"18","Russia","1 MTP-A2 recovery vehicle",0,0,0,1,1,"08/20/2022"
"19","Russia","1 MTP-A2.1 recovery vehicle",0,0,0,1,1,"08/20/2022"
"20","Russia","1 Mobile generator for Podlet-K1 low-altitude S-band surveillance radar",0,0,0,1,1,"08/20/2022"
"21","Russia","1 P-18T",0,0,0,1,1,"08/20/2022"
"22","Russia","1 P-260 Redut-2US communication system",0,0,0,1,1,"08/20/2022"
"23","Russia","1 RLK-MC-A (ROSC-1) counter-UAV system",0,0,0,1,1,"08/20/2022"
"24","Russia","1 T-64A",0,0,0,1,1,"08/20/2022"
"25","Russia","1 Unknown EW system",0,0,0,1,1,"08/20/2022"
"26","Russia","1 Unknown MRL",0,0,0,1,1,"08/20/2022"
"27","Russia","10 IMR-2(M) combat engineering vehicle",3,5,0,3,11,"08/20/2022"
"28","Russia","10 K-53949 Typhoon-K",1,2,0,7,10,"08/20/2022"
"29","Russia","10 KamAZ 4x4",1,3,0,6,10,"08/20/2022"
"30","Russia","10 PTS-3 tracked amphibious transport",5,1,1,4,11,"08/20/2022"
"31","Russia","100mm MT-12 anti-tank gun",0,1,0,1,2,"08/20/2022"
"32","Russia","11 KamAZ 8x8",0,1,0,6,7,"08/20/2022"
"33","Russia","11 UAZ-452 van",1,2,3,7,13,"08/20/2022"
"34","Russia","119 BMP-1(P)",9,37,9,61,116,"08/20/2022"
"35","Russia","120mm 2B11/2S12",0,5,0,3,8,"08/20/2022"
