"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",9201,545,2907,583,13236,1,"2023-11-29"
"2","Russia","Tanks",1641,176,548,139,2504,2,"2023-11-29"
"3","Russia","Armoured Fighting Vehicles",728,48,270,30,1076,3,"2023-11-29"
"4","Russia","Infantry Fighting Vehicles",2147,176,619,122,3064,4,"2023-11-29"
"5","Russia","Armoured Personnel Carriers",251,18,92,11,372,5,"2023-11-29"
"6","Russia","Mine-Resistant Ambush Protected",35,1,9,4,49,6,"2023-11-29"
"7","Russia","Infantry Mobility Vehicles",162,4,51,9,226,7,"2023-11-29"
"8","Russia","Command Posts And Communications Stations",169,2,84,3,258,8,"2023-11-29"
"9","Russia","Engineering Vehicles And Equipment",186,44,125,10,365,9,"2023-11-29"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",18,4,19,1,42,10,"2023-11-29"
"11","Russia","Artillery Support Vehicles And Equipment",55,2,53,0,110,11,"2023-11-29"
"12","Russia","Towed Artillery",192,5,100,34,331,12,"2023-11-29"
"13","Russia","Self-Propelled Artillery",460,7,107,33,607,13,"2023-11-29"
"14","Russia","Multiple Rocket Launchers",231,2,53,24,310,14,"2023-11-29"
"15","Russia","Anti-Aircraft Guns",6,0,14,0,20,15,"2023-11-29"
"16","Russia","Self-Propelled Anti-Aircraft Guns",14,2,8,1,25,16,"2023-11-29"
"17","Russia","Surface-To-Air Missile Systems",127,4,24,26,181,17,"2023-11-29"
"18","Russia","Radars",31,0,10,5,46,18,"2023-11-29"
"19","Russia","Jammers And Deception Systems",47,0,7,9,63,19,"2023-11-29"
"20","Russia","Aircraft",86,0,0,8,94,20,"2023-11-29"
"21","Russia","Helicopters",102,0,2,28,132,21,"2023-11-29"
"22","Russia","Unmanned Combat Aerial Vehicles",11,0,3,0,14,22,"2023-11-29"
"23","Russia","Reconnaissance Unmanned Aerial Vehicles",179,0,132,0,311,23,"2023-11-29"
"24","Russia","Naval Ships and Submarines",12,0,0,7,19,24,"2023-11-29"
"25","Russia","Trucks, Vehicles, and Jeeps",2312,51,575,70,3008,25,"2023-11-29"
"26","Ukraine","All Types",3257,183,952,369,4761,1,"2023-11-29"
"27","Ukraine","Tanks",465,37,133,56,691,2,"2023-11-29"
"28","Ukraine","Armoured Fighting Vehicles",239,8,80,9,336,3,"2023-11-29"
"29","Ukraine","Infantry Fighting Vehicles",572,55,113,45,785,4,"2023-11-29"
"30","Ukraine","Armoured Personnel Carriers",226,30,93,25,374,5,"2023-11-29"
"31","Ukraine","Mine-Resistant Ambush Protected",128,20,11,26,185,6,"2023-11-29"
"32","Ukraine","Infantry Mobility Vehicles",243,7,114,32,396,7,"2023-11-29"
"33","Ukraine","Command Posts And Communications Stations",14,0,4,0,18,8,"2023-11-29"
"34","Ukraine","Engineering Vehicles And Equipment",57,6,26,11,100,9,"2023-11-29"
"35","Ukraine","Self-Propelled Anti-Tank Missile Systems",8,1,12,0,21,10,"2023-11-29"
"36","Ukraine","Artillery Support Vehicles And Equipment",10,0,13,0,23,11,"2023-11-29"
"37","Ukraine","Towed Artillery",96,2,18,56,172,12,"2023-11-29"
"38","Ukraine","Self-Propelled Artillery",176,0,23,53,252,13,"2023-11-29"
"39","Ukraine","Multiple Rocket Launchers",33,0,8,9,50,14,"2023-11-29"
"40","Ukraine","Anti-Aircraft Guns",0,0,4,0,4,15,"2023-11-29"
"41","Ukraine","Self-Propelled Anti-Aircraft Guns",2,1,3,1,7,16,"2023-11-29"
"42","Ukraine","Surface-To-Air Missile Systems
",107,1,6,15,129,17,"2023-11-29"
"43","Ukraine","Radars And Communications Equipment",63,1,11,10,85,18,"2023-11-29"
"44","Ukraine","Jammers And Deception Systems",3,0,1,0,4,19,"2023-11-29"
"45","Ukraine","Aircraft",76,0,1,1,78,20,"2023-11-29"
"46","Ukraine","Helicopters",32,0,3,1,36,21,"2023-11-29"
"47","Ukraine","Unmanned Combat Aerial Vehicles",26,0,0,0,26,22,"2023-11-29"
"48","Ukraine","Reconnaissance Unmanned Aerial Vehicles",126,0,75,1,202,23,"2023-11-29"
"49","Ukraine","Naval Ships",9,0,17,1,27,24,"2023-11-29"
"50","Ukraine","Trucks, Vehicles, and Jeeps",552,12,183,17,764,25,"2023-11-29"
