"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","Date"
"1","Russia","All Types",1419,236,1008,39,2702,"2022-04-09"
"2","Russia","Tanks",223,41,184,8,456,"2022-04-09"
"3","Russia","Armoured Fighting Vehicles",138,32,119,0,289,"2022-04-09"
"4","Russia","Infantry Fighting Vehicles",287,32,164,2,485,"2022-04-09"
"5","Russia","Armoured Personnel Carriers",30,17,47,1,95,"2022-04-09"
"6","Russia","Mine-Resistant Ambush Protected",11,3,7,0,21,"2022-04-09"
"7","Russia","Infantry Mobility Vehicles",55,5,28,2,90,"2022-04-09"
"8","Russia","Communications Stations",8,5,7,0,20,"2022-04-09"
"9","Russia","Engineering Vehicles And Equipment",30,15,47,0,92,"2022-04-09"
"10","Russia","Heavy Mortars",3,0,8,0,11,"2022-04-09"
"11","Russia","Towed Artillery",10,5,34,4,53,"2022-04-09"
"12","Russia","Self-Propelled Artillery",36,15,37,2,90,"2022-04-09"
"13","Russia","Multiple Rocket Launchers",21,5,23,0,49,"2022-04-09"
"14","Russia","Anti-Aircraft Guns",0,0,4,0,4,"2022-04-09"
"15","Russia","Self-Propelled Anti-Aircraft Guns",5,2,6,0,13,"2022-04-09"
"16","Russia","Surface-To-Air Missile Systems",25,7,18,1,51,"2022-04-09"
"17","Russia","Radars",3,0,6,0,9,"2022-04-09"
"18","Russia","Jammers And Deception Systems",3,0,2,2,7,"2022-04-09"
"19","Russia","Aircraft",19,0,0,1,20,"2022-04-09"
"20","Russia","Helicopters",28,1,1,2,32,"2022-04-09"
"21","Russia","Unmanned Aerial Vehicles",16,0,10,0,26,"2022-04-09"
"22","Russia","Naval Ships",1,0,0,2,3,"2022-04-09"
"23","Russia","Logistics Trains",2,0,0,0,2,"2022-04-09"
"24","Russia","Trucks, Vehicles and Jeeps",478,61,226,14,779,"2022-04-09"
"25","Ukraine","All Types",323,37,333,24,717,"2022-04-09"
"26","Ukraine","Tanks",39,9,46,2,96,"2022-04-09"
"27","Ukraine","Armoured Fighting Vehicles",28,4,36,0,68,"2022-04-09"
"28","Ukraine","Infantry Fighting Vehicles",35,9,32,3,79,"2022-04-09"
"29","Ukraine","Armoured Personnel Carriers",6,2,23,1,32,"2022-04-09"
"30","Ukraine","Infantry Mobility Vehicles",16,1,32,1,50,"2022-04-09"
"31","Ukraine","Engineering Vehicles",2,0,7,0,9,"2022-04-09"
"32","Ukraine","Towed Artillery",8,3,11,3,25,"2022-04-09"
"33","Ukraine","Self-Propelled Artillery",8,1,7,4,20,"2022-04-09"
"34","Ukraine","Multiple Rocket Launchers",10,0,5,0,15,"2022-04-09"
"35","Ukraine","Anti-Aircraft Guns",0,0,2,0,2,"2022-04-09"
"36","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,"2022-04-09"
"37","Ukraine","Surface-To-Air Missile Systems
",32,1,5,0,38,"2022-04-09"
"38","Ukraine","Radars And Communications Equipment",9,1,4,3,17,"2022-04-09"
"39","Ukraine","Aircraft",14,0,0,1,15,"2022-04-09"
"40","Ukraine","Helicopters",2,0,1,0,3,"2022-04-09"
"41","Ukraine","Unmanned Aerial Vehicles",10,0,2,0,12,"2022-04-09"
"42","Ukraine","Naval Ships",2,0,12,1,15,"2022-04-09"
"43","Ukraine","Trucks, Vehicles and Jeeps",89,5,117,5,216,"2022-04-09"
