"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","Date"
"1","Russia","All Types",1322,238,974,38,2572,"2022-04-06"
"2","Russia","Tanks",223,42,181,6,452,"2022-04-06"
"3","Russia","Armoured Fighting Vehicles",133,32,118,0,283,"2022-04-06"
"4","Russia","Infantry Fighting Vehicles",258,32,161,2,453,"2022-04-06"
"5","Russia","Armoured Personnel Carriers",26,17,45,1,89,"2022-04-06"
"6","Russia","Mine-Resistant Ambush Protected",10,3,7,0,20,"2022-04-06"
"7","Russia","Infantry Mobility Vehicles",48,5,26,2,81,"2022-04-06"
"8","Russia","Communications Stations",8,5,6,0,19,"2022-04-06"
"9","Russia","Engineering Vehicles And Equipment",28,15,43,0,86,"2022-04-06"
"10","Russia","Heavy Mortars",3,0,8,0,11,"2022-04-06"
"11","Russia","Towed Artillery",10,5,33,4,52,"2022-04-06"
"12","Russia","Self-Propelled Artillery",30,15,35,3,83,"2022-04-06"
"13","Russia","Multiple Rocket Launchers",21,5,23,0,49,"2022-04-06"
"14","Russia","Anti-Aircraft Guns",0,0,3,0,3,"2022-04-06"
"15","Russia","Self-Propelled Anti-Aircraft Guns",5,3,5,0,13,"2022-04-06"
"16","Russia","Surface-To-Air Missile Systems",25,7,16,1,49,"2022-04-06"
"17","Russia","Radars",3,0,5,0,8,"2022-04-06"
"18","Russia","Jammers And Deception Systems",2,0,2,2,6,"2022-04-06"
"19","Russia","Aircraft",19,0,0,1,20,"2022-04-06"
"20","Russia","Helicopters",28,1,1,2,32,"2022-04-06"
"21","Russia","Unmanned Aerial Vehicles",15,0,7,0,22,"2022-04-06"
"22","Russia","Naval Ships",1,0,0,2,3,"2022-04-06"
"23","Russia","Logistics Trains",2,0,0,0,2,"2022-04-06"
"24","Russia","Trucks, Vehicles and Jeeps",430,61,223,14,728,"2022-04-06"
"25","Ukraine","All Types",305,37,326,21,689,"2022-04-06"
"26","Ukraine","Tanks",37,9,44,2,92,"2022-04-06"
"27","Ukraine","Armoured Fighting Vehicles",26,4,35,0,65,"2022-04-06"
"28","Ukraine","Infantry Fighting Vehicles",34,9,30,3,76,"2022-04-06"
"29","Ukraine","Armoured Personnel Carriers",6,2,22,1,31,"2022-04-06"
"30","Ukraine","Infantry Mobility Vehicles",15,1,32,1,49,"2022-04-06"
"31","Ukraine","Engineering Vehicles",2,0,7,0,9,"2022-04-06"
"32","Ukraine","Towed Artillery",8,3,11,3,25,"2022-04-06"
"33","Ukraine","Self-Propelled Artillery",11,1,7,1,20,"2022-04-06"
"34","Ukraine","Multiple Rocket Launchers",7,0,5,0,12,"2022-04-06"
"35","Ukraine","Anti-Aircraft Guns",0,0,2,0,2,"2022-04-06"
"36","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,1,0,1,"2022-04-06"
"37","Ukraine","Surface-To-Air Missile Systems
",30,1,5,0,36,"2022-04-06"
"38","Ukraine","Radars And Communications Equipment",9,1,4,3,17,"2022-04-06"
"39","Ukraine","Aircraft",14,0,0,1,15,"2022-04-06"
"40","Ukraine","Helicopters",2,0,1,0,3,"2022-04-06"
"41","Ukraine","Unmanned Aerial Vehicles",11,0,2,0,13,"2022-04-06"
"42","Ukraine","Naval Ships",2,0,12,1,15,"2022-04-06"
"43","Ukraine","Trucks, Vehicles and Jeeps",78,5,118,5,206,"2022-04-06"
