"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","Date"
"1","Russia","All Types",1581,244,1121,46,2992,"2022-04-18"
"2","Russia","Tanks",263,39,207,10,519,"2022-04-18"
"3","Russia","Armoured Fighting Vehicles",144,34,128,0,306,"2022-04-18"
"4","Russia","Infantry Fighting Vehicles",311,38,181,2,532,"2022-04-18"
"5","Russia","Armoured Personnel Carriers",33,14,52,2,101,"2022-04-18"
"6","Russia","Mine-Resistant Ambush Protected",13,3,7,0,23,"2022-04-18"
"7","Russia","Infantry Mobility Vehicles",55,5,32,2,94,"2022-04-18"
"8","Russia","Command Posts And Communications Stations",30,8,25,0,63,"2022-04-18"
"9","Russia","Engineering Vehicles And Equipment",34,15,60,0,109,"2022-04-18"
"10","Russia","Heavy Mortars",4,0,8,0,12,"2022-04-18"
"11","Russia","Towed Artillery",10,5,37,4,56,"2022-04-18"
"12","Russia","Self-Propelled Artillery",41,15,39,2,97,"2022-04-18"
"13","Russia","Multiple Rocket Launchers",25,5,25,0,55,"2022-04-18"
"14","Russia","Anti-Aircraft Guns",0,0,4,0,4,"2022-04-18"
"15","Russia","Self-Propelled Anti-Aircraft Guns",5,2,7,0,14,"2022-04-18"
"16","Russia","Surface-To-Air Missile Systems",26,7,18,1,52,"2022-04-18"
"17","Russia","Radars",4,0,6,0,10,"2022-04-18"
"18","Russia","Jammers And Deception Systems",3,0,2,2,7,"2022-04-18"
"19","Russia","Aircraft",21,0,0,1,22,"2022-04-18"
"20","Russia","Helicopters",31,1,1,2,35,"2022-04-18"
"21","Russia","Unmanned Aerial Vehicles",22,0,12,0,34,"2022-04-18"
"22","Russia","Naval Ships",2,0,0,2,4,"2022-04-18"
"23","Russia","Logistics Trains",2,0,0,0,2,"2022-04-18"
"24","Russia","Trucks, Vehicles and Jeeps",517,63,236,18,834,"2022-04-18"
"25","Ukraine","All Types",385,36,393,22,836,"2022-04-18"
"26","Ukraine","Tanks",49,9,65,1,124,"2022-04-18"
"27","Ukraine","Armoured Fighting Vehicles",28,4,44,0,76,"2022-04-18"
"28","Ukraine","Infantry Fighting Vehicles",42,9,34,3,88,"2022-04-18"
"29","Ukraine","Armoured Personnel Carriers",12,3,31,1,47,"2022-04-18"
"30","Ukraine","Infantry Mobility Vehicles",20,1,42,1,64,"2022-04-18"
"31","Ukraine","Engineering Vehicles",2,0,10,0,12,"2022-04-18"
"32","Ukraine","Towed Artillery",8,3,12,3,26,"2022-04-18"
"33","Ukraine","Self-Propelled Artillery",10,1,8,4,23,"2022-04-18"
"34","Ukraine","Multiple Rocket Launchers",10,0,5,0,15,"2022-04-18"
"35","Ukraine","Anti-Aircraft Guns",0,0,2,0,2,"2022-04-18"
"36","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,"2022-04-18"
"37","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,"2022-04-18"
"38","Ukraine","Radars And Communications Equipment",9,1,5,3,18,"2022-04-18"
"39","Ukraine","Aircraft",17,0,0,1,18,"2022-04-18"
"40","Ukraine","Helicopters",4,0,1,0,5,"2022-04-18"
"41","Ukraine","Unmanned Aerial Vehicles",12,0,2,0,14,"2022-04-18"
"42","Ukraine","Naval Ships",3,0,12,0,15,"2022-04-18"
"43","Ukraine","Trucks, Vehicles and Jeeps",109,5,124,5,243,"2022-04-18"
