"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",2783,327,1367,97,4574,1,"2022-07-04"
"2","Russia","Tanks",480,51,273,27,831,2,"2022-07-04"
"3","Russia","Armoured Fighting Vehicles",297,36,133,5,471,3,"2022-07-04"
"4","Russia","Infantry Fighting Vehicles",576,73,249,19,917,4,"2022-07-04"
"5","Russia","Armoured Personnel Carriers",50,13,57,3,123,5,"2022-07-04"
"6","Russia","Mine-Resistant Ambush Protected",15,3,8,3,29,6,"2022-07-04"
"7","Russia","Infantry Mobility Vehicles",70,4,34,2,110,7,"2022-07-04"
"8","Russia","Command Posts And Communications Stations",45,7,37,0,89,8,"2022-07-04"
"9","Russia","Engineering Vehicles And Equipment",60,42,68,2,172,9,"2022-07-04"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",8,5,8,0,21,10,"2022-07-04"
"11","Russia","Heavy Mortars",6,0,8,0,14,11,"2022-07-04"
"12","Russia","Towed Artillery",19,6,39,4,68,12,"2022-07-04"
"13","Russia","Self-Propelled Artillery",65,20,45,2,132,13,"2022-07-04"
"14","Russia","Multiple Rocket Launchers",58,2,29,0,89,14,"2022-07-04"
"15","Russia","Anti-Aircraft Guns",2,0,5,0,7,15,"2022-07-04"
"16","Russia","Self-Propelled Anti-Aircraft Guns",7,2,6,0,15,16,"2022-07-04"
"17","Russia","Surface-To-Air Missile Systems",35,7,21,1,64,17,"2022-07-04"
"18","Russia","Radars",5,0,6,0,11,18,"2022-07-04"
"19","Russia","Jammers And Deception Systems",6,0,3,1,10,19,"2022-07-04"
"20","Russia","Aircraft",34,0,0,1,35,20,"2022-07-04"
"21","Russia","Helicopters",47,0,1,1,49,21,"2022-07-04"
"22","Russia","Unmanned Aerial Vehicles",49,0,45,0,94,22,"2022-07-04"
"23","Russia","Naval Ships",8,0,0,2,10,23,"2022-07-04"
"24","Russia","Logistics Trains",2,0,0,0,2,24,"2022-07-04"
"25","Russia","Trucks, Vehicles and Jeeps",844,57,287,23,1211,25,"2022-07-04"
"26","Ukraine","All Types",593,36,548,30,1207,1,"2022-07-04"
"27","Ukraine","Tanks",87,8,99,5,199,2,"2022-07-04"
"28","Ukraine","Armoured Fighting Vehicles",34,3,54,0,91,3,"2022-07-04"
"29","Ukraine","Infantry Fighting Vehicles",80,11,51,3,145,4,"2022-07-04"
"30","Ukraine","Armoured Personnel Carriers",24,2,40,1,67,5,"2022-07-04"
"31","Ukraine","Mine-Resistant Ambush Protected",1,0,2,0,3,6,"2022-07-04"
"32","Ukraine","Infantry Mobility Vehicles",42,1,68,1,112,7,"2022-07-04"
"33","Ukraine","Command Posts And Communications Stations",0,0,3,0,3,8,"2022-07-04"
"34","Ukraine","Engineering Vehicles",6,0,10,0,16,9,"2022-07-04"
"35","Ukraine","Self-Propelled Anti-Tank Missile Systems",5,1,7,0,13,10,"2022-07-04"
"36","Ukraine","Towed Artillery",26,3,9,4,42,11,"2022-07-04"
"37","Ukraine","Self-Propelled Artillery",16,1,16,8,41,12,"2022-07-04"
"38","Ukraine","Multiple Rocket Launchers",14,0,5,0,19,13,"2022-07-04"
"39","Ukraine","Anti-Aircraft Guns",0,0,3,0,3,14,"2022-07-04"
"40","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,15,"2022-07-04"
"41","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,16,"2022-07-04"
"42","Ukraine","Radars And Communications Equipment",11,1,8,3,23,17,"2022-07-04"
"43","Ukraine","Jammers And Deception Systems",0,0,1,0,1,18,"2022-07-04"
"44","Ukraine","Aircraft",29,0,0,0,29,19,"2022-07-04"
"45","Ukraine","Helicopters",8,0,3,0,11,20,"2022-07-04"
"46","Ukraine","Unmanned Aerial Vehicles",18,0,7,0,25,21,"2022-07-04"
"47","Ukraine","Naval Ships",5,0,13,0,18,22,"2022-07-04"
"48","Ukraine","Trucks, Vehicles and Jeeps",149,5,143,5,302,23,"2022-07-04"
