"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","Date"
"1","Russia","All Types",1551,238,1084,44,2917,"2022-04-16"
"2","Russia","Tanks",256,39,201,9,505,"2022-04-16"
"3","Russia","Armoured Fighting Vehicles",132,31,115,0,278,"2022-04-16"
"4","Russia","Infantry Fighting Vehicles",308,32,179,2,521,"2022-04-16"
"5","Russia","Armoured Personnel Carriers",32,17,46,2,97,"2022-04-16"
"6","Russia","Mine-Resistant Ambush Protected",13,3,7,0,23,"2022-04-16"
"7","Russia","Infantry Mobility Vehicles",55,5,31,2,93,"2022-04-16"
"8","Russia","Command Posts And Communications Stations",30,8,25,0,63,"2022-04-16"
"9","Russia","Engineering Vehicles And Equipment",32,15,59,0,106,"2022-04-16"
"10","Russia","Heavy Mortars",4,0,8,0,12,"2022-04-16"
"11","Russia","Towed Artillery",10,5,36,4,55,"2022-04-16"
"12","Russia","Self-Propelled Artillery",41,15,39,2,97,"2022-04-16"
"13","Russia","Multiple Rocket Launchers",25,5,24,0,54,"2022-04-16"
"14","Russia","Anti-Aircraft Guns",0,0,4,0,4,"2022-04-16"
"15","Russia","Self-Propelled Anti-Aircraft Guns",5,2,7,0,14,"2022-04-16"
"16","Russia","Surface-To-Air Missile Systems",26,7,18,1,52,"2022-04-16"
"17","Russia","Radars",4,0,6,0,10,"2022-04-16"
"18","Russia","Jammers And Deception Systems",3,0,2,2,7,"2022-04-16"
"19","Russia","Aircraft",20,0,0,1,21,"2022-04-16"
"20","Russia","Helicopters",29,1,1,2,33,"2022-04-16"
"21","Russia","Unmanned Aerial Vehicles",21,0,11,0,32,"2022-04-16"
"22","Russia","Naval Ships",2,0,0,2,4,"2022-04-16"
"23","Russia","Logistics Trains",2,0,0,0,2,"2022-04-16"
"24","Russia","Trucks, Vehicles and Jeeps",515,63,232,17,827,"2022-04-16"
"25","Ukraine","All Types",376,35,380,22,813,"2022-04-16"
"26","Ukraine","Tanks",49,9,64,1,123,"2022-04-16"
"27","Ukraine","Armoured Fighting Vehicles",28,4,43,0,75,"2022-04-16"
"28","Ukraine","Infantry Fighting Vehicles",41,9,34,3,87,"2022-04-16"
"29","Ukraine","Armoured Personnel Carriers",11,2,31,1,45,"2022-04-16"
"30","Ukraine","Infantry Mobility Vehicles",20,1,39,1,61,"2022-04-16"
"31","Ukraine","Engineering Vehicles",2,0,10,0,12,"2022-04-16"
"32","Ukraine","Towed Artillery",8,3,12,3,26,"2022-04-16"
"33","Ukraine","Self-Propelled Artillery",10,1,8,4,23,"2022-04-16"
"34","Ukraine","Multiple Rocket Launchers",10,0,5,0,15,"2022-04-16"
"35","Ukraine","Anti-Aircraft Guns",0,0,2,0,2,"2022-04-16"
"36","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,"2022-04-16"
"37","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,"2022-04-16"
"38","Ukraine","Radars And Communications Equipment",9,1,4,3,17,"2022-04-16"
"39","Ukraine","Aircraft",16,0,0,1,17,"2022-04-16"
"40","Ukraine","Helicopters",3,0,1,0,4,"2022-04-16"
"41","Ukraine","Unmanned Aerial Vehicles",12,0,2,0,14,"2022-04-16"
"42","Ukraine","Naval Ships",3,0,12,0,15,"2022-04-16"
"43","Ukraine","Trucks, Vehicles and Jeeps",104,5,117,5,231,"2022-04-16"
