"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",17607,1183,3142,919,22851,1,"2025-09-24"
"2","Russia","Losses excluding Recon Drones, UGVs, and Trucks - 17890, of which: destroyed: 13695, damaged: 812, abandoned: 1127, captured: 2256",13695,1127,2256,812,17890,2,"2025-09-24"
"3","Russia","Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 13263, of which: destroyed: 10312, damaged: 375, abandoned: 1027, captured: 1549",10312,1027,1549,375,13263,3,"2025-09-24"
"4","Russia","Tanks",3058,391,538,158,4145,4,"2025-09-24"
"5","Russia","Armoured Fighting Vehicles",1817,115,275,37,2244,5,"2025-09-24"
"6","Russia","Infantry Fighting Vehicles",4860,478,631,157,6126,6,"2025-09-24"
"7","Russia","Armoured Personnel Carriers",533,42,94,18,687,7,"2025-09-24"
"8","Russia","Mine-Resistant Ambush Protected",44,1,11,5,61,8,"2025-09-24"
"9","Russia","Infantry Mobility Vehicles",325,12,52,18,407,9,"2025-09-24"
"10","Russia","Command Posts And Communications Stations",210,2,86,5,303,10,"2025-09-24"
"11","Russia","Engineering Vehicles And Equipment",415,61,154,49,679,11,"2025-09-24"
"12","Russia","Unmanned Ground Vehicles",14,0,0,0,14,12,"2025-09-24"
"13","Russia","Self-Propelled Anti-Tank Missile Systems",22,4,20,1,47,13,"2025-09-24"
"14","Russia","Artillery and Missile Support Vehicles And Equipment",104,1,60,1,166,14,"2025-09-24"
"15","Russia","Towed Artillery",313,5,98,99,515,15,"2025-09-24"
"16","Russia","Self-Propelled Artillery",806,7,109,53,975,16,"2025-09-24"
"17","Russia","Rocket and Missile Artillery",426,2,54,44,526,17,"2025-09-24"
"18","Russia","Anti-Aircraft Guns",45,0,19,1,65,18,"2025-09-24"
"19","Russia","Self-Propelled Anti-Aircraft Guns",16,2,7,2,27,19,"2025-09-24"
"20","Russia","Surface-To-Air Missile Systems",259,4,24,58,345,20,"2025-09-24"
"21","Russia","Radars",65,0,10,32,107,21,"2025-09-24"
"22","Russia","Jammers And Deception Systems",70,0,9,13,92,22,"2025-09-24"
"23","Russia","Aircraft",142,0,0,21,163,23,"2025-09-24"
"24","Russia","Helicopters",129,0,2,32,163,24,"2025-09-24"
"25","Russia","Unmanned Combat Aerial Vehicles",15,0,3,1,19,25,"2025-09-24"
"26","Russia","Reconnaissance Unmanned Aerial Vehicles",435,1,306,0,742,26,"2025-09-24"
"27","Russia","Naval Ships and Submarines",21,0,0,7,28,27,"2025-09-24"
"28","Russia","Trucks, Vehicles, Jeeps, and Trains",3463,55,580,107,4205,28,"2025-09-24"
"29","Ukraine","All Types",7408,563,1363,583,9917,1,"2025-09-24"
"30","Ukraine","Losses excluding Recon Drones, UGVs, and Trucks - 8136, of which: destroyed: 6086, damaged: 547, abandoned: 545, captured: 958",6086,545,958,547,8136,2,"2025-09-24"
"31","Ukraine","Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 5026, of which: destroyed: 3743, damaged: 243, abandoned: 428, captured: 612",3743,428,612,243,5026,3,"2025-09-24"
"32","Ukraine","Tanks",951,97,148,81,1277,4,"2025-09-24"
"33","Ukraine","Armoured Fighting Vehicles",369,14,86,16,485,5,"2025-09-24"
"34","Ukraine","Infantry Fighting Vehicles",1082,136,167,67,1452,6,"2025-09-24"
"35","Ukraine","Armoured Personnel Carriers",785,122,153,40,1100,7,"2025-09-24"
"36","Ukraine","Mine-Resistant Ambush Protected",556,59,58,39,712,8,"2025-09-24"
"37","Ukraine","Infantry Mobility Vehicles",855,72,165,47,1139,9,"2025-09-24"
"38","Ukraine","Command Posts And Communications Stations",47,10,10,0,67,10,"2025-09-24"
"39","Ukraine","Engineering Vehicles And Equipment",173,28,35,25,261,11,"2025-09-24"
"40","Ukraine","Unmanned Ground Vehicles",48,1,0,0,49,12,"2025-09-24"
"41","Ukraine","Self-Propelled Anti-Tank Missile Systems",7,1,10,0,18,13,"2025-09-24"
"42","Ukraine","Artillery and Missile Support Vehicles And Equipment",22,0,13,0,35,14,"2025-09-24"
"43","Ukraine","Towed Artillery",141,3,22,77,243,15,"2025-09-24"
"44","Ukraine","Self-Propelled Artillery",550,0,26,74,650,16,"2025-09-24"
"45","Ukraine","Rocket and Missile Artillery",63,0,9,19,91,17,"2025-09-24"
"46","Ukraine","Anti-Aircraft Guns",0,0,7,0,7,18,"2025-09-24"
"47","Ukraine","Self-Propelled Anti-Aircraft Guns",33,1,4,5,43,19,"2025-09-24"
"48","Ukraine","Surface-To-Air Missile Systems
",149,1,6,19,175,20,"2025-09-24"
"49","Ukraine","Radars And Communications Equipment",105,1,14,21,141,21,"2025-09-24"
"50","Ukraine","Jammers And Deception Systems",6,0,1,2,9,22,"2025-09-24"
"51","Ukraine","Aircraft",106,0,1,4,111,23,"2025-09-24"
"52","Ukraine","Helicopters",46,0,3,3,52,24,"2025-09-24"
"53","Ukraine","Unmanned Combat Aerial Vehicles",28,0,1,0,29,25,"2025-09-24"
"54","Ukraine","Reconnaissance Unmanned Aerial Vehicles",325,0,202,1,528,26,"2025-09-24"
"55","Ukraine","Naval Ships",15,0,19,8,42,27,"2025-09-24"
"56","Ukraine","Trucks, Vehicles, and Jeeps",946,17,203,35,1201,28,"2025-09-24"
