"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",15820,1142,3021,873,20856,1,"2025-03-24"
"2","Russia","Losses excluding Recon Drones and Trucks - 16359, of which: destroyed: 12263, damaged: 770, abandoned: 1089, captured: 2237",12263,1089,2237,770,16359,2,"2025-03-24"
"3","Russia","Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 12134, of which: destroyed: 9235, damaged: 369, abandoned: 993, captured: 1537",9235,993,1537,369,12134,3,"2025-03-24"
"4","Russia","Tanks",2746,384,533,158,3821,4,"2025-03-24"
"5","Russia","Armoured Fighting Vehicles",1557,111,271,36,1975,5,"2025-03-24"
"6","Russia","Infantry Fighting Vehicles",4421,455,629,152,5657,6,"2025-03-24"
"7","Russia","Armoured Personnel Carriers",471,42,93,18,624,7,"2025-03-24"
"8","Russia","Mine-Resistant Ambush Protected",40,1,11,5,57,8,"2025-03-24"
"9","Russia","Infantry Mobility Vehicles",282,11,51,18,362,9,"2025-03-24"
"10","Russia","Command Posts And Communications Stations",207,2,86,5,300,10,"2025-03-24"
"11","Russia","Engineering Vehicles And Equipment",376,58,154,46,634,11,"2025-03-24"
"12","Russia","Unmanned Ground Vehicles",5,0,0,0,5,12,"2025-03-24"
"13","Russia","Self-Propelled Anti-Tank Missile Systems",21,4,20,1,46,13,"2025-03-24"
"14","Russia","Artillery Support Vehicles And Equipment",74,1,55,0,130,14,"2025-03-24"
"15","Russia","Towed Artillery",264,5,98,91,458,15,"2025-03-24"
"16","Russia","Self-Propelled Artillery",735,7,109,48,899,16,"2025-03-24"
"17","Russia","Multiple Rocket Launchers",379,2,54,42,477,17,"2025-03-24"
"18","Russia","Anti-Aircraft Guns",40,0,18,1,59,18,"2025-03-24"
"19","Russia","Self-Propelled Anti-Aircraft Guns",16,2,7,2,27,19,"2025-03-24"
"20","Russia","Surface-To-Air Missile Systems",228,4,24,54,310,20,"2025-03-24"
"21","Russia","Radars",60,0,10,26,96,21,"2025-03-24"
"22","Russia","Jammers And Deception Systems",66,0,9,12,87,22,"2025-03-24"
"23","Russia","Aircraft",120,0,0,17,137,23,"2025-03-24"
"24","Russia","Helicopters",120,0,2,30,152,24,"2025-03-24"
"25","Russia","Unmanned Combat Aerial Vehicles",14,0,3,1,18,25,"2025-03-24"
"26","Russia","Reconnaissance Unmanned Aerial Vehicles",374,1,202,0,577,26,"2025-03-24"
"27","Russia","Naval Ships and Submarines",21,0,0,7,28,27,"2025-03-24"
"28","Russia","Trucks, Vehicles, and Jeeps",3183,52,582,103,3920,28,"2025-03-24"
"29","Ukraine","All Types",5994,460,1256,560,8270,1,"2025-03-24"
"30","Ukraine","Losses excluding Recon Drones and Trucks - 6705, of which: destroyed: 4842, damaged: 527, abandoned: 444, captured: 892",4842,444,892,527,6705,2,"2025-03-24"
"31","Ukraine","Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 4177, of which: destroyed: 3017, damaged: 232, abandoned: 360, captured: 568",3017,360,568,232,4177,3,"2025-03-24"
"32","Ukraine","Tanks",802,92,140,79,1113,4,"2025-03-24"
"33","Ukraine","Armoured Fighting Vehicles",330,11,86,16,443,5,"2025-03-24"
"34","Ukraine","Infantry Fighting Vehicles",942,118,150,62,1272,6,"2025-03-24"
"35","Ukraine","Armoured Personnel Carriers",584,98,141,37,860,7,"2025-03-24"
"36","Ukraine","Mine-Resistant Ambush Protected",359,41,51,38,489,8,"2025-03-24"
"37","Ukraine","Infantry Mobility Vehicles",573,52,152,44,821,9,"2025-03-24"
"38","Ukraine","Command Posts And Communications Stations",27,8,7,0,42,10,"2025-03-24"
"39","Ukraine","Engineering Vehicles And Equipment",146,17,33,24,220,11,"2025-03-24"
"40","Ukraine","Unmanned Ground Vehicles",1,0,0,0,1,12,"2025-03-24"
"41","Ukraine","Self-Propelled Anti-Tank Missile Systems",7,1,10,0,18,13,"2025-03-24"
"42","Ukraine","Artillery Support Vehicles And Equipment",16,0,13,0,29,14,"2025-03-24"
"43","Ukraine","Towed Artillery",137,3,22,75,237,15,"2025-03-24"
"44","Ukraine","Self-Propelled Artillery",400,0,25,73,498,16,"2025-03-24"
"45","Ukraine","Multiple Rocket Launchers",56,0,9,17,82,17,"2025-03-24"
"46","Ukraine","Anti-Aircraft Guns",0,0,4,0,4,18,"2025-03-24"
"47","Ukraine","Self-Propelled Anti-Aircraft Guns",27,1,4,5,37,19,"2025-03-24"
"48","Ukraine","Surface-To-Air Missile Systems
",143,1,6,19,169,20,"2025-03-24"
"49","Ukraine","Radars And Communications Equipment",100,1,14,21,136,21,"2025-03-24"
"50","Ukraine","Jammers And Deception Systems",5,0,1,2,8,22,"2025-03-24"
"51","Ukraine","Aircraft",100,0,1,4,105,23,"2025-03-24"
"52","Ukraine","Helicopters",45,0,3,3,51,24,"2025-03-24"
"53","Ukraine","Unmanned Combat Aerial Vehicles",28,0,1,0,29,25,"2025-03-24"
"54","Ukraine","Reconnaissance Unmanned Aerial Vehicles",308,0,168,1,477,26,"2025-03-24"
"55","Ukraine","Naval Ships",14,0,19,8,41,27,"2025-03-24"
"56","Ukraine","Trucks, Vehicles, and Jeeps",844,16,196,32,1088,28,"2025-03-24"
