"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",7769,420,2854,444,11487,1,"2023-08-01"
"2","Russia","Tanks",1402,115,547,124,2188,2,"2023-08-01"
"3","Russia","Armoured Fighting Vehicles",608,36,267,25,936,3,"2023-08-01"
"4","Russia","Infantry Fighting Vehicles",1754,136,606,98,2594,4,"2023-08-01"
"5","Russia","Armoured Personnel Carriers",224,14,90,9,337,5,"2023-08-01"
"6","Russia","Mine-Resistant Ambush Protected",32,1,9,4,46,6,"2023-08-01"
"7","Russia","Infantry Mobility Vehicles",139,2,51,6,198,7,"2023-08-01"
"8","Russia","Command Posts And Communications Stations",159,2,82,2,245,8,"2023-08-01"
"9","Russia","Engineering Vehicles And Equipment",155,38,125,9,327,9,"2023-08-01"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",17,4,19,1,41,10,"2023-08-01"
"11","Russia","Artillery Support Vehicles And Equipment",52,2,52,0,106,11,"2023-08-01"
"12","Russia","Towed Artillery",145,5,96,20,266,12,"2023-08-01"
"13","Russia","Self-Propelled Artillery",331,7,107,28,473,13,"2023-08-01"
"14","Russia","Multiple Rocket Launchers",182,2,53,14,251,14,"2023-08-01"
"15","Russia","Anti-Aircraft Guns",3,0,14,0,17,15,"2023-08-01"
"16","Russia","Self-Propelled Anti-Aircraft Guns",13,2,8,1,24,16,"2023-08-01"
"17","Russia","Surface-To-Air Missile Systems",92,4,24,19,139,17,"2023-08-01"
"18","Russia","Radars",27,0,9,4,40,18,"2023-08-01"
"19","Russia","Jammers And Deception Systems",37,0,7,5,49,19,"2023-08-01"
"20","Russia","Aircraft",76,0,0,8,84,20,"2023-08-01"
"21","Russia","Helicopters",87,0,1,12,100,21,"2023-08-01"
"22","Russia","Unmanned Combat Aerial Vehicles",10,0,2,0,12,22,"2023-08-01"
"23","Russia","Reconnaissance Unmanned Aerial Vehicles",147,0,119,0,266,23,"2023-08-01"
"24","Russia","Naval Ships",8,0,0,4,12,24,"2023-08-01"
"25","Russia","Trucks, Vehicles, and Jeeps",2062,51,568,54,2735,25,"2023-08-01"
"26","Ukraine","All Types",2689,146,930,301,4066,1,"2023-08-01"
"27","Ukraine","Tanks",374,31,141,49,595,2,"2023-08-01"
"28","Ukraine","Armoured Fighting Vehicles",212,8,80,5,305,3,"2023-08-01"
"29","Ukraine","Infantry Fighting Vehicles",465,49,114,42,670,4,"2023-08-01"
"30","Ukraine","Armoured Personnel Carriers",180,21,90,22,313,5,"2023-08-01"
"31","Ukraine","Mine-Resistant Ambush Protected",93,14,8,17,132,6,"2023-08-01"
"32","Ukraine","Infantry Mobility Vehicles",196,6,115,27,344,7,"2023-08-01"
"33","Ukraine","Command Posts And Communications Stations",12,0,4,0,16,8,"2023-08-01"
"34","Ukraine","Engineering Vehicles And Equipment",36,4,25,8,73,9,"2023-08-01"
"35","Ukraine","Self-Propelled Anti-Tank Missile Systems",8,1,12,0,21,10,"2023-08-01"
"36","Ukraine","Artillery Support Vehicles And Equipment",10,0,13,0,23,11,"2023-08-01"
"37","Ukraine","Towed Artillery",82,2,18,40,142,12,"2023-08-01"
"38","Ukraine","Self-Propelled Artillery",123,0,23,42,188,13,"2023-08-01"
"39","Ukraine","Multiple Rocket Launchers",32,0,9,9,50,14,"2023-08-01"
"40","Ukraine","Anti-Aircraft Guns",0,0,4,0,4,15,"2023-08-01"
"41","Ukraine","Self-Propelled Anti-Aircraft Guns",2,0,3,1,6,16,"2023-08-01"
"42","Ukraine","Surface-To-Air Missile Systems
",99,1,6,12,118,17,"2023-08-01"
"43","Ukraine","Radars And Communications Equipment",51,1,11,7,70,18,"2023-08-01"
"44","Ukraine","Jammers And Deception Systems",3,0,1,0,4,19,"2023-08-01"
"45","Ukraine","Aircraft",68,0,1,0,69,20,"2023-08-01"
"46","Ukraine","Helicopters",26,0,3,2,31,21,"2023-08-01"
"47","Ukraine","Unmanned Combat Aerial Vehicles",25,0,0,0,25,22,"2023-08-01"
"48","Ukraine","Reconnaissance Unmanned Aerial Vehicles",79,0,54,0,133,23,"2023-08-01"
"49","Ukraine","Naval Ships",9,0,16,1,26,24,"2023-08-01"
"50","Ukraine","Trucks, Vehicles, and Jeeps",491,9,179,18,697,25,"2023-08-01"
