"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","Date"
"1","Russia","All Types",1570,239,1107,44,2960,"2022-04-17"
"2","Russia","Tanks",259,39,203,9,510,"2022-04-17"
"3","Russia","Armoured Fighting Vehicles",144,32,127,0,303,"2022-04-17"
"4","Russia","Infantry Fighting Vehicles",308,32,181,2,523,"2022-04-17"
"5","Russia","Armoured Personnel Carriers",32,17,46,2,97,"2022-04-17"
"6","Russia","Mine-Resistant Ambush Protected",13,3,7,0,23,"2022-04-17"
"7","Russia","Infantry Mobility Vehicles",55,5,31,2,93,"2022-04-17"
"8","Russia","Command Posts And Communications Stations",30,8,25,0,63,"2022-04-17"
"9","Russia","Engineering Vehicles And Equipment",33,15,60,0,108,"2022-04-17"
"10","Russia","Heavy Mortars",4,0,8,0,12,"2022-04-17"
"11","Russia","Towed Artillery",10,5,37,4,56,"2022-04-17"
"12","Russia","Self-Propelled Artillery",41,15,39,2,97,"2022-04-17"
"13","Russia","Multiple Rocket Launchers",25,5,24,0,54,"2022-04-17"
"14","Russia","Anti-Aircraft Guns",0,0,4,0,4,"2022-04-17"
"15","Russia","Self-Propelled Anti-Aircraft Guns",5,2,7,0,14,"2022-04-17"
"16","Russia","Surface-To-Air Missile Systems",26,7,18,1,52,"2022-04-17"
"17","Russia","Radars",4,0,6,0,10,"2022-04-17"
"18","Russia","Jammers And Deception Systems",3,0,2,2,7,"2022-04-17"
"19","Russia","Aircraft",20,0,0,1,21,"2022-04-17"
"20","Russia","Helicopters",30,1,1,2,34,"2022-04-17"
"21","Russia","Unmanned Aerial Vehicles",22,0,12,0,34,"2022-04-17"
"22","Russia","Naval Ships",2,0,0,2,4,"2022-04-17"
"23","Russia","Logistics Trains",2,0,0,0,2,"2022-04-17"
"24","Russia","Trucks, Vehicles and Jeeps",517,63,235,17,832,"2022-04-17"
"25","Ukraine","All Types",382,35,383,22,822,"2022-04-17"
"26","Ukraine","Tanks",49,9,65,1,124,"2022-04-17"
"27","Ukraine","Armoured Fighting Vehicles",28,4,44,0,76,"2022-04-17"
"28","Ukraine","Infantry Fighting Vehicles",42,9,34,3,88,"2022-04-17"
"29","Ukraine","Armoured Personnel Carriers",12,2,31,1,46,"2022-04-17"
"30","Ukraine","Infantry Mobility Vehicles",20,1,39,1,61,"2022-04-17"
"31","Ukraine","Engineering Vehicles",2,0,10,0,12,"2022-04-17"
"32","Ukraine","Towed Artillery",8,3,12,3,26,"2022-04-17"
"33","Ukraine","Self-Propelled Artillery",10,1,8,4,23,"2022-04-17"
"34","Ukraine","Multiple Rocket Launchers",10,0,5,0,15,"2022-04-17"
"35","Ukraine","Anti-Aircraft Guns",0,0,2,0,2,"2022-04-17"
"36","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,"2022-04-17"
"37","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,"2022-04-17"
"38","Ukraine","Radars And Communications Equipment",9,1,4,3,17,"2022-04-17"
"39","Ukraine","Aircraft",16,0,0,1,17,"2022-04-17"
"40","Ukraine","Helicopters",3,0,1,0,4,"2022-04-17"
"41","Ukraine","Unmanned Aerial Vehicles",12,0,2,0,14,"2022-04-17"
"42","Ukraine","Naval Ships",3,0,12,0,15,"2022-04-17"
"43","Ukraine","Trucks, Vehicles and Jeeps",108,5,118,5,236,"2022-04-17"
