,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
15,Russia,Soviet Union,T-72A,captured,https://i.postimg.cc/wMVfmqq2/499.png,2,15,3,7-2153,03/22/2022
16,Russia,Soviet Union,T-72AV,destroyed,https://i.postimg.cc/1RJLbc6f/689.png,3,16,1,7-3161,03/22/2022
28,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/PJ6wWFCG/360.png,4,27,1,7-4271,03/22/2022
35,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/rsXVjTS4/57.png,4,34,1,7-4341,03/22/2022
215,Russia,Russia,T-80UK,captured,https://i.postimg.cc/vTdS88R3/6h.jpg,10,202,3,7-102023,03/22/2022
233,Russia,Russia,T-80BVM,captured,https://i.postimg.cc/zBtgdVxQ/652.png,12,220,3,7-122203,03/22/2022
240,Russia,Russia,T-90A,destroyed,https://i.postimg.cc/JzmXFNQs/4433.png,13,227,1,7-132271,03/22/2022
269,Russia,Russia,Unknown tank,destroyed,https://i.postimg.cc/g2d8RRSH/438.png,14,254,1,7-142541,03/22/2022
270,Russia,Russia,Unknown tank,destroyed,https://i.postimg.cc/sgr1VjWN/3d1.png,14,255,1,7-142551,03/22/2022
271,Russia,Russia,Unknown tank,destroyed,https://i.postimg.cc/zXwV0qJ5/544.jpg,14,256,1,7-142561,03/22/2022
306,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/k5cwW0Hg/355.png,17,291,1,7-172911,03/22/2022
366,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/TwPYMJ20/327.png,17,350,3,7-173503,03/22/2022
367,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/zfR1wLP0/3d.png,17,351,3,7-173513,03/22/2022
393,Russia,Soviet Union,1V119 artillery fire direction vehicle,captured,https://i.postimg.cc/PfK9K2XV/652.png,23,377,3,7-233773,03/22/2022
450,Russia,Russia,Unknown AFV,destroyed,https://i.postimg.cc/76wdk1Ff/355.png,33,430,1,7-334301,03/22/2022
467,Russia,Soviet Union,BMP-1(P),captured,https://i.postimg.cc/c6y4Tnn0/87.jpg,34,447,3,7-344473,03/22/2022
519,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/HWbfqXwX/57.png,35,498,1,7-354981,03/22/2022
520,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/k4sWSjrW/57.png,35,499,1,7-354991,03/22/2022
521,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/vTdWjXkN/355.png,35,500,1,7-355001,03/22/2022
560,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/gcXCN37v/367.png,35,534,3,7-355343,03/22/2022
579,Russia,Russia,BMP-3,destroyed,https://i.postimg.cc/C1S2CL1X/48.png,37,553,1,7-375531,03/22/2022
683,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/GmdYXJXt/329.png,40,652,1,7-406521,03/22/2022
684,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/DyJs79db/766.jpg,40,653,1,7-406531,03/22/2022
754,Russia,Soviet Union,BTR-80,captured,https://i.postimg.cc/GmYjgxws/498.png,42,718,3,7-427183,03/22/2022
877,Russia,Soviet Union,UR-77 'Meterorit' mine clearing vehicle,captured,https://i.postimg.cc/2SKG8Qg0/4311.png,59,834,3,7-598343,03/22/2022
883,Russia,Czech Republic,BREM-Ch ''BREM-4'' armoured recovery vehicle,destroyed,https://i.postimg.cc/vZwKZj3B/54.png,64,840,1,7-648401,03/22/2022
964,Russia,Soviet Union,152mm 2A65 Msta-B howitzer,destroyed,https://i.postimg.cc/KcLNcy8g/84.jpg,89,908,1,7-899081,03/22/2022
969,Russia,Soviet Union,152mm 2A65 Msta-B howitzer,captured,https://i.postimg.cc/fyyLqsyT/45.png,89,912,3,7-899123,03/22/2022
971,Russia,Soviet Union,120mm 2S9 Nona,destroyed,https://i.postimg.cc/ncC7ghxb/431.png,90,914,1,7-909141,03/22/2022
982,Russia,Soviet Union,122mm 2S1 Gvozdika,captured,https://i.postimg.cc/pT8Fvzt5/332.jpg,92,924,3,7-929243,03/22/2022
990,Russia,Soviet Union,152mm 2S3 Akatsiya,captured,https://i.postimg.cc/mr6tkF1j/478.png,93,932,3,7-939323,03/22/2022
1014,Russia,Russia,152mm 2S33 Msta-SM2,captured,https://i.postimg.cc/kGL6NWBJ/35.png,95,955,3,7-959553,03/22/2022
1026,Russia,Soviet Union,122mm BM-21 'Grad',abandoned,https://i.postimg.cc/nr1Wrst0/439.png,96,967,4,7-969674,03/22/2022
1027,Russia,Soviet Union,122mm BM-21 'Grad',destroyed,https://i.postimg.cc/nr1Wrst0/439.png,96,967,1,7-969671,03/22/2022
1030,Russia,Soviet Union,122mm BM-21 'Grad',damaged,https://i.postimg.cc/kGHcy5Hv/31.png,96,969,2,7-969692,03/22/2022
1031,Russia,Soviet Union,122mm BM-21 'Grad',captured,https://i.postimg.cc/kGHcy5Hv/31.png,96,969,3,7-969693,03/22/2022
1125,Russia,Russia,Mi-8 transport helicopter,destroyed,https://twitter.com/UAWeapons/status/1506281076825763851,121,1053,1,7-12110531,03/22/2022
1159,Russia,Russia,Project 03160 'Raptor' patrol boat,damaged,https://twitter.com/UAWeapons/status/1506229325598756872,133,1085,2,7-13310852,03/22/2022
1249,Russia,Russia,Ural-4320,captured,https://i.postimg.cc/k4gLXjbV/468.png,143,1172,3,7-14311723,03/22/2022
1526,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/Z57vYkLt/474.png,149,1429,3,7-14914293,03/22/2022
1527,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/tgbgQWJc/45.png,149,1430,3,7-14914303,03/22/2022
1590,Russia,Russia,Unknown truck,destroyed,https://i.postimg.cc/zXwV0qJ5/544.jpg,158,256,1,7-1582561,03/22/2022
1803,Ukraine,Soviet Union,BTR-80,captured,https://i.postimg.cc/43N0bh7c/47.png,42,1687,3,380-4216873,03/22/2022
