"","country","origin","system","status","url","sysID","imageID","statusID","matID","Date"
"23","Russia","Soviet Union","T-72B","captured","https://i.postimg.cc/kgkfKngt/g5m.jpg",4,20,2,"7-4202","2022-03-06"
"24","Russia","Soviet Union","T-72B","captured","https://i.postimg.cc/13gv8gsQ/g5mm.jpg",4,21,2,"7-4212","2022-03-06"
"41","Russia","Russia","T-72B3 Obr. 2016","destroyed","https://i.postimg.cc/3RgpyvLd/556.jpg",7,38,3,"7-7383","2022-03-06"
"47","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/Y9ZrwnNF/44334.jpg",7,43,2,"7-7432","2022-03-06"
"57","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/VsK9XjfC/d332.png",7,53,2,"7-7532","2022-03-06"
"58","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/MG8fCYbX/3d3.png",7,54,2,"7-7542","2022-03-06"
"59","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/Kj4515Wx/3321.png",7,55,2,"7-7552","2022-03-06"
"81","Russia","Russia","T-80U","abandoned","https://i.postimg.cc/mg84T7cL/4g.jpg",9,76,4,"7-9764","2022-03-06"
"82","Russia","Russia","T-80U","abandoned","https://i.postimg.cc/rF2MjVXk/5g3.jpg",9,77,4,"7-9774","2022-03-06"
"96","Russia","Russia","T-80U","captured","https://i.postimg.cc/nrBdhrmk/3da.png",9,90,2,"7-9902","2022-03-06"
"97","Russia","Russia","T-80U","captured","https://i.postimg.cc/SxpBCFNR/4433.png",9,91,2,"7-9912","2022-03-06"
"98","Russia","Russia","T-80UK","abandoned","https://i.postimg.cc/Tw85mW08/f4.png",10,92,4,"7-10924","2022-03-06"
"99","Russia","Russia","T-80UK","destroyed","https://i.postimg.cc/Tw85mW08/f4.png",10,92,3,"7-10923","2022-03-06"
"112","Russia","Russia","T-90A","destroyed","https://i.postimg.cc/T2DGFDC5/h65.png",12,105,3,"7-121053","2022-03-06"
"113","Russia","Russia","T-90A","destroyed","https://i.postimg.cc/3NqQz3zh/5gj.png",12,106,3,"7-121063","2022-03-06"
"168","Russia","Soviet Union","MT-LB","captured","https://i.postimg.cc/gJPQbJYy/5546.png",16,158,2,"7-161582","2022-03-06"
"169","Russia","Soviet Union","MT-LB","captured","https://i.postimg.cc/C5QvvLdV/f56.png",16,159,2,"7-161592","2022-03-06"
"170","Russia","Soviet Union","MT-LB","captured","https://i.postimg.cc/tT5WmDRj/cd.jpg",16,160,2,"7-161602","2022-03-06"
"173","Russia","Soviet Union","MT-LBM 6MB","abandoned","https://i.postimg.cc/pr29GJz8/359.png",18,163,4,"7-181634","2022-03-06"
"176","Russia","Soviet Union","MT-LBu","destroyed","https://i.postimg.cc/k4j0tnJS/488.png",19,166,3,"7-191663","2022-03-06"
"204","Russia","Russia","Unknown AFV","captured","https://i.postimg.cc/pXJJrNhR/bj.png",27,193,2,"7-271932","2022-03-06"
"208","Russia","Soviet Union","BMP-1(P)","destroyed","https://i.postimg.cc/Jh06DJ2r/f33.png",28,197,3,"7-281973","2022-03-06"
"227","Russia","Soviet Union","BMP-2","destroyed","https://i.postimg.cc/ydzX833d/f46.png",29,215,3,"7-292153","2022-03-06"
