"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"494","Russia","Soviet Union","T-72B","abandoned","https://i.postimg.cc/gkvXjG4b/1023-t72b-dam-aband-23-10-23.jpg","2023-12-13",13,458,4,"7-134584","12/13/2023"
"690","Russia","Russia","T-72B Obr. 2022","destroyed","https://i.postimg.cc/cJjddx4w/1021-t72b-2022-dam-aband-09-12-23.jpg","2023-12-13",15,637,1,"7-156371","12/13/2023"
"1816","Russia","Soviet Union","T-80BV","destroyed","https://i.postimg.cc/2y7tcxV2/1005-t80bv-destr-25-11-23.jpg","2023-12-13",23,1664,1,"7-2316641","12/13/2023"
"1817","Russia","Soviet Union","T-80BV","destroyed","https://i.postimg.cc/cJGS2PWW/1002-t80bv-destr-25-01-23.jpg","2023-12-13",23,1665,1,"7-2316651","12/13/2023"
"2162","Russia","Russia","107 T-80BVM","destroyed","https://i.postimg.cc/zfVCmRXT/1001-t80bvm-destr-10-07-23.jpg","2023-12-13",29,1947,1,"7-2919471","12/13/2023"
"2597","Russia","Russia","285 Unknown tank","abandoned","https://i.postimg.cc/V613cN27/1015-unkn-tank-aband-18-11-23.jpg","2023-12-13",36,2331,4,"7-3623314","12/13/2023"
"6504","Russia","Russia","586 BTR-82A(M)","destroyed","https://i.postimg.cc/3NtgmwBR/1001-btr82a-destr-02-11-23.jpg","2023-12-13",75,5865,1,"7-7558651","12/13/2023"
"6524","Russia","Russia","586 BTR-82A(M)","destroyed","https://i.postimg.cc/wjF915FX/1022-btr82a-destr-09-12-23.jpg","2023-12-13",75,5885,1,"7-7558851","12/13/2023"
"6525","Russia","Russia","586 BTR-82A(M)","destroyed","https://i.postimg.cc/9XbPvxhh/1000-BTR-82-A-destr-06-11-23.jpg","2023-12-13",75,5886,1,"7-7558861","12/13/2023"
"7710","Russia","Soviet Union","BTS-4A armoured recovery vehicle","abandoned","https://i.postimg.cc/d1y9QMTL/1024-bts4-aband-18-11-23.jpg","2023-12-13",145,6935,4,"7-14569354","12/13/2023"
