"","country","origin","system","status","url","sysID","imageID","statusID","matID","Date"
"11","Russia","Soviet Union","T-72AV","destroyed","https://i.postimg.cc/Dz9N71pg/f5j.png",3,11,3,"7-3113","2022-03-13"
"58","Russia","Russia","T-72B3","destroyed","https://i.postimg.cc/Bn1tj0QC/4368.png",6,54,3,"7-6543","2022-03-13"
"87","Russia","Russia","T-72B3 Obr. 2016","destroyed","https://i.postimg.cc/KYxKwWxr/46.png",7,83,3,"7-7833","2022-03-13"
"88","Russia","Russia","T-72B3 Obr. 2016","destroyed","https://i.postimg.cc/MKfjQR9R/44311.png",7,84,3,"7-7843","2022-03-13"
"117","Russia","Russia","T-72B3 Obr. 2016","captured","https://i.postimg.cc/Jnhs4Bys/fhj.png",7,110,2,"7-71102","2022-03-13"
"183","Russia","Russia","T-90A","destroyed","https://i.postimg.cc/DZQ2qvtq/fr.png",12,172,3,"7-121723","2022-03-13"
"229","Russia","Soviet Union","MT-LB","abandoned","https://i.postimg.cc/mrJwQRQ2/f69.png",16,215,4,"7-162154","2022-03-13"
"463","Russia","Russia","BMD-4M","destroyed","https://i.postimg.cc/HswQVXZx/4321.png",35,436,3,"7-354363","2022-03-13"
"481","Russia","Russia","BTR-82A","destroyed","https://i.postimg.cc/Hx8MHy8T/nm6.png",36,454,3,"7-364543","2022-03-13"
"612","Russia","Soviet Union","BTR-D APC with UR-67 mine clearing charge","captured","https://i.postimg.cc/RZ6Qvh6C/4689.png",53,578,2,"7-535782","2022-03-13"
"802","Russia","Russia","Eleron-3 reconnaissance UAV","captured","https://i.postimg.cc/ncWt99Cy/4ff.png",109,745,2,"7-1097452","2022-03-13"
"950","Russia","Russia","KamAZ 4x4","abandoned","https://i.postimg.cc/65M1yk1T/4245.png",129,884,4,"7-1298844","2022-03-13"
"1014","Russia","Russia","KamAZ 6x6","destroyed","https://i.postimg.cc/tRxXd5HX/4f2b.png",130,943,3,"7-1309433","2022-03-13"
"1015","Russia","Russia","KamAZ 6x6","destroyed","https://i.postimg.cc/FsXhTL90/f57.png",130,944,3,"7-1309443","2022-03-13"
"1177","Ukraine","Soviet Union","T-64BV","captured","https://i.postimg.cc/G2TXN9cy/5g2.png",1,1091,2,"380-110912","2022-03-13"
"1181","Ukraine","Soviet Union","T-80BV","captured","https://i.postimg.cc/4NkSDvHN/f21.png",8,1094,2,"380-810942","2022-03-13"
"1222","Ukraine","Soviet Union","BREM-1 ARV","captured","https://i.postimg.cc/Prww0Ysy/133.png",142,1133,2,"380-14211332","2022-03-13"
"1276","Ukraine","Soviet Union","BTR-80","destroyed","https://i.postimg.cc/W4LLXRmS/424.png",37,1185,3,"380-3711853","2022-03-13"
"1313","Ukraine","United Kingdom","MBT LAW 'NLAW'","captured","https://i.postimg.cc/J4ZQZ9nR/43f1.png",158,1220,2,"380-15812202","2022-03-13"
"1314","Ukraine","United Kingdom","MBT LAW 'NLAW'","captured","https://i.postimg.cc/xdCxvthg/4fsh.png",158,1221,2,"380-15812212","2022-03-13"
"1342","Ukraine","Soviet Union","ZSU-23-4 'Shilka'","captured","https://i.postimg.cc/nzwtKX39/4f3.png",164,1246,2,"380-16412462","2022-03-13"
