"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"436","Russia","Russia","T-72B3","destroyed","https://i.postimg.cc/vmLRgcNX/2022-07-23-T-72-B3.jpg","2022-09-26",9,419,1,"7-94191","09/26/2022"
"437","Russia","Russia","T-72B3","destroyed","https://twitter.com/UAWeapons/status/1574509085764243456","2022-09-26",9,420,1,"7-94201","09/26/2022"
"697","Russia","Russia","T-72B3 Obr. 2016","captured","https://twitter.com/UAWeapons/status/1574488865313898512","2022-09-26",11,651,3,"7-116513","09/26/2022"
"818","Russia","Soviet Union","107 T-80BV","destroyed","https://i.postimg.cc/W38PKhmt/2022-09-23-T-80-BV-2.jpg","2022-09-26",13,765,1,"7-137651","09/26/2022"
"819","Russia","Soviet Union","107 T-80BV","destroyed","https://i.postimg.cc/MHLg2RnZ/2022-09-23-T-80-BV.jpg","2022-09-26",13,766,1,"7-137661","09/26/2022"
"1141","Russia","Russia","132 Unknown tank","destroyed","https://twitter.com/UAWeapons/status/1574379264819941376","2022-09-26",23,1062,1,"7-2310621","09/26/2022"
"1302","Russia","Soviet Union","MT-LB","destroyed","https://twitter.com/UAWeapons/status/1574379264819941376","2022-09-26",26,1062,1,"7-2610621","09/26/2022"
"1404","Russia","Soviet Union","MT-LB","captured","https://i.postimg.cc/YqjffLqd/2022-09-24-MT-LB-313.jpg","2022-09-26",26,1297,3,"7-2612973","09/26/2022"
"1405","Russia","Soviet Union","MT-LB","captured","https://i.postimg.cc/m2SvVHJz/1004-mtlb.jpg","2022-09-26",26,1298,3,"7-2612983","09/26/2022"
"1523","Russia","Soviet Union","10 MT-LB with ZU-23 AA gun","destroyed","https://twitter.com/UAWeapons/status/1574509085764243456","2022-09-26",28,420,1,"7-284201","09/26/2022"
"1793","Russia","Soviet Union","157 BMP-1(P)","destroyed","https://twitter.com/UAWeapons/status/1574379264819941376","2022-09-26",38,1062,1,"7-3810621","09/26/2022"
"1864","Russia","Soviet Union","157 BMP-1(P)","captured","https://i.postimg.cc/6QSJnxSM/1002-bmp1.jpg","2022-09-26",38,1721,3,"7-3817213","09/26/2022"
"1875","Russia","Soviet Union","157 BMP-1(P)","captured","https://twitter.com/Marcin12316364/status/1574063472962306054","2022-09-26",38,1731,3,"7-3817313","09/26/2022"
"2136","Russia","Soviet Union","BMP-2(K)","destroyed","https://i.postimg.cc/3Rpj12LP/1501-bmp2.jpg","2022-09-26",40,1980,1,"7-4019801","09/26/2022"
"2157","Russia","Soviet Union","BMP-2(K)","destroyed","https://twitter.com/UAWeapons/status/1574134957039095810","2022-09-26",40,1999,1,"7-4019991","09/26/2022"
