,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
19,Russia,Soviet Union,120mm 2B11/2S12,destroyed,https://i.postimg.cc/C5Bc8jtt/3d.png,3,19,1,7-3191,03/29/2022
24,Russia,Soviet Union,120mm 2B16 Nona-K howitzer,captured,https://i.postimg.cc/QMJ8sWbG/n43.png,5,24,2,7-5242,03/29/2022
90,Russia,Soviet Union,122mm D-30 howitzer 2A18,abandoned,https://i.postimg.cc/XJ8bh0Y3/57.png,12,78,3,7-12783,03/29/2022
128,Russia,Soviet Union,152mm 2S19 Msta-S,captured,https://i.postimg.cc/ZKHmyGgk/2s5.png,14,113,2,7-141132,03/29/2022
129,Russia,Soviet Union,152mm 2S19 Msta-S,captured,https://i.postimg.cc/4xzGdvw2/16.png,14,114,2,7-141142,03/29/2022
170,Russia,Soviet Union,220mm BM-27 'Uragan',captured,https://i.postimg.cc/zGyV3M9z/1.png,22,153,2,7-221532,03/29/2022
171,Russia,Soviet Union,220mm BM-27 'Uragan',destroyed,https://i.postimg.cc/zGyV3M9z/1.png,22,153,1,7-221531,03/29/2022
257,Russia,Soviet Union,9P149 Shturm-S ATGM carrier,abandoned,https://i.postimg.cc/QNk4QVWH/1f.png,42,228,3,7-422283,03/29/2022
337,Russia,Soviet Union,-BMD 2.00,destroyed,https://i.postimg.cc/y6ZsLcz6/f51.png,55,297,1,7-552971,03/29/2022
338,Russia,Soviet Union,-BMD 2.00,destroyed,https://i.postimg.cc/zfBRSQ9c/3332.png,55,298,1,7-552981,03/29/2022
354,Russia,Russia,BMD-4M,destroyed,https://i.postimg.cc/FzszLK7k/d13.png,56,314,1,7-563141,03/29/2022
355,Russia,Russia,BMD-4M,destroyed,https://i.postimg.cc/VNpbMGvw/36.png,56,315,1,7-563151,03/29/2022
356,Russia,Russia,BMD-4M,destroyed,https://i.postimg.cc/vmr8FZ7x/46.png,56,316,1,7-563161,03/29/2022
357,Russia,Russia,BMD-4M,destroyed,https://i.postimg.cc/4x8qKkJ2/31d.png,56,317,1,7-563171,03/29/2022
358,Russia,Russia,BMD-4M,captured,https://i.postimg.cc/sg8FR71x/f14.png,56,318,2,7-563182,03/29/2022
385,Russia,Soviet Union,BMP-1Khs,captured,https://i.postimg.cc/xTFr1xKP/4467.png,59,344,2,7-593442,03/29/2022
496,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/Jhfk4vJ9/d133.jpg,60,448,1,7-604481,03/29/2022
497,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/VNZcqP4V/4.png,60,449,1,7-604491,03/29/2022
498,Russia,Soviet Union,BMP-2,abandoned,https://i.postimg.cc/gkfPzLKt/65.png,60,450,3,7-604503,03/29/2022
499,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/x1VhM1QC/321.png,60,451,2,7-604512,03/29/2022
500,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/SQDwxS89/25.jpg,60,452,2,7-604522,03/29/2022
501,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/mgfNxnjn/21.jpg,60,453,2,7-604532,03/29/2022
502,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/RFkLTCPg/47.png,60,454,2,7-604542,03/29/2022
503,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/fRK9ddR5/b316bmp2.png,60,455,2,7-604552,03/29/2022
547,Russia,Russia,BMP-3,destroyed,https://i.postimg.cc/tgZhWTZc/4443.png,62,497,1,7-624971,03/29/2022
561,Russia,Soviet Union,BRM-1K,destroyed,https://i.postimg.cc/yNVXckN7/s1.png,67,511,1,7-675111,03/29/2022
562,Russia,Soviet Union,BTR-70,destroyed,https://i.postimg.cc/xTC1PGzF/35.png,68,512,1,7-685121,03/29/2022
673,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/m2nnJ630/3d1.png,70,616,1,7-706161,03/29/2022
674,Russia,Russia,BTR-82A,captured,https://i.postimg.cc/Kzj4BggS/577.png,70,617,2,7-706172,03/29/2022
675,Russia,Russia,BTR-82A,captured,https://i.postimg.cc/prC4DpN8/312.png,70,618,2,7-706182,03/29/2022
720,Russia,Russia,Eleron-3 reconnaissance UAV,captured,https://i.postimg.cc/dtTP9TgR/f50.png,77,662,2,7-776622,03/29/2022
813,Russia,Italy,Iveco LMV 'Rys',destroyed,https://i.postimg.cc/B6bJC48P/4f.png,88,750,1,7-887501,03/29/2022
814,Russia,Italy,Iveco LMV 'Rys',destroyed,https://i.postimg.cc/1z9HFPch/776.png,88,751,1,7-887511,03/29/2022
1039,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/N0VMfCPh/v8.png,93,957,2,7-939572,03/29/2022
1040,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/y8Y4TJHv/318.png,93,958,2,7-939582,03/29/2022
1041,Russia,Russia,KamAZ 6x6,captured,https://i.postimg.cc/vZpH7XCL/f40.jpg,93,959,2,7-939592,03/29/2022
1044,Russia,Russia,KamAZ 8x8,destroyed,https://i.postimg.cc/zDKVsQR4/3d11.png,94,962,1,7-949621,03/29/2022
1061,Russia,Russia,KamAZ-5350 with EOV-3523 excavator,captured,https://i.postimg.cc/1tZrSqJQ/41.png,98,978,2,7-989782,03/29/2022
1077,Russia,Russia,KamAZ-63968 'Typhoon',destroyed,https://i.postimg.cc/0yYrBkVz/d13.png,101,994,1,7-1019941,03/29/2022
1206,Russia,Soviet Union,MT-LB with ZU-23 AA gun,captured,https://i.postimg.cc/fL7X1hBW/t5.png,110,1118,2,7-11011182,03/29/2022
1225,Russia,Soviet Union,MT-LBu,destroyed,https://i.postimg.cc/g0x20LXx/46.png,112,1131,1,7-11211311,03/29/2022
1226,Russia,Soviet Union,MT-LBu,destroyed,https://i.postimg.cc/pVJRRJG0/4431.png,112,1132,1,7-11211321,03/29/2022
1227,Russia,Soviet Union,MT-LBu,captured,https://i.postimg.cc/fTMW9rSn/469.png,112,1133,2,7-11211332,03/29/2022
1237,Russia,Russia,Orlan-10 reconnaissance UAV,destroyed,https://i.postimg.cc/yxB9PFbx/f5.png,114,1143,1,7-11411431,03/29/2022
1254,Russia,Russia,Pontoon bridge,abandoned,https://i.postimg.cc/gkfPzLKt/65.png,118,450,3,7-1184503,03/29/2022
1255,Russia,Russia,PP-2005 floating bridge,destroyed,https://i.postimg.cc/nc4DjtyY/f43.png,119,1157,1,7-11911571,03/29/2022
1287,Russia,Russia,R-149MA3 command and staff vehicle,destroyed,https://i.postimg.cc/gJBq1TXx/531.jpg,125,1181,1,7-12511811,03/29/2022
1291,Russia,Russia,R-166-0.5 signals vehicle,captured,https://i.postimg.cc/W3bt0p4Z/a1.png,126,1185,2,7-12611852,03/29/2022
1322,Russia,Soviet Union,T-64BV,destroyed,https://i.postimg.cc/13SPjpnQ/325.png,134,1216,1,7-13412161,03/29/2022
1323,Russia,Soviet Union,T-64BV,captured,https://i.postimg.cc/7hSMN2T6/3d.png,134,1217,2,7-13412172,03/29/2022
1324,Russia,Soviet Union,T-64BV,captured,https://i.postimg.cc/Gmh6ZzQv/31d.png,134,1218,2,7-13412182,03/29/2022
1334,Russia,Soviet Union,T-72A,destroyed,https://i.postimg.cc/ZnhCrpqR/28.png,135,1228,1,7-13512281,03/29/2022
1335,Russia,Soviet Union,T-72A,captured,https://i.postimg.cc/gkg20f3r/ty.png,135,1229,2,7-13512292,03/29/2022
1393,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/Px2P9QYR/t11.png,137,1282,1,7-13712821,03/29/2022
1394,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/QCzVxN6g/t12.png,137,1283,1,7-13712831,03/29/2022
1395,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/gkLXg5kw/456.png,137,1284,1,7-13712841,03/29/2022
1415,Russia,Russia,T-72B Obr. 1989,abandoned,https://i.postimg.cc/bvc3zdgp/3g.png,138,1302,3,7-13813023,03/29/2022
1453,Russia,Russia,T-72B3,destroyed,https://i.postimg.cc/y6FbBzcC/310.png,139,1338,1,7-13913381,03/29/2022
1454,Russia,Russia,T-72B3,destroyed,https://twitter.com/UAWeapons/status/1508755158435573762,139,1339,1,7-13913391,03/29/2022
1455,Russia,Russia,T-72B3,damaged,https://i.postimg.cc/RZC1jkQd/3188.jpg,139,1340,4,7-13913404,03/29/2022
1456,Russia,Russia,T-72B3,captured,https://i.postimg.cc/RZC1jkQd/3188.jpg,139,1340,2,7-13913402,03/29/2022
1457,Russia,Russia,T-72B3,captured,https://i.postimg.cc/qvcg0qQH/v7.png,139,1341,2,7-13913412,03/29/2022
1458,Russia,Russia,T-72B3,captured,https://i.postimg.cc/8zgBtFs2/24.png,139,1342,2,7-13913422,03/29/2022
1537,Russia,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/rybgd1tT/5g4.png,140,1414,1,7-14014141,03/29/2022
1538,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/d0LjtDt3/5555.png,140,1415,2,7-14014152,03/29/2022
1539,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/XqDJC4fx/r1.png,140,1416,2,7-14014162,03/29/2022
1540,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/DzN3pCzZ/45.png,140,1417,2,7-14014172,03/29/2022
1541,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/fRK9ddR5/b316bmp2.png,140,455,2,7-1404552,03/29/2022
1553,Russia,Soviet Union,T-80BV,destroyed,https://i.postimg.cc/nzKdcBSx/n43.png,141,1429,1,7-14114291,03/29/2022
1554,Russia,Soviet Union,T-80BV,captured,https://i.postimg.cc/dV7Y2m59/36.png,141,1430,2,7-14114302,03/29/2022
1620,Russia,Russia,T-80U,destroyed,https://i.postimg.cc/6Qx9fWM3/u1.jpg,143,1491,1,7-14314911,03/29/2022
1621,Russia,Russia,T-80U,destroyed,https://i.postimg.cc/W1GRjM7N/r1.png,143,1492,1,7-14314921,03/29/2022
1622,Russia,Russia,T-80U,destroyed,https://i.postimg.cc/GtccWdNQ/d11.png,143,1493,1,7-14314931,03/29/2022
1623,Russia,Russia,T-80U,destroyed,https://i.postimg.cc/YCSxpFYc/3d1.jpg,143,1494,1,7-14314941,03/29/2022
1624,Russia,Russia,T-80U,destroyed,https://i.postimg.cc/SxK50W3z/887.jpg,143,1495,1,7-14314951,03/29/2022
1625,Russia,Russia,T-80U,damaged,https://i.postimg.cc/hjp2dxTq/53.png,143,1496,4,7-14314964,03/29/2022
1626,Russia,Russia,T-80U,captured,https://i.postimg.cc/hjp2dxTq/53.png,143,1496,2,7-14314962,03/29/2022
1685,Russia,Soviet Union,UAZ-469,destroyed,https://i.postimg.cc/J7yHxq8d/h6.jpg,153,1546,1,7-15315461,03/29/2022
1735,Russia,Soviet Union,Unknown BTR-D/BMD-2,destroyed,https://i.postimg.cc/YqvZz8p9/31.png,157,1594,1,7-15715941,03/29/2022
1780,Russia,Russia,Unknown tank,destroyed,https://twitter.com/UAWeapons/status/1508569156525998084,162,1633,1,7-16216331,03/29/2022
1781,Russia,Russia,Unknown tank,abandoned,https://i.postimg.cc/gkfPzLKt/65.png,162,450,3,7-1624503,03/29/2022
2022,Russia,Russia,Ural-4320,captured,https://i.postimg.cc/kM2QckdS/f4.png,167,1852,2,7-16718522,03/29/2022
2023,Russia,Russia,Ural-4320,captured,https://i.postimg.cc/j5tvNFm9/665.jpg,167,1853,2,7-16718532,03/29/2022
