,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
3,Russia,Soviet Union,T-72A,destroyed,https://i.postimg.cc/Fs5y8Zj7/43gd.png,2,3,3,7-233,03/10/2022
4,Russia,Soviet Union,T-72A,captured,https://i.postimg.cc/Hk743jcQ/4311.jpg,2,4,2,7-242,03/10/2022
5,Russia,Soviet Union,T-72A,captured,https://i.postimg.cc/tTk2850K/1d4.jpg,2,5,2,7-252,03/10/2022
6,Russia,Soviet Union,T-72A,captured,https://i.postimg.cc/pLZK95pC/6652.jpg,2,6,2,7-262,03/10/2022
33,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/h421Rsvr/4314.png,4,31,2,7-4312,03/10/2022
34,Russia,Soviet Union,T-72B,captured,https://i.postimg.cc/mrk5cWy6/5700.png,4,32,2,7-4322,03/10/2022
64,Russia,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/R0N4J5Np/546.jpg,7,62,3,7-7623,03/10/2022
65,Russia,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/fRbh1njW/547.jpg,7,63,3,7-7633,03/10/2022
139,Russia,Russia,T-80BVM,destroyed,https://i.postimg.cc/pdQwzGBj/7763.png,11,131,3,7-111313,03/10/2022
140,Russia,Russia,T-80BVM,destroyed,https://i.postimg.cc/xdYHR8yF/f2h.png,11,132,3,7-111323,03/10/2022
168,Russia,Russia,Unknown tank,destroyed,https://i.postimg.cc/Pq9dkXdz/d22.jpg,13,158,3,7-131583,03/10/2022
196,Russia,Soviet Union,MT-LB,abandoned,https://i.postimg.cc/ZRgTChvT/f24.png,16,185,4,7-161854,03/10/2022
228,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/CxQFG5Cj/4369.png,16,217,2,7-162172,03/10/2022
229,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/d1sZW7M1/32g.jpg,16,218,2,7-162182,03/10/2022
230,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/GpjCvqdV/54h.png,16,219,2,7-162192,03/10/2022
274,Russia,Russia,Unknown AFV,destroyed,https://i.postimg.cc/NMzzCDvd/4331.png,29,261,3,7-292613,03/10/2022
304,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/PfvwgJQJ/4f22.png,31,290,3,7-312903,03/10/2022
305,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/jSsg42Dg/213.png,31,291,3,7-312913,03/10/2022
306,Russia,Soviet Union,BMP-2,destroyed,https://i.postimg.cc/JhDwp7rZ/n8.png,31,292,3,7-312923,03/10/2022
340,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/pVZrGVkh/Screenshot-9012.png,31,321,2,7-313212,03/10/2022
360,Russia,Soviet Union,-BMD 2.00,destroyed,https://postimg.cc/9wdsG1Hh,34,340,3,7-343403,03/10/2022
