,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
31,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/LhdGMJ7x/7j0.jpg,4,30,1,7-4301,03/20/2022
32,Russia,Soviet Union,T-72B,destroyed,https://i.postimg.cc/QCRJKWZ1/4399.png,4,31,1,7-4311,03/20/2022
67,Russia,Russia,T-72B Obr. 1989,destroyed,https://i.postimg.cc/cJ9xGccT/5g.jpg,5,63,1,7-5631,03/20/2022
71,Russia,Russia,T-72B Obr. 1989,damaged,https://i.postimg.cc/9XgKbxBF/8.jpg,5,67,2,7-5672,03/20/2022
72,Russia,Russia,T-72B Obr. 1989,captured,https://i.postimg.cc/9XgKbxBF/8.jpg,5,67,3,7-5673,03/20/2022
82,Russia,Russia,T-72B3,destroyed,https://i.postimg.cc/t4Cm0wNx/446.png,6,77,1,7-6771,03/20/2022
120,Russia,Russia,T-72B3 Obr. 2016,destroyed,https://i.postimg.cc/yxqXGHgH/k98.jpg,7,115,1,7-71151,03/20/2022
129,Russia,Russia,T-72B3 Obr. 2016,damaged,https://i.postimg.cc/yNv6K4zM/468.png,7,122,2,7-71222,03/20/2022
130,Russia,Russia,T-72B3 Obr. 2016,captured,https://i.postimg.cc/yNv6K4zM/468.png,7,122,3,7-71223,03/20/2022
212,Russia,Russia,T-80UK,captured,https://i.postimg.cc/RhG269gm/63.jpg,10,199,3,7-101993,03/20/2022
213,Russia,Russia,T-80UM2,destroyed,https://i.postimg.cc/XJJ81n2X/68.png,11,200,1,7-112001,03/20/2022
228,Russia,Russia,T-80BVM,captured,https://i.postimg.cc/DZqKW1G3/4gf.png,12,215,3,7-122153,03/20/2022
260,Russia,Russia,Unknown tank,destroyed,https://i.postimg.cc/FzXxr0rk/32.png,14,245,1,7-142451,03/20/2022
261,Russia,Russia,Unknown tank,destroyed,https://twitter.com/UAWeapons/status/1505493660770648065,14,246,1,7-142461,03/20/2022
262,Russia,Russia,Unknown tank,destroyed,https://twitter.com/UAWeapons/status/1505645975767064580,14,247,1,7-142471,03/20/2022
263,Russia,Russia,Unknown tank,destroyed,https://i.postimg.cc/VN22yDVq/652.png,14,248,1,7-142481,03/20/2022
356,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/x1VVwZV9/790.jpg,17,340,3,7-173403,03/20/2022
359,Russia,Soviet Union,MT-LB with ZU-23 AA gun,destroyed,https://i.postimg.cc/MZjRvHXZ/430.png,18,343,1,7-183431,03/20/2022
419,Russia,Soviet Union,Unknown BTR-D/BMD-2,destroyed,https://i.postimg.cc/cJVz3g10/r3.jpg,31,399,1,7-313991,03/20/2022
420,Russia,Soviet Union,Unknown BTR-D/BMD-2,destroyed,https://i.postimg.cc/RZpyMpj3/r1.jpg,31,400,1,7-314001,03/20/2022
435,Russia,Russia,Unknown AFV,destroyed,https://i.postimg.cc/1z4BJ97X/32.png,33,415,1,7-334151,03/20/2022
436,Russia,Russia,Unknown AFV,destroyed,https://twitter.com/UAWeapons/status/1505493946922942469,33,416,1,7-334161,03/20/2022
437,Russia,Russia,Unknown AFV,destroyed,https://twitter.com/UAWeapons/status/1505649091627339781,33,417,1,7-334171,03/20/2022
504,Russia,Soviet Union,BMP-2,destroyed,https://twitter.com/UAWeapons/status/1505490721989611524,35,483,1,7-354831,03/20/2022
542,Russia,Soviet Union,BMP-2,captured,https://i.postimg.cc/3rL56r3h/65h.jpg,35,516,3,7-355163,03/20/2022
572,Russia,Russia,BMP-3,captured,https://i.postimg.cc/CLpMCKPM/14.png,37,545,3,7-375453,03/20/2022
632,Russia,Russia,BMD-4M,destroyed,https://i.postimg.cc/bvbM01m3/6j.jpg,39,601,1,7-396011,03/20/2022
660,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/pX6DMmZQ/2fl.jpg,40,629,1,7-406291,03/20/2022
661,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/DyRFYp5c/1d.jpg,40,630,1,7-406301,03/20/2022
662,Russia,Russia,BTR-82A,destroyed,https://i.postimg.cc/Rq5swtQw/a1.png,40,631,1,7-406311,03/20/2022
683,Russia,Russia,BTR-82A,captured,https://i.postimg.cc/9fyrTNZ0/15.png,40,649,3,7-406493,03/20/2022
688,Russia,Soviet Union,Unknown BMP-1/2,destroyed,https://i.postimg.cc/NFcbMH6V/g3.jpg,41,653,1,7-416531,03/20/2022
704,Russia,Soviet Union,BTR-80,destroyed,https://i.postimg.cc/nLZMZG9D/4313.png,42,669,1,7-426691,03/20/2022
705,Russia,Soviet Union,BTR-80,destroyed,https://i.postimg.cc/bvzcJ2vM/3d.jpg,42,670,1,7-426701,03/20/2022
731,Russia,Soviet Union,BTR-80,captured,https://i.postimg.cc/sDsVMgDk/541.png,42,695,3,7-426953,03/20/2022
744,Russia,Soviet Union,BTR-D,abandoned,https://i.postimg.cc/zGYyLF60/38.png,43,707,4,7-437074,03/20/2022
795,Russia,Russia,GAZ Tigr-M,destroyed,https://i.postimg.cc/Y93sd2MG/h8.jpg,49,757,1,7-497571,03/20/2022
818,Russia,Russia,GAZ Tigr-M,captured,https://i.postimg.cc/P55LH5wM/25.png,49,777,3,7-497773,03/20/2022
819,Russia,Russia,GAZ Tigr-M,captured,https://i.postimg.cc/kGy4r0MZ/j0.jpg,49,778,3,7-497783,03/20/2022
853,Russia,Soviet Union,UR-77 'Meterorit' mine clearing vehicle,captured,https://i.postimg.cc/hth2jxzy/2o9.jpg,59,810,3,7-598103,03/20/2022
934,Russia,Soviet Union,122mm D-30 howitzer 2A18,captured,https://i.postimg.cc/fLHffrmc/31d.png,88,878,3,7-888783,03/20/2022
935,Russia,Soviet Union,122mm D-30 howitzer 2A18,captured,https://i.postimg.cc/yND9cys5/5j.png,88,879,3,7-888793,03/20/2022
980,Russia,Soviet Union,152mm 2S19 Msta-S,captured,https://i.postimg.cc/J0QbTYf7/6h.jpg,94,921,3,7-949213,03/20/2022
982,Russia,Russia,152mm 2S33 Msta-SM2,captured,https://i.postimg.cc/YSD5yMc0/369.png,95,923,3,7-959233,03/20/2022
986,Russia,Soviet Union,122mm BM-21 'Grad',destroyed,https://i.postimg.cc/xdSjPC1y/54.png,96,927,1,7-969271,03/20/2022
1036,Russia,Soviet Union,9K35 Strela-10,captured,https://i.postimg.cc/9F8JTR1K/4f.png,104,969,3,7-1049693,03/20/2022
1053,Russia,Russia,9A331 TLAR (for 9K331 Tor-M1),destroyed,https://i.postimg.cc/wB4gSnyf/3h.png,110,984,1,7-1109841,03/20/2022
