"","country","origin","system","status","url","sysID","imageID","statusID","matID","Date"
"5","Russia","Soviet Union","T-64BV","captured","https://i.postimg.cc/rydk48wh/n0.png",1,5,3,"7-153","2022-03-19"
"29","Russia","Soviet Union","T-72B","destroyed","https://i.postimg.cc/MZBT5zpG/380.png",4,28,1,"7-4281","2022-03-19"
"30","Russia","Soviet Union","T-72B","destroyed","https://i.postimg.cc/4y1bhVKK/3588.png",4,29,1,"7-4291","2022-03-19"
"63","Russia","Russia","T-72B Obr. 1989","destroyed","https://i.postimg.cc/qvxQ3f3b/f48.png",5,59,1,"7-5591","2022-03-19"
"64","Russia","Russia","T-72B Obr. 1989","destroyed","https://i.postimg.cc/kMbfTBHz/983.png",5,60,1,"7-5601","2022-03-19"
"112","Russia","Russia","T-72B3 Obr. 2016","destroyed","https://i.postimg.cc/0jQYJGQX/3dh.png",7,108,1,"7-71081","2022-03-19"
"113","Russia","Russia","T-72B3 Obr. 2016","destroyed","https://i.postimg.cc/GpxG7gTS/57880.png",7,109,1,"7-71091","2022-03-19"
"283","Russia","Soviet Union","MT-LB","destroyed","https://i.postimg.cc/xCyC3R9P/7ip.png",16,270,1,"7-162701","2022-03-19"
"315","Russia","Soviet Union","MT-LB","captured","https://i.postimg.cc/15BnwV6D/6hd.png",16,301,3,"7-163013","2022-03-19"
"353","Russia","Soviet Union","MT-LBu","abandoned","https://i.postimg.cc/rs9z99Nk/f16.png",20,339,4,"7-203394","2022-03-19"
"365","Russia","Soviet Union","1V119 artillery fire direction vehicle","captured","https://i.postimg.cc/jdkFKNbv/f1.png",22,351,3,"7-223513","2022-03-19"
"390","Russia","Russia","TZM-T reloader vehicle (for TOS-1A)","abandoned","https://i.postimg.cc/3wM0txDr/4b.png",29,374,4,"7-293744","2022-03-19"
"391","Russia","Russia","TZM-T reloader vehicle (for TOS-1A)","destroyed","https://i.postimg.cc/3wM0txDr/4b.png",29,374,1,"7-293741","2022-03-19"
"439","Russia","Soviet Union","BMP-1(P)","captured","https://i.postimg.cc/BvRYDG6F/3e.png",33,420,3,"7-334203","2022-03-19"
"440","Russia","Soviet Union","BMP-1(P)","captured","https://i.postimg.cc/x826xyLT/g0.png",33,421,3,"7-334213","2022-03-19"
"470","Russia","Soviet Union","BMP-2","destroyed","https://i.postimg.cc/m2bRRf7L/5g.png",34,451,1,"7-344511","2022-03-19"
"480","Russia","Soviet Union","BMP-2","destroyed","https://i.postimg.cc/44pfYfdz/4fh.png",34,461,1,"7-344611","2022-03-19"
"481","Russia","Soviet Union","BMP-2","destroyed","https://i.postimg.cc/T3bXJd6c/4g.png",34,462,1,"7-344621","2022-03-19"
"482","Russia","Soviet Union","BMP-2","destroyed","https://i.postimg.cc/0jHKLbvz/f86.png",34,463,1,"7-344631","2022-03-19"
"567","Russia","Soviet Union","BMD-2","destroyed","https://i.postimg.cc/KjyWxc2f/g59.png",37,541,1,"7-375411","2022-03-19"
"617","Russia","Russia","BMD-4M","captured","https://i.postimg.cc/KvF02Nwn/g00.png",38,588,3,"7-385883","2022-03-19"
"673","Russia","Soviet Union","BTR-80","destroyed","https://i.postimg.cc/GpM5MThW/36.png",41,640,1,"7-416401","2022-03-19"
"674","Russia","Soviet Union","BTR-80","destroyed","https://i.postimg.cc/zGFMgcmX/79.png",41,641,1,"7-416411","2022-03-19"
"726","Russia","Soviet Union","BTR-D","captured","https://i.postimg.cc/tgPskW5T/f5.png",42,690,3,"7-426903","2022-03-19"
"734","Russia","Russia","KamAZ-63968 'Typhoon'","destroyed","https://i.postimg.cc/Y99X7XjX/43f.png",44,698,1,"7-446981","2022-03-19"
"744","Russia","Russia","GAZ Tigr","abandoned","https://i.postimg.cc/mDbvhs6S/n8.png",47,708,4,"7-477084","2022-03-19"
"761","Russia","Russia","GAZ Tigr-M","destroyed","https://i.postimg.cc/zXnF2gfV/446.jpg",48,725,1,"7-487251","2022-03-19"
"781","Russia","Russia","GAZ Tigr-M","captured","https://i.postimg.cc/gJJfdqTc/7j.png",48,742,3,"7-487423","2022-03-19"
"805","Russia","Russia","R-166-0.5 signals vehicle","captured","https://i.postimg.cc/gjx3KxTk/f57.png",52,766,3,"7-527663","2022-03-19"
"807","Russia","Russia","P-260-U signal vehicle (for Redut-2US signal and communications system)","captured","https://i.postimg.cc/MGB9YfRK/7y.png",54,768,3,"7-547683","2022-03-19"
"808","Russia","Russia","P-260-U signal vehicle (for Redut-2US signal and communications system)","destroyed","https://i.postimg.cc/MGB9YfRK/7y.png",54,768,1,"7-547681","2022-03-19"
"889","Russia","Soviet Union","120mm 2B16 Nona-K howitzer","abandoned","https://i.postimg.cc/5jcQqnzn/hhj.jpg",86,835,4,"7-868354","2022-03-19"
"948","Russia","Soviet Union","122mm BM-21 'Grad'","destroyed","https://i.postimg.cc/ry1bMqXD/6hj.png",95,891,1,"7-958911","2022-03-19"
"949","Russia","Soviet Union","122mm BM-21 'Grad'","destroyed","https://i.postimg.cc/yd94C9B5/r133.png",95,892,1,"7-958921","2022-03-19"
