,country,origin,system,status,url,sysID,imageID,statusID,matID,Date
3,Russia,Soviet Union,T-72B,abandoned,https://i.postimg.cc/sfLpFS54/4566.png,1,3,2,NA,02/28/2022
9,Russia,Russia,T-72B3,destroyed,https://i.postimg.cc/9MgnjkFX/6hh.png,3,8,1,NA,02/28/2022
10,Russia,Russia,T-72B3,destroyed,https://i.postimg.cc/GmwS58bg/436.png,3,9,1,NA,02/28/2022
12,Russia,Russia,T-72B3,captured,https://i.postimg.cc/FzSnwdhF/j77.png,3,11,4,NA,02/28/2022
13,Russia,Russia,T-72B3M,destroyed,https://i.postimg.cc/hGdX1BWT/346.png,4,12,1,NA,02/28/2022
14,Russia,Russia,T-72B3M,destroyed,https://i.postimg.cc/ZnNgPmr9/3322.png,4,13,1,NA,02/28/2022
15,Russia,Russia,T-72B3M,destroyed,https://i.postimg.cc/xCm0kLJ2/3325.png,4,14,1,NA,02/28/2022
16,Russia,Russia,T-72B3M,destroyed,https://i.postimg.cc/3wMf8pTp/b7.png,4,15,1,NA,02/28/2022
17,Russia,Russia,T-72B3M,abandoned,https://i.postimg.cc/cCWG66n9/557.png,4,16,2,NA,02/28/2022
18,Russia,Russia,T-72B3M,abandoned,https://i.postimg.cc/Tw9Gx7vp/6682.png,4,17,2,NA,02/28/2022
19,Russia,Russia,T-72B3M,abandoned,https://i.postimg.cc/prkfqWMs/b4.jpg,4,18,2,NA,02/28/2022
20,Russia,Russia,T-72B3M,abandoned,https://i.postimg.cc/G3jxcQTv/b55.jpg,4,19,2,NA,02/28/2022
21,Russia,Russia,T-72B3M,captured,https://i.postimg.cc/Rhx51CZ2/7799.png,4,20,4,NA,02/28/2022
22,Russia,Russia,T-72B3M,captured,https://i.postimg.cc/nr9T81zN/77644.png,4,21,4,NA,02/28/2022
23,Russia,Soviet Union,T-80BV,destroyed,https://i.postimg.cc/fRTVS0Tt/7u5.png,5,22,1,NA,02/28/2022
24,Russia,Soviet Union,T-80BV,abandoned,https://i.postimg.cc/fbx3fPBg/665f.jpg,5,23,2,NA,02/28/2022
25,Russia,Soviet Union,T-80BV,abandoned,https://i.postimg.cc/X7GD7K2Y/h66.jpg,5,24,2,NA,02/28/2022
27,Russia,Soviet Union,T-80BV,captured,https://i.postimg.cc/1zNj1Pjv/44355.png,5,26,4,NA,02/28/2022
28,Russia,Russia,T-80U,destroyed,https://i.postimg.cc/TwM0xXnc/6655.png,6,27,1,NA,02/28/2022
29,Russia,Russia,T-80U,destroyed,https://i.postimg.cc/grFmqjhZ/5te.png,6,28,1,NA,02/28/2022
30,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/3JSSydML/g43.png,6,29,2,NA,02/28/2022
31,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/Bb1f2rCj/b8.jpg,6,30,2,NA,02/28/2022
32,Russia,Russia,T-80U,abandoned,https://i.postimg.cc/XY23SkX7/779.jpg,6,31,2,NA,02/28/2022
33,Russia,Russia,T-80U,captured,https://i.postimg.cc/7LFzTNhH/5466.png,6,32,4,NA,02/28/2022
34,Russia,Russia,T-80U,captured,https://i.postimg.cc/cJVPv63q/4432.png,6,33,4,NA,02/28/2022
35,Russia,Russia,T-80UD,captured,https://i.postimg.cc/wvpsxc0S/33555.png,7,34,4,NA,02/28/2022
37,Russia,Russia,T-90A,destroyed,https://i.postimg.cc/R0vMN6Q3/546.png,9,36,1,NA,02/28/2022
38,Russia,Russia,T-90A,destroyed,https://i.postimg.cc/nM8jX4k8/5422.png,9,37,1,NA,02/28/2022
39,Russia,Russia,T-90A,abandoned,https://i.postimg.cc/GtnT2PKW/Screenshot-8353.png,9,38,2,NA,02/28/2022
40,Russia,Russia,T-90A,abandoned,https://i.postimg.cc/g2mHhvzp/901.png,9,39,2,NA,02/28/2022
41,Russia,Russia,T-90A,abandoned,https://i.postimg.cc/Zq03PHXG/902.jpg,9,40,2,NA,02/28/2022
42,Russia,Soviet Union,BRM-1K,destroyed,https://postimg.cc/bGSbfRQm,10,41,1,NA,02/28/2022
43,Russia,Soviet Union,BMP-1Khs,abandoned,https://i.postimg.cc/6qdwks4D/n7.jpg,11,42,2,NA,02/28/2022
44,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/2SJG2hyJ/9po.png,12,43,1,NA,02/28/2022
47,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/52P7zGLB/654.png,12,46,1,NA,02/28/2022
48,Russia,Soviet Union,MT-LB,destroyed,https://i.postimg.cc/D0fPPSmY/658.png,12,47,1,NA,02/28/2022
49,Russia,Soviet Union,MT-LB,abandoned,https://i.postimg.cc/GpG26n3R/446.png,12,48,2,NA,02/28/2022
50,Russia,Soviet Union,MT-LB,abandoned,https://i.postimg.cc/522wW2TJ/h6.png,12,49,2,NA,02/28/2022
54,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/MGBV9R2s/4fs.png,12,53,4,NA,02/28/2022
55,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/1tVLvyy0/764.png,12,54,4,NA,02/28/2022
56,Russia,Soviet Union,MT-LB,captured,https://i.postimg.cc/zBSQCqs2/b5.png,12,55,4,NA,02/28/2022
58,Russia,Soviet Union,MT-LBu,destroyed,https://i.postimg.cc/NfqgFR94/h65.png,14,57,1,NA,02/28/2022
